year,rien_PRON amener_VERB,rien_PRON ramener_VERB
1975,5.711480177694739e-10,0.0
1976,4.570821499072508e-09,1.7140580066410394e-09
1977,3.526069214387917e-09,2.3507127355770763e-09
1978,6.534650598410963e-09,2.3762365408686037e-09
1979,4.681578680276743e-09,0.0
1980,2.2740602734216964e-09,6.253665585376211e-09
1981,3.1627747087981106e-09,0.0
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,2.4443267410134695e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,6.036934507847036e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,3.856960972825618e-09
1993,9.970573700002205e-09,2.7696036575264316e-09
1994,4.2199412852994556e-09,5.274926717646622e-09
1995,4.337960657352369e-09,4.880205572987961e-09
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,4.794894259418925e-09,1.438468344439059e-09
1998,1.43043876743576e-09,3.814503379828693e-09
1999,2.7421207526856506e-09,2.7421207526856506e-09
2000,4.418031274155965e-09,2.2090156370779823e-09
2001,1.7524847129024579e-09,3.943090742808408e-09
2002,6.133709984368352e-09,3.066854992184176e-09
2003,6.667076668520622e-09,2.083461403401543e-09
2004,5.726228824443069e-09,3.523833003171717e-09
2005,6.7556245042510454e-09,9.007499190971657e-10
2006,4.941467679486777e-09,2.0589450144825605e-09
2007,6.391167151065247e-09,2.7961355453243186e-09
2008,5.960415716543821e-09,4.257439734089985e-09
2009,3.814554005998616e-09,3.814554005998616e-09
2010,2.3618964561933353e-09,5.668551850135373e-09
2011,8.795135286732148e-09,5.7359579308524644e-09
2012,1.05531832161887e-08,4.765953853791416e-09
2013,8.925200134513034e-09,5.857162754807632e-09
2014,8.87832563023494e-09,5.846701789380404e-09
2015,4.92079728076078e-08,5.54143841924315e-09
2016,1.3463710146766061e-08,8.285359953674742e-09
2017,6.5405894034142875e-09,1.0314006537726073e-08
2018,9.29327992338358e-09,5.6792268665617485e-09
2019,5.229524902006233e-08,7.397864543179367e-09
