year,en_ADP ail_NOUN,en_ADP rails_NOUN
1800,1.2576658381391326e-08,0.0
1801,3.809892001882531e-08,0.0
1802,5.370816325012129e-08,0.0
1803,5.070882025393075e-08,0.0
1804,7.909923027682453e-08,0.0
1805,2.5585899399160894e-08,0.0
1806,6.627838811112952e-08,0.0
1807,1.2241906865995134e-07,0.0
1808,1.0877154954513912e-07,2.2660739951163578e-09
1809,9.93973401364201e-08,0.0
1810,2.9251585464962204e-07,0.0
1811,1.253538335355131e-07,0.0
1812,1.8137015445063298e-07,2.6672082320544632e-09
1813,1.2078114730584844e-07,0.0
1814,1.0698702368472368e-07,0.0
1815,5.664169577812572e-08,0.0
1816,4.6352077731626196e-08,0.0
1817,3.892183608744659e-08,0.0
1818,5.602953323524673e-08,1.1921177378582115e-09
1819,1.2214239364372048e-07,0.0
1820,2.966620371580575e-08,0.0
1821,4.43766958735381e-08,0.0
1822,3.107940926838637e-08,0.0
1823,3.755420863171821e-08,0.0
1824,3.3684449896043134e-08,0.0
1825,3.258013947515792e-08,0.0
1826,2.4662355713189754e-08,0.0
1827,4.147772969531616e-08,0.0
1828,4.3109815550668174e-08,0.0
1829,1.0545006362550069e-07,1.5431716349212365e-08
1830,6.053364676184003e-08,1.0436835395921662e-08
1831,7.483779085326603e-08,9.354723662369224e-09
1832,7.035583848846727e-08,5.411987746839486e-09
1833,3.938433579264711e-08,1.2741991461950875e-08
1834,7.000897994657862e-08,1.6802156110884425e-08
1835,5.596685070941021e-08,2.7227116561334697e-08
1836,6.653542283796554e-08,2.016224964762614e-09
1837,7.792837530828933e-08,1.3915782304252389e-08
1838,6.754013526233393e-08,6.312161904276081e-09
1839,1.2095251933352813e-07,5.5931801412612e-09
1840,1.031889566571742e-07,5.732719632334238e-09
1841,1.3097919682181214e-07,4.494383976094696e-09
1842,1.2745704225380905e-07,1.8112315203211438e-08
1843,1.3763102491015644e-07,2.4218335781256428e-08
1844,1.4764229661068384e-07,1.5367971784030487e-08
1845,1.5345627124574435e-07,1.5066615177694587e-08
1846,1.042101231973902e-07,2.6930706553685013e-08
1847,1.6341467112823693e-07,3.613459842455313e-08
1848,8.447483018647617e-08,1.850401076808339e-08
1849,1.2233945301254323e-07,1.4245005175439474e-08
1850,1.1677072819793466e-07,3.869727649430388e-08
1851,1.2253933023842478e-07,1.9348316726564008e-08
1852,1.608104709394098e-07,3.1250618093281446e-08
1853,1.5228425720437144e-07,3.045685192937242e-08
1854,1.6158516574771298e-07,3.013485283531736e-08
1855,1.363882802252192e-07,2.7596072982305486e-08
1856,1.1545131700652078e-07,5.850223772085883e-08
1857,1.4693341654492542e-07,8.884346414106403e-08
1858,9.983099408250595e-08,9.444794812907276e-08
1859,1.2221216127983325e-07,3.055304054200292e-08
1860,9.428998692939672e-08,1.286188648919051e-07
1861,9.903523690013571e-08,6.885307107795668e-08
1862,1.3825037833981035e-07,6.776979688538631e-08
1863,1.0788380760962113e-07,1.2486551970170012e-07
1864,8.822299402133638e-08,1.1555294321397014e-07
1865,1.148470044065597e-07,2.4240248208684534e-07
1866,1.19694079148136e-07,6.3252969084715e-08
1867,9.56003880503431e-08,1.8586267991338445e-07
1868,5.433861460790723e-08,1.733895800271057e-07
1869,7.325278816860958e-08,7.911300770047092e-08
1870,3.870482885304227e-07,9.919904586652706e-08
1871,1.125844788507635e-07,1.1470871186247678e-07
1872,2.382651729249119e-07,2.3463676468438166e-07
1873,8.021246022948958e-08,1.4665711556283156e-07
1874,3.017177579445196e-07,1.9477225943198562e-07
1875,6.293679777336081e-08,1.361723418469296e-07
1876,7.859819173283711e-08,1.656607997446713e-07
1877,6.370360772223194e-08,1.7750422198758997e-07
1878,5.374788863976576e-08,1.1232705077190985e-07
1879,1.1974277769333241e-07,1.8022508951887062e-07
1880,6.494860691486082e-07,1.450433302352394e-07
1881,9.273434842249628e-08,1.1365187613243677e-07
1882,6.256061846343641e-08,7.853354744291607e-08
1883,6.843844287951484e-07,8.531107609233146e-08
1884,4.152467445450725e-07,1.0298647623585566e-07
1885,6.961286658224708e-08,1.3664747200436977e-07
1886,1.109995773074246e-07,1.1229026902759287e-07
1887,8.357023439931055e-08,1.0838014535829998e-07
