year,en_ADP éveil_NOUN,en_ADP eveil_NOUN,en_ADP réveil_NOUN
1800,1.7921738049153646e-07,0.0,1.8864987794131594e-08
1801,6.667310969987739e-08,0.0,4.7623651688866175e-09
1802,6.042168365638645e-08,0.0,0.0
1803,3.510610468993036e-08,0.0,1.950339223455444e-09
1804,9.640218934237055e-08,0.0,0.0
1805,3.695740957709859e-08,0.0,0.0
1806,3.458002950651462e-08,0.0,0.0
1807,3.701041606518629e-08,0.0,0.0
1808,3.172503681980743e-08,0.0,0.0
1809,2.710836710662079e-08,0.0,0.0
1810,3.7442028144596406e-08,0.0,0.0
1811,3.259199843341776e-08,0.0,5.0141535368197765e-09
1812,1.3336041604361526e-08,0.0,0.0
1813,4.888760685162197e-08,0.0,1.1502966579257645e-08
1814,4.72001566720337e-08,0.0,0.0
1815,3.506390555685357e-08,0.0,2.697223555614414e-09
1816,9.270415546325239e-08,0.0,2.3176038865813098e-09
1817,1.1365175822675155e-07,0.0,3.113746815941454e-09
1818,9.298518222067287e-08,0.0,1.1921177378582115e-09
1819,6.210630232317271e-08,0.0,0.0
1820,5.102586797534059e-08,0.0,0.0
1821,7.889190811738445e-08,0.0,1.97229765852569e-09
1822,9.724847416237026e-08,0.0,0.0
1823,7.906149335212831e-08,0.0,0.0
1824,9.515857612996115e-08,0.0,1.6842225392110777e-09
1825,6.60408261410339e-08,0.0,0.0
1826,6.958307352533666e-08,0.0,8.807984341885344e-10
1827,1.511632774509053e-07,0.0,1.8434546111834038e-09
1828,1.155709981048858e-07,0.0,0.0
1829,1.1145128553380346e-07,0.0,8.57317605795771e-10
1830,1.5968359434737067e-07,0.0,0.0
1831,1.0602020239502963e-07,0.0,0.0
1832,1.677716170433996e-07,0.0,1.0823975493678972e-08
1833,1.8649642186119308e-07,0.0,1.1583628500844156e-09
1834,2.1189384824538138e-07,1.8669061851994684e-09,1.8669061851994684e-09
1835,2.4050621050264454e-07,0.0,6.050470346963266e-09
1836,2.049828822237032e-07,0.0,2.688300027031687e-09
1837,2.0177883186534018e-07,6.957890930081589e-10,7.653680356156656e-09
1838,2.417557993794617e-07,0.0,8.20581069760351e-09
1839,3.1811211442800413e-07,0.0,2.0974426639952526e-09
1840,3.7581162359856535e-07,0.0,1.9109065441114126e-09
1841,4.025683892905363e-07,6.420548537278137e-10,6.420548537278137e-10
1842,3.8773771393607603e-07,6.708265054555795e-10,6.708265054555795e-10
1843,4.955898589287244e-07,3.5441467538532834e-09,5.906911071384968e-10
1844,4.593925666540599e-07,0.0,2.7442805805577564e-09
1845,5.2454140586633e-07,1.1160455892778032e-09,1.1160455892778032e-09
1846,4.97047153658059e-07,1.7563503984519002e-09,2.3418005312692003e-09
1847,5.61434603696398e-07,5.393223645455691e-10,3.235934187273415e-09
1848,5.382253220886923e-07,3.218088684420195e-09,9.65426583121598e-09
1849,5.480137588165235e-07,8.379414939696517e-10,8.379414939696517e-10
1850,5.349729121917335e-07,6.788996032014438e-10,1.3577992064028876e-09
1851,6.249506441236008e-07,1.2898877521649865e-09,3.8696632564949596e-09
1852,5.970169922875357e-07,1.3021090872200602e-09,3.2552727180501506e-09
1853,6.802030156904948e-07,0.0,0.0
1854,6.260775649025163e-07,1.0391328908454511e-09,1.0391328908454511e-09
1855,7.695059025536466e-07,5.306937111981824e-10,0.0
1856,6.854598382233235e-07,0.0,2.0708756931497874e-09
1857,6.897572575326194e-07,0.0,4.881509085841174e-10
1858,7.790732183821092e-07,1.9574704079872163e-09,9.787352039936081e-10
1859,9.384875738760456e-07,1.5276520048956854e-09,1.018434669930457e-09
1860,8.943817420004052e-07,0.0,4.119465657481669e-09
1861,8.682089287503914e-07,9.431927461278633e-10,8.017138064531082e-09
