year,rien_PRON emporter_VERB,rien_PRON remporter_VERB
1800,5.973912209356058e-08,0.0
1801,1.1191558257905854e-07,0.0
1802,6.489736392722989e-08,0.0
1803,1.4237475909339992e-07,0.0
1804,9.640218934237055e-08,2.4718509461507665e-09
1805,1.051864728651708e-07,0.0
1806,1.2679343797117326e-07,0.0
1807,9.11025637151397e-08,0.0
1808,9.290903335568146e-08,0.0
1809,9.713831161661801e-08,0.0
1810,4.680253340438867e-08,0.0
1811,5.264861258069686e-08,0.0
1812,4.800974906515876e-08,0.0
1813,1.00650957790549e-07,0.0
1814,1.195737269199526e-07,3.1466771410748606e-09
1815,8.361393355471591e-08,0.0
1816,8.57513455798653e-08,0.0
1817,6.383181272440197e-08,0.0
1818,1.0490636270787945e-07,2.384235475716423e-09
1819,7.14222423425781e-08,0.0
1820,1.7206397728841694e-07,0.0
1821,6.212737702071536e-08,9.86148829262845e-10
1822,9.524335098376469e-08,0.0
1823,9.092072161820397e-08,0.0
1824,1.717907025522436e-07,5.052667617633233e-09
1825,1.7434777532798762e-07,1.3208164340028361e-08
1826,1.7439809596453415e-07,0.0
1827,1.1521591147811705e-07,3.6869092223668076e-09
1828,1.0456423638061096e-07,8.255071293206129e-09
1829,1.1573787617180642e-07,0.0
1830,8.34946831673733e-08,1.0436835840010872e-09
1831,8.575163690238696e-08,0.0
1832,6.088486514954639e-08,0.0
1833,1.4247862623051333e-07,0.0
1834,1.0734710542692483e-07,1.8669061851994684e-09
1835,7.941242330389287e-08,0.0
1836,1.3105461960094544e-07,0.0
1837,1.2454624709334894e-07,6.957890930081589e-10
1838,1.3318661729044834e-07,0.0
1839,1.447235291607285e-07,0.0
1840,1.3694830158783589e-07,0.0
1841,7.897274656443187e-08,0.0
1842,1.4355687483202928e-07,0.0
1843,7.678984559333912e-08,0.0
1844,1.125155080217155e-07,0.0
1845,1.0881444723054301e-07,5.580227946389016e-10
1846,1.4109348001056787e-07,0.0
1847,8.143767615820252e-08,1.0786447290911383e-09
1848,7.482056219032529e-08,0.0
1849,9.971503800443315e-08,0.0
1850,1.289909192792038e-07,2.0366988096043315e-09
1851,8.061798695280231e-08,0.0
1852,9.114763344086896e-08,0.0
1853,1.194386385350299e-07,5.971931837933653e-10
1854,1.272937737439861e-07,7.79349651480743e-09
1855,8.862585332281014e-08,0.0
1856,1.1234500618684251e-07,9.836659486950339e-09
1857,1.1325101212378286e-07,2.4407544874094356e-09
1858,1.0129909355782729e-07,1.3212924976357954e-08
1859,7.943790336639722e-08,0.0
1860,9.520542221252981e-08,0.0
1861,9.196129013844256e-08,5.187560159214399e-09
1862,9.849210158563437e-08,4.517986262886353e-10
1863,1.0988166110337261e-07,0.0
1864,8.966141251676163e-08,3.835782358407869e-09
1865,8.566456699554692e-08,3.294791106611683e-09
1866,7.006482860560936e-08,4.865612801552288e-09
1867,8.783588612004678e-08,1.455843445796745e-09
1868,7.607405905218911e-08,1.4819622196071691e-09
1869,5.7137174991339634e-08,0.0
1870,6.078091985273204e-08,0.0
1871,1.6993882923088677e-07,0.0
1872,8.466275147611668e-08,1.2094678591978436e-09
1873,1.0714948217582787e-07,0.0
1874,5.078417686377179e-08,1.1949218281515073e-09
1875,1.0127102711976477e-07,0.0
1876,6.95291717534019e-08,4.836811839936672e-09
1877,6.432208721207644e-08,6.184815992682502e-10
1878,7.488470288308235e-08,1.2078177347163432e-09
1879,6.903537297375806e-08,0.0
1880,3.8507078414795615e-08,6.417846254436199e-10
1881,8.715634436384789e-08,0.0
1882,7.986461980635795e-08,6.655385131892899e-10
1883,6.5721124542506e-08,2.5277355764075082e-09
1884,7.988053596363898e-08,3.300848483434038e-09
1885,6.961286658224708e-08,6.445635691854079e-10
1886,4.646494033977433e-08,6.453463874400711e-10
1887,5.3537181798901656e-08,1.9586774424595887e-09
1888,8.115986815937504e-08,0.0
1889,5.826577265111155e-08,0.0
1890,7.668631951673888e-08,1.3108772956016423e-09
1891,5.736798058819659e-08,1.0198752065093686e-08
1892,5.390920776449093e-08,0.0
1893,5.480990594719515e-08,6.158416554491453e-10
1894,5.1042469806361623e-08,0.0
1895,7.162151405282202e-08,1.8055843487019274e-09
1896,6.073939573525422e-08,3.5382172747233653e-09
1897,6.584185996416636e-08,5.826713556089658e-10
1898,5.545187775624072e-08,5.6583548957434e-10
1899,5.3617512207893014e-08,0.0
1900,5.191053276121238e-08,0.0
1901,4.359216276839106e-08,0.0
1902,3.6827128013783295e-08,1.4730852093691738e-09
1903,4.3741785304973746e-08,5.400220270956879e-10
1904,3.547252447333449e-08,0.0
1905,4.283430143914302e-08,0.0
1906,5.19562632916859e-08,5.144184522798412e-10
1907,4.731415970127273e-08,0.0
1908,5.3043002878894185e-08,4.4202499438483756e-09
1909,5.4459736276157855e-08,5.500983557560346e-10
1910,4.649411167179096e-08,0.0
1911,3.8838731342139e-08,1.0640748282497725e-09
1912,3.6986889995205274e-08,0.0
1913,3.2878535449754054e-08,0.0
1914,5.357394883276356e-08,1.3393487430235496e-09
1915,8.953379193599176e-08,2.3561523843085297e-09
1916,7.361599330124591e-08,0.0
1917,1.5024001243091334e-07,0.0
1918,1.1945832056881045e-07,0.0
1919,5.800944435918609e-08,9.207848372660976e-10
1920,3.63467123065675e-08,0.0
1921,3.937828552125211e-08,7.572747429129834e-10
1922,7.082817887749115e-08,0.0
1923,5.095655097875351e-08,0.0
1924,4.898817351772777e-08,0.0
1925,3.8493624288094e-08,0.0
1926,2.6750733184144337e-08,0.0
1927,6.243566019747959e-08,2.2298449753321847e-09
1928,4.227635130860108e-08,1.1426041224282812e-09
1929,4.67897081080082e-08,1.1140406375176326e-09
1930,4.096405348263943e-08,0.0
1931,6.957267828511249e-08,0.0
1932,4.7126007984843454e-08,4.383814644626227e-09
1933,2.7529589274877253e-08,0.0
1934,3.834105655187159e-08,0.0
1935,2.8723881939640705e-08,0.0
1936,3.6374142808881516e-08,0.0
1937,2.2664012888640173e-08,0.0
1938,2.7226949583791793e-08,0.0
1939,3.211750509990452e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,0.0
1941,7.37875680556499e-08,0.0
1942,4.247896612241675e-08,0.0
1943,6.387117679196308e-08,1.1612940831184915e-08
1944,4.819779064746399e-08,6.4263723231761105e-09
1945,6.535512397931598e-08,0.0
1946,6.542919095409161e-08,0.0
1947,7.033313664805974e-08,0.0
1948,6.19697573256417e-08,0.0
1949,4.22131343214005e-08,0.0
1950,5.424034199563721e-08,0.0
1951,5.757156884556025e-08,0.0
1952,4.956057964022875e-08,0.0
1953,4.201792691560513e-08,0.0
1954,5.765796373680132e-08,0.0
1955,4.129667274810345e-08,0.0
1956,4.7094165012140365e-08,0.0
1957,4.59421976017893e-08,0.0
1958,3.9706769427994004e-08,0.0
1959,3.797866554577922e-08,0.0
1960,5.1214165353030694e-08,1.3841666701708277e-09
1961,4.029932298976746e-08,0.0
1962,5.010145542883038e-08,0.0
1963,4.590897972889252e-08,0.0
1964,4.319617374903828e-08,0.0
1965,4.596516589572275e-08,0.0
1966,5.1513396215341345e-08,1.1078149508847446e-09
1967,5.0289422404148354e-08,0.0
1968,6.108325578679796e-08,1.3474247273492779e-09
1969,4.405504938631566e-08,1.8167031212712459e-09
1970,4.7826741678136386e-08,9.197450023812337e-10
1971,4.419021948365298e-08,0.0
1972,4.719735002822745e-08,0.0
1973,3.197658315912122e-08,0.0
1974,3.7691329168865195e-08,1.1251143350321513e-09
1975,3.998036035568475e-08,0.0
1976,3.6566571992580066e-08,1.7140580066410394e-09
1977,3.819908300783936e-08,0.0
1978,4.6930672681355645e-08,0.0
1979,4.564539324292127e-08,0.0
1980,4.77552646316326e-08,0.0
1981,3.0362638625547334e-08,1.8976649140967083e-09
1982,5.0280767993626796e-08,0.0
1983,3.915495838668903e-08,6.315316047889041e-10
1984,4.465236713713239e-08,1.1598016991243298e-09
1985,4.090579608373446e-08,0.0
1986,3.1770774455708306e-08,0.0
1987,3.422057304192094e-08,0.0
1988,3.8377944377998574e-08,0.0
1989,4.610022585893603e-08,0.0
1990,3.160217687536715e-08,0.0
1991,4.8064013213888757e-08,0.0
1992,4.24265707010818e-08,5.509944167592096e-10
1993,4.3205819366676224e-08,5.539207426075166e-10
1994,4.8529326335255973e-08,0.0
1995,2.6570008415660595e-08,5.422450821690461e-10
1996,4.003569031851839e-08,0.0
1997,4.794894437054609e-08,2.3974471297094624e-09
1998,4.052909829965756e-08,0.0
1999,3.8846710737061585e-08,0.0
2000,6.317785050669045e-08,0.0
2001,3.63640566547474e-08,0.0
2002,4.162160394116654e-08,4.38122149670761e-10
2003,4.4169382817926817e-08,0.0
2004,5.241701472868954e-08,0.0
2005,4.053374524914943e-08,9.007499190971657e-10
2006,4.9002888857785365e-08,0.0
2007,4.7134857794617346e-08,7.988958938831558e-10
2008,5.492097088222181e-08,0.0
2009,5.72183083136224e-08,0.0
2010,6.707786326387577e-08,0.0
2011,9.101053422000405e-08,3.82397197240536e-10
2012,9.293609792848656e-08,3.404252713057332e-10
