year,on_PRON emballe_VERB,on_PRON remballe_VERB
1884,2.1125431182156262e-08,0.0
1885,1.1602144356359645e-08,0.0
1886,3.484870436665233e-08,6.453463874400711e-10
1887,3.003305248938659e-08,0.0
1888,8.87686035788704e-09,0.0
1889,1.816889638739383e-08,0.0
1890,7.209824959275579e-09,6.554386478008212e-10
1891,1.529812809764053e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,1.7859407730469457e-08,6.158416554491453e-10
1894,2.2685541445355284e-08,0.0
1895,1.8657705602720398e-08,6.018614495673091e-10
1896,1.2383760461531779e-08,0.0
1897,2.3889525913034504e-08,0.0
1898,1.810673566637888e-08,0.0
1899,2.5979618456517528e-08,0.0
1900,2.0245107812399965e-08,0.0
1901,2.1796081495217834e-08,0.0
1902,3.0443759957421435e-08,4.910283846193408e-10
1903,1.4580595397717389e-08,0.0
1904,2.418581424024069e-08,1.6123875568041512e-09
1905,3.096455447604285e-08,1.5482277682110634e-09
1906,2.1605575106775632e-08,5.144184522798412e-10
1907,3.80570401858904e-08,0.0
1908,2.4065806236706067e-08,3.929111258571538e-09
1909,3.795678615858833e-08,0.0
1910,2.0842188419578633e-08,0.0
1911,1.9153346131339788e-08,0.0
1912,2.9693700831501246e-08,5.209421227725386e-10
1913,3.234823786613106e-08,5.30298971401777e-10
1914,1.9420557606508737e-08,6.696743715117748e-10
1915,4.476689507981746e-08,0.0
1916,2.8567401111345703e-08,0.0
1917,4.276905585243185e-08,8.773139548168274e-09
1918,3.331049214239101e-08,0.0
1919,4.788081131579247e-08,0.0
1920,2.1202248401408497e-08,0.0
1921,2.877644078580488e-08,7.572747429129834e-10
1922,1.9920426197472807e-08,0.0
1923,1.3800732556745743e-08,0.0
1924,1.804827443052659e-08,3.867487219366694e-09
1925,1.6497266663861865e-08,0.0
1926,7.802297030679028e-09,0.0
1927,2.7873062080630007e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.3686427990933225e-08,0.0
1932,7.671675850140502e-09,1.0959536611565568e-09
1933,1.1470661975820917e-08,1.1470662197865522e-09
1934,9.585264137967897e-09,0.0
1935,1.0771455727365264e-08,2.393656828303392e-09
1936,2.0612014317578087e-08,1.2124714565686645e-09
1937,6.295559185076627e-09,0.0
1938,1.6854778905894818e-08,0.0
1939,1.6823455517567254e-08,0.0
1940,1.7750480640899013e-08,0.0
1941,2.066051774107791e-08,0.0
1942,3.3376329255929704e-08,0.0
1943,2.9032352077962287e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249528750871377e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.1920870734982714e-08,0.0
1948,2.2830964674369625e-08,0.0
1949,9.817008095325264e-09,0.0
1950,1.2762433554414088e-08,0.0
1951,2.0256663013640264e-08,0.0
1952,1.0544803696888039e-08,1.0544803918932644e-09
1953,1.939288951646745e-08,0.0
1954,1.8567818393933067e-08,2.9317608341017376e-09
1955,1.0324169075204281e-08,0.0
1956,8.721141808720745e-09,8.72114158667614e-10
1957,1.76700756249204e-08,0.0
1958,4.963346011965797e-09,1.6544486891589827e-09
1959,5.425523363911111e-09,1.5501495642666896e-09
1960,6.228750015768725e-09,0.0
1961,1.389631876236308e-08,0.0
1962,1.0781325721076485e-08,0.0
1963,1.2932106496776896e-08,0.0
1964,1.1559539547789655e-08,3.0419841090534305e-09
1965,1.8057743744748223e-08,1.0944086747954884e-09
1966,2.6033650790679985e-08,5.539074754423723e-10
1967,1.9228308278940176e-08,4.930335584241163e-10
1968,2.0211371243306075e-08,2.694849510209707e-09
1969,1.6350328202463515e-08,1.8167031212712459e-09
1970,1.609553734738256e-08,4.5987250119061684e-09
1971,1.7984391753600448e-08,4.624557736754298e-09
1972,2.257264597460562e-08,3.0780881177250308e-09
1973,2.205281557365879e-08,2.205281512956958e-09
1974,1.3501372464475025e-08,3.3753431161187564e-09
1975,2.1703625119329217e-08,1.2565255946839216e-08
1976,1.3141112142900369e-08,2.285410749536254e-09
1977,1.469195520797939e-08,2.3507127355770763e-09
1978,9.504946163474415e-09,0.0
1979,1.345953837272873e-08,4.096381234219848e-09
1980,1.1370301589153087e-08,5.685150683554241e-09
1981,1.4548763527244546e-08,7.590659434342228e-09
1982,9.932003441903703e-09,1.8622506869903077e-09
1983,1.1999100379966876e-08,1.326216381158929e-08
1984,1.5077421977593986e-08,2.899504303321976e-09
1985,2.1054453291924347e-08,4.210890636180409e-09
1986,1.3187868130870584e-08,6.593934065435292e-09
1987,1.5277042741956848e-08,6.721898371253587e-09
1988,2.0388282617744835e-08,4.7972429917386705e-09
1989,1.7561990528491833e-08,7.134558610566444e-09
1990,1.689081807754178e-08,4.90378582185258e-09
1991,2.2273567878983158e-08,3.5168792322792797e-09
1992,8.2649165289439e-09,7.162927584403178e-09
1993,1.717154329838877e-08,6.0931280021492285e-09
1994,2.953958855300698e-08,8.96737506472789e-09
1995,1.2471636612332304e-08,4.880205795032566e-09
1996,1.1743802597052877e-08,4.804282749404365e-09
1997,2.013855748828064e-08,5.753873155711631e-09
1998,1.0013071261028017e-08,6.675380692655608e-09
1999,9.140402212892695e-09,6.398281821029528e-09
2000,1.3695897749244068e-08,4.418031274155965e-09
2001,1.8839211080035057e-08,2.6287270971092624e-09
2002,8.762443215459825e-09,5.257465574004527e-09
2003,1.50009225041714e-08,6.250384210204629e-09
2004,2.2904914409593857e-08,7.48814499296202e-09
2005,1.2160123907811737e-08,7.656374201303606e-09
2006,1.2765458246022376e-08,8.235779835885637e-09
2007,1.4380126422963713e-08,1.0785094817222785e-08
2008,1.3623806527363058e-08,6.3861596011349775e-09
2009,1.573503527474429e-08,9.059565986291318e-09
2010,1.3698999934419476e-08,1.795041271179798e-08
2011,1.7590271017553505e-08,1.3383901542596277e-08
2012,1.599998800116964e-08,2.519146935497929e-08
2013,1.7013662922948924e-08,2.5659950608769577e-08
2014,2.1004818329117825e-08,3.074932219959692e-08
2015,1.618100031741676e-08,3.214034283161027e-08
2016,1.8434926474242275e-08,3.024156480790907e-08
2017,1.811240180060736e-08,3.672792558973015e-08
2018,1.9619146307547908e-08,3.9238292615095816e-08
2019,1.811201277845953e-08,4.08158040698936e-08
