year,bien_ADV empli_VERB,bien_ADV rempli_VERB
1855,5.837630823180007e-09,3.5184993407710863e-07
1856,1.5531567143511893e-09,3.950195264224021e-07
1857,9.763018171682347e-10,4.198097940388834e-07
1858,4.893676019968041e-10,3.5625961913865467e-07
1859,1.5276520048956854e-09,3.9566185705552925e-07
1860,0.0,3.7441364497681207e-07
1861,0.0,3.895385987107147e-07
1862,9.035972525772706e-10,4.4321444647721364e-07
1863,4.994620828036034e-10,3.9607343182979093e-07
1864,4.794727948009836e-10,3.6967352912142815e-07
1865,0.0,4.692723791777098e-07
1866,4.865612912574591e-10,4.2087552287739527e-07
1867,0.0,4.090919958343875e-07
1868,0.0,3.92719982755807e-07
1869,3.4184632902167778e-09,4.5172552631811413e-07
1870,5.734048791339319e-10,4.0253021893477126e-07
1871,0.0,3.77051804889561e-07
1872,4.23313739617015e-09,3.586072239158966e-07
1873,5.986004469882289e-10,3.004974189479981e-07
1874,1.7923826867161097e-09,3.8775212374275725e-07
1875,3.432916173551348e-09,3.953575173909485e-07
1876,6.04601479992084e-10,4.0750140328782436e-07
1877,3.0924081073635534e-09,4.119087577691971e-07
1878,2.4156354694326865e-09,4.4568474777406664e-07
1879,1.221865053580018e-09,3.3601290283513663e-07
1880,6.417846254436199e-10,4.126675037241512e-07
1881,0.0,3.374693733348977e-07
1882,0.0,4.299378701944079e-07
1883,6.319338941018771e-10,4.354024554231728e-07
1884,6.601696966868076e-10,4.3175097630410164e-07
1885,0.0,3.706240647716186e-07
1886,6.453463874400711e-10,3.839811029138218e-07
1887,0.0,3.5190905123272387e-07
1888,6.340614699951175e-10,3.715600200848712e-07
1889,6.265136742733546e-10,4.141255374179309e-07
1890,6.554386478008212e-10,3.6180213669467776e-07
1891,6.374220040683554e-10,4.0348811580770416e-07
1892,1.2537024751679837e-09,4.3942270622210344e-07
1893,0.0,2.8821389719269064e-07
1894,0.0,3.1192618621389556e-07
1895,0.0,3.364405642969359e-07
1896,1.179405795248556e-09,3.2256747317660484e-07
1897,5.826713556089658e-10,3.327053548218828e-07
1898,1.13167097914868e-09,3.5251551366854983e-07
1899,4.4220627160029835e-09,3.7863912893953966e-07
1900,2.595526460424935e-09,3.031574919987179e-07
1901,5.588738916095792e-10,3.012330296314758e-07
1902,0.0,2.6859251534006034e-07
1903,0.0,3.202330560725386e-07
1904,3.2247751136083025e-09,2.789430482152966e-07
1905,5.160759042333041e-10,3.8344438735293807e-07
1906,1.0288369045596824e-09,3.5083337479591137e-07
1907,5.142843373384665e-10,2.8851351885350596e-07
1908,1.4734167219643268e-09,3.03032692272609e-07
1909,3.300590023513905e-09,2.8770145377166045e-07
1910,1.068830135508847e-09,3.8264118984443485e-07
1911,1.5961122423746588e-09,3.3997190485024475e-07
1912,5.209421227725386e-10,3.3184014114340243e-07
1913,1.590896969716482e-09,3.1605819117430656e-07
1914,7.366418142140674e-09,2.993444354615349e-07
1915,3.534228465440492e-09,3.6166937888992834e-07
1916,0.0,3.548950360254821e-07
1917,2.1932848870420685e-09,3.191229609456059e-07
1918,0.0,3.388481104593666e-07
1919,9.207848372660976e-10,3.010966338479193e-07
1920,0.0,3.0894705105311004e-07
1921,1.5145494858259667e-09,2.423279283902957e-07
1922,3.6889677978990676e-09,2.6117891138710547e-07
1923,4.246379248229459e-09,2.7919944045606826e-07
1924,3.867487219366694e-09,2.6943496322928695e-07
1925,6.598906754362588e-09,3.0684915941492363e-07
1926,0.0,3.622494944011123e-07
1927,5.574612327308159e-09,2.7650077072394197e-07
1928,0.0,2.8108061655984784e-07
1929,2.2280812750352652e-09,2.4397490960836876e-07
1930,1.0503603542488804e-09,2.941008858670102e-07
1931,0.0,2.5662052394181956e-07
1932,3.287861094491973e-09,2.575491180323297e-07
1933,3.4411986593596566e-09,3.00531354469058e-07
1934,4.7926320689839486e-09,2.9354870889619633e-07
1935,2.393656828303392e-09,2.501371341168124e-07
1936,0.0,2.558314804446127e-07
1937,2.5182236296217297e-09,2.5685881155368406e-07
1938,1.2965214457594243e-09,2.42449516463239e-07
1939,0.0,2.492930093467294e-07
1940,5.0715658339584024e-09,3.930463492451963e-07
1941,0.0,2.538292278586596e-07
1942,0.0,2.639764318246307e-07
1943,0.0,2.554847071678523e-07
1944,3.2131861615880553e-09,2.3777577951022977e-07
1945,8.714016175304096e-09,3.224186002626084e-07
1946,2.7842208538686464e-09,2.798142020310479e-07
1947,1.1920870957027319e-09,2.443778441829636e-07
1948,7.610321262063735e-09,2.2396089605081215e-07
1949,5.890204768377316e-09,2.0026696745389927e-07
1950,2.1270722960764488e-09,2.1058015420294396e-07
1951,3.1984206394497505e-09,2.2069102101340832e-07
1952,5.272402070488624e-09,2.182774352377237e-07
1953,1.0773827385790469e-09,2.3594681408667384e-07
1954,9.772536113672459e-10,2.5213142862412496e-07
1955,1.8771215692936494e-09,2.2337746941047953e-07
1956,2.616342476002842e-09,2.0407470913141879e-07
1957,8.835037701437898e-10,2.0939039302447782e-07
1958,8.272243445794913e-10,2.2665946630695544e-07
1959,0.0,2.29422141728719e-07
1960,2.076250060767393e-09,2.221587465101038e-07
1961,6.948159270159238e-10,2.1747737832811254e-07
1962,6.341956404476434e-10,2.340181879390002e-07
1963,2.5864212993553792e-09,2.263118688006216e-07
1964,3.6503808864551957e-09,2.567434762568155e-07
1965,1.0944086747954884e-09,2.5116679580605705e-07
1966,3.3234448526542337e-09,2.4150367039510456e-07
1967,2.465167847631733e-09,2.9779226906612166e-07
1968,4.4914158503495116e-10,3.157465471304022e-07
1969,9.083515606356229e-10,2.543384312048147e-07
1970,1.3796175313274261e-09,2.0740249340178707e-07
1971,3.5968783507200897e-09,2.445877100853977e-07
1972,5.130146862875051e-10,2.2367440521975368e-07
1973,5.513203782392395e-10,2.243873922225248e-07
1974,0.0,2.2277264122294582e-07
1975,0.0,2.3302838769723166e-07
1976,5.713526873840635e-10,2.0340155515441438e-07
1977,3.526069214387917e-09,2.3624663469945517e-07
1978,5.940591352171509e-10,2.1980187625558756e-07
1979,5.851973350345929e-10,2.112562356160197e-07
1980,1.7055452605774235e-09,2.410504009731085e-07
1981,6.325549528618524e-10,2.561847622928326e-07
1982,0.0,2.4209259663621197e-07
1983,6.315316047889041e-10,2.4440274160042463e-07
1984,1.1598016991243298e-09,2.5979556994570885e-07
1985,6.015558051686298e-10,2.6588767809698766e-07
1986,0.0,2.319865899380602e-07
1987,1.2221633705067347e-09,2.4137727905326756e-07
1988,3.597932174415064e-09,2.500563027751923e-07
1989,2.1952488715726304e-09,2.6617391313266126e-07
1990,0.0,2.3483686106828827e-07
1991,1.1722930404189924e-09,2.022205478624528e-07
1992,1.1019888335184191e-09,2.336216340381725e-07
1993,5.539207426075166e-10,2.492643318419141e-07
1994,0.0,2.6374632966508216e-07
1995,1.0844901643380922e-09,2.4509478180334554e-07
1996,2.135236876199542e-09,2.4234938678091567e-07
1997,1.917957792585412e-09,2.3686779115905665e-07
1998,9.536258449571733e-10,2.741674336448341e-07
1999,9.140402323914998e-10,2.385644961577782e-07
2000,1.7672125984802278e-09,2.6464007873983064e-07
2001,3.066848330846028e-09,2.3439483243237191e-07
2002,3.066854992184176e-09,2.865318720068899e-07
2003,0.0,2.779337648917135e-07
2004,8.809582507929292e-10,2.6560891797089425e-07
2005,9.007499190971657e-10,2.6391973051431705e-07
2006,8.235779835885637e-10,2.6725106749836414e-07
2007,2.3966877371606188e-09,3.3873186566779623e-07
2008,3.8316958494988285e-09,3.214366870452068e-07
2009,2.860915504498962e-09,3.247139090944984e-07
2010,1.8895172093635892e-09,4.1096998870671086e-07
2011,2.6767803529281764e-09,4.4511034502647817e-07
2012,2.0425516833455504e-09,4.89191108954401e-07
2013,1.6734750252211938e-09,4.487702085498313e-07
2014,3.897801192920269e-09,5.023832727601985e-07
2015,3.989835573037226e-09,5.17570356350916e-07
2016,3.314144070287739e-09,5.457981160361669e-07
2017,2.264050280587071e-09,5.763265562563902e-07
2018,2.0651733656507076e-09,6.063865498617815e-07
2019,3.5713827450933877e-09,5.997372340971197e-07
