year,ton_DET habit_NOUN,ton_DET rabbi_NOUN
1800,5.0306631749208464e-08,0.0
1801,3.095537381980762e-08,0.0
1802,4.699464284385613e-08,0.0
1803,3.90067853572873e-08,0.0
1804,1.4831105898949204e-08,0.0
1805,1.990014353303593e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,5.3822914125589705e-08,0.0
1811,2.757784400841956e-08,0.0
1812,4.000812481308458e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,4.315557600165221e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,4.826307531402563e-08,0.0
1818,2.1458118837358597e-08,0.0
1819,4.34744116262209e-08,0.0
1820,2.8479554714522237e-08,0.0
1821,6.903041738226534e-08,0.0
1822,7.819980396561732e-08,0.0
1823,5.929612134636386e-08,0.0
1824,4.968456579490521e-08,0.0
1825,6.604082303240943e-08,0.0
1826,4.7563113447779415e-08,0.0
1827,4.1477727363847805e-08,0.0
1828,3.485474542319622e-08,0.0
1829,5.7440279921383564e-08,0.0
1830,5.4271546368056534e-08,0.0
1831,1.02901957177437e-07,1.091384405071949e-08
1832,6.629685167514054e-08,0.0
1833,5.21263281427764e-08,0.0
1834,5.507373224133971e-08,0.0
1835,5.8235777089521434e-08,0.0
1836,6.250297807097738e-08,0.0
1837,8.766942727334026e-08,0.0
1838,4.797243136067664e-08,0.0
1839,5.2436064379435265e-08,0.0
1840,5.159447835634268e-08,0.0
1841,3.7239180183945564e-08,0.0
1842,5.567860084099152e-08,0.0
1843,5.0208743829216473e-08,0.0
1844,2.744280647171138e-08,0.0
1845,7.14269177137794e-08,0.0
1846,2.751615646445771e-08,0.0
1847,4.368511241636952e-08,0.0
1848,6.67753405902971e-08,0.0
1849,2.6814127807028854e-08,0.0
1850,4.8880771430503955e-08,0.0
1851,4.385618268543112e-08,0.0
1852,4.557381672043448e-08,0.0
1853,5.733054497802925e-08,0.0
1854,4.6241414086711785e-08,0.0
1855,5.3600064831016425e-08,0.0
1856,3.468716869292621e-08,0.0
1857,5.1255845123776567e-08,0.0
1858,7.585197581150283e-08,0.0
1859,4.684799437271181e-08,0.0
1860,4.7144993686742964e-08,0.0
1861,8.25293655637438e-08,0.0
1862,5.6926627078901504e-08,0.0
1863,2.846933944145036e-08,0.0
1864,4.02757136530596e-08,0.0
1865,4.0478861151882484e-08,0.0
1866,5.692767146570077e-08,0.0
1867,4.755755078633683e-08,1.164674756637396e-08
1868,3.7049054490978506e-08,0.0
1869,6.299739885307076e-08,0.0
1870,5.676708214608084e-08,5.734048791339319e-10
1871,4.885741677895794e-08,0.0
1872,5.442605277572454e-08,0.0
1873,4.429643174486131e-08,0.0
1874,6.09410143459499e-08,3.5847653734322193e-09
1875,5.206589537287698e-08,0.0
1876,5.078652520751348e-08,0.0
1877,4.700460143336471e-08,0.0
1878,3.381889779330294e-08,0.0
1879,6.170418720419235e-08,0.0
1880,6.09695396391885e-08,0.0
1881,3.9046042843438045e-08,0.0
1882,5.1912003584675404e-08,0.0
1883,4.86589106785118e-08,0.0
1884,4.951272725151057e-08,0.0
1885,3.0939052209078e-08,0.0
1886,2.2587124393069757e-08,0.0
