year,en_ADP ado_NOUN,en_ADP radeau_NOUN
1927,2.2298449753321847e-09,1.449399278374841e-08
1928,1.1426041224282812e-09,1.7139061725401916e-08
1929,0.0,2.1166771890790415e-08
1930,2.100720708497761e-09,2.3107928570631486e-08
1931,4.5621426636444085e-09,2.5091784650044247e-08
1932,2.1919073223131136e-09,1.6439305028370654e-08
1933,2.2941324395731044e-09,1.9500125514326783e-08
1934,0.0,3.354842448288764e-08
1935,5.98414207075848e-09,1.9149254626427137e-08
1936,1.2124714565686645e-09,2.3036958562983045e-08
1937,7.554670666820584e-09,1.510934133364117e-08
1938,2.5930428915188486e-09,4.6674770715071645e-08
1939,3.058810094103137e-09,2.7529290846928234e-08
1940,2.5357829169792012e-09,3.803674530900025e-08
1941,5.9030051957620344e-09,7.37875680556499e-08
1942,0.0,2.730790527039062e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,4.1763312808029696e-09,3.7586982415405146e-08
1947,0.0,3.218635202806297e-08
1948,0.0,3.696441908118686e-08
1949,1.9634016634739737e-09,1.9634017078828947e-08
1950,2.1270722960764488e-09,1.914365022059883e-08
1951,1.0661401761424827e-09,2.2388944032059044e-08
1952,1.0544803918932644e-09,2.6362009464264702e-08
1953,1.0773827385790469e-09,3.232148060305917e-08
1954,9.772536113672459e-10,3.518113089739927e-08
1955,0.0,3.754243138587299e-08
1956,8.72114158667614e-10,2.1802854632824165e-08
1957,8.835037701437898e-10,1.8553580005686854e-08
1958,0.0,3.8052320405768114e-08
1959,0.0,3.177806517928872e-08
1960,1.1073333472388924e-08,1.591791637389761e-08
1961,0.0,2.014966149488373e-08
1962,6.341956404476434e-10,3.614915300431676e-08
1963,6.466053248388448e-10,3.2330266463986845e-08
1964,0.0,2.068549243006146e-08
1965,1.6416130677043839e-09,1.860494691641179e-08
1966,1.1078149508847446e-09,3.711179985543822e-08
1967,4.930335584241163e-10,1.3804939413830652e-08
1968,3.1439910674890825e-09,2.739763738102141e-08
1969,4.087582022860303e-09,2.3617140132436987e-08
1970,2.7592349793881255e-09,1.931464446713882e-08
1971,5.138397485282553e-10,1.1304474800688524e-08
1972,2.0520587451500205e-09,2.1546616935097518e-08
1973,0.0,3.7489786497424404e-08
1974,2.2502286700643026e-09,3.094064404685071e-08
1975,0.0,3.5982324231298435e-08
1976,5.713526873840635e-10,3.25671045686704e-08
1977,0.0,2.291944944943225e-08
1978,4.752473081737207e-09,3.564354977836359e-08
1979,5.851973350345929e-10,3.043026208793265e-08
1980,5.685150683554241e-10,3.183684343932569e-08
1981,3.795329828193417e-09,2.909752794266751e-08
1982,1.8622506869903077e-09,2.855450986771757e-08
1983,3.157658134966823e-09,3.536576898000021e-08
1984,5.799008495621649e-10,3.363424849744945e-08
1985,1.2031116103372597e-09,3.128090142467954e-08
1986,2.997242676272549e-09,2.0381249798973045e-08
1987,1.8332451112712533e-09,2.566543033655222e-08
1988,0.0,4.377484319473268e-08
1989,0.0,5.597884644714668e-08
1990,4.358920779878872e-09,2.9422715153160084e-08
1991,1.1722930404189924e-09,2.7548885839223658e-08
1992,0.0,3.030469231113386e-08
1993,1.661762283333701e-09,3.711268981021476e-08
1994,1.0549853213248639e-09,2.63746331441439e-08
1995,1.0844901643380922e-09,6.669614727172757e-08
1996,8.540947504798169e-09,3.25623616959092e-08
1997,9.58978896292706e-10,3.500272982570607e-08
1998,4.291316191284977e-09,2.5747897702821376e-08
1999,1.8280804647829996e-09,3.016332750238604e-08
2000,3.5344251969604557e-09,4.5947528559686646e-08
2001,3.066848330846028e-09,2.1029816443807192e-08
2002,6.133709984368352e-09,3.066855081002018e-08
2003,4.1669229178253886e-10,2.1667998784113962e-08
2004,1.3214374039449694e-09,6.783378783681293e-08
2005,2.702249757291497e-09,3.6029997985131956e-08
2006,4.117890028965121e-09,4.2002478273239774e-08
2007,3.994479413904628e-09,3.8746449604332156e-08
2008,6.811903568992861e-09,3.4059517206586065e-08
2009,3.814554005998616e-09,4.0052817285030073e-08
2010,3.7790344187271785e-09,5.0544585072920256e-08
2011,4.971163480860241e-09,5.544759404396693e-08
2012,7.489355802192676e-09,6.740420088746646e-08
2013,4.462600122767668e-09,5.3551200418500144e-08
2014,6.279790826235754e-09,4.6773617534690004e-08
2015,7.314698985405599e-09,5.2754494286877396e-08
2016,6.4211541084269186e-09,4.8262223550921135e-08
2017,1.1320251097624023e-08,4.301695533115435e-08
2018,9.80957387541892e-09,6.066446656127766e-08
2019,1.0969247177250452e-08,4.974426176529434e-08
