year,en_ADP habit_NOUN,en_ADP rabbi_NOUN
1800,2.5058991042214984e-06,0.0
1801,1.8477976952979702e-06,0.0
1802,2.0588128393228544e-06,0.0
1803,2.1317208744875416e-06,0.0
1804,2.439716936919467e-06,0.0
1805,2.163430018242707e-06,0.0
1806,2.587738958226282e-06,0.0
1807,2.414217892265924e-06,0.0
1808,2.3725794076057127e-06,0.0
1809,2.6769510874657954e-06,0.0
1810,2.2184400876312793e-06,0.0
1811,2.587303288947851e-06,0.0
1812,2.4031546956848615e-06,0.0
1813,3.059789094095322e-06,0.0
1814,2.702995674397357e-06,0.0
1815,2.5165096628754213e-06,0.0
1816,2.549364241488661e-06,0.0
1817,2.8957845756849565e-06,0.0
1818,2.7251812149131638e-06,0.0
1819,2.6426230377296633e-06,0.0
1820,2.884741540754021e-06,0.0
1821,2.5620147141580674e-06,0.0
1822,2.5565321095655236e-06,0.0
1823,3.1575184422649727e-06,0.0
1824,2.5246495631847665e-06,0.0
1825,3.1268128317663013e-06,0.0
1826,2.6265408568093562e-06,0.0
1827,3.2785839234605874e-06,0.0
1828,1.9913066839905014e-06,0.0
1829,2.264175686050862e-06,0.0
1830,2.27523022999776e-06,0.0
1831,2.24513365854051e-06,0.0
1832,2.569341171820838e-06,0.0
1833,2.5182807377177596e-06,0.0
1834,2.282292774324901e-06,0.0
1835,2.415650229181665e-06,0.0
1836,2.3166424529819096e-06,0.0
1837,2.3914271913838547e-06,0.0
1838,2.803862308553562e-06,0.0
1839,1.6562805020825522e-06,0.0
1840,2.137667527435383e-06,0.0
1841,2.0057792582406364e-06,0.0
1842,1.8555061593872324e-06,0.0
1843,1.744310818452277e-06,0.0
1844,1.913312477341833e-06,5.488561272137815e-10
1845,1.7767445683603e-06,0.0
1846,2.0461482250766494e-06,0.0
1847,2.2435810533849576e-06,0.0
1848,1.9582069530343915e-06,0.0
1849,1.938996699202278e-06,0.0
1850,2.0156530311510323e-06,0.0
1851,1.8638878289678473e-06,0.0
1852,2.1224377260153915e-06,6.510545436100301e-10
1853,2.0298597451784417e-06,0.0
1854,2.0850201600808305e-06,0.0
1855,2.2570404034638614e-06,0.0
1856,2.2546658229316563e-06,0.0
1857,2.7858772320144e-06,0.0
1858,2.258431464952082e-06,0.0
1859,2.3006439331396678e-06,0.0
1860,2.8973573389379226e-06,4.577183909670879e-10
1861,2.6583886558739778e-06,0.0
1862,2.7365443475702023e-06,0.0
1863,2.3090131016090254e-06,0.0
1864,2.072760860727385e-06,0.0
1865,2.1882119085603335e-06,0.0
1866,2.133084604949431e-06,0.0
1867,2.127472505719652e-06,4.85281148598915e-10
1868,1.9601420846449003e-06,0.0
1869,2.1004016179659857e-06,0.0
1870,1.765513573559474e-06,5.734048791339319e-10
1871,1.5591888220534145e-06,0.0
1872,1.9170064931017805e-06,6.047339295989218e-10
1873,1.8939718415822426e-06,0.0
1874,1.8091116640306382e-06,0.0
1875,2.340676857670587e-06,0.0
1876,2.4377531033792366e-06,0.0
1877,2.065728468281236e-06,0.0
1878,2.171052459587486e-06,0.0
1879,2.16697758226303e-06,0.0
1880,2.0344572861930033e-06,0.0
1881,2.0143573848940832e-06,0.0
1882,2.2308850127217283e-06,0.0
1883,1.9893278331295505e-06,0.0
1884,2.053788037414961e-06,0.0
1885,2.6143497668940086e-06,0.0
1886,2.4529615423318774e-06,0.0
1887,1.9325617408583184e-06,0.0
1888,2.5184921561560714e-06,0.0
1889,1.983542283312545e-06,0.0
1890,1.8463707176508137e-06,0.0
1891,1.71976459384382e-06,1.9122659011827636e-09
1892,2.0874146411387073e-06,1.2537024751679837e-09
1893,1.5882556008151028e-06,0.0
1894,1.7448962399413404e-06,0.0
1895,1.685212064117536e-06,6.018614495673091e-10
1896,1.7378544736601498e-06,0.0
1897,1.6984869812830539e-06,2.9133566670225264e-09
1898,1.485883977636604e-06,0.0
1899,1.659931813335902e-06,5.527578395003729e-10
1900,1.6279142940334168e-06,0.0
1901,1.496664293387795e-06,0.0
1902,1.2467210961375486e-06,0.0
1903,1.6130457467511405e-06,0.0
1904,1.3597801826747968e-06,0.0
1905,1.548743780332984e-06,0.0
1906,1.511361364947561e-06,1.5432553013283723e-09
1907,1.4785674977702001e-06,5.142843373384665e-10
1908,1.6119179271356643e-06,4.911389073214423e-10
1909,1.6910023354910209e-06,0.0
1910,1.6379822094236829e-06,0.0
1911,1.5296075819293264e-06,0.0
1912,1.521671972426475e-06,5.209421227725386e-10
1913,1.625366389035321e-06,0.0
1914,1.4156916403607056e-06,0.0
1915,9.672005401029082e-07,0.0
1916,9.7239039487107e-07,0.0
1917,9.913647662784797e-07,0.0
1918,1.1314080623492373e-06,0.0
1919,1.2228023145155476e-06,0.0
1920,1.6128853630448248e-06,0.0
1921,1.644800725841833e-06,0.0
1922,1.454928909794262e-06,0.0
1923,1.5637291923553676e-06,0.0
1924,1.7120076698518005e-06,0.0
1925,1.667323758169914e-06,0.0
1926,1.66746230689796e-06,0.0
1927,2.024699305991362e-06,4.4596899506643695e-09
1928,1.583649344993887e-06,0.0
1929,1.8270266437525606e-06,0.0
1930,1.5377275346395436e-06,1.0503603542488804e-09
1931,1.4941017774106058e-06,0.0
1932,1.2636346049532676e-06,0.0
1933,1.4051561390004963e-06,2.2941324395731044e-09
1934,1.2940106799419482e-06,0.0
1935,1.338054113730891e-06,0.0
1936,1.1845845868663218e-06,0.0
1937,1.2251158327813982e-06,3.777335333410292e-09
1938,1.1746483998820167e-06,0.0
1939,1.2204651742564465e-06,0.0
1940,9.8134795845084e-07,0.0
1941,1.3163701666485395e-06,0.0
1942,1.2743689623562204e-06,0.0
1943,1.4429078802891127e-06,0.0
1944,1.224223916906908e-06,0.0
