year,bien_ADV établir_VERB,bien_ADV etablir_VERB,bien_ADV rétablir_VERB
1859,6.049501735105878e-07,5.092173349652285e-10,1.8331824946926645e-08
1860,5.890835836908082e-07,0.0,3.112485202905191e-08
1861,7.418211112053541e-07,1.4147891747029462e-09,5.14040046084574e-08
1862,7.445641472259013e-07,0.0,5.2860439581081664e-08
1863,7.561856136817369e-07,1.4983863039219614e-09,2.996772607843923e-08
1864,8.520231631337083e-07,0.0,5.5618844641003307e-08
1865,7.568605724372901e-07,0.0,2.2122168985561075e-08
1866,7.055138553369034e-07,1.4596839292835284e-09,4.476363812955242e-08
1867,6.881286935822573e-07,4.85281148598915e-10,2.814630661873707e-08
1868,7.844520268918131e-07,0.0,4.841076517436704e-08
1869,8.433837592747295e-07,4.395167341186834e-09,2.3440891894210836e-08
1870,7.047145800243015e-07,0.0,2.465641024684828e-08
1871,9.21918172025471e-07,0.0,3.080141297573391e-08
1872,7.764783731545322e-07,0.0,4.4145576083565174e-08
1873,8.188854394575174e-07,0.0,2.573981916498269e-08
1874,7.946230198285775e-07,0.0,3.883495836021211e-08
1875,6.968820116526331e-07,0.0,3.833423178889461e-08
1876,7.224987825793505e-07,1.209202959984168e-09,2.2370254981751714e-08
1877,8.027890885387023e-07,6.184815992682502e-10,2.1646856751544874e-08
1878,8.104457265289966e-07,6.039088673581716e-10,3.985798358030479e-08
1879,7.948232223498053e-07,0.0,2.5659165459046562e-08
1880,7.059630888761603e-07,0.0,4.7492061838738664e-08
1881,8.039301064854953e-07,6.972507571312292e-10,3.2770785196589713e-08
1882,7.28099109892355e-07,6.655385131892899e-10,3.3276926103553706e-08
1883,6.553154321409238e-07,0.0,5.434631589196215e-08
1884,6.971391712795594e-07,0.0,3.630933420595284e-08
1885,8.005479799066961e-07,1.2891271383708158e-09,4.576401479994274e-08
1886,7.008461579971481e-07,1.2906927748801422e-09,3.87207848007165e-08
1887,7.351569024649507e-07,0.0,3.982643903555072e-08
1888,7.678484621465032e-07,5.706553452000662e-09,5.7699594435689505e-08
1889,6.87285478306876e-07,0.0,4.1349903057152915e-08
1890,8.756660463404842e-07,0.0,2.6872983838188702e-08
1891,7.566198974018334e-07,0.0,4.3344694944380535e-08
1892,7.854446266719606e-07,0.0,3.5103667528346705e-08
1893,7.297723527699418e-07,6.158416554491453e-10,3.1407925149551374e-08
1894,8.002954814401164e-07,1.2603078580752936e-09,3.0247388593807045e-08
1895,8.26957659683103e-07,0.0,4.213030280197927e-08
1896,6.893627073623065e-07,0.0,4.8945342001616154e-08
1897,7.871889806665422e-07,5.826713556089658e-10,2.5637540090883704e-08
1898,6.750417469447711e-07,5.6583548957434e-10,3.677930848766664e-08
1899,6.318022087725694e-07,1.1055156790007459e-09,4.311511148102909e-08
1900,6.29674730134866e-07,0.0,3.529916270395006e-08
1901,6.10849156146287e-07,3.912117296778206e-09,1.956058603980182e-08
1902,5.091964112580172e-07,1.4730852093691738e-09,3.437198614619774e-08
1903,6.280455977503152e-07,0.0,3.348136701220028e-08
1904,5.702477210434154e-07,0.0,3.547252447333449e-08
1905,5.000775331609475e-07,1.0321518084666081e-09,3.818961857859904e-08
1906,5.720333433600899e-07,0.0,3.858138342138773e-08
1907,4.901129955214856e-07,5.142843373384665e-10,4.011417686911045e-08
1908,5.14222449510271e-07,4.911389073214423e-10,4.125566732682273e-08
1909,5.099411737319315e-07,2.2003934230241384e-09,4.015717891547865e-08
1910,4.937995186082844e-07,1.6032452032632705e-09,2.0842188419578633e-08
1911,4.5755217570331297e-07,0.0,2.6601870928288918e-08
1912,4.88122793740331e-07,5.209421227725386e-10,2.7609932118366487e-08
1913,4.4757231876246806e-07,5.30298971401777e-10,2.7575547179026216e-08
1914,5.029254452892928e-07,4.018046340092951e-09,2.8795998474606677e-08
1915,4.68874333137137e-07,2.3561523843085297e-09,1.295883844676382e-08
1916,4.186223065971717e-07,2.197492410260793e-09,2.6369908923129515e-08
1917,3.498289515846409e-07,0.0,2.9609346086090227e-08
1918,4.376309448161919e-07,0.0,2.8715941624568586e-08
1919,4.3368964952605893e-07,0.0,2.2098836538475553e-08
1920,3.5513767215888947e-07,0.0,2.7260034229925623e-08
1921,3.3471542337792926e-07,7.572747429129834e-10,2.7261890522822796e-08
1922,3.814392641743325e-07,0.0,3.6889677090812256e-08
1923,3.4501832146816014e-07,0.0,2.9724654737606215e-08
1924,3.1197731686916086e-07,0.0,3.351822286390416e-08
1925,3.827366015229927e-07,0.0,3.8493624288094e-08
1926,3.433010533626657e-07,1.1146138456652466e-09,3.4553028882555736e-08
1927,3.1217828677654325e-07,0.0,3.7907366134959375e-08
1928,3.302126003745798e-07,0.0,3.5420729460611255e-08
1929,4.3447585085232276e-07,0.0,4.121950425428622e-08
1930,2.814965682773618e-07,0.0,2.520864939015155e-08
1931,3.912037414011138e-07,3.4216069977333063e-09,2.8513390759599133e-08
1932,3.134427402073925e-07,1.0959536611565568e-09,3.287861005674131e-08
1933,4.427675719398394e-07,3.4411986593596566e-09,1.9500125958415992e-08
1934,3.11521091589384e-07,0.0,3.1152108448395666e-08
1935,2.477434861702932e-07,0.0,2.2739740757060645e-08
1936,2.8129338147664384e-07,0.0,1.576212937948185e-08
1937,2.618952521515894e-07,1.2591118148108649e-09,1.1332006444320086e-08
1938,2.502286520211783e-07,0.0,1.2965214679638848e-08
1939,3.6705722550323117e-07,0.0,1.2235240376412548e-08
1940,2.0539842182643042e-07,0.0,1.5214697057785997e-08
1941,2.243141921098868e-07,0.0,2.3612020783048138e-08
1942,2.306000936869168e-07,3.034211770724937e-09,2.4273694165799498e-08
1943,2.4677498799974273e-07,0.0,8.709705845433291e-09
1944,1.8636480092482088e-07,0.0,2.8918675454292497e-08
1945,2.3963545459082525e-07,0.0,3.0499055725385915e-08
1946,1.9489546332351892e-07,0.0,2.7842208538686464e-08
1947,2.7656420797939063e-07,0.0,3.9338875268413176e-08
1948,2.402687186986441e-07,1.0871887834440486e-09,3.696441908118686e-08
1949,2.1008398221056268e-07,0.0,3.043272656100271e-08
1950,1.7761053072717914e-07,3.190608444114673e-09,3.403315673722318e-08
1951,2.2388944387330412e-07,1.0661401761424827e-09,2.5587365115598004e-08
1952,1.8453407335528027e-07,0.0,3.1634410646574906e-08
1953,1.799229210064368e-07,0.0,2.8011951869189033e-08
1954,1.6906487587675656e-07,0.0,1.07497895029951e-08
1955,1.5110828144315747e-07,0.0,1.8771215692936494e-08
1956,1.7791128925637167e-07,0.0,1.4825940475304833e-08
1957,1.5903067662748072e-07,0.0,1.8553580005686854e-08
1958,1.5303650968689908e-07,2.4816730892496253e-09,2.0680609225109947e-08
1959,1.8679301660995407e-07,0.0,2.015194411342236e-08
1960,1.467216605988142e-07,6.920833350854139e-10,1.591791587429725e-08
1961,1.7022989595716354e-07,3.47407969059077e-09,1.737039845295385e-08
1962,1.9723484001588076e-07,1.2683912808952869e-09,2.219684702708946e-08
1963,1.325540921470747e-07,0.0,1.1638896069143811e-08
1964,1.581831696739755e-07,1.8251904432275978e-09,1.3384730657151067e-08
1965,1.8659667944120883e-07,6.0192477668863376e-09,1.6963333848707407e-08
1966,1.8223555287022464e-07,0.0,2.1048483844765542e-08
1967,1.814363486118964e-07,0.0,1.429797347185513e-08
1968,1.801057720740573e-07,0.0,2.0211372131484495e-08
1969,2.2572535840481578e-07,1.3625273131978588e-09,1.9983733778872192e-08
1970,2.253375299687832e-07,1.8394900047624674e-09,2.2993624781975086e-08
1971,1.752193554693804e-07,1.0276794970565106e-09,1.0790635052160269e-08
1972,1.7493800896772882e-07,1.0260293725750103e-09,1.4364410994005539e-08
1973,1.3176557445149228e-07,0.0,1.8193572870472963e-08
1974,1.41764402883382e-07,5.625571675160757e-10,1.1251143128276908e-08
1975,1.125161617210324e-07,5.711480177694739e-10,1.1422960355389478e-08
1976,1.4626628797032026e-07,1.7140580066410394e-09,1.0284348483935446e-08
1977,1.3457830050356279e-07,0.0,1.057820764316375e-08
1978,1.4910884260643797e-07,1.1881182704343018e-09,1.0099005187669263e-08
1979,1.4454374763772648e-07,0.0,1.9311512389208474e-08
1980,1.1881964923077248e-07,1.1370301367108482e-09,1.0233271119375331e-08
1981,9.235302655952182e-08,0.0,1.0120879245789638e-08
1982,1.2663304005400278e-07,0.0,9.311253101884631e-09
1983,1.1557028045672268e-07,6.315316047889041e-10,1.6419821946556112e-08
1984,1.0438215269914508e-07,1.1598016991243298e-09,6.378909400694965e-09
1985,9.865514982720924e-08,0.0,1.5038894574104233e-08
1986,1.4386765201379603e-07,5.994485463567401e-10,1.2588419195935785e-08
1987,1.014395607512597e-07,0.0,1.4665960890170027e-08
1988,1.0134176164910969e-07,0.0,9.594486094499644e-09
1989,9.604213602187883e-08,5.488122178931576e-10,7.134558721588746e-09
1990,9.31719341679127e-08,5.44865097484859e-10,1.689081763345257e-08
1991,9.026656755395379e-08,1.1722930404189924e-09,1.75843961613964e-08
1992,1.2011678052203933e-07,0.0,9.366905473484621e-09
1993,9.139692025428303e-08,0.0,1.0524494165053966e-08
1994,8.228885661765162e-08,0.0,1.2659823411809157e-08
1995,9.651962784573698e-08,0.0,1.0302656505700725e-08
1996,1.0142375117538904e-07,0.0,6.939520069693117e-09
1997,1.0021329188703021e-07,0.0,9.58978851883785e-09
1998,1.277858672210641e-07,4.768129224785866e-10,1.3350762273489636e-08
1999,1.1379800923805306e-07,0.0,1.553868322901053e-08
2000,1.0382373716311122e-07,0.0,1.2370488633450805e-08
2001,9.770102593620322e-08,0.0,1.4896119893137438e-08
2002,8.58719388929785e-08,4.38122149670761e-10,8.762443215459825e-09
2003,9.625591701478697e-08,8.333845835650777e-10,7.91715315529018e-09
2004,8.72148646635651e-08,0.0,7.488145215006625e-09
2005,1.0763961455495519e-07,4.5037495954858286e-10,6.305249655724765e-09
2006,8.647568705555386e-08,4.1178899179428186e-10,1.2765458912156191e-08
2007,7.66940075891398e-08,0.0,6.7906151812735516e-09
2008,7.663391698997657e-08,1.2772318758180745e-09,1.7455501932772677e-08
2009,8.010563590232778e-08,1.430457752249481e-09,1.0966842545201416e-08
2010,8.597303491342245e-08,4.723793023408973e-10,8.502827775203059e-09
2011,7.877382302012848e-08,7.64794394481072e-10,8.795135286732148e-09
2012,7.489355624556993e-08,3.404252713057332e-10,1.191488419038933e-08
2013,8.423157282777538e-08,0.0,1.1435412616833673e-08
2014,8.683435481771085e-08,0.0,1.2559581819004961e-08
2015,8.888467561973812e-08,2.2165753954528356e-10,1.4629397249166232e-08
2016,1.4250819901917566e-07,0.0,8.078226088059637e-09
2017,5.987155304865155e-08,0.0,9.810884549210641e-09
2018,8.054175992810997e-08,0.0,1.3423626654684995e-08
2019,9.387635202529054e-08,2.55098775436835e-10,1.3010037491767434e-08
