year,mon_DET adieu_NOUN,mon_DET radieux_ADJ
1800,1.8864986461863964e-08,0.0
1801,1.904946111963568e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,3.1205427575287104e-08,0.0
1804,1.9774807569206132e-08,0.0
1805,1.9900143755080535e-08,0.0
1806,1.729001475325731e-08,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,1.0028306629550343e-08,0.0
1812,8.00162425207418e-09,0.0
1813,8.627225156487839e-09,0.0
1814,3.4613449884091096e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,1.401186100480345e-08,0.0
1818,2.1458119725537017e-08,0.0
1819,2.070210003424222e-09,0.0
1820,1.6613074471649725e-08,0.0
1821,1.873682697883794e-08,0.0
1822,1.4035862250239006e-08,0.0
1823,1.0870955913233615e-08,0.0
1824,1.431589158329416e-08,0.0
1825,4.4027217427355936e-09,0.0
1826,1.145037931138404e-08,0.0
1827,1.8434546111834038e-09,0.0
1828,2.7516904310687096e-09,0.0
1829,6.001223351592699e-09,0.0
1830,5.218417920005436e-09,0.0
1831,9.354723218280014e-09,0.0
1832,5.411987746839486e-09,0.0
1833,8.108539617524002e-09,0.0
1834,4.667265462998671e-09,0.0
1835,9.075705520444899e-09,0.0
1836,1.6801874724858834e-08,0.0
1837,1.321999276715502e-08,0.0
1838,2.209256688701089e-08,0.0
1839,1.398295079724221e-08,0.0
1840,1.5287252685958208e-08,0.0
1841,1.2841097518645483e-08,0.0
1842,9.391571076378114e-09,0.0
1843,9.451057714215949e-09,0.0
1844,8.232842019229025e-09,0.0
1845,8.928364547688972e-09,0.0
1846,1.7563503984519002e-09,0.0
1847,9.707802561820245e-09,5.393223645455691e-10
1848,2.413566457803995e-09,0.0
1849,2.011059629936085e-08,0.0
1850,2.4440385715251978e-08,0.0
1851,5.804494884742439e-09,0.0
1852,7.812654745364966e-09,0.0
1853,8.360704129017904e-09,0.0
1854,1.4028294526013951e-08,0.0
1855,1.2205955357558196e-08,0.0
1856,8.80122141833084e-09,0.0
1857,1.3668225717911042e-08,0.0
1858,3.76813069635773e-08,0.0
1859,9.165912029374113e-09,0.0
1860,2.288592007571033e-08,0.0
1861,1.9335451129087744e-08,0.0
1862,2.5300723349719334e-08,0.0
1863,3.795911879267422e-08,2.4973103585068657e-09
1864,1.534312965567608e-08,0.0
1865,2.259285303285452e-08,1.882737743486018e-09
1866,3.8924902412418305e-08,4.865612912574591e-10
1867,1.067618526917613e-08,0.0
1868,6.421836395986702e-09,0.0
1869,2.5882651022435255e-08,0.0
1870,7.454263428741115e-09,5.734048791339319e-10
1871,1.1683294554032386e-08,0.0
1872,1.874675148449967e-08,0.0
1873,1.496501145226148e-08,5.986004469882289e-10
1874,1.2546679417635431e-08,5.974609140757536e-10
1875,1.5448123114047974e-08,0.0
1876,1.9951849505872588e-08,0.0
1877,1.1751150608141359e-08,8.040260901509555e-09
1878,1.3285995414946683e-08,0.0
1879,1.7717043387932563e-08,1.221865053580018e-09
1880,8.984984978255284e-09,0.0
1881,5.578006112560985e-09,0.0
1882,9.317539406694664e-09,0.0
1883,1.832608226282062e-08,0.0
1884,2.442627877741188e-08,0.0
1885,1.9336907353117994e-08,0.0
1886,1.1616235084943582e-08,0.0
1887,6.528924512139156e-09,0.0
1888,1.1413106904001324e-08,0.0
1889,1.5036328404605115e-08,0.0
1890,1.9663159434024635e-09,0.0
1891,1.211101796627645e-08,0.0
1892,9.402768119670668e-09,0.0
1893,1.7243566741154126e-08,0.0
1894,1.575384822594117e-08,0.0
1895,1.1435367319734269e-08,6.018614495673091e-10
1896,1.2973463414667208e-08,0.0
1897,3.845631091348167e-08,0.0
1898,1.0185038701315818e-08,0.0
1899,1.5477219506010442e-08,0.0
1900,1.6092265187062083e-08,1.038210628578895e-09
1901,5.029865079997364e-09,0.0
1902,1.32577662736999e-08,9.820567692386817e-10
1903,1.2420506401156217e-08,0.0
1904,1.2361637935498493e-08,0.0
1905,6.192911072844254e-09,0.0
1906,3.0350687962865663e-08,0.0
1907,2.0571373937627868e-08,5.142843373384665e-10
1908,2.3574667773473834e-08,0.0
1909,1.4852655716435237e-08,0.0
1910,1.549803729794519e-08,1.068830135508847e-09
1911,2.8197982726574367e-08,0.0
1912,1.82329742415277e-08,0.0
1913,1.8560464387640252e-08,0.0
1914,2.8795997586428257e-08,0.0
1915,3.2986132936230206e-08,0.0
1916,1.8678685709261345e-08,0.0
1917,2.5222776423028392e-08,0.0
1918,8.040463406189247e-09,0.0
1919,2.3940406601585806e-08,0.0
1920,3.104614920701465e-08,0.0
1921,1.59027695456615e-08,0.0
1922,2.4347186822204492e-08,0.0
1923,3.715581753382935e-08,0.0
1924,1.5469949321555987e-08,0.0
1925,3.2994532217500705e-08,0.0
1926,6.687682962969177e-09,0.0
1927,3.121783065385131e-08,0.0
1928,3.0850310528407476e-08,2.2852082448565625e-09
1929,2.1166771890790415e-08,0.0
1930,3.151081107155562e-08,0.0
1931,2.5091783761865827e-08,0.0
1932,1.5343351145169493e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.7972370258689807e-08,3.5944740517379614e-09
1935,1.795242532409702e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,1.6368453148452033e-08,0.0
1938,2.463390735840676e-08,3.8895642262559704e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.9489545088902105e-08,0.0
1947,1.549713202209091e-08,0.0
1948,2.5005342463302327e-08,0.0
1949,1.1780409536754632e-08,0.0
1950,2.9779012589159493e-08,0.0
1951,2.2388944032059044e-08,2.1322803522849654e-09
1952,1.4762725264461096e-08,0.0
1953,3.124409886368085e-08,0.0
1954,1.5636057337786724e-08,0.0
1955,1.9709777365761738e-08,0.0
1956,3.226822364865711e-08,0.0
1957,1.4136059989233729e-08,0.0
1958,3.22617488279775e-08,0.0
1959,2.712761659751095e-08,7.750747821333448e-10
1960,1.8686250491395384e-08,0.0
1961,2.2234108942864594e-08,0.0
1962,2.536782484074962e-08,0.0
1963,2.7157423643231482e-08,0.0
1964,2.6161063981788857e-08,1.8251904432275978e-09
1965,2.0793765487248095e-08,0.0
1966,2.271020627109266e-08,0.0
1967,2.465167892040654e-08,0.0
1968,2.0211372020462193e-08,3.5931326802796093e-09
1969,1.2716922098698902e-08,0.0
1970,1.0117195303749327e-08,0.0
1971,1.952591077714061e-08,1.0276794970565106e-09
1972,2.667676435308408e-08,0.0
1973,2.7566019022984278e-08,0.0
1974,1.0126029181822815e-08,0.0
1975,9.709516302081056e-09,0.0
1976,8.57029019973865e-09,0.0
1977,6.4644601893704134e-09,0.0
1978,1.0693064211864112e-08,0.0
1979,1.580032815695631e-08,0.0
1980,2.103505841732911e-08,0.0
1981,1.4548763582755697e-08,0.0
1982,1.9243257542989056e-08,0.0
1983,2.1472073896688926e-08,6.315316047889041e-10
1984,1.5657323437778814e-08,0.0
1985,1.2632671797518924e-08,0.0
1986,1.6784559797589083e-08,0.0
1987,9.777306797520424e-09,0.0
1988,7.795520062803263e-09,0.0
1989,9.329808037250586e-09,5.488122178931576e-10
1990,7.628111309276875e-09,0.0
1991,8.792198025187048e-09,0.0
1992,1.0468893973936133e-08,0.0
1993,1.3848018953765973e-08,0.0
1994,1.7407257690837952e-08,0.0
1995,1.735184235185372e-08,5.422450821690461e-10
1996,1.2811421257197253e-08,5.338092190498855e-10
1997,7.671831059319345e-09,0.0
1998,1.6211639808361156e-08,4.768129224785866e-10
1999,9.597422412355172e-09,0.0
2000,1.855573217302009e-08,1.3254094488601709e-09
2001,1.3581756497238473e-08,0.0
2002,9.638686904178684e-09,0.0
2003,1.333415317050779e-08,0.0
2004,1.4976290096946343e-08,0.0
2005,1.3511248675435183e-08,0.0
2006,1.6471560115860484e-08,0.0
2007,2.0371845543820655e-08,0.0
2008,8.089135306033057e-09,4.257439678578834e-10
2009,1.7642312055698994e-08,4.76819250749827e-10
2010,1.1809482836078189e-08,0.0
2011,1.8355064856923065e-08,3.82397197240536e-10
2012,1.6340413244719798e-08,0.0
2013,1.6734750141189636e-08,2.789125042035323e-10
2014,1.559120557659277e-08,0.0
2015,2.5490616617496187e-08,2.2165753954528356e-10
2016,2.2163338858627313e-08,6.214020409345267e-10
2017,1.2578057068113324e-08,0.0
2018,2.6589107138264012e-08,5.162933414126769e-10
2019,1.6071223241098664e-08,5.1019755087367e-10
