year,un_DET ado_NOUN,un_DET radeau_NOUN
1857,1.9526036343364694e-09,2.606725857390302e-07
1858,1.9574704079872163e-09,1.903639938460877e-07
1859,6.61982535454797e-09,2.281293633998871e-07
1860,3.204028820036342e-09,2.384712791680954e-07
1861,2.3579818653196583e-09,2.8201461876875555e-07
1862,2.2589931314431766e-09,1.7303887056563383e-07
1863,1.9978483312144135e-09,2.40740726908939e-07
1864,6.712618905169165e-09,2.5076426446446476e-07
1865,2.824106559717876e-09,1.9909951953778204e-07
1866,3.4059290943133647e-09,3.318348014147432e-07
1867,1.94112459439566e-09,2.518609125701232e-07
1868,1.975949626142892e-09,2.4699370548830757e-07
1869,2.9301114867763545e-09,2.7396542989777117e-07
1870,1.1468097582678638e-09,2.586056044862062e-07
1871,5.3105884134652115e-09,4.0360474606870866e-07
1872,5.442605366390296e-09,2.9208649277023824e-07
1873,3.591602570907071e-09,3.1426522251187805e-07
1874,9.55937473623436e-09,2.46153900818058e-07
1875,5.721527140956084e-10,2.8149912179031844e-07
1876,1.813804439976252e-09,2.406313921454739e-07
1877,1.8554447978047506e-09,2.9501571940926397e-07
1878,3.6234530931267273e-09,3.140326174655428e-07
1879,2.443730107160036e-09,2.724758934036231e-07
1880,1.2835692508872398e-09,2.9907162879538873e-07
1881,2.091752326904839e-09,2.705332793340176e-07
1882,4.658769592325029e-09,2.222898665138473e-07
1883,5.055470986281563e-09,2.9132153755995205e-07
1884,2.6406787867472303e-09,3.3800687848639654e-07
1885,4.511945039809007e-09,2.8038516042272477e-07
1886,4.5174246565693466e-09,2.8266171847590726e-07
1887,5.223139698529167e-09,3.068594511823619e-07
1888,3.804368819970705e-09,2.7328048624042367e-07
1889,1.2530273485467092e-09,2.518585047184274e-07
1890,1.3108772956016423e-09,2.5824282268160914e-07
1891,3.824531802365527e-09,2.98313493019009e-07
1892,2.5074049503359674e-09,2.8897840653741014e-07
1893,3.695050043717174e-09,3.0915251247876085e-07
1894,2.520615716150587e-09,2.40718798671935e-07
1895,9.629782971032341e-09,2.088459245541685e-07
1896,3.5382172747233653e-09,2.1936947147693786e-07
1897,9.322741689743452e-09,2.8842232069337115e-07
1898,2.26334195829736e-09,2.5123096936141565e-07
1899,9.949641111006713e-09,2.188921097712182e-07
1900,1.038210628578895e-09,2.6110997008998993e-07
1901,3.3532433496574754e-09,2.7440708993964336e-07
1902,3.928227076954727e-09,2.450231582074025e-07
1903,2.1600881083827517e-09,1.9494794489816059e-07
1904,6.449550227216605e-09,2.0101098030522735e-07
1905,3.096455369888673e-09,1.9043200882862266e-07
1906,1.5432553013283723e-09,1.9547901564109793e-07
1907,1.028568674676933e-09,1.7588523881784113e-07
1908,2.4556945366072114e-09,1.5176192214028106e-07
1909,3.300590023513905e-09,1.6392930746178536e-07
1910,3.2064905175488434e-09,1.7742580959989596e-07
1911,3.7242618988742038e-09,2.3835276152794904e-07
1912,3.125652792146383e-09,1.453428559727854e-07
1913,2.6514948570088848e-09,2.216649721553665e-07
1914,3.348371913070025e-09,1.8616947683458562e-07
1915,2.3561523843085297e-09,1.7082104963872524e-07
1916,5.493730803607377e-09,3.08747683863686e-07
1917,3.289927441585405e-09,3.454423649351668e-07
1918,1.1486376294556067e-09,3.181726171419541e-07
1919,5.524709190130039e-09,3.2043313158425235e-07
1920,3.028892692213958e-09,1.6810354352969625e-07
1921,4.543648568500203e-09,1.8098865872673287e-07
1922,4.426761346376651e-09,2.0436880876495422e-07
1923,7.431163684401554e-09,1.8790227462872622e-07
1924,1.289162443462999e-09,1.9466353484709487e-07
1925,4.399271169575059e-09,1.9356793057312416e-07
1926,1.1146138456652466e-09,2.2961044710001488e-07
1927,4.4596899506643695e-09,2.909947736107199e-07
1928,0.0,2.0109832465919908e-07
1929,6.684243603061191e-09,2.606855113995721e-07
1930,2.100720708497761e-09,2.6469079550395236e-07
1931,0.0,2.3266927140497273e-07
1932,4.383814644626227e-09,2.674126950985567e-07
1933,9.176529758292418e-09,1.9500125203464336e-07
1934,1.1981580172459871e-09,2.1806475913876966e-07
1935,7.180970484910176e-09,2.0465766414901054e-07
1936,1.2124714565686645e-09,2.1339497724426337e-07
1937,1.2591118148108649e-09,1.8508944332751298e-07
1938,0.0,2.0096082908871438e-07
1939,0.0,2.1258729887563277e-07
1940,2.5357829169792012e-09,2.3836359108742045e-07
1941,8.854508237732261e-09,1.8299315662773097e-07
1942,3.034211770724937e-09,2.9128434198000264e-07
1943,0.0,3.251623472699805e-07
1944,6.4263723231761105e-09,2.795472084926587e-07
1945,2.178504043826024e-09,3.1806159750402685e-07
1946,0.0,2.7285363035645105e-07
1947,2.3841741914054637e-09,2.503382985352687e-07
1948,0.0,2.40268724915893e-07
1949,3.9268033269479474e-09,2.100839829877188e-07
1950,6.381216888229346e-09,2.297238097526133e-07
1951,1.0661401761424827e-09,2.6653504825446817e-07
1952,2.1089607837865287e-09,2.720559493241126e-07
1953,2.1547654771580937e-09,2.7796475166042e-07
1954,9.772536557761669e-09,2.92198824469736e-07
1955,0.0,2.947080979254224e-07
1956,8.72114158667614e-10,2.7733230734128256e-07
1957,2.6505113659425206e-09,2.0585637283687674e-07
1958,0.0,2.531306524389265e-07
1959,3.8753737996444215e-09,2.5422453608925366e-07
1960,2.7683333403416555e-09,2.2977166125315307e-07
1961,3.474079635079619e-09,2.5221817034903893e-07
1962,1.9025869768540815e-09,2.771434886028601e-07
1963,9.052474103654617e-09,2.3407112115236828e-07
1964,1.2167936658258327e-09,2.476175013921278e-07
1965,1.0944086747954884e-09,2.287314089244319e-07
1966,2.215629901769489e-09,2.2820988210270343e-07
1967,3.451234797946512e-09,2.2531633714351074e-07
1968,4.49141579483836e-09,2.600529902530013e-07
1969,1.3625273409534344e-09,2.8930997419962523e-07
1970,2.2993624781975086e-09,2.4511204888000293e-07
1971,3.083038491169532e-09,1.9680061758009515e-07
1972,1.5390440588625154e-09,2.0674491452155053e-07
1973,1.6539611347177186e-09,2.6242851181024207e-07
1974,3.3753431161187564e-09,2.2446031522349585e-07
1975,5.711480177694739e-10,2.0675558420890638e-07
1976,2.8567634369203176e-09,2.211134928487013e-07
1977,1.7630346071939584e-09,2.37421981630348e-07
1978,2.9702956760857546e-09,2.114850468082352e-07
1979,1.7555920051037788e-09,2.39930912471209e-07
1980,2.8425752862659692e-09,2.3138563154390113e-07
1981,3.795329717171114e-09,2.1633379887475712e-07
1982,2.483000915987077e-09,2.1229658209165336e-07
1983,2.5261264191556165e-09,2.450342577731135e-07
1984,2.319603453759811e-09,2.1630301105801664e-07
1985,8.42178138338312e-09,2.568643173717078e-07
1986,2.4577390123070586e-08,2.607601290449679e-07
1987,4.277571630240118e-09,2.1876724964897676e-07
1988,1.0793796800800948e-08,2.752418164497783e-07
1989,7.683371050504206e-09,2.6672273101269184e-07
1990,1.2531897186640606e-08,2.086833297276769e-07
1991,1.817054295916165e-08,2.795918803144559e-07
1992,1.763182055913859e-08,2.1819379214527146e-07
1993,1.3294097600535792e-08,2.0605851425159472e-07
1994,2.004472099415011e-08,2.389541702285669e-07
1995,2.3316537756112865e-08,2.575664153070534e-07
1996,3.202855136663629e-08,2.7437792837758934e-07
1997,2.3015493733069547e-08,2.474165632371239e-07
1998,3.480734178662459e-08,2.3649920777302214e-07
1999,3.381948765479592e-08,2.7878227459865457e-07
2000,5.655080237421117e-08,2.3724829834037564e-07
2001,4.556460098115167e-08,2.4140477528078463e-07
2002,4.9069679874946814e-08,2.663782678880011e-07
2003,8.083830671523629e-08,2.6418292264906995e-07
2004,6.122659934604258e-08,2.726565764277211e-07
2005,8.872387002867299e-08,2.3599648368843873e-07
2006,8.194601086586317e-08,2.8413440844587967e-07
2007,1.0185922683092485e-07,2.5165220751688366e-07
2008,1.4219848684660086e-07,2.937633336586032e-07
2009,1.6402582647678798e-07,2.7464788754372194e-07
2010,2.4469247250635817e-07,4.1238714310054547e-07
2011,2.2102558361325464e-07,3.78190820882196e-07
2012,2.607657634545735e-07,4.3540392802299266e-07
2013,3.4640933599394685e-07,4.529538948361278e-07
2014,3.17670806507242e-07,4.930718695561609e-07
2015,3.7703948781164787e-07,4.311239099052955e-07
2016,3.935546148137181e-07,4.7620106613521784e-07
2017,5.41611099635908e-07,4.442569654372619e-07
2018,5.601782859798732e-07,4.925438457092923e-07
2019,5.691253477380087e-07,4.5203502985202704e-07
