year,en_PRON appelle_VERB,en_PRON rappelle_VERB
1843,1.0933692919934401e-06,2.002442869297738e-07
1844,9.75317334450665e-07,1.695965465842164e-07
1845,8.861401852300332e-07,1.8637960863543412e-07
1846,1.0555665994615993e-06,1.709514378944732e-07
1847,9.653870165493572e-07,1.9739198364732147e-07
1848,9.332457011623774e-07,1.2872354204773728e-07
1849,1.0030159955931595e-06,1.7345388414469198e-07
1850,1.004771434054419e-06,9.776154286100791e-08
1851,9.093708399632305e-07,1.6188091933599935e-07
1852,8.047034043556778e-07,1.7708683230921451e-07
1853,7.763511575831217e-07,1.7975514765566913e-07
1854,7.762322411508649e-07,2.3848099317547167e-07
1855,7.721593533460691e-07,2.350973176135085e-07
1856,9.008309120872582e-07,2.5316455776192015e-07
1857,8.484062732350139e-07,2.5481477905486827e-07
1858,9.224579571309732e-07,2.3636455637188192e-07
1859,1.0642642109814915e-06,1.828090177014019e-07
1860,9.61208570515737e-07,1.7530614115912613e-07
1861,1.0818421287694946e-06,1.4006411674927222e-07
1862,8.877843242771633e-07,1.9336981438300427e-07
1863,1.0768402489702567e-06,1.9528967243331863e-07
1864,1.1579268175410107e-06,2.3254430914221302e-07
1865,1.0722191063905484e-06,1.8592035644360294e-07
1866,9.565794698573882e-07,2.1749289658146154e-07
1867,9.894882850858266e-07,1.567458127738064e-07
1868,9.356121495329717e-07,1.975949572852187e-07
1869,1.0724207868406666e-06,2.0852627358181053e-07
1870,1.109538402488397e-06,2.069991609232602e-07
1871,9.89893692349142e-07,1.5931766483845422e-07
1872,9.367328743792314e-07,1.5420715726577328e-07
1873,8.212797979467723e-07,1.580305166726248e-07
1874,7.211353363345552e-07,2.3061991782924451e-07
1875,8.542240266251611e-07,1.6134706015691336e-07
1876,8.095613566183602e-07,1.874264654588842e-07
1877,8.763884125073673e-07,1.9234778392274166e-07
1878,9.632346973376116e-07,2.0472511153002415e-07
1879,1.0569132200544118e-06,2.009967943195079e-07
1880,7.348434110099333e-07,2.1307249653546023e-07
1881,6.630854727518454e-07,1.6315667039634718e-07
1882,7.274335871443327e-07,1.3710094037833187e-07
1883,7.096617764545954e-07,1.9210790469514905e-07
1884,7.063815701258136e-07,1.9276954787983414e-07
1885,7.779882480463129e-07,1.9207993773306953e-07
1886,7.640901458216831e-07,1.6198194430216972e-07
1887,6.783552635170054e-07,1.55388406142265e-07
1888,7.577034466521582e-07,1.737328432227514e-07
1889,7.837685984668497e-07,1.5725493085483322e-07
1890,7.675186566302727e-07,1.7172492050576693e-07
1891,7.821167855581734e-07,1.561683973250183e-07
1892,7.979816132319684e-07,1.3101190177167155e-07
1893,6.410911623788706e-07,1.2316833419845352e-07
1894,6.591409942302562e-07,1.4178463914049644e-07
1895,6.909369290042378e-07,1.612988711485741e-07
1896,7.235654493342736e-07,1.2501701007749944e-07
1897,6.007341539771005e-07,1.80628120460824e-07
1898,6.982409672673384e-07,2.0483244611568807e-07
1899,5.88687100844254e-07,1.083405365420731e-07
1900,6.400568395292794e-07,1.489832186507556e-07
1901,6.779140448998078e-07,1.2909987390230526e-07
1902,5.794134949610452e-07,1.630214256920226e-07
1903,6.793476927668962e-07,1.3392546804880112e-07
1904,6.47104855033831e-07,1.3167831980354094e-07
1905,6.899934987814049e-07,1.2385821435145772e-07
1906,5.905523607907526e-07,1.6152739590324927e-07
1907,7.169123819039669e-07,1.5017103294212575e-07
1908,7.848399832255382e-07,1.3408092058853072e-07
1909,6.364638238665066e-07,1.5402754627302784e-07
1910,7.460434403583349e-07,1.5337712966356776e-07
1911,7.113339961506426e-07,1.659956723187861e-07
1912,6.22004904471396e-07,1.5992922897112294e-07
1913,6.146165105747059e-07,1.537867007073146e-07
1914,6.783801609344664e-07,1.3058649983577197e-07
1915,4.947920047015941e-07,1.1780761610680202e-07
1916,5.559655846809619e-07,1.3624452321892022e-07
1917,5.669641609529208e-07,1.1734073979141613e-07
1918,5.754674248237279e-07,1.6080926457107125e-07
1919,6.307375883807254e-07,1.2338516341969807e-07
1920,6.958881044738519e-07,1.5447352552655502e-07
1921,6.050624961062567e-07,1.3630945261411398e-07
1922,6.057285304450488e-07,1.298516707493036e-07
1923,7.505475423386088e-07,1.879022875073133e-07
1924,7.528708465542877e-07,2.0755514640313777e-07
1925,6.620903150178492e-07,1.2977849905837502e-07
1926,7.412182299049164e-07,2.2180815051342506e-07
1927,5.909089395572664e-07,1.9065174683419173e-07
1928,7.118423468455148e-07,1.7824623910200899e-07
1929,6.550558850904054e-07,1.2365850921014498e-07
1930,6.953385423003056e-07,1.5335261593918403e-07
1931,5.748299827246228e-07,1.448480304588884e-07
1932,7.068900913509424e-07,1.479537417026222e-07
1933,5.505917783921177e-07,1.50265677234529e-07
1934,6.661758789050509e-07,1.2700475338078832e-07
1935,6.92963624260301e-07,1.7473695379521814e-07
1936,6.801964786973258e-07,1.3579679603026307e-07
1937,5.905234274905524e-07,1.5361163718807802e-07
1938,6.132546559456387e-07,1.6206517727823666e-07
1939,6.362324711517431e-07,1.575287171817763e-07
1940,6.998760682108696e-07,1.7243323213733674e-07
1941,8.382267537854204e-07,1.5642963546724786e-07
1942,8.283398074127035e-07,1.7598428314613557e-07
1943,1.0132290526598808e-06,1.5096823346993915e-07
1944,8.900525472199661e-07,1.4459337194239197e-07
1945,1.0783594461827306e-06,1.7428033061150927e-07
1946,8.951270160650893e-07,1.9071913470725121e-07
1947,7.61743649491109e-07,1.7404471464033122e-07
1948,9.056282692654349e-07,1.3481141536431096e-07
1949,7.244952371365798e-07,1.3351130689898127e-07
1950,8.284946488856804e-07,1.3932323383869516e-07
1951,7.399012815767492e-07,1.6418559312114667e-07
1952,6.991205054873717e-07,1.7188030199122295e-07
1953,7.983406362654932e-07,1.3251808184122638e-07
1954,8.326200600095035e-07,1.202021877588777e-07
1955,7.076748147483158e-07,1.482925995333062e-07
1956,6.994355317146983e-07,1.526199753243418e-07
1957,6.847154168099223e-07,1.7581724875981308e-07
1958,6.808056127738382e-07,1.5882707771197602e-07
1959,7.898012199802906e-07,1.4416390570204385e-07
1960,8.131979143399803e-07,1.4118499791493377e-07
1961,7.851419923099456e-07,1.3757355077359534e-07
1962,7.88305158039293e-07,1.4903596934345842e-07
1963,7.558816150776693e-07,1.4807261550231487e-07
1964,7.811815407876566e-07,1.5331600877743767e-07
1965,1.018347234094108e-06,1.5595323077377543e-07
1966,8.352924965038255e-07,1.4789330293751846e-07
1967,9.195076131618407e-07,1.5185433710485086e-07
1968,8.28217082471383e-07,1.459710148310478e-07
1969,9.142558496932907e-07,1.421570203774536e-07
1970,9.367602729071223e-07,1.7567128907103324e-07
1971,8.909981374927156e-07,1.515827250386792e-07
1972,1.0501410088181728e-06,1.436441152691259e-07
1973,9.118838875110669e-07,1.615368745433443e-07
1974,9.45658598539012e-07,1.580785635724169e-07
1975,9.680959465185879e-07,1.6277718373203243e-07
1976,1.083856091099733e-06,1.554079318566437e-07
1977,1.0431288046675036e-06,1.4574419537893846e-07
1978,1.1857420076921699e-06,1.5089102589627146e-07
1979,1.0182433243244304e-06,1.503957207660278e-07
1980,1.0767674893941148e-06,1.6486937681747804e-07
1981,1.2037520491503528e-06,1.8217582464785664e-07
1982,1.326543269897229e-06,1.6015356152365712e-07
1983,1.2258028618816752e-06,1.7556578768562758e-07
1984,1.3302925481184502e-06,1.6527174295788427e-07
1985,1.3059776620139019e-06,1.8949008051549754e-07
1986,1.281620939153072e-06,1.642489024789029e-07
1987,1.4378751984622795e-06,1.6560314008984278e-07
1988,1.3870028396922862e-06,1.7989661671435897e-07
1989,1.6157031268448918e-06,1.9208427204375766e-07
1990,1.549051489746489e-06,1.6345953213203757e-07
1991,1.5245670965668978e-06,1.7994697998346965e-07
1992,1.6160665836650878e-06,1.856851241655022e-07
1993,1.716046426736284e-06,1.8334776541450992e-07
1994,1.6183474826902966e-06,1.9306231990867673e-07
1995,1.767718913470162e-06,1.908702671471474e-07
1996,1.7466237522967276e-06,2.1726035015490197e-07
1997,1.7966469840757782e-06,2.061804593722627e-07
1998,1.945396661540144e-06,2.0169186143448314e-07
1999,1.856872700045642e-06,2.0108885223635298e-07
2000,2.0720567590615246e-06,2.169253434658458e-07
2001,1.8208315850642975e-06,2.0372634423893032e-07
2002,1.8681528217712184e-06,2.2607102323490835e-07
2003,1.9251183402957395e-06,2.1667999305918784e-07
2004,2.093156808768981e-06,2.0878709960925335e-07
2005,2.0397480966494186e-06,1.9636348724816344e-07
2006,2.0626509922294645e-06,2.0424734259449906e-07
2007,1.946909378602868e-06,2.1650079418122914e-07
2008,1.9056300288866623e-06,1.9924817706851172e-07
2009,1.920627937579411e-06,1.7737676216711407e-07
2010,1.5498765151278349e-06,1.6911178590817144e-07
2011,1.363628371109371e-06,1.3383902341956855e-07
2012,1.153020434685459e-06,1.1302118707590125e-07
2013,1.1078404895670246e-06,1.1797998666907006e-07
2014,1.1699900142048136e-06,1.091384405071949e-07
2015,1.0639562333381036e-06,1.0617396384304811e-07
2016,1.0052212928712834e-06,1.1226663332308817e-07
2017,1.1013346465915674e-06,1.1747904693493183e-07
2018,9.830225735640852e-07,1.0170978725909663e-07
2019,9.88762849374325e-07,1.1300875968345281e-07
