year,mon_DET aide_NOUN,mon_DET raid_NOUN
1971,2.687381925881027e-07,2.0553589941130213e-09
1972,2.077709466696831e-07,2.0520587451500205e-09
1973,2.453375627098353e-07,1.6539611902288698e-09
1974,2.1489683899034162e-07,5.625571675160757e-10
1975,2.0961132518593217e-07,5.711480177694739e-10
1976,2.2282754574831642e-07,1.142705374768127e-09
1977,1.8511863508763327e-07,5.876781838942691e-10
1978,2.186137688653389e-07,1.7821774056514528e-09
1979,2.5339045928163273e-07,1.1703946700691858e-09
1980,2.7004466351954193e-07,2.2740602734216964e-09
1981,2.7579394679122515e-07,1.2651099057237047e-09
1982,3.0168462128443707e-07,6.207502289967692e-10
1983,2.3429822260112587e-07,4.4207211225000265e-09
1984,2.2442163238878265e-07,3.4794050418618383e-09
1985,2.821296822830277e-07,0.0
1986,2.6076012016318373e-07,2.3977941854269602e-09
1987,2.5176565010553986e-07,6.110816852533674e-10
1988,2.518552673080876e-07,2.398621523624911e-09
1989,2.535512435564158e-07,9.329807704183679e-09
1990,2.233946951868404e-07,3.8140557934163155e-09
1991,2.496984174982231e-07,1.1722930404189924e-09
1992,2.407845625107541e-07,1.65298330578878e-09
1993,2.786221289241553e-07,5.539207592608619e-09
1994,2.4159163469761324e-07,5.802419433820205e-09
1995,2.5214396970341113e-07,0.0
1996,2.674384069756286e-07,2.135236876199542e-09
1997,3.0399630457367266e-07,9.58978896292706e-10
1998,2.899022444324828e-07,0.0
1999,3.094026279626405e-07,4.570201023179621e-09
2000,3.3886302830410386e-07,2.6508188977203417e-09
2001,3.1018978141617026e-07,1.0514908055370142e-08
2002,3.342872005873687e-07,3.066854992184176e-09
2003,4.012746881443263e-07,8.333845835650777e-10
2004,4.1228845226726207e-07,1.3214374039449694e-09
2005,3.4813983873505094e-07,2.702249757291497e-09
2006,3.9614101510210276e-07,0.0
2007,5.708111121549564e-07,3.994479469415779e-10
2008,6.03279175948046e-07,2.1287198115338413e-09
2009,6.761297015600576e-07,9.53638501499654e-10
2010,8.951587577854525e-07,3.3066551718974324e-09
2011,1.0370611462917623e-06,4.206369003112442e-09
2012,1.2851054087548164e-06,6.46808034909796e-09
2013,1.4589913064355642e-06,2.7891249310130206e-09
2014,1.5099648784655528e-06,1.1476859795855887e-08
2015,1.5028380921933149e-06,7.758013675918107e-09
2016,1.626623312489528e-06,2.899876033746196e-09
2017,1.7496076694101248e-06,3.5218559180094644e-09
2018,1.8769844665200708e-06,2.581466596041082e-09
2019,1.7530387594888452e-06,2.04079020349468e-09
