year,bon_ADJ réveil_NOUN
2006,3.2943118788431036e-09
2007,6.391166984531793e-09
2008,2.9802078582719105e-09
2009,9.536384792951935e-09
2010,7.55806894847666e-09
2011,1.1089518414664212e-08
2012,8.851056998437912e-09
2013,1.143541294990058e-08
2014,1.0177592768556565e-08
2015,1.0861219257307653e-08
2016,1.3256576059106351e-08
2017,1.6603035390971854e-08
2018,1.471436017475014e-08
2019,1.2244741331990383e-08
