year,en_PRON amène_VERB,en_PRON ramènes_VERB
1800,2.421006684016902e-07,0.0
1801,2.9764782993879635e-07,0.0
1802,3.647679420737404e-07,0.0
1803,3.56912067900339e-07,0.0
1804,2.175228814849106e-07,0.0
1805,2.8713066058116965e-07,0.0
1806,1.8442682403474464e-07,0.0
1807,1.8505208743135881e-07,0.0
1808,2.877914084820077e-07,0.0
1809,4.2695677393567166e-07,0.0
1810,3.2761775514700275e-07,0.0
1811,2.1059445032278745e-07,0.0
1812,2.667208320872305e-07,0.0
1813,3.163315795973176e-07,0.0
1814,4.6570821155000885e-07,0.0
1815,3.6412518511497183e-07,0.0
1816,3.4068776244566834e-07,0.0
1817,4.094576979696285e-07,0.0
1818,1.8358613829150272e-07,0.0
1819,3.126017134036374e-07,0.0
1820,3.3107482977356995e-07,0.0
1821,2.475233600307547e-07,0.0
1822,2.556532194830652e-07,0.0
1823,2.0061854399955337e-07,0.0
1824,2.6610715053720924e-07,0.0
1825,3.222792201995617e-07,0.0
1826,3.118026370430016e-07,0.0
1827,4.2583801018736267e-07,0.0
1828,3.980778728873702e-07,0.0
1829,2.8377212402119767e-07,0.0
1830,2.515277515158232e-07,0.0
1831,2.946737822639989e-07,0.0
1832,2.3677446847614192e-07,0.0
1833,2.6758181093100575e-07,0.0
1834,2.7256831458544184e-07,0.0
1835,2.7605270247477165e-07,0.0
1836,2.2850549896702432e-07,0.0
1837,2.671829975042783e-07,0.0
1838,1.773717457353996e-07,0.0
1839,2.817564563883934e-07,0.0
1840,2.465069428581046e-07,0.0
1841,2.7158921511727385e-07,0.0
1842,2.790638404803758e-07,0.0
1843,2.522251065784076e-07,0.0
1844,2.3710585139724571e-07,0.0
1845,2.5724850161168433e-07,0.0
1846,2.3535095294846542e-07,0.0
1847,2.507848932964407e-07,0.0
1848,2.5181543605867773e-07,0.0
1849,3.603148286401847e-07,0.0
1850,2.0095427544220001e-07,0.0
1851,1.9154833807988325e-07,0.0
1852,2.317754166369923e-07,0.0
1853,2.705285169213312e-07,0.0
1854,2.6186148716078606e-07,0.0
1855,2.3722009245830122e-07,0.0
1856,2.4384561925216985e-07,0.0
1857,2.5627923605497926e-07,0.0
1858,2.7062029062108195e-07,0.0
1859,3.421940562020609e-07,0.0
1860,2.2473973615433351e-07,0.0
1861,2.664519627160189e-07,0.0
1862,2.3854968844716495e-07,0.0
1863,2.4873210691112035e-07,0.0
1864,2.450105967000127e-07,0.0
1865,2.51345483093246e-07,0.0
1866,2.564177918884525e-07,0.0
1867,2.489492203494592e-07,0.0
1868,2.193304027287013e-07,0.0
1869,2.3978080321285233e-07,0.0
1870,2.84982235143616e-07,0.0
1871,3.0482777901852387e-07,0.0
1872,2.4794090336399677e-07,0.0
1873,3.1426523605659895e-07,0.0
1874,2.9634060183525435e-07,0.0
1875,2.317218559255707e-07,0.0
1876,2.6300165245629614e-07,0.0
1877,2.1152071383312432e-07,0.0
1878,2.2827755685739248e-07,0.0
1879,2.1016079188029835e-07,0.0
1880,1.6943114644618618e-07,0.0
1881,2.22422997353533e-07,0.0
1882,1.969993945749593e-07,0.0
1883,2.477180771620624e-07,0.0
1884,2.0201193251523364e-07,0.0
1885,2.0626033858661685e-07,0.0
1886,1.9618529734088952e-07,0.0
1887,2.0304955228311883e-07,0.0
1888,2.0036343073570606e-07,0.0
1889,2.0549649093482003e-07,0.0
1890,2.169501982507427e-07,0.0
1891,1.6891682719233359e-07,0.0
1892,2.1062201938093494e-07,0.0
