year,en_PRON envoyez_VERB,en_PRON renvoyez_VERB
1800,1.5720821977538435e-08,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,1.1702034896643454e-08,5.851017448321727e-09
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,4.555128185756985e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,1.3336041604361526e-08,8.00162425207418e-09
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,1.0788894222457657e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,7.784366928831332e-09,0.0
1818,7.152706427149269e-09,0.0
1819,2.2772310259711048e-08,5.175524897538253e-09
1820,1.1866481131050932e-09,1.0679833017945839e-08
1821,1.2819934447350079e-08,0.0
1822,1.0025615893027862e-09,4.010246357211145e-09
1823,2.9648061783404955e-09,9.882686891060644e-10
1824,1.6842225392110777e-09,9.263223965660927e-09
1825,9.68598712347557e-09,8.805443041381977e-10
1826,3.5231937367541377e-09,0.0
1827,2.7651818612639545e-09,0.0
1828,9.172301251858528e-10,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,1.0436835395921662e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,1.488296597074168e-08,0.0
1833,0.0,0.0
1834,2.8003592777992026e-09,1.120143711119681e-08
1835,2.2689263801112247e-09,0.0
1836,4.032449929525228e-09,1.3441500135158435e-09
1837,8.349468672008697e-09,0.0
1838,6.312161904276081e-09,3.787297142565649e-09
1839,3.4957374772659477e-09,0.0
1840,4.458782232319436e-09,0.0
1841,1.1556987367100646e-08,2.5682194149112547e-09
1842,2.0124795163667386e-09,2.683306021822318e-09
1843,2.953455480181333e-09,2.3627644285539873e-09
1844,8.781698035420504e-09,1.097712254427563e-09
1845,1.674068439427856e-09,0.0
1846,5.269050973311096e-09,0.0
1847,4.853901280910122e-09,1.0786447290911383e-09
1848,4.82713291560799e-09,0.0
1849,3.3517659758786067e-09,0.0
1850,7.467895635215882e-09,1.3577992064028876e-09
1851,4.514607354622058e-09,2.579775504329973e-09
1852,7.161600201754936e-09,0.0
1853,5.971931837933653e-09,1.1943863675867306e-09
1854,8.313063126763609e-09,0.0
1855,2.653468555990912e-09,1.0613874223963649e-09
1856,6.73034605824796e-09,0.0
1857,4.393358121745905e-09,0.0
1858,7.829881631948865e-09,1.9574704079872163e-09
1859,1.5276520048956854e-09,0.0
1860,2.288591982591015e-09,3.661747127736703e-09
1861,4.715963619617014e-09,0.0
1862,9.487771457372673e-09,0.0
1863,1.39849385405455e-08,4.994620828036034e-10
1864,6.233146443435089e-09,5.753673537611803e-09
1865,1.553258677233771e-08,2.3534221238463715e-09
1866,2.432806400776144e-09,0.0
1867,5.338092634588065e-09,0.0
1868,6.915823469455518e-09,0.0
1869,1.1720445947105418e-08,0.0
1870,9.17447806614291e-09,0.0
1871,1.274541272522356e-08,0.0
1872,2.4189357183956872e-09,6.047339295989218e-10
1873,1.7359413462259e-08,0.0
1874,9.559374625212058e-09,0.0
1875,9.154443425529735e-09,2.2886108563824337e-09
1876,7.859819461941697e-09,0.0
1877,3.0924081073635534e-09,0.0
1878,6.039088784604019e-09,1.2078177347163432e-09
1879,7.331190321480108e-09,0.0
1880,1.6686399817444908e-08,0.0
1881,1.3945015142624584e-09,6.972507571312292e-10
1882,7.320923423037584e-09,0.0
1883,6.951272890631799e-09,0.0
1884,9.242375753615306e-09,3.300848483434038e-09
1885,9.023890079618013e-09,0.0
1886,1.0325542199041138e-08,0.0
1887,1.0446279397058333e-08,0.0
1888,4.4384300679212174e-09,0.0
1889,1.8795409673089125e-09,6.265136742733546e-10
1890,6.554386366985909e-09,0.0
1891,7.649063604731055e-09,0.0
1892,8.775916882086676e-09,7.522214851007902e-09
1893,3.079208221734575e-09,0.0
1894,3.780923574225881e-09,0.0
1895,1.8055843487019274e-09,0.0
1896,2.358811590497112e-09,5.89702897624278e-10
1897,5.826713556089658e-10,0.0
1898,1.810673566637888e-08,5.6583548957434e-10
1899,9.949641111006713e-09,2.2110313580014918e-09
1900,6.22926377147337e-09,0.0
1901,7.265360757457984e-09,0.0
1902,3.928227076954727e-09,0.0
1903,9.1803746826713e-09,0.0
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,3.096455536422127e-09,0.0
1906,5.658602919567102e-09,0.0
1907,4.6285588695127444e-09,0.0
1908,1.964555629285769e-09,0.0
1909,1.0451868703853506e-08,0.0
1910,3.740905363258662e-09,1.6032452032632705e-09
1911,7.448523575703803e-09,0.0
