year,bon_ADJ homme_NOUN,bon_ADJ rhum_NOUN
1800,2.144320227159824e-06,9.432493897065797e-09
1801,2.2978411493568274e-06,0.0
1802,2.3251159859682957e-06,0.0
1803,1.5388175995667552e-06,0.0
1804,2.9884677950064997e-06,1.2359254952798437e-08
1805,2.3311597558972608e-06,0.0
1806,2.766402435128157e-06,0.0
1807,1.7195609345321827e-06,2.8469551160981155e-09
1808,1.7834002505878743e-06,4.5321479902327155e-09
1809,1.8275556339375498e-06,0.0
1810,2.117814695168363e-06,4.680253518074551e-09
1811,3.3494546300971706e-06,0.0
1812,2.616531261878663e-06,0.0
1813,2.8987476312636318e-06,0.0
1814,1.7212324507909216e-06,0.0
1815,1.1355311713145966e-06,0.0
1816,1.7544261012858442e-06,0.0
1817,2.821054536639167e-06,0.0
1818,3.2032202632592544e-06,1.1921177378582115e-09
1819,2.882767340395276e-06,0.0
1820,3.276335405644204e-06,1.4239777357261119e-08
1821,4.139852656237508e-06,1.1833785507064931e-08
1822,3.352565897785098e-06,1.1028177482330648e-08
1823,4.03114785285652e-06,7.906149512848515e-09
1824,3.21854921025988e-06,8.421112696055388e-10
1825,4.2001965070426195e-06,2.641632912414593e-09
1826,2.5736929281094945e-06,8.807984341885344e-10
1827,2.0950861596702453e-06,1.8434546111834038e-09
1828,2.2673928512517705e-06,0.0
1829,2.4913648992708204e-06,0.0
1830,2.139551252611227e-06,0.0
1831,2.390131941254481e-06,1.5591206103948707e-09
1832,2.980652240580639e-06,0.0
1833,2.176563764777484e-06,2.3167257001688313e-09
1834,2.0545303129893e-06,4.667265685043276e-09
1835,2.238674021270981e-06,4.5378527602224494e-09
1836,1.9953907184344644e-06,0.0
1837,2.69409538589116e-06,1.3915781860163179e-09
1838,2.0072674296045534e-06,3.787297142565649e-09
1839,1.7240977250310152e-06,3.4957374772659477e-09
1840,1.5013356531312638e-06,2.5478754661634184e-09
1841,1.5178176191454895e-06,6.420548537278137e-10
1842,1.0686266627146779e-06,1.0733224087289273e-08
1843,1.1004574815842716e-06,0.0
1844,1.0318495320404963e-06,6.037417232818143e-09
1845,9.012068176161847e-07,1.1160455892778032e-09
1846,1.271012244785652e-06,5.854501328173001e-10
1847,8.478147659474189e-07,0.0
1848,1.0571421853455831e-06,8.045221711050488e-10
1849,7.558232191229308e-07,3.3517659758786067e-09
1850,9.3348695173745e-07,0.0
1851,1.1241371193904115e-06,2.579775504329973e-09
1852,1.007832389987584e-06,1.3021090872200602e-09
1853,1.5443416216953665e-06,2.9859659189668264e-09
1854,1.335285768178096e-06,4.676098175337984e-09
1855,1.5177839571833829e-06,4.2455496895854594e-09
1856,1.2373482078942288e-06,3.1063134287023786e-09
1857,2.059508576124358e-06,2.9289055625270066e-09
1858,1.7827661338287726e-06,9.787352039936081e-10
1859,1.1253702627556095e-06,1.5276520048956854e-09
1860,8.614260202932655e-07,6.865775947773045e-09
1861,1.276139840911128e-06,4.715963619617014e-09
1862,1.0454620102962053e-06,2.2589932147099034e-09
1863,9.404871157414618e-07,2.9967726078439227e-09
1864,9.464793020441675e-07,2.8768367688059016e-09
1865,1.104225704651185e-06,4.706844247692743e-09
1866,9.711762896102982e-07,6.811858188626729e-09
1867,1.0035613673409216e-06,3.88224918879132e-09
1868,1.0991220040779126e-06,5.433861360870651e-09
1869,1.2482275142389199e-06,3.906815315701806e-09
1870,1.1605714398399414e-06,2.8670243956696595e-09
1871,7.721595913778856e-07,0.0
1872,7.293090966697946e-07,2.4189357183956872e-09
1873,1.1409323974476138e-06,5.387403856360606e-09
1874,1.0604930729130047e-06,0.0
1875,1.4629944757871272e-06,5.721527140956084e-10
1876,1.5393154235709972e-06,1.813804439976252e-09
1877,1.0625513517936724e-06,1.2369631985365004e-09
1878,1.051405307705977e-06,3.0195443923020093e-09
1879,1.5572670530872301e-06,6.10932526790009e-10
1880,1.1693316430694267e-06,1.2835692508872398e-09
1881,1.0877111993323751e-06,4.8807553554297556e-09
1882,9.477268712032583e-07,6.655385131892899e-09
1883,9.934000857469982e-07,1.2638677882037541e-09
1884,8.767053589764373e-07,6.601696966868076e-10
1885,6.935503886751349e-07,5.156508553483263e-09
1886,7.131077701671984e-07,1.936039106809062e-09
1887,8.422312633982187e-07,5.876032105334161e-09
1888,9.650415453421601e-07,6.974675947901687e-09
1889,7.605876017890978e-07,6.265136742733546e-10
1890,5.177965576308452e-07,5.243509182406569e-09
1891,6.48258183133521e-07,5.099376032546843e-09
1892,7.302816751320051e-07,3.1342561879199593e-09
1893,7.063703728604764e-07,6.15841644346915e-09
1894,6.774154543975897e-07,4.411077725308132e-09
1895,6.903350708853395e-07,6.6204757231957956e-09
1896,6.864141735007934e-07,2.358811590497112e-09
1897,4.970186768815665e-07,2.9133566670225264e-09
1898,5.692305258264696e-07,6.224190496340043e-09
1899,5.444664470388716e-07,2.7637891975018647e-09
1900,4.822488239852873e-07,5.19105292084987e-09
1901,5.281358195219354e-07,9.500856101851696e-09
1902,4.5616537569515003e-07,4.910283735171106e-09
1903,4.136568652057804e-07,8.100330184390714e-09
1904,3.278521347738206e-07,2.6873125946735854e-09
1905,3.777675487981469e-07,5.676835002077496e-09
1906,4.13078003802525e-07,2.0576738091193647e-09
1907,4.3817024319992015e-07,5.142843373384665e-10
1908,5.68738848016892e-07,4.911389073214423e-09
1909,5.264440989805053e-07,1.6502950117569526e-09
1910,5.205202722180502e-07,4.275320542035388e-09
1911,5.857732148228934e-07,3.1922244847493175e-09
1912,6.55866145393702e-07,2.6047106693738442e-09
1913,5.833288909684597e-07,3.181793939432964e-09
1914,5.946708281356905e-07,2.0090231700464756e-09
1915,2.2501255614315596e-07,0.0
1916,2.6809406650230017e-07,0.0
1917,3.8163156812487387e-07,0.0
1918,3.216185424648188e-07,2.2972752589112133e-09
1919,4.207986634696681e-07,0.0
1920,4.906806108095907e-07,6.815008557481406e-09
1921,4.4452028724606407e-07,3.0290989716519334e-09
1922,4.751390583201953e-07,1.4755870969551665e-09
1923,5.849387658685146e-07,4.246379248229459e-09
1924,4.615201509849953e-07,0.0
1925,7.32478621756627e-07,6.598906754362588e-09
1926,7.289574401880827e-07,2.229227691330493e-09
1927,7.146652887257687e-07,1.1149224654616319e-08
1928,6.432861408001145e-07,0.0
1929,6.561699468221605e-07,1.3368487650211591e-08
1930,6.60676640507063e-07,2.100720708497761e-09
1931,5.600029915342475e-07,5.7026783295555106e-09
1932,5.370172786456351e-07,0.0
1933,4.4964995815632847e-07,2.2941324395731044e-09
1934,4.3133687555041433e-07,5.990790086229936e-09
1935,4.847155130605074e-07,4.787313656606784e-09
1936,4.280024152869544e-07,6.0623572828433225e-09
1937,3.789926594777171e-07,2.5182236296217297e-09
1938,3.0986861321302683e-07,1.2965214457594243e-09
1939,3.7011603382097746e-07,1.5294050470515685e-08
1940,5.654796098042425e-07,1.0143131667916805e-08
1941,3.8369533772453224e-07,2.9515025978810172e-09
1942,6.341502873929983e-07,9.102635090130207e-09
1943,5.312920183797587e-07,8.709705845433291e-09
1944,4.0807464785075354e-07,3.2131861615880553e-09
1945,4.0302323611740576e-07,2.178504043826024e-09
1946,3.911830157576901e-07,5.568441707737293e-09
1947,5.233262267978489e-07,5.960435700558264e-09
1948,5.609894202507348e-07,1.0871887834440486e-09
1949,4.221313592012166e-07,6.8719057111366055e-09
1950,5.40276356986169e-07,0.0
1951,6.64205336065038e-07,6.396841278899501e-09
1952,7.318094108477169e-07,9.490323193972472e-09
1953,3.770839631656031e-07,7.54167928107563e-09
1954,5.31625984123707e-07,9.772536113672459e-10
1955,3.56653091060366e-07,4.6928039232341234e-09
1956,4.997213958191082e-07,1.744228317335228e-09
1957,3.0127477668173697e-07,2.6505113659425206e-09
1958,5.302507859461514e-07,2.4816730892496253e-09
1959,5.154247144645296e-07,4.650448914844674e-09
1960,4.858425040055181e-07,4.152500121534786e-09
1961,4.891504064019614e-07,6.94815938118154e-09
1962,5.568237986253166e-07,1.0147130247162295e-08
1963,6.291469629715607e-07,5.1728425987107585e-09
1964,5.524243311683108e-07,4.867174663303331e-09
1965,7.688220780011079e-07,5.472043373977442e-10
1966,5.151339577125214e-07,5.539074976468328e-09
1967,7.646950730411106e-07,4.437302081328198e-09
1968,6.880848806289919e-07,1.7965663401398047e-09
1969,6.167706931847761e-07,9.083515606356229e-10
1970,5.840380516985988e-07,5.978342709767048e-09
1971,6.222599289174013e-07,2.569198631618974e-09
1972,6.412683823953103e-07,3.5911027485013847e-09
1973,3.5780692275722004e-07,7.718485406371656e-09
1974,3.1728225069471705e-07,3.3753431161187564e-09
1975,3.6724818297528827e-07,2.8557400888473694e-09
1976,3.136726247632282e-07,3.4281160132820787e-09
1977,2.2684377753989793e-07,4.7014254711541525e-09
1978,5.73861096420103e-07,5.346532105932056e-09
1979,3.581407557184946e-07,5.266775904289034e-09
1980,3.8033658489311506e-07,3.411090521154847e-09
1981,3.30193683950597e-07,5.060439622894819e-09
1982,2.7995835871763575e-07,8.069752865935698e-09
1983,2.096684985630759e-07,6.315316269933646e-09
1984,3.160459609574673e-07,4.639206796497319e-09
1985,2.6348143666865553e-07,9.02333674446254e-09
1986,2.685529612023174e-07,2.3977941854269602e-09
1987,2.468770143870813e-07,5.49973533381376e-09
1988,2.0208386697362357e-07,9.594486094499644e-09
1989,3.2544563621783595e-07,4.939309850016116e-09
1990,2.2121522946783045e-07,8.172976073694826e-09
1991,2.479399814347971e-07,4.10302547493302e-09
1992,2.898230531123147e-07,4.958949695321735e-09
1993,2.9136231205484364e-07,2.2156829704300662e-09
1994,2.336792443990987e-07,2.1099706426497278e-09
1995,2.81425190706841e-07,1.0844901643380922e-09
1996,2.690398419602502e-07,4.270473752399084e-09
1997,2.085779127192211e-07,3.3564262480467733e-09
1998,2.6177028944474046e-07,2.86087753487152e-09
1999,2.545601942571807e-07,6.398281460207045e-09
2000,2.2531960297555997e-07,1.7672125984802278e-09
2001,3.417345197931354e-07,2.190605918883648e-09
2002,3.123810952132544e-07,4.81934359086722e-09
2003,4.691955171054474e-07,8.750538071922165e-09
2004,2.6869226577019845e-07,3.9643119897903034e-09
2005,2.828354634942798e-07,3.1526248278623825e-09
2006,3.137831992017226e-07,1.2353669198716943e-09
2007,2.959909353172918e-07,4.7933754743212376e-09
2008,2.673672043762565e-07,5.960415716543821e-09
2009,3.2280664097328327e-07,9.53638501499654e-09
2010,3.372788284217165e-07,1.2754241218715379e-08
2011,1.9999372868895193e-07,1.2619107536693264e-08
2012,3.370210057695999e-07,1.1574459612972987e-08
2013,3.394365046816006e-07,9.761937924679387e-09
2014,4.0732022554834657e-07,1.277612682315521e-08
2015,3.969886535060141e-07,1.7510945582444037e-08
2016,4.347742867949478e-07,1.7606391011781852e-08
2017,1.6276005698756535e-07,1.4087423672037858e-08
2018,3.2319963239046956e-07,1.2132893800753664e-08
2019,4.5382072677568885e-07,1.3010037491767434e-08
