year,mon_DET établissement_NOUN,mon_DET etablissement_NOUN,mon_DET rétablissement_NOUN
1843,1.7543525743235477e-07,2.3627644840651385e-09,7.088293330070883e-08
1844,1.7343853042639523e-07,1.097712254427563e-09,3.787107255570632e-08
1845,2.678509476439217e-07,3.348136878855712e-09,4.1293688468613254e-08
1846,1.7329323598325175e-07,5.854501328173001e-10,3.6297908678761814e-08
1847,1.9847063459366154e-07,1.0786447290911383e-09,3.289866423727972e-08
1848,2.2607073502101116e-07,0.0,5.309846379253358e-08
1849,1.6339859154612668e-07,0.0,2.5976186535103807e-08
1850,2.118166824160994e-07,0.0,4.2091777174846357e-08
1851,1.3221349748349098e-07,1.2898877521649865e-09,2.386292252687383e-08
1852,3.0859985145070823e-07,6.510545436100301e-10,6.705861466116403e-08
1853,1.6601970953544765e-07,5.3747388761848924e-09,3.4637203327747557e-08
1854,1.065111197573465e-07,0.0,3.3252252507054436e-08
1855,1.46471457185271e-07,1.0613874223963649e-09,2.812676669350367e-08
1856,1.6463461677274083e-07,5.177189232874468e-10,4.2970672353703776e-08
1857,2.0063002104109273e-07,1.9526036898476207e-09,7.615154506979138e-08
1858,1.9574704168690005e-07,1.468102750479261e-09,3.7681306741532694e-08
1859,1.5938502362367046e-07,1.018434669930457e-09,4.837564748783052e-08
1860,3.1765656771653994e-07,4.577183909670879e-10,4.531412078900843e-08
1861,3.04179671672955e-07,0.0,4.008569121083383e-08
1862,2.281583082464067e-07,0.0,2.4397126208164366e-08
1863,8.64069431560921e-08,0.0,2.3974180862751382e-08
1864,1.711717807495461e-07,9.589455896019672e-10,4.4590970471602986e-08
1865,1.6568092719992933e-07,4.706844358715045e-10,4.6127074160295933e-08
1866,1.878126538734648e-07,1.4596838737723772e-09,3.113992264047738e-08
1867,1.2083500600112984e-07,0.0,3.2513836956127307e-08
1868,1.2695477025204127e-07,0.0,1.728955856261649e-08
1869,1.2697150086893316e-07,0.0,6.641585770239544e-08
1870,2.0699916447597388e-07,0.0,4.6445795209848484e-08
1871,1.359510690690513e-07,2.1242354542039266e-09,6.266494523288202e-08
1872,1.3546039312473113e-07,0.0,4.172664136437021e-08
1873,1.3468510590142202e-07,0.0,1.616221290134945e-08
1874,1.2367440849203604e-07,5.974609140757536e-10,9.559374625212058e-09
1875,2.2142309319406195e-07,0.0,7.09469389903461e-08
1876,1.5356878058092605e-07,0.0,3.567148554317612e-08
1877,1.261702493593475e-07,1.2369631985365004e-09,2.1646856751544874e-08
1878,1.382951289041756e-07,6.039088673581716e-10,5.314398165978673e-08
1879,1.3929262010492494e-07,0.0,2.077170613290491e-08
1880,1.0204375611166938e-07,0.0,5.519347934246355e-08
1881,1.0249586068766803e-07,0.0,4.113779639158821e-08
1882,1.0182739096364912e-07,0.0,2.4624925876182147e-08
1883,1.7946922348244243e-07,0.0,1.7062214752172622e-08
1884,1.3467461457139507e-07,6.601696966868076e-10,1.7824581810543805e-08
1885,8.766064363285864e-08,0.0,2.6427105837001363e-08
1886,1.0906353908879396e-07,0.0,3.355801325710672e-08
1887,1.5081815796236242e-07,0.0,2.546280519766242e-08
1888,9.320703564519306e-08,0.0,1.7119660356001987e-08
1889,1.1339897332263149e-07,0.0,2.192797943223468e-08
1890,1.0618106038862152e-07,6.554386478008212e-10,1.5730527991308918e-08
1891,9.242618892457699e-08,0.0,2.5496881050912634e-08
1892,8.462491596361588e-08,6.268512375839919e-10,1.0656471260972467e-08
1893,9.237624798430488e-08,0.0,2.894455697344256e-08
1894,9.263262712444487e-08,3.150769645188234e-09,3.08775427448893e-08
1895,7.884385322398657e-08,1.8055843487019274e-09,2.5278181325916194e-08
1896,6.663642704296535e-08,1.179405795248556e-09,2.358811634906033e-08
1897,8.856604427620596e-08,5.826713556089658e-10,2.4472196713531957e-08
1898,7.582195560296157e-08,2.26334195829736e-09,3.508180057565369e-08
1899,1.0281295814706937e-07,0.0,2.1004797901014172e-08
1900,9.240074705374468e-08,5.191053142894475e-10,2.1283318218934255e-08
1901,3.912117219062594e-08,0.0,3.129693848524795e-08
1902,6.186957657305925e-08,9.820567692386817e-10,1.3257766440233354e-08
1903,7.182293249030636e-08,1.0800440541913758e-09,1.296052865029651e-08
1904,8.653146821302471e-08,0.0,1.9348651569828235e-08
1905,8.050784022772817e-08,0.0,1.651442893546573e-08
1906,1.0854229404166915e-07,3.0865107691901983e-09,1.2346042410626978e-08
1907,9.411403567582965e-08,0.0,1.1828539925318182e-08
1908,1.0166575470371697e-07,0.0,1.6698723515062852e-08
1909,1.3587429315009558e-07,2.200393367512987e-09,1.9253442729016967e-08
1910,9.40570551444253e-08,3.206490406526541e-09,3.473697940403753e-08
1911,8.619006353072223e-08,1.5961122423746588e-09,2.6601870040110498e-08
1912,1.1825386247998892e-07,0.0,3.5945006970905524e-08
1913,9.704471448657159e-08,0.0,1.7499866444836698e-08
1914,7.567320131629529e-08,1.3393487430235496e-09,1.674185973188358e-08
1915,7.30407228033414e-08,1.1780761921542648e-09,6.715034572835066e-08
1916,5.273981829034824e-08,0.0,9.888715846173568e-09
1917,6.031533605899142e-08,0.0,1.0966424213165737e-08
1918,7.58100817677132e-08,0.0,6.89182577673364e-09
1919,6.261336582547017e-08,9.207848372660976e-10,1.3811772281435708e-08
1920,4.694783806158398e-08,0.0,1.0601124866838063e-08
1921,7.951385061488736e-08,7.572747429129834e-10,1.2116395886607734e-08
1922,6.861479739939114e-08,4.4267612908655e-09,8.853522359686394e-09
1923,9.023556035714364e-08,2.1231896241147297e-09,1.1677542932631013e-08
1924,8.508472060242411e-08,0.0,1.4180787211159895e-08
1925,7.918688371688631e-08,0.0,1.5397448649423495e-08
1926,7.022067016748679e-08,1.1146138456652466e-09,2.7865346696742677e-08
1927,6.466550672712401e-08,0.0,2.118352704361115e-08
1928,4.2276351086556474e-08,0.0,2.6279895593006586e-08
1929,8.912325144549982e-08,1.1140406375176326e-09,4.4561623724348465e-08
1930,7.562594217525032e-08,0.0,2.100720719599991e-08
1931,6.272946340146746e-08,1.1405356659111021e-09,1.596749932275543e-08
1932,8.219652425367485e-08,0.0,1.972716578979572e-08
1933,6.423570964031455e-08,0.0,1.1470662641954732e-08
1934,7.907843091459199e-08,0.0,1.677421224144382e-08
1935,6.462873525237e-08,0.0,2.2739740757060645e-08
1936,4.243649875945721e-08,0.0,7.274828739411987e-09
1937,4.280980003823487e-08,2.5182236296217297e-09,2.2664012888640173e-08
1938,6.093650650740301e-08,0.0,1.1668693011834819e-08
1939,5.199977071157491e-08,0.0,1.6823456405745674e-08
1940,6.085878978545622e-08,0.0,1.77504799747652e-08
1941,8.264207540520374e-08,1.4757512545315876e-08,2.066051774107791e-08
1942,4.8547389663866625e-08,0.0,1.517105907566929e-08
1943,7.258088174921795e-08,0.0,8.709705845433291e-09
1944,7.390328349288211e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,5.010559345208776e-08,0.0,2.178504132643866e-08
1946,4.733175362758857e-08,2.7842208538686464e-09,1.1136883415474585e-08
1947,7.271731572444651e-08,0.0,1.7881307101674793e-08
1948,6.414414044364491e-08,0.0,1.4133454184772631e-08
1949,6.67556561140259e-08,0.0,1.6688914139528777e-08
1950,5.53038810302553e-08,0.0,2.6588404367089424e-08
1951,9.382033550053848e-08,0.0,2.0256663901818683e-08
1952,6.748674241663366e-08,2.1089607837865287e-09,1.8980646387944944e-08
1953,6.24881981714509e-08,9.696444647211422e-09,1.6160740301529586e-08
1954,4.983993462381875e-08,0.0,2.0522326282801373e-08
1955,4.8805161689813303e-08,7.508486277174597e-09,1.407841132561316e-08
1956,9.331621786401456e-08,1.744228317335228e-09,1.3953826538681824e-08
1957,5.7427745059346336e-08,6.184526224473075e-09,1.1485549233913872e-08
1958,8.768578024787033e-08,2.4816730892496253e-09,1.2408365557270429e-08
1959,9.610927165226713e-08,2.325224457422337e-09,2.6352543258667538e-08
1960,8.028166575968498e-08,6.920833350854139e-10,2.283875055741902e-08
1961,4.377340401262586e-08,2.779263652552544e-09,1.389631876236308e-08
1962,9.512934795452566e-08,2.5367825617905737e-09,1.5220694926654232e-08
1963,8.276547891483688e-08,7.112658795271898e-09,9.69907976156037e-09
1964,8.88259381603973e-08,6.083968329129164e-10,1.520992043424485e-08
1965,9.466635209065544e-08,7.660860945613024e-09,2.5718604135249734e-08
1966,1.0025725138973485e-07,2.7695373772118614e-09,1.60633170098734e-08
1967,9.367637865409506e-08,9.860671168482327e-10,1.1832804958089582e-08
1968,6.826952403393705e-08,4.4914158503495116e-10,1.527081389118834e-08
1969,6.676383978998501e-08,9.083515606356229e-10,1.725867981861029e-08
1970,6.530189367026651e-08,1.8394900047624674e-09,1.0577067582895339e-08
1971,8.426971864761157e-08,2.5691987426412766e-09,1.849823050292798e-08
1972,6.05357328709033e-08,1.0260293725750103e-09,1.0773308467548759e-08
1973,6.505580230076191e-08,0.0,1.268036875501366e-08
1974,4.050411672729126e-08,0.0,1.0688586016271984e-08
1975,4.569184230973633e-08,5.711480177694739e-10,5.711480177694739e-09
1976,5.656391777186798e-08,5.713526873840635e-10,9.712995518995626e-09
1977,6.993370327279536e-08,2.3507127910882275e-09,1.057820764316375e-08
1978,7.960392700567809e-08,5.940591352171509e-10,1.900989232694883e-08
1979,8.4853614690239e-08,2.925986564150662e-09,1.345953837272873e-08
1980,7.561250403576025e-08,1.7055452050662723e-09,1.5349906457018392e-08
1981,5.250205936668806e-08,3.795329717171114e-09,1.4548763971333756e-08
1982,6.517877659817373e-08,6.207502289967692e-10,1.738100641190954e-08
1983,5.3680185629900734e-08,3.789189628733425e-09,1.5788289786655696e-08
1984,7.190770495713039e-08,0.0,9.858314165001048e-09
1985,5.5343134519603154e-08,1.8046674155058895e-09,1.142956040922627e-08
1986,6.533988827772674e-08,2.3977942409381114e-09,1.9781802029772422e-08
1987,4.5831127004625216e-08,0.0,1.588812459374367e-08
1988,6.176450262351807e-08,5.996553809062277e-10,1.619069495140124e-08
1989,6.366221971809694e-08,1.6464366536794728e-09,1.042743191792539e-08
1990,6.429408361263711e-08,5.44865097484859e-10,9.807571754727462e-09
1991,5.451162776726193e-08,2.344586080837985e-09,1.1136783939491579e-08
1992,6.281336140112614e-08,5.509944167592096e-10,2.4794748088030616e-08
1993,5.982344131183481e-08,1.1078414852150331e-09,1.2186256448387667e-08
1994,8.017888530886808e-08,2.1099706426497278e-09,1.0549853435293244e-08
1995,7.537206769825389e-08,1.626735190995987e-09,1.6809598157863093e-08
1996,7.953757563683439e-08,1.067618438099771e-09,1.3345230698291743e-08
1997,6.569005139844819e-08,4.79489448146353e-10,1.2946215433018438e-08
1998,8.153501163121746e-08,4.768129224785866e-10,1.239713631751016e-08
1999,6.306877531336852e-08,0.0,1.4167623435534793e-08
2000,7.554834091649809e-08,0.0,1.5463110236701993e-08
2001,1.5684738396970488e-07,7.886181485616817e-09,1.358175633070502e-08
2002,1.0821617113521143e-07,4.38122149670761e-10,1.5334275516032392e-08
2003,1.1750722528347524e-07,4.166923084358842e-09,1.9584538102357385e-08
2004,1.1584601056213728e-07,0.0,2.4666831605069106e-08
2005,1.1169299263258381e-07,2.7022496462691947e-09,2.1167622765716487e-08
2006,9.718220317367354e-08,0.0,1.6471559671771274e-08
2007,8.987578770103255e-08,3.994479469415779e-10,2.0771292602583813e-08
2008,1.111191783031984e-07,1.2772318758180745e-09,3.278228666303562e-08
2009,1.0299295727378421e-07,4.76819250749827e-10,2.145686650578682e-08
2010,1.355728564966796e-07,3.3066552274085836e-09,2.59808615732382e-08
2011,1.1969031943337427e-07,3.82397197240536e-10,2.982698085740587e-08
2012,1.7599985913108185e-07,1.0212758139171996e-09,5.1404216327988195e-08
2013,1.8045638405794762e-07,0.0,3.765318923321104e-08
2014,2.2195813098591088e-07,0.0,5.2836861108573885e-08
2015,1.9616692803481328e-07,6.649726325136385e-10,5.142454795326046e-08
2016,1.8414213265316448e-07,0.0,9.031042536022937e-08
2017,1.81878695215687e-07,2.515611330355938e-10,6.213559844425731e-08
2018,1.9928922867507026e-07,7.744400121190154e-10,9.448168025727455e-08
2019,2.4030305034727917e-07,0.0,6.224410165067695e-08
