year,un_DET envoi_NOUN,un_DET renvoi_NOUN
1932,8.63611479218207e-07,5.9400686680533e-07
1933,9.337118882513096e-07,6.939750676338008e-07
1934,7.931806145222708e-07,6.997242927297975e-07
1935,7.30065305987182e-07,6.307285538298402e-07
1936,7.044459167104833e-07,6.013858371289871e-07
1937,1.6620275431478149e-06,7.743537704385517e-07
1938,8.349598097368016e-07,7.091972591410922e-07
1939,8.090552583439603e-07,7.325850432948755e-07
1940,9.306323249802517e-07,9.889553034270193e-07
1941,7.319726336163512e-07,7.61487648048842e-07
1942,9.43639875572444e-07,6.52355534924709e-07
1943,6.96776426778456e-07,6.125826406133683e-07
1944,7.133273030035525e-07,4.4341970095729266e-07
1945,6.208736547108629e-07,4.923419183455735e-07
1946,5.999995877914444e-07,4.1067257150473324e-07
1947,6.020039897691731e-07,4.816031857757253e-07
1948,4.066086010112713e-07,5.109787224455431e-07
1949,5.301184575756679e-07,6.793369564661589e-07
1950,5.030525809246456e-07,6.530111775759906e-07
1951,6.631392039935236e-07,6.226258442154631e-07
1952,7.876968588504951e-07,6.284702926961927e-07
1953,5.807092824383631e-07,7.336976253213834e-07
1954,4.7103623757038804e-07,5.971019536588074e-07
1955,5.518737324905487e-07,5.89416160323708e-07
1956,4.779185713843503e-07,6.069914384454478e-07
1957,6.317051912674287e-07,6.590938177453154e-07
1958,4.012038132827911e-07,6.783239427932131e-07
1959,5.81306077940269e-07,7.03767927490162e-07
1960,4.623116751645284e-07,6.353324746299904e-07
1961,5.607164608179005e-07,6.899522073666731e-07
1962,4.826228714449599e-07,7.090307043711164e-07
1963,4.299925446815678e-07,6.019895755215998e-07
1964,6.150891724843177e-07,7.203418626033908e-07
1965,5.822254305343222e-07,6.37493057453753e-07
1966,5.328589853803578e-07,6.342240830292667e-07
1967,4.52604792755551e-07,6.44394866355924e-07
1968,4.4959072553751867e-07,6.018497238358123e-07
1969,6.167706878557055e-07,6.444754241385908e-07
1970,5.775998594970133e-07,8.663998176672294e-07
1971,5.580299919927256e-07,8.976780350167246e-07
1972,4.216980613591659e-07,8.623776608374101e-07
1973,3.737952205540296e-07,9.129865414791993e-07
1974,4.939252029600993e-07,1.0666084371280249e-06
1975,4.7405286451862594e-07,9.795188962158363e-07
1976,5.325006764422824e-07,7.261892562837602e-07
1977,4.378202547172805e-07,8.004177054488082e-07
1978,3.897028069133057e-07,7.348511736893215e-07
1979,3.8915622546653594e-07,8.292246445051887e-07
1980,6.225240216650718e-07,8.925686785232756e-07
1981,4.5543956694871213e-07,8.318097588499995e-07
1982,5.822637270114228e-07,8.591183124906365e-07
1983,6.321631111916304e-07,9.719271325536738e-07
1984,4.6334076664322765e-07,9.046453097738549e-07
1985,7.3570275915813e-07,8.560139121982502e-07
1986,5.544898815657007e-07,9.285458197894059e-07
1987,6.251365896048355e-07,1.0425053993401434e-06
1988,6.110488293131766e-07,9.948282393423824e-07
1989,5.460681320457184e-07,1.0196930801953386e-06
1990,5.650251289068819e-07,9.235463309664738e-07
1991,4.5133282000620056e-07,1.138882746332115e-06
1992,5.102208131546604e-07,9.273236045714839e-07
1993,3.860827444412962e-07,1.0164445196636507e-06
1994,4.868757326192963e-07,1.0022360861228208e-06
1995,5.140483487764413e-07,9.028380816289427e-07
1996,4.814959257970486e-07,1.0708212911936243e-06
1997,4.4928160924939675e-07,9.858303009480096e-07
1998,4.396215027568928e-07,1.0666305190198955e-06
1999,4.3462612708822235e-07,1.0136706674046536e-06
2000,3.918793964885481e-07,9.587128193544459e-07
2001,4.2322504967273744e-07,9.86648847955962e-07
2002,4.083298357215881e-07,9.914703973379346e-07
2003,5.150316475521777e-07,9.442247108637503e-07
2004,5.07872449873048e-07,1.0373283494402585e-06
2005,5.48556704060843e-07,9.313754247841644e-07
2006,4.27436979144602e-07,8.22342608230997e-07
2007,4.062385592362716e-07,8.883722362185154e-07
2008,4.764075001162382e-07,7.705965554549721e-07
2009,3.919454325540528e-07,7.886590278616268e-07
2010,3.9916050020849525e-07,6.953423277167303e-07
2011,3.942515220956011e-07,6.328673372024696e-07
2012,3.5914864948694003e-07,4.854464492609623e-07
2013,3.17960262563588e-07,9.084180199181446e-07
2014,3.408410709226928e-07,6.381566901580982e-07
2015,3.176352398881477e-07,6.068983147144991e-07
2016,3.411497084826465e-07,6.102167571242489e-07
2017,2.8250315065037057e-07,7.584567907059636e-07
2018,3.0848528353999427e-07,5.743763384913336e-07
2019,3.244856552342412e-07,6.652975805820915e-07
