year,un_DET ail_NOUN,un_DET rail_NOUN
1992,2.5896736977060186e-08,1.4050357322048512e-07
1993,1.7725463596907076e-08,1.2684785488659145e-07
1994,2.8484604230882837e-08,1.0338856482050574e-07
1995,2.3858783559926877e-08,1.1116023923563034e-07
1996,1.7615704672735433e-08,1.1690421608534507e-07
1997,1.9659067374000472e-08,1.0740563993749674e-07
1998,2.0502956221690738e-08,1.525801343049693e-07
1999,1.919484415857653e-08,8.91189224638822e-08
2000,1.6788519352495257e-08,1.047073467930204e-07
2001,1.8401089763031564e-08,1.0996841659505208e-07
2002,1.533427496092088e-08,1.0953053841689098e-07
2003,1.708438468472906e-08,1.0542314932138197e-07
2004,2.026203940741489e-08,1.2641751068187546e-07
2005,1.711424901795766e-08,1.2115086711617096e-07
2006,1.4824403204993786e-08,1.1735986493732753e-07
2007,2.157018968995672e-08,1.1623935169957633e-07
2008,1.447529468512343e-08,1.2942616200994905e-07
2009,1.3827758271744983e-08,1.5782717710521865e-07
2010,1.1337103200670384e-08,1.7289082654414756e-07
2011,1.4148696408922135e-08,1.9922893690349497e-07
2012,1.2595734621978494e-08,2.4646790253157747e-07
2013,6.414987763214697e-09,2.1476263478703572e-07
2014,9.09486992661801e-09,2.2715520131555422e-07
2015,9.974589168515458e-09,2.3052383912869345e-07
2016,9.735298012181204e-09,2.1976918418431524e-07
2017,6.037467248365402e-09,2.2715970260378526e-07
2018,5.6792268665617485e-09,2.4988597857600325e-07
2019,1.0969247787873115e-08,2.59435457117263e-07
