year,un_DET ail_NOUN,un_DET rail_NOUN
1800,4.4018304556914245e-08,3.144164484325529e-09
1801,2.8574191901498125e-08,2.3811825844433088e-09
1802,3.1329761895904085e-08,0.0
1803,4.4857802805609026e-08,0.0
1804,6.673997310358004e-08,2.4718509461507665e-09
1805,5.970043304159844e-08,0.0
1806,5.76333825108577e-09,2.881669125542885e-09
1807,5.124519342203371e-08,8.540865792383556e-09
1808,2.4926813058101516e-08,1.1330369531492579e-08
1809,1.8072244367672852e-08,0.0
1810,3.7442028144596406e-08,4.680253518074551e-09
1811,2.2563690471599784e-08,2.5070767684098882e-09
1812,2.1337665412346496e-08,0.0
1813,4.6011864762718346e-08,5.751483289628823e-09
1814,9.440030979135372e-09,0.0
1815,8.631115377966125e-08,0.0
1816,3.476405829871965e-08,0.0
1817,6.227493631882908e-09,1.556873407970727e-09
1818,5.4837415275343915e-08,1.1921177378582115e-09
1819,7.14222423425781e-08,2.070210003424222e-09
1820,2.966620193944891e-08,0.0
1821,1.2819934447350079e-08,9.86148829262845e-10
1822,2.606660132187244e-08,0.0
1823,1.9765374226210497e-08,0.0
1824,5.052667617633233e-08,4.210556348027694e-09
1825,3.698286188402733e-08,1.7610886082763955e-09
1826,2.554315514657901e-08,3.5231937367541377e-09
1827,4.239945700090786e-08,1.8434546111834038e-09
1828,2.935136400594729e-08,9.172301140836225e-09
1829,5.143905729143583e-08,1.7146351893870815e-08
1830,1.3567886592014133e-08,2.0873670791843324e-08
1831,3.118241287403123e-08,1.2472964883158966e-08
1832,2.5706941575442954e-08,1.2176972319366541e-08
1833,3.127579673023462e-08,4.865123992559006e-08
1834,2.0535967371060337e-08,1.484190352840642e-07
1835,4.310960122211327e-08,2.7227116561334697e-08
1836,2.9571300685926616e-08,9.87950237174573e-08
1837,1.600314936123226e-08,6.609996183737366e-08
1838,1.830526930035603e-08,1.0351945678443997e-07
1839,4.61437361654049e-08,2.1323998922184728e-07
1840,3.7581163681021934e-08,1.6815978520767771e-07
1841,2.8250413564023802e-08,1.5216699544851053e-07
1842,2.3478927246856074e-08,1.7038992705664668e-07
1843,2.8353172587536335e-08,1.6952835224515184e-07
1844,2.3600813359170303e-08,1.9703935028037023e-07
1845,5.1896120678573965e-08,2.59480604558604e-07
1846,3.86397085438972e-08,2.6579436096518805e-07
1847,2.480882788091776e-08,3.688964937964556e-07
1848,2.9767320941509468e-08,9.252004673498959e-08
1849,1.8434711979153917e-08,8.882179658442624e-08
1850,3.1229382635444836e-08,1.2423863360311316e-07
1851,2.063820381259518e-08,1.1931461729730586e-07
1852,4.231854622283038e-08,2.2656697584721996e-07
1853,3.5831592359869546e-08,4.2699313484995116e-07
1854,2.7017455717093242e-08,2.1146354445278348e-07
1855,3.290301009428731e-08,2.5579436879752393e-07
1856,1.9673319640034492e-08,1.1648675868336511e-07
1857,3.368241174861453e-08,1.9867742651058506e-07
1858,2.4957746813658588e-08,2.755139716370536e-07
1859,2.189634606963864e-08,9.573285697506151e-08
1860,2.5174512335857102e-08,1.652363343929153e-07
1861,2.263662646218023e-08,1.4902445055753333e-07
1862,3.1625905533294585e-08,1.6671369795773217e-07
1863,1.897955925755923e-08,2.372444960485609e-07
1864,2.493258499658424e-08,2.2295484392031995e-07
1865,2.8711750421628324e-08,3.4736510468036386e-07
1866,2.676087196284982e-08,1.9900357095536947e-07
1867,3.54255238477208e-08,3.0038904164086944e-07
1868,3.0133230910500686e-08,4.406367608567052e-07
1869,3.076617138830784e-08,2.0461944938432453e-07
1870,3.4404291859857494e-08,2.9817053093239565e-07
1871,2.9739295914765762e-08,3.1120049004407235e-07
1872,3.386509961345041e-08,2.860391488113123e-07
1873,2.8134221341513665e-08,3.525756731015406e-07
1874,3.2860350884789113e-08,4.6303219569665544e-07
1875,4.005068870993611e-08,2.0139775847027863e-07
1876,3.1439277181632974e-08,2.9565012660270895e-07
1877,6.679601505243937e-08,2.7089493537246767e-07
1878,3.200717091367267e-08,2.373361809304697e-07
1879,7.086817366275255e-08,3.335691722838874e-07
1880,4.299956968267793e-08,3.20892306504561e-07
1881,3.277078591823468e-08,3.472308653940104e-07
1882,4.924984886578443e-08,3.9133665019619457e-07
1883,3.6020232130340446e-08,3.3492495887799123e-07
1884,2.970763546272792e-08,4.4957555900282387e-07
1885,2.7716233197416784e-08,4.421706121249258e-07
1886,2.5813854942491332e-08,4.5948661497874355e-07
1887,3.199173115309151e-08,2.5919831769805057e-07
1888,2.916682828590922e-08,3.5697661182609863e-07
1889,2.944614285738112e-08,3.915710573565434e-07
1890,3.932631698067013e-08,6.043144225031938e-07
1891,3.059625619528106e-08,4.876278296706005e-07
1892,3.6984224571767754e-08,3.892746160971683e-07
1893,3.2639608404938514e-08,4.206198420675378e-07
1894,3.276800497609145e-08,4.2346343676058495e-07
1895,3.851913210617397e-08,4.32738378464137e-07
1896,3.1843956194155254e-08,4.051258901682786e-07
1897,4.544836718078926e-08,5.313962780917336e-07
1898,3.055511665905897e-08,4.6398509390144227e-07
1899,3.592925956752424e-08,3.858249666421898e-07
1900,4.308574175215796e-08,3.903671919047724e-07
1901,2.9620317087974968e-08,6.030249375399421e-07
1902,3.289890104785087e-08,1.6444540769100513e-06
1903,4.3201761279476614e-08,3.240132195880818e-07
1904,2.741058846567057e-08,3.756863033999025e-07
1905,2.6835946298486846e-08,2.7971314731090047e-07
1906,4.3211150213551264e-08,3.420882777049883e-07
1907,3.445704999105459e-08,3.2091343094009517e-07
1908,3.0450612031884816e-08,4.6019714972089787e-07
1909,2.4754426453110767e-08,4.1532425321122446e-07
1910,2.1911017999975968e-08,3.8050353445839846e-07
1911,3.4050394281948115e-08,4.61808481233561e-07
1912,2.917275843117295e-08,4.068557970526854e-07
1913,2.7045248096602137e-08,3.351489539227259e-07
1914,2.343860305842327e-08,3.100592271820801e-07
1915,2.5917676671483036e-08,4.135047309006268e-07
1916,1.977743191439174e-08,4.08733576762188e-07
1917,3.289927341665333e-08,3.191229425159037e-07
1918,2.8715941624568586e-08,3.549290337190314e-07
1919,2.3019620598585533e-08,4.0606611584337315e-07
1920,3.256059688538926e-08,3.203053910993958e-07
1921,3.407736476335188e-08,3.4228818712733755e-07
1922,2.80361542315255e-08,2.9437963000589207e-07
1923,4.671017084234563e-08,2.0488780538840956e-07
1924,4.769900963097484e-08,2.2431426582869562e-07
1925,4.8391982421236435e-08,2.2436283586557693e-07
1926,6.241837402498618e-08,1.6830669569145584e-07
1927,5.797597046885983e-08,2.5308739104445976e-07
1928,2.056687409268676e-08,2.0452613247456952e-07
1929,3.5649299956475033e-08,1.8938690260483781e-07
1930,3.991369190714522e-08,2.0692099056418556e-07
1931,4.676196141417677e-08,2.3837195861631244e-07
1932,3.507051826723284e-08,2.1151905205130106e-07
1933,3.4411985705418147e-08,1.9958952535148455e-07
1934,2.875579241390369e-08,1.5815685650011346e-07
1935,4.188899538348778e-08,1.3404477616774102e-07
1936,3.031178641421661e-08,1.6853353468349042e-07
1937,2.14049007407624e-08,1.259111779283728e-07
1938,2.074434324317309e-08,1.3354171224388978e-07
1939,4.7411557346777045e-08,1.9270503770485448e-07
1940,1.5214697501875207e-08,1.0903866209943658e-07
1941,2.066051862925633e-08,9.149658275475758e-08
1942,3.3376328811840494e-08,1.0012898599143227e-07
1943,2.032264689866281e-08,2.496782238736728e-07
1944,1.927911696952833e-08,2.923999531390109e-07
1945,2.178504088234945e-08,2.091363882072983e-07
1946,4.037120149291695e-08,2.6310886447333814e-07
1947,2.8610090740954774e-08,1.7881305858225005e-07
1948,3.152847471987741e-08,2.500534161953283e-07
1949,3.828633221569788e-08,1.9830356889904976e-07
1950,3.4033156959267785e-08,1.5102212680417892e-07
1951,3.411648574758175e-08,2.1855873511000823e-07
1952,2.319856839960721e-08,1.9086094660281105e-07
1953,2.0470272366068798e-08,1.8746459518048653e-07
1954,1.8567818393933067e-08,1.6320135398650848e-07
1955,2.627970152602188e-08,2.0085200613806364e-07
1956,3.401245196599234e-08,1.8139975033193423e-07
1957,4.0641173149058574e-08,1.722832321249257e-07
1958,4.2188440962931395e-08,1.3980092061771643e-07
1959,3.177806673360095e-08,1.2168673713119915e-07
1960,3.321999969552181e-08,1.6056333551617286e-07
1961,3.265634795912575e-08,1.229824171389282e-07
1962,2.8538804319744315e-08,1.3762044948073537e-07
1963,4.267595188345297e-08,1.6229793775579537e-07
1964,5.2322128463178075e-08,1.3567249146362315e-07
1965,2.7360216592331454e-08,1.3515946878372986e-07
1966,3.545007820626722e-08,1.4401595005431034e-07
1967,5.1768524578221786e-08,1.4938917392015583e-07
1968,3.1439911063468884e-08,1.6887723042202651e-07
1969,2.725054681906869e-08,1.5986988133320779e-07
1970,3.219107488905415e-08,1.3796174425095842e-07
1971,2.9288866221222065e-08,1.377090566023753e-07
1972,3.1293895919048964e-08,1.4980029439115583e-07
1973,2.977130020287433e-08,1.4554858607240817e-07
1974,4.106667483849691e-08,1.6595436713728873e-07
1975,3.255543745694922e-08,1.4964078109969137e-07
1976,2.91389875561876e-08,1.2569759055836016e-07
1977,3.2322299947651345e-08,1.18123318237906e-07
1978,2.0792069843622585e-08,1.3485141803215583e-07
1979,2.574868274152209e-08,9.070558781854032e-08
1980,2.899426809754857e-08,9.778459220122215e-08
1981,2.0241758325045822e-08,1.0879945044894868e-07
1982,2.110550811895706e-08,1.2290854423113728e-07
1983,2.0209011020178025e-08,1.1304415803436996e-07
1984,3.47940513067968e-08,8.292581821223166e-08
1985,2.8273123287014812e-08,1.112878231790404e-07
1986,2.2779044928089576e-08,1.3667426390640003e-07
1987,2.3221104705761775e-08,1.0755037749277108e-07
1988,2.758414779924223e-08,9.654451804674835e-08
1989,2.1952488604704e-08,1.0592075994075856e-07
1990,2.233946899687922e-08,1.4983789897726751e-07
1991,1.817054251507244e-08,1.1019554690960831e-07
