year,aucun_DET homme_NOUN,aucun_DET rhum_NOUN
1800,2.254365966791738e-06,0.0
1801,1.9097084447139423e-06,0.0
1802,1.9021640866867529e-06,0.0
1803,1.3905918478940293e-06,0.0
1804,2.1801724869874306e-06,0.0
1805,2.0013859511891496e-06,0.0
1806,1.5820363898910728e-06,0.0
1807,1.730948724798509e-06,0.0
1808,1.6768947119771838e-06,0.0
1809,1.800447279265427e-06,0.0
1810,1.5257626557740878e-06,0.0
1811,1.5368380275049276e-06,0.0
1812,1.4722989760684868e-06,0.0
1813,2.010143390407393e-06,0.0
1814,1.677178872228069e-06,0.0
1815,2.1173205482227786e-06,0.0
1816,2.178547731546132e-06,0.0
1817,2.1313596505478927e-06,0.0
1818,2.907575208155322e-06,0.0
1819,2.635377441606579e-06,0.0
1820,2.974926786691867e-06,0.0
1821,2.4091617092381057e-06,0.0
1822,2.2968685300384095e-06,0.0
1823,2.5655455431206065e-06,0.0
1824,2.0176986197384394e-06,0.0
1825,2.3501726786889776e-06,0.0
1826,2.1658832594084743e-06,0.0
1827,2.0360956085596627e-06,0.0
1828,1.917928216244036e-06,0.0
1829,2.307041654603381e-06,0.0
1830,2.3670744440096314e-06,0.0
1831,2.4462603391839366e-06,0.0
1832,2.1066162219085527e-06,0.0
1833,2.042193671059067e-06,0.0
1834,1.995722755054885e-06,0.0
1835,2.0117814187869953e-06,0.0
1836,2.3126100643366954e-06,0.0
1837,2.117286243219496e-06,0.0
1838,2.136035618605092e-06,0.0
1839,2.370110053107055e-06,0.0
1840,2.2822595440175064e-06,0.0
1841,1.7804181453584533e-06,0.0
1842,2.080903868773021e-06,0.0
1843,2.309011534862293e-06,0.0
1844,2.369960668602289e-06,0.0
1845,1.9129021495700727e-06,0.0
1846,2.0391228332528044e-06,0.0
1847,1.863898091869487e-06,0.0
1848,1.8946497561955766e-06,0.0
1849,1.571140245459901e-06,0.0
1850,1.6612673476856799e-06,0.0
1851,2.2514990689614933e-06,0.0
1852,1.988320576629121e-06,0.0
1853,2.0304567840412346e-06,0.0
1854,1.7992585696902097e-06,0.0
1855,1.8675111448374082e-06,0.0
1856,1.7975200989894802e-06,0.0
1857,1.9067173866460507e-06,0.0
1858,1.9804706710147e-06,0.0
1859,1.7089333965714104e-06,0.0
1860,1.9228750147703977e-06,0.0
1861,1.9066640959408687e-06,0.0
1862,1.7190937171562837e-06,0.0
1863,2.0612800426533795e-06,0.0
1864,1.835901315416777e-06,0.0
1865,2.0766597685906163e-06,0.0
1866,1.705397295381772e-06,0.0
1867,1.763026403978074e-06,0.0
1868,1.8613445149640029e-06,0.0
1869,1.8752714083802857e-06,0.0
1870,1.5453261710263178e-06,0.0
1871,1.6367234394465413e-06,0.0
1872,1.6648325242840656e-06,0.0
1873,1.5090717226939887e-06,0.0
1874,1.4106052503848332e-06,0.0
1875,1.5797135972661636e-06,0.0
1876,1.4649493493834598e-06,0.0
1877,1.411993522992816e-06,0.0
1878,1.5411754645811016e-06,0.0
1879,1.461961545601298e-06,0.0
1880,1.2001372056147375e-06,0.0
1881,1.195785074514788e-06,0.0
1882,1.2691819506471802e-06,0.0
1883,1.0439547821761153e-06,0.0
1884,1.2015088373118488e-06,0.0
1885,1.1776176478406342e-06,0.0
1886,1.142908445217472e-06,0.0
1887,1.1366857251005058e-06,0.0
1888,1.1330677978094172e-06,0.0
1889,1.2298463900606293e-06,0.0
1890,1.0185516288174767e-06,0.0
1891,1.0166881168061082e-06,0.0
1892,1.0919748802962204e-06,0.0
1893,9.564020757579783e-07,0.0
1894,1.1197835476650653e-06,0.0
1895,1.0905729510568563e-06,0.0
1896,9.83034709634012e-07,0.0
1897,8.751723470368233e-07,0.0
1898,9.466427712823133e-07,1.6975064687230201e-09
1899,1.0098885780962519e-06,6.633094074004475e-09
1900,9.940866760871359e-07,0.0
1901,9.567921352982012e-07,5.588738916095792e-10
1902,8.823779751310212e-07,4.910283846193408e-10
1903,9.131772458204068e-07,5.400220270956879e-10
1904,9.034744721247989e-07,0.0
1905,8.365590531411726e-07,5.160759042333041e-10
1906,9.91798799532262e-07,0.0
1907,1.0388543643102821e-06,0.0
1908,1.044161322738546e-06,0.0
1909,9.604717092770443e-07,0.0
1910,1.0159230612316605e-06,0.0
1911,1.0082109156428487e-06,0.0
1912,9.267560585612955e-07,0.0
1913,9.593108529770689e-07,0.0
1914,1.066791270432077e-06,0.0
1915,1.159226997060614e-06,0.0
1916,1.35475406182195e-06,1.0987462051303964e-09
1917,1.2578489076986443e-06,0.0
1918,1.6310654018525383e-06,0.0
1919,1.1031002031813841e-06,0.0
1920,1.0911585945905244e-06,0.0
1921,1.069271945652872e-06,0.0
1922,1.0026614205571605e-06,0.0
1923,1.064779581838593e-06,0.0
1924,9.514018870504515e-07,0.0
1925,1.0690229004239882e-06,0.0
1926,1.031017788477584e-06,0.0
1927,1.0736703757174837e-06,0.0
1928,9.403632077464863e-07,0.0
1929,1.0015225484494295e-06,0.0
1930,9.022595435226322e-07,0.0
1931,9.683148078920567e-07,0.0
1932,8.83338671542333e-07,0.0
1933,1.0059770545467472e-06,0.0
1934,9.54931948626836e-07,0.0
1935,8.677005780555191e-07,0.0
1936,9.142035111153746e-07,0.0
1937,8.637507136199929e-07,0.0
1938,9.749841183293029e-07,0.0
1939,7.968200463892572e-07,0.0
1940,9.10346074078916e-07,0.0
1941,9.976078558793233e-07,0.0
1942,9.588109008973333e-07,0.0
1943,1.007422611110087e-06,0.0
1944,1.2306502696901589e-06,0.0
1945,1.1546071618795395e-06,0.0
1946,1.1484910942272109e-06,0.0
1947,1.2206972144213069e-06,0.0
1948,1.1969948445766931e-06,0.0
1949,1.03471268175781e-06,1.9634016634739737e-09
1950,1.09969636241658e-06,0.0
1951,1.0373544228059473e-06,0.0
1952,1.0312818403690471e-06,0.0
1953,9.65334933766826e-07,0.0
1954,1.032957072766294e-06,0.0
1955,9.66717607298051e-07,9.385607846468247e-10
1956,1.0517696580336633e-06,0.0
1957,8.994068281253931e-07,0.0
1958,9.132556897384347e-07,0.0
1959,1.013022767892835e-06,0.0
1960,8.478020987467971e-07,0.0
1961,9.234103686139861e-07,0.0
1962,9.918819614540553e-07,0.0
1963,9.033076366904425e-07,0.0
1964,1.11640821387482e-06,0.0
1965,1.0550099602824048e-06,0.0
1966,9.654607140419103e-07,0.0
1967,1.1768711090098805e-06,0.0
1968,1.1780983868447947e-06,0.0
1969,9.683027855089676e-07,0.0
1970,9.257233415382871e-07,0.0
1971,9.840030941177247e-07,0.0
1972,8.469872483374274e-07,0.0
1973,8.236726358745727e-07,0.0
1974,7.723909618562175e-07,0.0
1975,7.0765240423043e-07,0.0
1976,7.890380402386654e-07,0.0
1977,7.75735202296346e-07,0.0
1978,7.960392167660757e-07,0.0
1979,9.117374730749361e-07,0.0
1980,6.987050085172086e-07,0.0
1981,7.831030472971179e-07,0.0
1982,8.423580624139504e-07,0.0
1983,7.938352126757309e-07,0.0
1984,8.280984076236564e-07,5.799008495621649e-10
1985,8.090925547321604e-07,0.0
1986,7.864765194653955e-07,0.0
1987,8.854573820826772e-07,0.0
1988,7.885468562562892e-07,0.0
1989,8.391339036961654e-07,0.0
1990,7.911441173291678e-07,0.0
1991,7.918839344256412e-07,0.0
1992,8.055538245343996e-07,0.0
1993,8.342046129428127e-07,0.0
1994,7.775241783747333e-07,0.0
1995,7.960158114883598e-07,0.0
1996,8.492904726153938e-07,0.0
1997,8.180090134146667e-07,0.0
1998,8.773357791369563e-07,0.0
1999,8.381748983765647e-07,0.0
2000,8.641669779763106e-07,0.0
2001,8.823760850873441e-07,0.0
2002,8.775586763931642e-07,0.0
2003,8.542192091454126e-07,0.0
2004,9.170775427946865e-07,0.0
2005,8.939943256791594e-07,0.0
2006,1.0006472450641013e-06,0.0
2007,1.2934124526964297e-06,0.0
2008,1.2819150754239672e-06,0.0
2009,1.428073602482982e-06,0.0
2010,1.6443523804809956e-06,0.0
2011,1.502056250046735e-06,3.82397197240536e-10
2012,1.7191476331390732e-06,0.0
2013,1.8860063164538587e-06,2.789125042035323e-10
2014,2.078394231830316e-06,8.661780737106994e-10
2015,2.0767095065821195e-06,8.866301581811342e-10
2016,2.1235377971606795e-06,1.0356699942093428e-09
2017,2.212228594089538e-06,2.515611330355938e-10
2018,2.1761764514849347e-06,0.0
2019,2.029820961979567e-06,0.0
