year,bon_ADJ habit_NOUN,bon_ADJ rabbi_NOUN
1853,1.6124216628554677e-08,0.0
1854,1.4028294081924741e-08,0.0
1855,5.306937111981824e-09,0.0
1856,2.8992259260007813e-08,0.0
1857,6.8341128311999455e-09,4.881509085841174e-10
1858,1.663849857891364e-08,0.0
1859,1.1202780925145817e-08,0.0
1860,1.2816115280145368e-08,0.0
1861,1.8863854478468056e-08,0.0
1862,2.5300723294208183e-08,0.0
1863,2.2975255475898848e-08,4.994620828036034e-10
1864,2.0617330065419992e-08,0.0
1865,3.294791106611683e-09,0.0
1866,2.4814625021463144e-08,0.0
1867,2.91168689159349e-09,0.0
1868,8.89177353968762e-09,0.0
1869,1.2697149998075474e-08,0.0
1870,6.880858549607183e-09,0.0
1871,1.1683295220166201e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,1.496501056408306e-08,0.0
1874,8.961913877669758e-09,0.0
1875,1.1443054503956773e-08,0.0
1876,9.069021977836655e-09,0.0
1877,1.1132669008873108e-08,0.0
1878,1.3889904337816006e-08,0.0
1879,1.8938909107646396e-08,0.0
1880,1.0910338410496934e-08,3.2089231272180996e-09
1881,1.8128519130300447e-08,0.0
1882,1.4641846846075168e-08,0.0
1883,1.0110942305630033e-08,0.0
1884,1.1883054540362536e-08,0.0
1885,1.933690718658454e-08,0.0
1886,8.38950331427668e-09,0.0
1887,2.546280519766242e-08,6.528924623161458e-10
1888,1.014498351992188e-08,0.0
1889,6.265136853755848e-09,0.0
1890,3.2771931834929546e-09,1.9663159989136147e-09
1891,1.529812720946211e-08,0.0
1892,1.4417578242387208e-08,0.0
1893,3.695050043717174e-09,0.0
1894,2.5836310868498913e-08,0.0
1895,3.0093072478365457e-09,0.0
1896,4.1279202278587945e-09,0.0
1897,8.157399200570126e-09,5.2440420894583895e-09
1898,3.960848538042683e-09,0.0
1899,1.2160672469008205e-08,0.0
1900,5.710158568206225e-09,0.0
1901,2.235495566438317e-09,0.0
1902,1.9641135384773634e-09,1.4730852093691738e-09
1903,8.640352433531007e-09,0.0
1904,4.837162670412454e-09,0.0
1905,1.2385822145688508e-08,0.0
1906,7.201858220895474e-09,0.0
1907,1.0799970695529737e-08,5.142843373384665e-10
1908,7.367083831866239e-09,0.0
1909,8.801573692096554e-09,0.0
1910,2.67207544979442e-09,0.0
1911,8.51259862599818e-09,0.0
1912,6.251305251225858e-09,0.0
1913,9.015082902408267e-09,0.0
1914,2.678697486047099e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,6.57985488317081e-09,0.0
1918,1.6080926812378493e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,7.572231730534895e-09,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,6.640141769764796e-09,0.0
1923,7.431163684401554e-09,0.0
1924,0.0,0.0
1925,5.499089184013428e-09,0.0
1926,1.2260752413340015e-08,0.0
1927,1.0034302277972529e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,9.453243521306831e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,0.0
1933,1.0323596200123575e-08,3.4411986593596566e-09
1934,9.585264137967897e-09,0.0
1935,9.574627313213568e-09,0.0
1936,2.424942913137329e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,5.960435700558264e-09,0.0
1948,5.435944139264848e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,9.490323193972472e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,9.772536113672459e-10,0.0
1955,4.6928039232341234e-09,0.0
1956,5.232684952005684e-09,0.0
1957,3.534015080575159e-09,0.0
1958,7.445019267748876e-09,0.0
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,5.536666680683311e-09,0.0
1961,4.86371165564492e-09,0.0
1962,3.805173953708163e-09,0.0
1963,4.526237162849611e-09,3.2330267352165265e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,3.830430195250756e-09,0.0
1966,2.215629901769489e-09,0.0
1967,5.916402479044791e-09,0.0
1968,6.287982134978165e-09,0.0
1969,4.995933444718048e-09,0.0
1970,3.219107425067591e-09,0.0
1971,5.138397263237948e-09,5.138397485282553e-10
1972,5.130146973897354e-09,0.0
1973,6.064523994098181e-09,0.0
1974,1.1251143128276908e-08,0.0
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,0.0
1977,5.876781838942691e-10,0.0
1978,2.970295565063452e-09,0.0
1979,8.192762912528906e-09,1.1703946700691858e-09
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,1.8976649140967083e-09,0.0
1982,4.345251713999687e-09,6.207502289967692e-10
1983,5.052252838311233e-09,0.0
1984,5.799008495621649e-10,0.0
1985,1.2031116103372597e-09,0.0
1986,3.5966913891627428e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,5.99655392008458e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,0.0
1990,2.179460389939436e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,5.274926717646622e-09,0.0
1995,2.1689803286761844e-09,0.0
1996,1.067618438099771e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,3.814503379828693e-09,2.86087753487152e-09
1999,2.7421207526856506e-09,4.570201161957499e-10
2000,1.3254094488601709e-09,0.0
2001,4.8193329327261836e-09,2.190605918883648e-09
2002,2.1906108038649563e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,6.166707589017051e-09,8.369103632333008e-09
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,2.8825228870488218e-09,4.1178899179428186e-10
2007,4.7933754743212376e-09,0.0
2008,5.108927503272298e-09,0.0
2009,4.291373478793048e-09,9.53638501499654e-10
2010,6.613310343794865e-09,4.723793023408973e-10
2011,3.823971805871906e-09,1.1471915639660324e-09
2012,4.765953853791416e-09,0.0
2013,6.693900100884775e-09,5.578250084070646e-10
2014,3.897801192920269e-09,8.661780737106994e-10
2015,4.43315073539452e-09,6.649726325136385e-10
2016,5.799752234025846e-09,6.214020409345267e-10
2017,1.7609279590047322e-09,2.515611330355938e-10
2018,2.581466596041082e-09,0.0
2019,6.632568272380013e-09,7.65296326310505e-10
