year,en_PRON apportes_VERB,en_PRON rapporte_VERB
1800,0.0,8.394919177590054e-07
1801,0.0,1.000096631287306e-06
1802,1.1189200677108602e-08,1.7947477317648008e-06
1803,0.0,1.4373999874806032e-06
1804,0.0,1.208735056934529e-06
1805,0.0,1.4185959571477724e-06
1806,0.0,1.267934408133442e-06
1807,0.0,2.6049640382552752e-06
1808,0.0,3.056933792322525e-06
1809,0.0,2.4103856048895977e-06
1810,0.0,1.7855167016023188e-06
1811,0.0,1.3262435913929949e-06
1812,0.0,2.4324938294739695e-06
1813,0.0,3.4336355838604504e-06
1814,0.0,1.1988839787591132e-06
1815,0.0,2.640581897139782e-06
1816,0.0,1.847130306487088e-06
1817,0.0,1.5054965842864476e-06
1818,7.152706427149269e-09,1.6498909189976985e-06
1819,0.0,1.7555380509293173e-06
1820,0.0,1.5034831903903978e-06
1821,0.0,1.554170580675418e-06
1822,2.0051231786055723e-09,1.500834741818835e-06
1823,3.9530747564242574e-09,1.0080340189233539e-06
1824,8.421112696055388e-10,1.1772715424740454e-06
1825,2.641632912414593e-09,1.3525160511562717e-06
1826,3.5231937367541377e-09,1.654139509810193e-06
1827,5.530363722527909e-09,2.5024896785907913e-06
1828,3.668920500743411e-09,2.3526952190877637e-06
1829,0.0,1.2876910204795422e-06
1830,0.0,1.407929175911704e-06
1831,3.1182412207897414e-09,9.152037705462135e-07
1832,0.0,1.2082263083357248e-06
1833,2.3167257001688313e-09,9.000479508358694e-07
1834,1.8669061851994684e-09,1.0557354244156159e-06
1835,0.0,9.82445158115297e-07
1836,6.048674894287842e-09,1.0491090733921737e-06
1837,2.7831563720326358e-09,1.0214183703283197e-06
1838,5.680945491803868e-09,1.0383506605649018e-06
1839,0.0,9.249721415471868e-07
1840,0.0,1.0631010809447616e-06
1841,0.0,1.1582669685594738e-06
1842,6.708265054555795e-10,8.338373618244077e-07
1843,0.0,1.0591091950118425e-06
1844,1.6465684371524958e-09,9.292133995586482e-07
1845,0.0,8.47078581500682e-07
1846,0.0,9.695054359326605e-07
1847,0.0,9.141514283328434e-07
1848,8.045221711050488e-10,8.584251531829068e-07
1849,0.0,6.971673087718955e-07
1850,6.788996032014438e-10,7.359271876339335e-07
1851,0.0,8.068248007475631e-07
1852,0.0,8.554856663067767e-07
1853,5.971931837933653e-10,7.894893769844202e-07
1854,6.234797567117312e-09,8.494911298839725e-07
1855,0.0,9.409199606125185e-07
1856,0.0,7.926276452963066e-07
1857,0.0,7.483353670068027e-07
1858,0.0,7.345407766479184e-07
1859,3.055304009791371e-09,7.358190714512602e-07
1860,4.577183909670879e-10,8.005494578355865e-07
1861,0.0,7.215424489004363e-07
1862,9.035972525772706e-10,8.096231454146618e-07
1863,4.994620828036034e-10,8.326032912009396e-07
1864,1.4384183844029508e-09,7.575670224468922e-07
1865,0.0,8.269925615422835e-07
1866,4.379051787850585e-09,8.451569897260924e-07
1867,0.0,7.885818718023074e-07
1868,4.93987406535723e-10,7.686443836973922e-07
1869,0.0,6.729489427925728e-07
1870,2.8670243956696595e-09,6.307453759291093e-07
1871,1.0621177271019633e-09,5.554875883717614e-07
1872,3.0236697590169115e-09,6.567410650859529e-07
1873,5.986004469882289e-10,7.003625341894804e-07
1874,0.0,6.834952728240751e-07
1875,0.0,6.905883083163644e-07
1876,1.813804439976252e-09,7.436598252752447e-07
1877,6.184815992682502e-10,7.180571515164047e-07
1878,6.039088673581716e-10,7.639447403562372e-07
1879,6.10932526790009e-10,7.575563358841464e-07
1880,0.0,7.24574817922985e-07
1881,0.0,6.693607019769843e-07
1882,1.3310770263785798e-09,8.718554340703122e-07
1883,0.0,6.53419647278497e-07
1884,0.0,6.086764869905892e-07
1885,0.0,7.077308055158937e-07
1886,2.5813855497602844e-09,6.19532556811464e-07
1887,1.3057849246322917e-09,6.319999101833673e-07
1888,0.0,7.019060603852267e-07
1889,0.0,7.430452342305216e-07
1890,0.0,5.971045879960002e-07
1891,0.0,6.02363797952421e-07
1892,0.0,5.610318680737691e-07
1893,0.0,5.905921511839551e-07
1894,0.0,5.765908213106741e-07
1895,0.0,5.753795448981691e-07
1896,0.0,5.466545758281427e-07
1897,0.0,5.931594273533847e-07
1898,0.0,5.618746286017995e-07
1899,0.0,6.091391355766973e-07
1900,0.0,5.154715836397372e-07
1901,0.0,6.276154067563766e-07
1902,0.0,4.895553047390422e-07
1903,0.0,6.242654535526526e-07
1904,0.0,6.460299459831731e-07
1905,0.0,6.853488230262883e-07
1906,0.0,6.353067760755948e-07
1907,0.0,5.965698051113577e-07
1908,0.0,5.510578375833575e-07
1909,0.0,6.01807585098868e-07
1910,0.0,6.076299428059428e-07
1911,5.320374141248863e-10,5.059675913798856e-07
1912,2.6047106693738442e-09,5.683478434548306e-07
1913,2.121195885607108e-09,6.082529466766573e-07
1914,0.0,5.243550162958854e-07
1915,0.0,4.3353205114726734e-07
1916,0.0,4.504859418830165e-07
1917,0.0,3.849214920137456e-07
1918,0.0,5.398596840677783e-07
1919,0.0,4.576300511871523e-07
1920,0.0,4.687211401233071e-07
1921,0.0,5.853733568983444e-07
1922,0.0,5.452294544738834e-07
1923,0.0,4.851488029089523e-07
1924,1.289162443462999e-09,4.176886250206735e-07
1925,1.0998177923937646e-09,4.564243738514051e-07
1926,0.0,5.94089158312272e-07
1927,0.0,4.515435989560501e-07
1928,0.0,4.4561559775502246e-07
1929,0.0,4.5341454324443475e-07
1930,0.0,4.852664687859942e-07
1931,0.0,4.801655109076819e-07
1932,0.0,3.802959156473662e-07
1933,0.0,4.4391461528903164e-07
