year,en_PRON apportes_VERB,en_PRON rapporte_VERB
1934,0.0,4.0138294821190357e-07
1935,1.196828414151696e-09,4.21283601781397e-07
1936,0.0,3.4555435490801756e-07
1937,0.0,3.0218683377825073e-07
1938,1.2965214457594243e-09,2.8653124672928243e-07
1939,0.0,3.1658683496971207e-07
1940,2.5357829169792012e-09,2.5357829258609854e-07
1941,2.9515025978810172e-09,3.2466527954966296e-07
1942,0.0,2.912843228841666e-07
1943,0.0,4.0354970565203985e-07
1944,0.0,3.438109104081377e-07
1945,0.0,2.7884851760973106e-07
1946,0.0,3.424591739076277e-07
1947,4.7683483828109274e-09,3.6120238178227737e-07
1948,1.0871887834440486e-09,3.5333636105860933e-07
1949,0.0,3.6322930441201606e-07
1950,0.0,3.499033880416391e-07
1951,0.0,3.0811452234047465e-07
1952,0.0,2.762738517958496e-07
1953,0.0,2.671909271612094e-07
1954,0.0,3.2640269864714355e-07
1955,0.0,3.3694331591505033e-07
1956,0.0,3.139610953439842e-07
1957,0.0,2.668181480203202e-07
1958,8.272243445794913e-10,3.1351802931567363e-07
1959,7.750747821333448e-10,2.627503477015125e-07
1960,0.0,3.169741660258296e-07
1961,0.0,3.453235137840238e-07
1962,6.341956404476434e-10,3.170978288835613e-07
1963,0.0,2.9355882702475355e-07
1964,0.0,3.607793246374058e-07
1965,1.0944086747954884e-09,3.1628411534256884e-07
1966,0.0,2.9246314170450205e-07
1967,0.0,4.3682771888597927e-07
1968,0.0,3.7278752529346093e-07
1969,4.5417578031781147e-10,2.7977228000963805e-07
1970,0.0,3.660585150555562e-07
1971,0.0,2.6873817660089117e-07
1972,0.0,2.6933270191875636e-07
1973,0.0,3.8482161812680715e-07
1974,0.0,2.4471236770295945e-07
1975,1.1422960355389478e-09,2.5530317770972033e-07
1976,5.713526873840635e-10,1.9997344224975677e-07
1977,0.0,1.8276791990956553e-07
1978,5.940591352171509e-10,2.57227611655253e-07
1979,0.0,2.7504273703016224e-07
1980,0.0,2.632224891385704e-07
1981,0.0,2.0558036339934915e-07
1982,0.0,2.2657383169644163e-07
1983,0.0,1.9514327220804262e-07
1984,0.0,1.9484669167013635e-07
1985,0.0,1.828729665476203e-07
1986,0.0,2.205970588420314e-07
1987,1.2221633705067347e-09,2.0532344535695302e-07
1988,0.0,1.900907591334544e-07
1989,0.0,2.0470696426855284e-07
1990,0.0,2.446444398174208e-07
1991,1.1722930404189924e-09,2.104266059177462e-07
1992,0.0,2.2370373642388586e-07
1993,0.0,2.2156829970754188e-07
1994,0.0,2.2207440508736909e-07
1995,0.0,2.1147558015854884e-07
1996,0.0,2.4768746698100585e-07
1997,9.58978896292706e-10,2.2536003996265208e-07
1998,9.536258449571733e-10,2.1361219637583417e-07
1999,0.0,2.0565904890190723e-07
2000,0.0,2.1339091915706376e-07
2001,0.0,2.1686997797587537e-07
2002,0.0,2.3658596148834476e-07
2003,2.5001538617175356e-09,2.104296044080911e-07
2004,4.404791253964646e-10,2.0570375625084125e-07
2005,0.0,2.211341012525736e-07
2006,0.0,2.2566037216620316e-07
2007,3.994479469415779e-10,2.1250630766189715e-07
2008,0.0,2.2692152867875848e-07
2009,0.0,2.0741637740684382e-07
2010,4.723793023408973e-10,1.4690996863464534e-07
2011,1.1471915639660324e-09,1.533412756771213e-07
2012,3.404252713057332e-10,1.7021262976868456e-07
2013,2.789125042035323e-10,1.4029298256446054e-07
2014,4.330890368553497e-10,1.7929886553247343e-07
2015,2.2165753954528356e-10,1.567118772527465e-07
2016,2.0713400439298368e-10,1.7813523811582854e-07
2017,7.54683426862357e-10,1.3232116202743782e-07
2018,5.162933414126769e-10,1.2752445854857797e-07
2019,1.02039510174734e-09,1.6377340728013223e-07
