year,son_DET est_NOUN,son_DET reste_NOUN
1800,1.496622335395159e-06,1.3834323908668011e-07
1801,5.214790022023408e-07,2.0478169915350009e-07
1802,6.131682255272608e-07,1.3874608839614666e-07
1803,1.0492825288643814e-06,6.826187615160961e-08
1804,4.64707972325229e-07,9.88740396223875e-08
1805,6.652333999213056e-07,1.5920115004064428e-07
1806,1.161312692232741e-06,7.204172902675055e-08
1807,4.0426763758816264e-07,1.1387820109121094e-07
1808,8.089883940520792e-07,1.0197332755979005e-07
1809,1.5180684806992417e-06,1.6490922405409947e-07
1810,7.722418047251267e-07,1.193464669313471e-07
1811,5.315002749028963e-07,2.1811567307850055e-07
1812,8.081640938684131e-07,5.3344166417446104e-08
1813,4.3711272224022935e-07,9.489947672136623e-08
1814,4.877349430998379e-07,1.1642705288750221e-07
1815,4.774085833325614e-07,8.091670622434322e-08
1816,1.075368233571794e-06,4.8669683394564345e-08
1817,7.535267423364189e-07,9.341240314597599e-08
1818,4.2677814748870446e-07,5.722165141719415e-08
1819,6.873097302406705e-07,1.542306478086175e-07
1820,5.553513124922915e-07,1.091716228529549e-07
1821,5.976061820955891e-07,2.0807740952477616e-07
1822,4.691988237937039e-07,1.9349438673543773e-07
1823,4.684393581921853e-07,1.8184144323640794e-07
1824,7.461105653305822e-07,2.6610715053720924e-07
1825,5.846814126186928e-07,1.576174355477633e-07
1826,5.161478813242582e-07,8.543744911548856e-08
1827,5.493494643626917e-07,7.834682236307344e-08
1828,5.796894648746331e-07,1.0548146178734896e-07
1829,5.238210756819406e-07,1.2345373079369892e-07
1830,6.032491006724428e-07,1.07499410262335e-07
1831,7.702055933034302e-07,1.9177183219198923e-07
1832,7.184413610694662e-07,1.461236678323985e-07
1833,5.212632734341582e-07,1.0888610546544442e-07
1834,5.031312391157172e-07,7.187588835222414e-08
1835,5.059705543430937e-07,2.3294310835808574e-07
1836,6.048674983105684e-07,1.9624590663624986e-07
1837,7.020511907374072e-07,1.6420622728219314e-07
1838,5.542078085341018e-07,1.3003052856674913e-07
1839,7.557784553746671e-07,1.370329130168102e-07
1840,5.834634790868876e-07,9.17235141173478e-08
1841,5.515251286780654e-07,1.1621192896882349e-07
1842,5.426986176004789e-07,9.861149408152414e-08
1843,4.855480970622494e-07,1.033709438047481e-07
1844,4.5170859774845695e-07,1.2513919500634074e-07
1845,4.832477367155974e-07,9.207376194808603e-08
1846,6.094536133538497e-07,1.3582443614268414e-07
1847,4.870081209418231e-07,8.413428531639511e-08
1848,3.998475068822671e-07,1.3274615184855065e-07
1849,4.96899323021438e-07,6.703531596485846e-08
1850,5.112113869998325e-07,1.2084413469892752e-07
1851,5.817393919915759e-07,1.6123597390560462e-07
1852,5.234478588356239e-07,1.1067927374597275e-07
1853,6.87369371643598e-07,1.0928635418849808e-07
1854,4.7280546944250545e-07,1.1534375232713501e-07
1855,4.824005799264341e-07,9.499417785718833e-08
1856,4.949392768960337e-07,1.2632341395146796e-07
1857,4.6179076518271245e-07,1.5523198726441478e-07
1858,3.87089761799686e-07,1.5464016200894548e-07
1859,4.623693521388361e-07,1.364702484352165e-07
1860,3.684632936540311e-07,8.37624654081992e-08
1861,7.465370375214775e-07,1.4336529829961364e-07
1862,3.596317064147314e-07,1.1520864973135758e-07
1863,5.269324745427184e-07,1.6731979712858447e-07
1864,4.459097051601191e-07,1.006892844657159e-07
1865,3.7701823130120715e-07,1.0166783681597735e-07
1866,5.118624950561923e-07,8.514822269489741e-08
1867,7.070546512721876e-07,9.365925990323376e-08
1868,6.61449162997485e-07,1.0027944341572947e-07
1869,7.21295749794848e-07,1.3820358901739382e-07
1870,5.894602099765223e-07,1.0550650131335715e-07
1871,5.692951183799977e-07,1.6887672416032729e-07
1872,5.811493051233185e-07,1.4271721227032685e-07
1873,5.249725876232958e-07,1.2989629283310933e-07
1874,7.193429301111109e-07,1.0216581358690746e-07
1875,6.110590744512479e-07,1.0985331755364314e-07
1876,5.755806240514971e-07,1.2515251057720889e-07
1877,8.157772461991897e-07,8.411349483594677e-08
1878,6.89059999725572e-07,1.2017785877560527e-07
1879,5.54115825224244e-07,1.276848990983126e-07
1880,4.659356493963429e-07,1.3220763150911807e-07
1881,6.324064611984426e-07,1.1016562240229177e-07
1882,5.271065077749881e-07,1.6039477657159296e-07
1883,4.493050012044364e-07,1.1501197150209919e-07
1884,5.043696766904304e-07,1.333542769543783e-07
1885,4.56995567166274e-07,1.2182250941350503e-07
1886,5.143410506391888e-07,1.6908074940147344e-07
1887,3.9695862463773324e-07,1.2209089561565634e-07
1888,4.4954957090226344e-07,1.1032669533506123e-07
1889,3.558597581054812e-07,1.2154364981142862e-07
1890,4.017838803882512e-07,1.2518877667844208e-07
1891,4.2452305848428296e-07,1.0644947678883909e-07
1892,4.375421547297975e-07,9.089342967172342e-08
1893,4.17540634511937e-07,1.0838812869451431e-07
1894,4.2724435633800795e-07,1.0145478057665969e-07
1895,5.53712522055605e-07,1.0893692348190598e-07
1896,3.6915402068515846e-07,1.1499206209464319e-07
1897,4.288461046275671e-07,1.1478626049665763e-07
1898,3.77978100374321e-07,9.166534908899848e-08
1899,5.334112938015778e-07,9.894365149420992e-08
1900,4.09054985217594e-07,8.720969191244876e-08
1901,3.9009396446409994e-07,1.1401027677493403e-07
1902,4.311229186981791e-07,6.972602761834423e-08
1903,3.53714419087936e-07,1.0422424878697711e-07
1904,4.49856119466574e-07,1.1824175771835144e-07
1905,3.607370446800928e-07,1.0115087434314773e-07
1906,4.269673254952977e-07,1.2448926156594098e-07
1907,4.114274703148624e-07,7.91997862847893e-08
1908,4.3662248305764706e-07,1.0657714000217311e-07
1909,3.636150167629637e-07,1.3422399547380337e-07
1910,3.5592043134968776e-07,1.1276157607653658e-07
1911,3.9370767890289926e-07,9.523469657324313e-08
1912,3.1725376636870806e-07,1.0210465717364059e-07
1913,3.2242177283592355e-07,1.0818099127618552e-07
1914,4.3127029059064625e-07,9.040603998755614e-08
1915,3.0747787471696597e-07,7.421880354741006e-08
1916,4.3290599727185963e-07,1.1317085579776176e-07
1917,4.134341917705342e-07,1.294038014520993e-07
1918,3.916854369734324e-07,9.763419939190499e-08
1919,3.8396726864675657e-07,8.379142002468143e-08
1920,5.224839858541941e-07,1.1964125690155925e-07
1921,3.9984105626444943e-07,1.1813485656375633e-07
1922,3.231535763426052e-07,9.665095745958752e-08
1923,3.8642051292114843e-07,9.660512745313099e-08
1924,2.8490489556443066e-07,5.414482373566898e-08
1925,4.6742257486798167e-07,6.818870446068104e-08
1926,4.5253320912763684e-07,1.0700293273657735e-07
1927,3.6680950676881707e-07,1.3936531217950687e-07
1928,3.5420729016522046e-07,1.3139947441231925e-07
1929,3.665193735180594e-07,1.2365850921014498e-07
1930,3.445182068517738e-07,1.039856769580183e-07
1931,3.398796355469358e-07,8.55401722787974e-08
1932,3.5837685941064734e-07,1.20554901172909e-07
1933,5.265034150880865e-07,1.0208889023033407e-07
1934,3.522584606230339e-07,1.1262685006840911e-07
1935,3.231436798145637e-07,9.335261808018913e-08
1936,3.673788411262535e-07,9.33602990471627e-08
1937,3.462557556233037e-07,6.673292318737367e-08
1938,3.215373298726121e-07,1.1539040656316502e-07
1939,3.609395999859544e-07,9.635251529971356e-08
1940,2.992223828712781e-07,8.114505334333444e-08
1941,4.07307368277543e-07,1.3872062254449702e-07
1942,2.82181688016081e-07,7.888950648293758e-08
1943,4.0645292997965043e-07,1.1612940653549231e-07
1944,4.787647416293339e-07,1.4780655988033686e-07
1945,4.2262978983131916e-07,1.6338780994828994e-07
1946,4.148489205491046e-07,1.5034792966162058e-07
1947,4.0530962608364973e-07,1.1563244584067434e-07
1948,4.359626946115469e-07,1.0980606646171509e-07
1949,4.4274706478830694e-07,1.1289559864735565e-07
1950,3.467127731582309e-07,1.2868787280240213e-07
1951,3.4756171019001414e-07,1.1087858098335346e-07
1952,2.7732833896010334e-07,8.646739502182754e-08
1953,3.2321480802899316e-07,1.0989303689257213e-07
1954,3.391069984814976e-07,1.270429663691175e-07
1955,4.7021896598664625e-07,1.1168873470523977e-07
1956,4.4303400303924434e-07,1.334334598368514e-07
1957,3.551685139879801e-07,1.2369052626581833e-07
1958,3.077274488560988e-07,1.2242919922300644e-07
1959,3.666103811639232e-07,1.3408794075076003e-07
1960,4.021004276211215e-07,1.363404180665384e-07
1961,3.4810276616781266e-07,1.3201503179516294e-07
1962,3.9193290535255443e-07,1.3444947910556948e-07
1963,4.0024869152333054e-07,1.1638896069143811e-07
1964,3.2305873243210215e-07,1.2837173812840774e-07
1965,4.06025613131078e-07,1.3242345175967785e-07
1966,3.55054698863988e-07,1.5620190652043675e-07
1967,2.903967581957545e-07,1.5382647688966244e-07
1968,4.1410853790502244e-07,1.4552186655691912e-07
1969,3.074770051902931e-07,1.0627713464828048e-07
1970,3.4766362411176033e-07,1.1036939895348041e-07
1971,4.264869990500131e-07,1.258907360579542e-07
1972,3.996384374538309e-07,1.1183720260987684e-07
1973,3.445752266295621e-07,1.190852003674081e-07
1974,3.285333818325853e-07,1.248876912995911e-07
1975,3.5525408037528905e-07,1.0337779343672082e-07
1976,3.359553868431675e-07,1.045575430680401e-07
1977,3.7728939439318765e-07,1.0636975389388681e-07
1978,3.7782161643740153e-07,1.461385465972853e-07
1979,4.008601770522091e-07,1.3459538195093046e-07
1980,3.632811412801473e-07,1.3701213674721657e-07
1981,4.124258365933997e-07,1.4865041464418027e-07
1982,4.1900641356562573e-07,1.4463479658388678e-07
1983,4.104955402262078e-07,1.4209460630354442e-07
1984,3.9027328480045753e-07,1.4787471513955097e-07
1985,3.7416771148102157e-07,1.425687230494077e-07
1986,3.818487157580819e-07,1.4866323283513339e-07
1987,3.4465006359951644e-07,1.399377111965805e-07
1988,4.533394797334722e-07,1.337231481102208e-07
1989,3.902054972471092e-07,1.4982573759425577e-07
1990,3.7650178752457464e-07,1.476584401416403e-07
1991,4.050272344180428e-07,1.266076452566267e-07
1992,4.303266525340632e-07,1.5317644397327967e-07
1993,3.888523703032831e-07,1.800242444005562e-07
1994,4.4942373467193875e-07,1.6774266953234473e-07
1995,3.513748012551332e-07,1.5833556687994133e-07
1996,3.832750223864423e-07,1.606765778205954e-07
1997,3.7639921579568636e-07,1.5823151500171662e-07
1998,4.1244317294797384e-07,1.6545408243473503e-07
1999,4.41938460937763e-07,1.585859763508779e-07
2000,4.2766545327310723e-07,1.6125814283896034e-07
2001,4.1183389631882505e-07,1.4107502011029283e-07
2002,4.3987462650108e-07,1.5860021562730253e-07
2003,4.3919367520572905e-07,1.912617619836965e-07
2004,4.074431956269109e-07,1.845607471295807e-07
2005,4.386652152632564e-07,1.7564623533417034e-07
2006,5.003236176470693e-07,2.0383555465741665e-07
2007,4.6016404287030355e-07,2.8320860678832105e-07
2008,5.60279079131476e-07,3.3335751936647284e-07
2009,4.982761296901117e-07,3.566607915672648e-07
2010,4.808821323365464e-07,4.78992603802908e-07
2011,5.231193493937525e-07,4.852620349993231e-07
2012,5.851910166443375e-07,6.21616550233739e-07
2013,4.6327368119492007e-07,6.54886548545619e-07
2014,4.350379390061221e-07,7.282392289198469e-07
2015,4.721305495447581e-07,7.015461278570001e-07
2016,5.134851863708434e-07,6.907919214427238e-07
2017,5.780874556826632e-07,7.745567245365237e-07
2018,6.1851940724722e-07,8.49818832193705e-07
2019,5.992270188936999e-07,8.08918230177369e-07
