year,en_PRON envoie_VERB,en_PRON renvoie_VERB
1921,2.324833445754848e-07,2.574734203619755e-08
1922,1.9182631660896732e-07,3.6889677090812256e-08
1923,1.8153271241772018e-07,2.1231896241147297e-08
1924,2.3204924559649953e-07,3.480738541838946e-08
1925,2.232630151866033e-07,3.079489729884699e-08
1926,1.9282819607724377e-07,4.0126099776216506e-08
1927,1.928815862584088e-07,2.7873062080630007e-08
1928,1.9995572131392692e-07,2.9707706517001498e-08
1929,2.205800484489373e-07,3.4535258208734376e-08
1930,1.964173890200982e-07,2.10072066408884e-08
1931,1.9389106853395788e-07,3.307553342324354e-08
1932,2.0823119939450407e-07,4.383814555808385e-08
1933,2.362956479373679e-07,4.3588517684156614e-08
1934,1.8691264358494664e-07,3.2350264689284813e-08
1935,2.1303546304807242e-07,2.2739740757060645e-08
1936,1.564088165650901e-07,2.7886843056990074e-08
1937,1.7249831785193237e-07,2.895957251780601e-08
1938,1.9058865063925623e-07,2.074434313215079e-08
1939,1.7894039672228246e-07,2.2941076593951948e-08
1940,1.8257637179885933e-07,2.028626333583361e-08
1941,2.8924725370416127e-07,2.3612020783048138e-08
1942,2.4273694521070865e-07,1.517105907566929e-08
1943,2.0032322822771675e-07,3.193558839598154e-08
1944,2.0243072640369064e-07,9.639558484764166e-09
1945,1.9170835230397643e-07,1.9606536838523425e-08
1946,1.4477947729574225e-07,8.352662561605939e-09
1947,2.0623106422590354e-07,1.3112957830685446e-08
1948,1.5981675005605211e-07,2.174377655705939e-08
1949,1.6983423734018288e-07,1.1780409536754632e-08
1950,1.1379836450942094e-07,4.3604980959344175e-08
1951,1.7697927034987515e-07,1.2793682557799002e-08
1952,1.8137062340883858e-07,1.7926167217297007e-08
1953,1.713038528805555e-07,1.723812381726475e-08
1954,1.4561078387487214e-07,2.5408594339637602e-08
1955,1.7926511475252482e-07,3.003394510869839e-08
1956,1.482594029766915e-07,1.4825940475304833e-08
1957,1.4577811668914364e-07,3.0922631566454584e-08
1958,1.505548254954192e-07,3.22617488279775e-08
1959,1.619906271344007e-07,1.8601795659378695e-08
1960,1.377245837375085e-07,2.2838749558218296e-08
1961,1.598076693198891e-07,3.682524507553353e-08
1962,1.8328253759136715e-07,3.424656469519505e-08
1963,1.4742600740191847e-07,2.133797494252576e-08
1964,2.1780606118682044e-07,3.04198408684897e-08
1965,1.5978366718627512e-07,2.8454625322638094e-08
1966,1.789121171213992e-07,2.658755882123387e-08
1967,1.651662415724786e-07,3.303324902503846e-08
1968,1.5046242651806097e-07,4.1321026600371624e-08
1969,1.7122427209415036e-07,5.5863619508045304e-08
1970,1.9636556203295186e-07,3.954903604608262e-08
1971,1.53638083588703e-07,2.3122789016838396e-08
1972,1.55443444782577e-07,1.898154344814884e-08
1973,1.3617612637517595e-07,3.3079221140042137e-08
1974,1.1926212550861237e-07,3.037808582462276e-08
1975,1.8505195953366638e-07,2.9699696924012642e-08
1976,1.1884135631134995e-07,1.9425991482080462e-08
1977,1.1459724902351809e-07,2.5857840313392444e-08
1978,1.31287066551522e-07,1.900989232694883e-08
1979,1.1411348310730318e-07,3.4526642878063285e-08
1980,1.4269728865201614e-07,2.21720881654619e-08
1981,1.1702266533575312e-07,2.909752794266751e-08
1982,1.5953280296798766e-07,3.662426451001011e-08
1983,1.282009094438763e-07,2.7155859783078995e-08
1984,1.2757818979025615e-07,2.667543874679268e-08
1985,1.3414694421953754e-07,2.466378745680231e-08
1986,1.2708309782283322e-07,1.978180286243969e-08
1987,1.399377111965805e-07,3.116516467116526e-08
1988,1.2892590461888176e-07,4.017691068725071e-08
1989,1.6025316540435597e-07,4.006329135108899e-08
1990,1.247741039378525e-07,3.0512445903241314e-08
1991,1.2367691226700117e-07,2.5204300868608698e-08
1992,1.1736180738353141e-07,3.0855687782604946e-08
1993,1.240782410150132e-07,2.3264671966671813e-08
1994,1.34510628413409e-07,3.0594573985354145e-08
1995,1.2580085240188055e-07,2.331653803366862e-08
1996,1.19573257961747e-07,2.7224270837677977e-08
1997,1.2274929872546636e-07,3.787966562640577e-08
1998,1.5591783153467986e-07,3.814503202193009e-08
1999,1.2476648691972514e-07,2.8792268125243936e-08
2000,1.0382373716311122e-07,3.843687323978884e-08
2001,1.1303526292749666e-07,3.417345340039901e-08
2002,1.296841531939208e-07,2.6287329646379476e-08
2003,1.358416881203084e-07,3.208530685583355e-08
2004,1.4315571661427384e-07,2.8190664025373735e-08
2005,1.3015836941576708e-07,2.9724747108161864e-08
2006,1.3589036029770796e-07,2.6766285188273287e-08
2007,1.382089891421856e-07,2.7162460725094206e-08
2008,1.3198062731589744e-07,2.171294255504108e-08
2009,1.5210534343168547e-07,3.4330987830344384e-08
2010,1.1573293079436553e-07,2.692562084405381e-08
2011,6.883149694658641e-08,3.135657067332431e-08
2012,1.0859566401677512e-07,2.4510619311968185e-08
2013,1.252317076705367e-07,2.2034088331679413e-08
2014,1.4118703006715805e-07,1.9489005964601347e-08
2015,1.0972048158919279e-07,2.2830725754374726e-08
2016,1.3401570697624265e-07,2.2163337831671015e-08
2017,9.760572083905572e-08,2.2892063356039216e-08
2018,1.0713086595615096e-07,2.6072813241739823e-08
2019,1.397941247205381e-07,2.7040469419148394e-08
