year,en_ADP athée_NOUN,en_ADP raté_NOUN
1800,4.7162467708972144e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,0.0,0.0
1804,2.9662212241987618e-08,0.0
1805,8.528632911009026e-09,0.0
1806,0.0,0.0
1807,3.131650672116848e-08,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,3.7081662185300956e-08,0.0
1817,0.0,0.0
1818,2.384235386898581e-08,0.0
1819,3.726378139390363e-08,0.0
1820,9.493184904840746e-09,0.0
1821,2.465372084259343e-08,0.0
1822,9.023054303725075e-09,0.0
1823,6.917880934764753e-09,0.0
1824,1.3473780313688621e-08,0.0
1825,1.8491430608946757e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,1.8434546333878643e-08,0.0
1828,8.255071126672675e-09,0.0
1829,3.429270423183084e-09,0.0
1830,7.305785310052215e-09,0.0
1831,2.3386808933878456e-08,0.0
1832,2.705993873419743e-09,0.0
1833,2.20088942626262e-08,0.0
1834,4.667265685043276e-09,0.0
1835,6.050470346963266e-09,0.0
1836,1.1425274948351216e-08,0.0
1837,5.5663127440652715e-09,0.0
1838,7.574594285131298e-09,0.0
1839,1.5381244722334486e-08,0.0
1840,2.165694112932215e-08,0.0
1841,1.4767261191650505e-08,0.0
1842,1.6770663080478698e-08,0.0
1843,3.2488010504039266e-08,0.0
1844,1.4270259640625227e-08,0.0
1845,2.511102614732863e-08,0.0
1846,1.1709002656346001e-08,0.0
1847,1.1865092020002521e-08,5.393223645455691e-10
1848,1.850401076808339e-08,0.0
1849,5.02764896381791e-09,0.0
1850,9.504594444820214e-09,0.0
1851,1.1608989325395669e-08,0.0
1852,2.278690836021724e-08,0.0
1853,1.4929829372789527e-08,0.0
1854,1.0910895298366086e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,1.2425253714809514e-08,5.177189232874468e-10
1857,1.610898081594314e-08,0.0
1858,1.663849857891364e-08,0.0
1859,2.7497735644033128e-08,5.092173349652285e-10
1860,3.661747127736703e-09,0.0
1861,5.187560159214399e-09,0.0
1862,1.9879140111811466e-08,0.0
1863,7.991393324857654e-09,0.0
1864,2.3014694150447212e-08,0.0
1865,1.97687466396701e-08,0.0
1866,1.9462451206209153e-08,0.0
1867,2.329349513274792e-08,0.0
1868,1.0867722721741302e-08,0.0
1869,8.30198221279943e-09,4.883519144627257e-10
1870,9.17447806614291e-09,0.0
1871,1.0621177271019633e-08,2.1242354542039266e-09
1872,9.071008832961525e-09,0.0
1873,1.5563610844537834e-08,0.0
1874,9.559374625212058e-09,0.0
1875,9.7265964171811e-09,5.721527140956084e-10
1876,1.813804484385173e-08,0.0
1877,1.9172929910382663e-08,0.0
1878,2.113680963589104e-08,0.0
1879,1.5273313280772527e-08,0.0
1880,2.4387816210946767e-08,0.0
1881,1.1853263259808955e-08,0.0
1882,1.1314154946262533e-08,6.655385131892899e-10
1883,1.0110942305630033e-08,0.0
1884,1.650424152899177e-08,0.0
1885,7.7347630522695e-09,0.0
1886,1.2906927304712212e-08,0.0
1887,1.566941915109865e-08,0.0
1888,1.521747483579361e-08,0.0
1889,1.2530273707511697e-08,6.265136742733546e-10
1890,1.1797895382859025e-08,0.0
1891,7.649063604731055e-09,0.0
1892,1.817868522380195e-08,0.0
1893,9.853466487186324e-09,0.0
1894,1.1342770278588432e-08,6.301539290376468e-10
1895,3.0093072478365457e-09,1.8055843487019274e-09
1896,6.48673198488936e-09,0.0
1897,8.740070001067579e-09,0.0
1898,3.960848538042683e-09,1.6975064687230201e-09
1899,8.291367592505594e-09,1.6582735185011188e-09
1900,1.8168686000130663e-08,1.5573159428683425e-09
1901,4.470991243898936e-09,0.0
1902,1.0311596243539611e-08,4.910283846193408e-10
1903,4.860198465905796e-09,5.400220270956879e-10
1904,1.0964235297450386e-07,0.0
1905,1.90948084011211e-08,5.160759042333041e-10
1906,3.0865106026567446e-09,5.144184522798412e-10
1907,8.228549397415463e-09,5.142843373384665e-10
1908,5.402527980535865e-09,0.0
1909,2.2003934230241384e-09,5.500983557560346e-10
1910,5.344150677544235e-10,5.344150677544235e-10
1911,4.25629931299909e-09,0.0
1912,5.730363294986773e-09,1.0418842455450772e-09
1913,8.484783542428431e-09,0.0
1914,7.366418142140674e-09,6.696743715117748e-10
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,2.0836205649743533e-08,0.0
1918,8.040463406189247e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,4.543339038320937e-09,7.572231730534895e-10
1921,6.058197943303867e-09,0.0
1922,8.853522359686394e-09,0.0
1923,6.369568872344189e-09,0.0
1924,2.578324886925998e-09,0.0
1925,8.798542339150117e-09,0.0
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.1426041446327417e-08,0.0
1929,1.1140406375176326e-09,0.0
1930,7.352522590764465e-09,0.0
1931,0.0,0.0
1932,3.287861094491973e-09,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,6.295559185076627e-09,0.0
1938,7.779128452511941e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.2678914584896006e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,4.357008087652048e-09
1946,1.1136883415474585e-08,0.0
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,6.523132700664291e-09,0.0
1949,2.945102384188658e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,6.396841278899501e-09,0.0
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,0.0
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,7.508486277174597e-09,9.385607846468247e-10
1956,5.232684952005684e-09,0.0
1957,1.0602045463770082e-08,8.835037701437898e-10
1958,1.0753916868111446e-08,2.4816730892496253e-09
1959,1.4726421193600459e-08,0.0
1960,4.844583401109048e-09,2.7683333403416555e-09
1961,1.181187059273725e-08,1.3896318540318475e-09
1962,1.5220695481765745e-08,6.341956404476434e-10
1963,1.4871922360271128e-08,0.0
1964,2.0077095319592786e-08,6.083968329129164e-10
1965,1.0396882466068291e-08,5.472043373977442e-10
1966,8.30861190959098e-09,1.1078149508847446e-09
1967,1.4297973249810525e-08,1.9721342336964653e-09
1968,1.1677681044375277e-08,0.0
1969,2.2708788183223305e-09,0.0
1970,1.0577067222072856e-08,1.8394900047624674e-09
1971,7.193756590417877e-09,0.0
1972,3.5911027485013847e-09,0.0
1973,2.7566018911961976e-09,2.205281512956958e-09
1974,9.00091468025721e-09,0.0
1975,7.4249242310031605e-09,2.8557400888473694e-09
1976,1.085570122683066e-08,0.0
1977,7.639816612670103e-09,0.0
1978,8.910887139279566e-09,1.1881182704343018e-09
1979,4.681578680276743e-09,0.0
1980,9.664756328575663e-09,2.2740602734216964e-09
1981,1.2018544381930951e-08,0.0
1982,6.207502400989995e-09,6.207502289967692e-10
1983,8.209910418166544e-09,0.0
1984,1.449752107252067e-08,5.799008495621649e-10
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,1.1389522214244607e-08,1.7983456945813714e-09
1987,6.721898593298192e-09,3.6664902225425067e-09
1988,6.596209356501959e-09,5.996553809062277e-10
1989,6.585746614717891e-09,0.0
1990,8.172976073694826e-09,3.814055737905164e-09
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,8.264915862810085e-09,2.2039776670368383e-09
1993,1.1632335983335906e-08,1.1078414852150331e-09
1994,1.0549853324270941e-08,1.5824779264761446e-09
1995,9.760411145975922e-09,5.964695848348356e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,9.589788629860152e-09,3.3564262480467733e-09
1998,1.144351013948608e-08,3.814503379828693e-09
1999,2.0108885223635298e-08,4.113180906983871e-09
2000,1.1928684928719235e-08,3.092622158362701e-09
2001,8.762423675534592e-09,2.190605918883648e-09
