year,bien_ADV appliquer_VERB,bien_ADV rappliquer_VERB
1890,9.962667490981403e-08,0.0
1891,7.33035321331954e-08,0.0
1892,9.026658176480851e-08,0.0
1893,9.545545509581643e-08,0.0
1894,8.381046967542716e-08,6.301539290376468e-10
1895,1.3361324135985342e-07,0.0
1896,8.845543675306544e-08,0.0
1897,1.2702236062978045e-07,5.826713556089658e-10
1898,1.1203542982229919e-07,0.0
1899,1.0889329615793031e-07,0.0
1900,9.291984781611973e-08,0.0
1901,7.433023085923196e-08,0.0
1902,1.0949933226811481e-07,0.0
1903,7.398301704597543e-08,0.0
1904,1.0265534200470938e-07,0.0
1905,9.650619148260375e-08,0.0
1906,8.076369795162464e-08,0.0
1907,7.19998070053407e-08,0.0
1908,8.791386107986909e-08,0.0
1909,7.756386821711203e-08,0.0
1910,7.53525242203068e-08,0.0
1911,8.033764942183552e-08,0.0
1912,8.230885839566326e-08,0.0
1913,1.0181740606185485e-07,0.0
1914,6.830678245250965e-08,0.0
1915,7.893110165468897e-08,0.0
1916,1.0218339951961752e-07,0.0
1917,8.444146715191891e-08,0.0
1918,1.1026921242773824e-07,1.1486376294556067e-09
1919,1.0036554698444888e-07,0.0
1920,8.632343906356255e-08,0.0
1921,1.1056211235427327e-07,0.0
1922,5.902348476638508e-08,7.377935484775833e-10
1923,8.598917844437892e-08,0.0
1924,7.34822620529485e-08,0.0
1925,8.578578558626759e-08,0.0
1926,7.022067194384363e-08,0.0
1927,5.4631200896437804e-08,0.0
1928,7.769708076921233e-08,0.0
1929,8.021092412491271e-08,0.0
1930,4.8316575629314684e-08,0.0
1931,7.185374784057785e-08,0.0
1932,8.329247691563069e-08,0.0
1933,5.850037609889114e-08,0.0
1934,6.709684896577528e-08,0.0
1935,4.4282650435434334e-08,0.0
1936,7.032334536916096e-08,0.0
1937,6.673292318737367e-08,0.0
1938,5.4453899167583586e-08,1.2965214457594243e-09
1939,6.576441791139587e-08,0.0
1940,6.339457314652464e-08,0.0
1941,4.7224041566096275e-08,0.0
1942,7.888950648293758e-08,0.0
1943,4.935499831049128e-08,0.0
1944,5.1410978585408884e-08,0.0
1945,5.010559434026618e-08,2.178504043826024e-09
1946,5.150808490839154e-08,0.0
1947,6.07964452115084e-08,0.0
1948,7.175445659868274e-08,0.0
1949,5.3993545634511975e-08,0.0
1950,4.785912821603233e-08,1.0635361480382244e-09
1951,5.757156884556025e-08,2.1322803522849654e-09
1952,8.014050933979888e-08,0.0
1953,4.5250075686453783e-08,0.0
1954,4.10446503451567e-08,0.0
1955,5.162084448784299e-08,0.0
1956,5.232685040823526e-08,0.0
1957,5.742774433770137e-08,0.0
1958,5.6251256097539226e-08,0.0
1959,4.417926291466756e-08,0.0
1960,5.3982500247684584e-08,0.0
1961,4.933193054057483e-08,0.0
1962,4.122271590745186e-08,0.0
1963,5.6254663149957196e-08,0.0
1964,6.631525195643917e-08,0.0
1965,6.292849974443016e-08,0.0
1966,4.265087483190655e-08,0.0
1967,6.409436537069269e-08,0.0
1968,6.737123925404376e-08,4.4914158503495116e-10
1969,6.721801781850445e-08,2.2708788183223305e-09
1970,6.3002531192069e-08,4.5987250119061684e-10
1971,5.498085187127799e-08,5.138397485282553e-10
1972,5.284051241005727e-08,0.0
1973,4.410562937096074e-08,0.0
1974,5.40054898579001e-08,0.0
1975,3.998036035568475e-08,0.0
1976,4.399415587386102e-08,5.713526873840635e-10
1977,5.582942819160053e-08,0.0
1978,3.5643548557118265e-08,0.0
1979,4.096381189810927e-08,0.0
1980,3.809050852510154e-08,0.0
1981,4.1748627666038374e-08,0.0
1982,3.972801465579323e-08,0.0
1983,3.915495838668903e-08,0.0
1984,3.537395087960249e-08,1.1598016991243298e-09
1985,3.7296459254321235e-08,0.0
1986,4.7356433441336776e-08,5.994485463567401e-10
1987,3.483165755824302e-08,0.0
1988,4.257553243292023e-08,0.0
1989,3.1831110192115375e-08,0.0
1990,4.35892069106103e-08,0.0
1991,4.5719428243273796e-08,0.0
1992,3.361066092111287e-08,0.0
1993,4.985286850001103e-08,0.0
1994,4.114442830882581e-08,2.1099706426497278e-09
1995,3.958389171998533e-08,0.0
1996,4.804282838222207e-08,0.0
1997,4.5072006571444945e-08,0.0
1998,3.9575471788566574e-08,4.768129224785866e-10
1999,5.210029385693815e-08,0.0
2000,4.373851325567557e-08,0.0
2001,4.600272518473503e-08,0.0
2002,3.9430993581390794e-08,0.0
2003,4.166922806803086e-08,8.333845835650777e-10
2004,4.492887129003975e-08,0.0
2005,3.918261981539217e-08,0.0
2006,4.612036619278115e-08,0.0
2007,3.994479413904628e-08,0.0
2008,3.7039725953036395e-08,1.7029758714315335e-09
2009,3.576144536054926e-08,0.0
2010,4.7237929123866707e-08,0.0
2011,4.244608931003313e-08,3.82397197240536e-10
2012,3.608507981311959e-08,1.0212758416727752e-09
2013,3.8489925913154366e-08,1.1156500168141292e-09
2014,3.291476602385046e-08,8.661780737106994e-10
2015,4.078498605508685e-08,8.866301581811342e-10
2016,3.811265614217518e-08,2.0713400439298368e-10
2017,3.1696703928218994e-08,5.031222660711876e-10
2018,3.743126697486332e-08,2.5814667070633845e-10
2019,3.9285211528294894e-08,7.65296326310505e-10
