year,bien_ADV avoir_VERB,bien_ADV ravoir_VERB
1866,2.2902440832694992e-06,4.865612912574591e-10
1867,2.3647751277167117e-06,8.249779526181555e-09
1868,2.2634503693552688e-06,2.9639244392143382e-09
1869,2.6209847874270054e-06,4.883519366671862e-09
1870,2.361281303819851e-06,1.4335121534259088e-08
1871,2.027582695518504e-06,1.0621177271019633e-09
1872,2.368742798353196e-06,9.675742873582749e-09
1873,2.3890142983873375e-06,1.1972008939764578e-09
1874,2.497386731192819e-06,7.169530746864439e-09
1875,2.5615277081669774e-06,5.721527140956084e-10
1876,2.4486359961883863e-06,6.04601479992084e-10
1877,2.6402979074191535e-06,2.4739263970730008e-09
1878,2.530982101234258e-06,1.0870359723469392e-08
1879,2.6569455258140806e-06,8.55305515301552e-09
1880,2.7417038381827297e-06,5.134277003548959e-09
1881,2.7855166990775615e-06,0.0
1882,3.0002477160451235e-06,2.6621540527571597e-09
1883,2.5365825422341004e-06,3.159669414998234e-09
1884,2.465733814460691e-06,5.281357573494461e-09
1885,2.281755087096826e-06,1.933690763067375e-09
1886,2.3271190912055317e-06,5.808117542471791e-09
1887,2.4894789021345787e-06,1.3057849246322917e-09
1888,2.6700329271989176e-06,5.706553452000662e-09
1889,2.457813252476626e-06,0.0
1890,2.3353279630100587e-06,3.2771931834929546e-09
1891,2.3769466679368634e-06,1.9122659011827636e-09
1892,2.433436520732357e-06,3.761107425503951e-09
1893,2.4258001758425962e-06,6.158416554491453e-10
1894,2.508642864995636e-06,2.520615716150587e-09
1895,2.284666152263526e-06,6.018614495673091e-10
1896,2.4991609279823024e-06,5.897029087265082e-09
1897,2.300969072166481e-06,1.7480140668268973e-09
1898,2.5807755719142733e-06,5.6583548957434e-10
1899,2.4498226594005246e-06,3.8693048765026106e-09
1900,2.355180868107709e-06,8.824790675987515e-09
1901,2.4931364350777585e-06,7.824234593556412e-09
1902,2.2773897399019916e-06,3.928227076954727e-09
1903,2.5667247882665833e-06,5.400220270956879e-10
1904,2.5368231035827193e-06,5.374625189347171e-10
1905,2.533416591177229e-06,0.0
1906,2.8843442123616114e-06,2.0576738091193647e-09
1907,2.760678398772143e-06,1.028568674676933e-09
1908,2.758236178124207e-06,2.4556945366072114e-09
1909,2.7438904908194672e-06,1.1001967115120692e-09
1910,2.9991374503879342e-06,3.206490406526541e-09
1911,2.830970970535418e-06,3.1922244847493175e-09
1912,2.952700015157461e-06,8.335073964360618e-09
1913,2.785130163829308e-06,5.302989602995467e-09
1914,2.7691035029420163e-06,6.696743715117748e-10
1915,2.6801233161677374e-06,0.0
1916,2.7611492896539858e-06,4.394984820521586e-09
1917,2.3994537059479626e-06,3.289927441585405e-09
1918,2.3650447928957874e-06,5.743188147278033e-09
1919,2.5376830308232456e-06,0.0
1920,2.4723335627641063e-06,0.0
1921,2.6125978820346063e-06,6.815472630705699e-09
1922,2.7637745461106533e-06,3.6889677978990676e-09
1923,2.957603101094719e-06,3.1847844361720945e-09
1924,3.019218411282054e-06,0.0
1925,3.0113010325294454e-06,5.499089184013428e-09
1926,3.057385811189306e-06,3.343841648018042e-09
1927,3.1842187127040233e-06,1.2264147031260109e-08
1928,3.025615797014325e-06,0.0
1929,3.0346466246555792e-06,3.342121912552898e-09
1930,3.0575990876968717e-06,3.1510811737689437e-09
1931,2.7498315375851234e-06,0.0
1932,3.13223563352949e-06,0.0
1933,2.793106204990181e-06,3.4411986593596566e-09
1934,2.8671920517808758e-06,1.1981580172459871e-09
1935,2.986086883538519e-06,1.196828414151696e-09
1936,3.0008668545633554e-06,0.0
1937,2.908548367486219e-06,2.5182236296217297e-09
1938,2.6708341920311796e-06,1.2965214457594243e-09
1939,3.1153981581155676e-06,0.0
1940,3.0175817755662138e-06,5.0715658339584024e-09
1941,3.562463689377182e-06,5.9030051957620344e-09
1942,3.364940766914515e-06,0.0
1943,3.364849590070662e-06,0.0
1944,3.463814664428355e-06,0.0
1945,3.128331854895805e-06,4.357008087652048e-09
1946,3.0584665182686877e-06,2.7842208538686464e-09
1947,2.906308282035752e-06,0.0
1948,2.899532546507544e-06,3.2615663503321457e-09
1949,2.7153844257554738e-06,1.9634016634739737e-09
1950,2.7854011932504363e-06,1.0635361480382244e-09
1951,2.9286870812939014e-06,0.0
1952,3.033740085811587e-06,0.0
1953,2.9412549338303506e-06,0.0
1954,2.8643303267017473e-06,0.0
1955,2.8288222893024795e-06,9.385607846468247e-10
1956,2.836115299942321e-06,0.0
1957,2.8007068522128975e-06,1.7670075402875796e-09
1958,2.676898020581575e-06,0.0
1959,2.723612851696089e-06,3.100299128533379e-09
1960,2.7295766358292894e-06,1.3841666701708277e-09
1961,2.836933390426566e-06,6.948159270159238e-10
1962,2.7955343284702394e-06,1.9025869768540815e-09
1963,2.7086296086054062e-06,0.0
1964,3.0060887183935847e-06,6.083968329129164e-10
1965,2.8881445359729696e-06,2.73602163147757e-09
1966,2.8598242352018133e-06,8.862519607077957e-09
1967,2.5903982532327063e-06,1.9721342336964653e-09
1968,2.7900675831915578e-06,1.7965663401398047e-09
1969,2.4807081899780314e-06,1.3625273131978588e-09
1970,2.4782530090305954e-06,1.8394900047624674e-09
1971,2.5275776351918466e-06,1.0276794970565106e-09
1972,2.4419498458883027e-06,0.0
1973,2.5244960397685645e-06,5.513203782392395e-10
1974,2.4437483716610586e-06,1.1251143350321513e-09
1975,2.4199541712732753e-06,0.0
1976,2.3968245841388125e-06,1.142705374768127e-09
1977,2.378333647357067e-06,5.876781838942691e-10
1978,2.4160385692084674e-06,2.970295565063452e-09
1979,2.5590679797460325e-06,1.7555920051037788e-09
1980,2.348535645069205e-06,1.7055452605774235e-09
1981,2.3961181341292104e-06,0.0
1982,2.456308720866218e-06,6.207502289967692e-10
1983,2.3739273729006527e-06,1.89459470334441e-09
1984,2.3572970349050593e-06,2.8995041922996734e-09
1985,2.5102924610109767e-06,6.015558051686298e-10
1986,2.542860784160439e-06,1.7983456945813714e-09
1987,2.4987130018416792e-06,1.8332451112712533e-09
1988,2.3668396806897363e-06,2.398621523624911e-09
1989,2.352757974222186e-06,5.488122178931576e-10
1990,2.193082082158071e-06,2.179460389939436e-09
1991,2.413751417407184e-06,5.861465202094962e-10
1992,2.373132929278654e-06,1.1019888335184191e-09
1993,2.3065260847943136e-06,1.661762283333701e-09
1994,2.3230777514982037e-06,5.274926606624319e-10
1995,2.205852979386691e-06,5.422450821690461e-10
1996,2.2766962501918897e-06,3.2028553142993132e-09
1997,2.2607928258366883e-06,9.58978896292706e-10
1998,2.162823420803761e-06,9.536258449571733e-10
1999,2.2078640995459864e-06,1.8280804647829996e-09
2000,2.0610116280295188e-06,0.0
2001,2.157308699679561e-06,1.3143635069212678e-09
2002,2.1516177639568923e-06,2.1906108038649563e-09
2003,2.158049483114155e-06,1.2500769308587678e-09
2004,2.159669065804337e-06,1.3214374039449694e-09
2005,2.1185637706366833e-06,1.8014998381943315e-09
2006,2.2055419321986847e-06,8.235779835885637e-10
2007,2.224126092187362e-06,1.1983438685803094e-09
2008,2.2300469026959036e-06,0.0
2009,2.231990947620943e-06,9.53638501499654e-10
2010,2.4814085008983966e-06,4.723793023408973e-10
2011,2.4389294139837148e-06,1.911985902935953e-09
2012,2.784678827083553e-06,3.4042526575461807e-09
2013,3.026200602107565e-06,1.1156500168141292e-09
2014,3.060856670344947e-06,4.114345752981308e-09
2015,3.0602038805227494e-06,2.438232948875907e-09
2016,3.0450769372691866e-06,1.4499380585064614e-09
2017,2.7467960990179563e-06,7.54683426862357e-10
2018,3.1220258733810624e-06,3.872199894061623e-09
2019,3.0124615477689076e-06,1.7856913725466939e-09
