year,en_PRON appellerai_VERB,en_PRON rappellerai_VERB
1800,0.0,6.288328968651058e-09
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,0.0
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.842877711017877e-09,8.528632911009026e-09
1806,0.0,0.0
1807,1.4234775136401367e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,1.0028307073639553e-08
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,4.6352077731626196e-09
1817,0.0,6.227493631882908e-09
1818,1.1921177378582115e-09,0.0
1819,7.24573512300708e-09,0.0
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,0.0
1822,0.0,6.015369535816717e-09
1823,0.0,6.917880934764753e-09
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,2.642395191543301e-09,1.7615968683770689e-09
1827,3.6869092223668076e-09,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,2.571952872898464e-09
1830,2.0873671680021744e-09,3.1310507520032616e-09
1831,1.5591206103948707e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,8.117981842303834e-09
1833,1.1583628500844156e-09,4.6334514003376626e-09
1834,9.334530925997342e-10,9.334530925997342e-10
1835,7.563087933704082e-10,1.5126175867408165e-09
1836,1.3441500135158435e-09,6.720750067579218e-10
1837,2.0873671680021744e-09,1.3915781860163179e-09
1838,5.049729523420865e-09,6.312161904276081e-09
1839,0.0,3.4957374772659477e-09
1840,2.5478754661634184e-09,5.095750932326837e-09
1841,6.420548537278137e-10,0.0
1842,1.341653010911159e-09,0.0
1843,5.906911071384968e-10,0.0
1844,1.6465684371524958e-09,1.097712254427563e-09
1845,0.0,5.580227946389016e-10
1846,1.1709002656346001e-09,1.7563503984519002e-09
1847,0.0,2.1572894581822766e-09
1848,2.413566457803995e-09,0.0
1849,0.0,2.513824481908955e-09
1850,6.788996032014438e-10,6.788996032014438e-10
1851,1.2898877521649865e-09,7.094382858952031e-09
1852,0.0,0.0
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,1.0391328908454511e-09,1.0391328908454511e-09
1855,5.306937111981824e-10,2.653468555990912e-09
1856,5.177189232874468e-10,8.28350277259915e-09
1857,9.763018171682347e-10,3.4170564155999728e-09
1858,4.893676019968041e-10,9.787352039936081e-10
1859,5.092173349652285e-10,0.0
1860,9.154367819341758e-10,2.746310290291376e-09
1861,0.0,5.659156698811785e-09
1862,1.8071945051545413e-09,2.2589932147099034e-09
1863,9.989241656072068e-10,1.9978483312144135e-09
1864,5.274200631788517e-09,4.31525504218655e-09
1865,0.0,4.23615986733239e-09
1866,2.919367858567057e-09,4.379051787850585e-09
1867,4.85281148598915e-10,1.94112459439566e-09
1868,1.4819622196071691e-09,4.44588676984381e-09
1869,2.9301114867763545e-09,2.441759683335931e-09
1870,1.1468097582678638e-09,2.2936195165357276e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.047339295989218e-10,6.652073114565837e-09
1873,2.3944017879529156e-09,5.387403856360606e-09
1874,1.1949218281515073e-09,9.559374625212058e-09
1875,3.432916173551348e-09,1.1443054281912168e-09
1876,1.813804439976252e-09,0.0
1877,2.4739263970730008e-09,3.0924081073635534e-09
1878,1.8117265465633636e-09,3.6234530931267273e-09
1879,1.221865053580018e-09,6.109325489944695e-09
1880,3.2089231272180996e-09,3.2089231272180996e-09
1881,2.7890030285249168e-09,2.7890030285249168e-09
1882,4.6587693702804245e-09,4.6587693702804245e-09
1883,1.8958017378167824e-09,6.319338829996468e-09
1884,6.601696966868076e-10,3.300848483434038e-09
1885,2.5782542767416317e-09,7.090199094506033e-09
1886,2.5813855497602844e-09,2.5813855497602844e-09
1887,3.264462256069578e-09,4.570247291724172e-09
1888,0.0,1.268122939990235e-09
1889,0.0,5.012109394186837e-09
1890,6.554386478008212e-10,7.209825181320184e-09
1891,6.374220040683554e-10,5.736798147637501e-09
1892,2.5074049503359674e-09,6.268512375839919e-09
1893,2.463366621796581e-09,1.1085149687062312e-08
1894,6.301539290376468e-10,1.0082462864602348e-08
1895,1.8055843487019274e-09,6.018614495673091e-09
1896,0.0,5.897029087265082e-09
1897,1.1653427112179315e-09,2.9133566670225264e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,1.1055156790007459e-09,4.4220627160029835e-09
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,1.676621730339889e-09,1.0059729937950124e-08
1902,1.9641135384773634e-09,5.892340837476695e-09
1903,1.0800440541913758e-09,4.860198021816586e-09
1904,1.0749250378694342e-09,3.2247751136083025e-09
1905,0.0,8.257214467732865e-09
1906,2.0576738091193647e-09,6.1730215383803966e-09
