year,un_DET habit_NOUN,un_DET rabbi_NOUN
1865,2.629243326168762e-06,5.177528850097701e-09
1866,2.6138073430104214e-06,1.8002767387947927e-08
1867,2.714177540497076e-06,4.852811308353466e-08
1868,2.6107234987193806e-06,3.4579118457500613e-09
1869,2.7162134585978492e-06,6.836926913500463e-09
1870,2.372176030718265e-06,1.6628741494884025e-08
1871,2.0222721914819886e-06,8.496941816815706e-09
1872,2.4364730109027732e-06,2.4189357183956872e-09
1873,2.150172843329301e-06,4.788803575905831e-09
1874,2.448394862852865e-06,2.3898436007918633e-09
1875,2.3252286780461873e-06,7.437985227731758e-09
1876,2.6415038831828497e-06,2.418405919968336e-09
1877,2.5314450766700247e-06,7.4217790801967e-09
1878,2.525546960896463e-06,7.246906519320362e-09
1879,2.8121223749622004e-06,1.710611108318716e-08
1880,2.728226363046815e-06,7.701415505323439e-09
1881,2.2298080253335684e-06,7.669758217421219e-09
1882,2.28878701591384e-06,6.655384909848294e-09
1883,2.389974035565956e-06,1.4534479675365475e-08
1884,2.6558628007933294e-06,3.300848483434038e-09
1885,2.0651816825534297e-06,1.0313017162477678e-08
1886,1.9631437595535317e-06,6.453463874400711e-10
1887,2.0200493295874367e-06,3.2644623670918804e-09
1888,2.1532726961481785e-06,1.1413106459912115e-08
1889,2.046820124945725e-06,1.8795410228200637e-09
1890,1.914536284175483e-06,9.831579994568074e-09
1891,1.8332256530584345e-06,9.561330283069935e-09
1892,1.955149031118708e-06,1.5044430146105015e-08
1893,1.9454437421018156e-06,6.15841644346915e-09
1894,1.806651297897588e-06,1.1972924873759894e-08
1895,1.7616484697668966e-06,1.2037228991346183e-09
1896,1.864050851452248e-06,7.076434938024789e-09
1897,1.6938255882337216e-06,1.3984112756659783e-08
1898,1.5775493622527392e-06,1.13167097914868e-09
1899,1.8865625577291212e-06,7.185851913504848e-09
1900,1.7561333365279097e-06,3.6337372000261325e-09
1901,1.708477466166869e-06,1.2295225781944197e-08
1902,1.6164654610406615e-06,4.910284012726862e-09
1903,1.5995452926631515e-06,5.400220048912274e-09
1904,1.4210508680889689e-06,2.6873125946735854e-09
1905,1.576095868927041e-06,1.3934049913899571e-08
1906,1.6533408526697713e-06,1.131720617220111e-08
1907,1.8647950241756917e-06,6.68569621886661e-09
1908,1.8378418360498472e-06,3.929111258571538e-09
1909,1.8565819530635963e-06,3.300590023513905e-09
1910,1.8223553759355582e-06,1.4963621786101555e-08
1911,1.7429545664526813e-06,6.384448858476333e-09
1912,1.694103772820199e-06,3.646594803896619e-09
1913,1.763244092956029e-06,3.71209285532359e-09
1914,1.6299874694425398e-06,3.348371857558874e-09
1915,9.224336423585555e-07,2.3561523843085297e-09
1916,1.0295251762215685e-06,6.592477008737774e-09
1917,1.007814383058303e-06,4.386569774084137e-09
1918,1.0682329723010753e-06,2.2972752589112133e-09
1919,1.3130392133575697e-06,6.4454939163738345e-09
1920,1.3940478815754886e-06,1.514446346106979e-09
1921,1.514549509806784e-06,6.058197998815018e-09
1922,1.468946930316406e-06,1.1804696553596727e-08
1923,1.8015263876236531e-06,7.431163684401554e-09
1924,1.594693955553339e-06,9.02413699321869e-09
1925,1.792703002934104e-06,6.598906754362588e-09
1926,1.775579836049701e-06,3.3438415369957397e-09
1927,1.931045702008305e-06,1.3379070296082318e-08
1928,1.7287599938242693e-06,5.713020612141406e-09
1929,1.8426231633839052e-06,4.4561625500705304e-09
1930,1.506216701585572e-06,6.3021621254932825e-09
1931,1.6161390199442849e-06,5.7026783295555106e-09
1932,1.4291235821417558e-06,1.3151444155923286e-08
1933,1.2961848554482458e-06,9.176529980337023e-09
1934,1.1298630653300279e-06,9.585264137967897e-09
1935,1.4804767154430465e-06,3.590485242455088e-09
1936,1.2924945735903748e-06,1.2124714565686645e-09
1937,1.1206095482663159e-06,3.777335444432595e-09
1938,1.4248770128233446e-06,1.1668693011834819e-08
1939,1.1348185964266122e-06,2.141167065872196e-08
1940,1.3972164296660594e-06,1.2678914584896006e-08
1941,1.399012205638428e-06,2.3612020783048138e-08
1942,1.328984748028006e-06,0.0
1943,1.3093590958135337e-06,2.0322646676618206e-08
1944,1.2981272377032838e-06,3.2131861615880553e-09
1945,1.2787818199910816e-06,1.3071024707045353e-08
1946,1.2194887517580355e-06,1.2528993842408909e-08
1947,1.417391565894377e-06,9.536696765621855e-09
1948,1.233959252999739e-06,2.2830964674369625e-08
1949,1.2212358555530045e-06,2.159741818719141e-08
1950,1.3655804487200385e-06,6.381216666184741e-09
1951,1.4904639193957792e-06,6.3968411678771986e-09
1952,1.3328631638387378e-06,3.1634410646574906e-09
1953,1.163573326579126e-06,0.0
1954,1.0759562556472702e-06,1.3681550559141442e-08
1955,1.2435930756282687e-06,1.5016972998438405e-08
1956,1.4154412681932627e-06,6.976913491385517e-09
1957,1.0867096538191845e-06,4.417518795207798e-09
1958,1.1299884086213297e-06,1.6544487113634432e-08
1959,1.0409254329601936e-06,1.55014958647115e-08
1960,1.4014687934604808e-06,1.4533749814749086e-08
1961,1.19577823909367e-06,2.0844477921500015e-08
1962,1.4599183515429104e-06,1.5220694982165384e-08
1963,1.3520517114784525e-06,3.1037054482041526e-08
1964,1.3853195603985569e-06,1.155953976983426e-08
1965,1.3231400544100325e-06,1.969935559120728e-08
1966,1.36316624121946e-06,9.970334557962701e-09
1967,1.3908476930168945e-06,9.367637776591664e-09
1968,1.5410048277431088e-06,2.694849485229689e-08
1969,1.4034032034260235e-06,2.3617140465503894e-08
1970,1.2053257698596553e-06,1.655541059797372e-08
1971,1.2630181345230085e-06,1.8498230724972586e-08
1972,1.3553847892922022e-06,6.207477598607625e-08
1973,1.3386058270725698e-06,1.0475087464101307e-08
1974,1.002476832212551e-06,2.644018709530016e-08
1975,1.0109320331963545e-06,1.5420996923865005e-08
1976,9.907255584806762e-07,1.3712464441706373e-08
1977,9.714320263753962e-07,2.997158682349621e-08
1978,1.2510885376570968e-06,2.1386129422928946e-08
1979,1.2271588296641767e-06,7.022368020415115e-09
1980,1.046067779952864e-06,1.4781391610707573e-08
1981,1.1259478149838742e-06,3.352541239065587e-08
1982,1.0894166351249623e-06,1.8001756862950913e-08
1983,1.1127586319048532e-06,1.5788289786655696e-08
1984,1.1128297181528524e-06,2.3196033538397387e-08
1985,1.0491133561885135e-06,1.2632671686496622e-08
1986,1.1431483848411972e-06,2.5176838558405024e-08
1987,1.0553381031286335e-06,2.81097576326772e-08
1988,1.1105617794271438e-06,1.6790350609863225e-08
1989,1.1256138776616353e-06,2.030605206204683e-08
1990,8.685149879283927e-07,2.1794604454505873e-08
1991,1.0081720063226385e-06,3.047961927293841e-08
1992,9.504653508685124e-07,1.8733810502880033e-08
1993,1.1383070805948137e-06,2.437251267473073e-08
1994,1.0602602014131435e-06,4.747433879348506e-08
1995,1.1229895680031632e-06,1.6267352520582534e-08
1996,1.0580098788182113e-06,3.523140779115863e-08
1997,9.762405230873128e-07,1.8220598696494505e-08
1998,1.103821897885382e-06,3.814503368726463e-08
1999,1.108273814054428e-06,3.519054825318335e-08
2000,1.0338193163761389e-06,3.225163014430876e-08
2001,1.0747112888509491e-06,4.0745269380693117e-08
2002,1.1759198024208217e-06,3.373540635731587e-08
2003,1.1800725232546938e-06,2.791838388249701e-08
2004,1.0655189512931429e-06,3.391689243348317e-08
2005,1.1804327826325789e-06,4.278562093507077e-08
2006,1.1447734493685857e-06,3.129596293227621e-08
2007,1.2203134325261544e-06,2.9159701236958213e-08
2008,1.1422710848307815e-06,3.363377376608412e-08
2009,1.046618296030033e-06,3.6715082529781284e-08
2010,1.0486820265498409e-06,3.448368846026284e-08
2011,1.0435619852700029e-06,6.424272791516472e-08
2012,1.3024670622030499e-06,3.574465345934641e-08
2013,1.4363994083055331e-06,2.259191256293036e-08
2014,1.3464737662616244e-06,3.746220211819917e-08
2015,1.8787692575017445e-06,3.391360403615096e-08
2016,1.774102781126885e-06,4.01839974628615e-08
2017,1.0985674947505686e-06,2.5156112970492472e-08
2018,1.3317786375921514e-06,2.8654280892492778e-08
2019,1.5770205976650686e-06,2.831596335184372e-08
