year,en_ADP aigle_NOUN,en_ADP règles_NOUN
1901,2.6267072184005258e-08,9.165531622556955e-08
1902,1.9150106222998176e-08,8.200174050898568e-08
1903,3.0781255766498816e-08,7.236295118673297e-08
1904,1.7736262236667244e-08,8.599400302955473e-08
1905,1.3417973399043603e-08,9.186150862205977e-08
1906,8.7451136887573e-09,8.385021033063822e-08
1907,2.982849167665336e-08,8.331406320394308e-08
1908,1.4734167663732478e-08,6.188350454294778e-08
1909,2.4204327431220918e-08,8.636543924467333e-08
1910,8.550640862026171e-09,1.031421064112692e-07
1911,1.4897048039586025e-08,8.885024982419054e-08
1912,3.3861237369592345e-08,9.949994250746386e-08
1913,1.6439267724877027e-08,1.0499919511630651e-07
1914,2.8126323936561448e-08,1.0045115317325326e-07
1915,2.709575319670421e-08,1.201637758185825e-07
1916,1.3184954239520152e-08,9.888715624128963e-08
1917,5.592876473059505e-08,7.895825859804972e-08
1918,2.067547733020092e-08,7.695872028534723e-08
1919,1.4732557007679503e-08,8.931613137974637e-08
1920,2.877448102012181e-08,1.1131180599477375e-07
1921,1.2116395498029675e-08,6.28538003866197e-08
1922,1.1804696775641332e-08,1.0771785952101709e-07
1923,1.1677542488541803e-08,1.1146745748646936e-07
1924,1.9337436318878076e-08,1.1731378180002139e-07
1925,1.0998178368026856e-08,9.678396395429445e-08
1926,1.894843482119768e-08,1.3263904463656218e-07
1927,1.4493992228636898e-08,1.2821608663671213e-07
1928,2.9707706294956893e-08,9.140833157061934e-08
1929,1.3368487650211591e-08,1.2365850921014498e-07
1930,1.7856125467119455e-08,1.1659000165309408e-07
1931,1.2545892325022123e-08,1.5169123912528448e-07
1932,1.3151443933878681e-08,1.3918611330154818e-07
1933,9.176529758292418e-09,1.4338327503082837e-07
1934,1.3179738189705859e-08,1.3539185772515339e-07
1935,1.0771455727365264e-08,1.531940370114171e-07
1936,4.607391712596609e-08,1.0790996185505719e-07
1937,8.813782814698357e-09,1.1961562051965302e-07
1938,1.6854778350783306e-08,1.5039648815218243e-07
1939,3.364691281149135e-08,1.1929358834095183e-07
1940,1.7750480196809804e-08,1.0903866609623947e-07
1941,5.9030051957620344e-09,7.969057236323351e-08
1942,6.068423541449874e-09,8.799214157306778e-08
1943,4.935499831049128e-08,9.870999662098257e-08
1944,1.927911696952833e-08,1.0603514510876266e-07
1945,1.3071024262956144e-08,1.2199622290154366e-07
1946,2.9234318077442367e-08,8.213451252458981e-08
1947,1.0728784083369192e-08,9.894323227399582e-08
1948,2.174377611297018e-08,9.675979839585125e-08
1949,1.1780409536754632e-08,1.148589987565174e-07
1950,2.4461330738745346e-08,1.1805251176610909e-07
1951,2.2388944032059044e-08,1.3326751968634198e-07
1952,3.1634410646574906e-08,9.384875454543362e-08
1953,2.0470272810158008e-08,1.1527995269489111e-07
1954,2.052232517257835e-08,1.338837449793573e-07
1955,1.6894095011821264e-08,1.0699592678520276e-07
1956,2.180285396669035e-08,1.063979269133597e-07
1957,2.3854601849393475e-08,1.007194327939942e-07
1958,1.0753916868111446e-08,1.3483756333698693e-07
1959,1.3176271518311466e-08,1.3951346033991285e-07
1960,1.3149583255600561e-08,1.3980083224396367e-07
1961,2.1539294070560544e-08,1.1117055009890464e-07
1962,2.3465239085140865e-08,1.0400808747590418e-07
1963,1.8751554975438012e-08,1.0862969190839067e-07
1964,2.9811445478866716e-08,1.235045630210152e-07
1965,1.4227312883363652e-08,1.5267001174379402e-07
1966,2.603365056863538e-08,1.2739872090605786e-07
1967,2.070740967585749e-08,1.4248669799599156e-07
1968,2.1558795526566144e-08,1.3968303846922936e-07
1969,2.452549219267297e-08,1.326193341810722e-07
1970,2.851209549015188e-08,1.338228940994668e-07
1971,2.1067428801480048e-08,1.1766930185785895e-07
1972,3.0267865713806685e-08,1.3081874783438252e-07
1973,5.733731989199242e-08,1.1853388315330449e-07
1974,3.712877305606099e-08,1.6314157846863964e-07
1975,3.369773304839896e-08,1.0680467710244557e-07
1976,4.6279566734419575e-08,1.045575430680401e-07
1977,1.8218023090099678e-08,1.1812331734972759e-07
1978,6.118809203758957e-08,9.861381755627008e-08
1979,2.399308984823989e-08,1.4044735507923178e-07
1980,2.387763187172709e-08,1.2393628878726304e-07
1981,4.933928732242521e-08,1.2398076876252162e-07
1982,3.289976169273956e-08,1.2725379860967223e-07
1983,4.547027421253347e-08,1.0799190164334505e-07
1984,1.9716628330002095e-08,1.0844146203226046e-07
1985,2.5265343039926336e-08,1.2452204600776895e-07
1986,3.536746279175773e-08,1.414698544977e-07
1987,3.0554083707556856e-08,1.448263589054477e-07
1988,3.298104522819756e-08,1.589086764397507e-07
1989,3.3477543626148076e-08,1.4653285518306802e-07
1990,3.214704108467359e-08,1.3567141365911084e-07
1991,4.630557681739589e-08,1.4243360624277557e-07
1992,3.305966345124034e-08,1.5923738772016804e-07
1993,2.4372512896775334e-08,1.312792221597192e-07
1994,3.5869501036067675e-08,1.5244538076331082e-07
1995,3.470368470370744e-08,1.1875167160724232e-07
1996,4.217092985925319e-08,1.419932544877156e-07
1997,4.6510476359173936e-08,1.4576478690742078e-07
1998,3.242327872854389e-08,1.3493806250153284e-07
1999,3.656160948994902e-08,1.4624643540628313e-07
2000,2.4740976156678585e-08,1.4535324055486853e-07
2001,3.3297209073301914e-08,1.3275071353291423e-07
2002,3.242103979728128e-08,1.6254331569598435e-07
2003,5.125315089005156e-08,1.3834184642291802e-07
2004,2.8190664469462945e-08,1.5416769372222916e-07
2005,4.278562060200386e-08,1.3105911023103545e-07
2006,4.6532155462131186e-08,1.4289078364981833e-07
2007,4.194203451213241e-08,1.2942113869485183e-07
2008,3.448526281202291e-08,1.2687169714808988e-07
2009,5.101965938614228e-08,1.1634389807113621e-07
2010,4.2986517012622016e-08,1.3226620865225414e-07
2011,3.5945338122678194e-08,1.2504388280376588e-07
2012,4.902123906802558e-08,1.0995736232644049e-07
2013,5.410902464975109e-08,9.566699077367957e-08
2014,4.28758160364584e-08,1.0026010954788944e-07
2015,4.0784987970221565e-08,9.398279843253476e-08
2016,3.6869853226040306e-08,8.471780432728337e-08
2017,5.081535012219085e-08,9.458698713160629e-08
2018,5.3178213166305e-08,9.112577714631698e-08
2019,4.3621890544187636e-08,8.316219890502907e-08
