year,un_DET aide_NOUN,un_DET raid_NOUN
1800,9.684026451850514e-07,0.0
1801,2.1216337415808084e-06,2.3811825844433088e-09
1802,1.0092659010751959e-06,0.0
1803,9.010567225686827e-07,0.0
1804,8.354856078085504e-07,0.0
1805,1.267923479986166e-06,5.685755422035754e-09
1806,9.999392105441984e-07,0.0
1807,1.3352219525586406e-06,0.0
1808,1.092247643441624e-06,0.0
1809,1.7597848227524082e-06,2.259030518203531e-09
1810,1.3853549916120755e-06,0.0
1811,9.075617768417032e-07,0.0
1812,3.459369054326089e-06,0.0
1813,2.6284279783794773e-06,0.0
1814,2.0484867775394378e-06,0.0
1815,2.751168068471088e-06,0.0
1816,1.9537400532954052e-06,0.0
1817,1.5444184384705295e-06,0.0
1818,2.0564031046887976e-06,1.1921177378582115e-09
1819,1.1893356131054134e-06,2.070210003424222e-09
1820,2.0042486568172535e-06,0.0
1821,1.878613559824771e-06,0.0
1822,1.8236595735743322e-06,0.0
1823,1.9706077267755973e-06,0.0
1824,2.218121011310359e-06,1.6842225392110777e-09
1825,1.7258668663089338e-06,0.0
1826,2.3006454625829065e-06,0.0
1827,1.5632495546924474e-06,0.0
1828,3.052541813985954e-06,0.0
1829,2.1998770591835637e-06,0.0
1830,2.017440323243136e-06,0.0
1831,2.3963684299133092e-06,0.0
1832,3.180895873811096e-06,0.0
1833,1.944891209859634e-06,0.0
1834,2.363503213587137e-06,0.0
1835,1.7228713886652258e-06,2.2689263801112247e-09
1836,1.6929569284229729e-06,0.0
1837,2.4352619334422343e-06,0.0
1838,2.031253728773663e-06,0.0
1839,3.1335791561559745e-06,1.3982950353153e-09
1840,2.6109354109848937e-06,6.369688665408546e-10
1841,2.5303381505636935e-06,0.0
1842,1.6877994539754582e-06,0.0
1843,1.7927475255419267e-06,0.0
1844,2.1377946097800304e-06,0.0
1845,2.0769607971260484e-06,1.1160455892778032e-09
1846,2.1123041165083123e-06,5.854501328173001e-10
1847,1.8838530166931378e-06,0.0
1848,1.6822558848161862e-06,8.045221711050488e-10
1849,2.3831055671053036e-06,0.0
1850,2.2444421858835994e-06,0.0
1851,2.189584535017275e-06,6.449438760824933e-10
1852,1.447294224021789e-06,0.0
1853,2.3326364839704183e-06,5.971931837933653e-10
1854,1.6657300108136042e-06,7.79349651480743e-09
1855,2.651876457093749e-06,0.0
1856,1.7426418423838186e-06,1.0354378465748937e-09
1857,1.7573432984363535e-06,1.4644527812635033e-09
1858,2.101833871392955e-06,0.0
1859,1.6559748132749519e-06,0.0
1860,1.8084453472511086e-06,9.154367819341758e-10
1861,1.963727299880702e-06,4.715963730639317e-10
1862,1.7620146195440611e-06,4.517986262886353e-10
1863,1.8430150277026769e-06,4.994620828036034e-10
1864,1.6747984261655802e-06,2.3973640850272204e-09
1865,1.7401203109557173e-06,1.4120533631256649e-09
1866,1.7355641688254764e-06,7.298419202328432e-09
1867,1.8193190669535397e-06,3.88224918879132e-09
1868,1.7413055957149481e-06,6.91582358047782e-09
1869,2.0818442152403804e-06,1.4650557433881772e-09
1870,2.1898333386616287e-06,0.0
1871,2.2219503676979002e-06,2.1242354542039266e-09
1872,2.0899604322721643e-06,1.8142017887967654e-09
1873,2.5063399959890376e-06,5.986004469882289e-10
1874,2.105452281853104e-06,5.974609140757536e-10
1875,2.362990755955252e-06,9.726596139625343e-09
1876,1.6602356396333562e-06,6.650616279912924e-09
1877,1.923477725540579e-06,1.2988113695655557e-08
1878,1.7573747754795477e-06,1.3889904115771401e-08
1879,1.5676528875019358e-06,7.331190321480108e-09
1880,1.7199827908598309e-06,1.2835692508872398e-08
1881,1.5220984437291918e-06,2.2312024228199334e-08
1882,1.3397290103966952e-06,3.9932309015000556e-08
1883,1.7681510087186325e-06,4.613117310370285e-08
1884,1.7375666629959596e-06,3.1688144552788344e-08
1885,1.7963986067570659e-06,4.705314027297902e-08
1886,1.6946796392858232e-06,1.6779005962419546e-08
1887,1.5760823544042069e-06,1.4363633948910604e-08
1888,1.5648637514686925e-06,1.1413106459912115e-08
1889,1.7980942459416838e-06,1.8168896609438434e-08
1890,1.5592885063142603e-06,4.260351182949762e-08
1891,1.6375371529875338e-06,5.226860610996198e-08
1892,1.7620788099748097e-06,1.6298132621272998e-08
1893,1.6424496749323225e-06,2.832871559554917e-08
1894,1.995067393067984e-06,2.520615671741666e-08
1895,2.2371189629666333e-06,5.958428417329742e-08
1896,1.7537763739028378e-06,7.194375095664896e-08
1897,1.933886196070489e-06,3.612562560206811e-08
1898,1.7750259075910435e-06,6.846609368338363e-08
1899,1.601339477019792e-06,9.009952961491763e-08
1900,1.728101594267173e-06,8.824790187489384e-08
1901,1.7336267745804435e-06,7.880121888348413e-08
1902,1.7519892594464181e-06,9.133127676363983e-08
1903,1.7377909102833655e-06,1.1610473471534988e-07
1904,1.6392606454473935e-06,1.338281689911014e-07
1905,1.5900299104032456e-06,1.2024568718516093e-07
1906,1.5756637594677159e-06,1.5946971387847952e-07
1907,1.5747386754583204e-06,8.074263807555937e-08
1908,1.8005152071509656e-06,1.3457206016198597e-07
1909,1.8538314208171869e-06,1.765815786924918e-07
1910,1.7486060670535153e-06,1.4482648680314014e-07
1911,1.8041388472056497e-06,1.585471487430823e-07
1912,1.6539912053303851e-06,1.4378002077819474e-07
1913,1.5946090030638516e-06,1.834834382208328e-07
1914,1.7270902219479467e-06,3.3550684719330093e-07
1915,1.6940735605430746e-06,1.178076217911439e-06
1916,1.4844061126950692e-06,1.559120917704604e-06
1917,1.7688842604002275e-06,1.4278284368174354e-06
1918,1.5793767573768491e-06,2.059507295371077e-06
1919,1.1169120455178927e-06,5.902230952870013e-07
1920,1.1244764053230938e-06,3.642243395773903e-07
1921,1.5455977120382158e-06,2.7413345549121004e-07
1922,1.310321323444441e-06,2.7814816405680176e-07
1923,9.745440507913372e-07,2.4841318158053127e-07
1924,1.231150172031903e-06,2.0368767117417974e-07
1925,1.1405110171835986e-06,3.0794897121211307e-07
1926,1.1792614174055416e-06,2.931434393005361e-07
1927,1.1283015695084941e-06,3.2890212864344903e-07
1928,1.176882285847114e-06,3.2221435120050046e-07
1929,1.2042779573562257e-06,3.0079097257385e-07
1930,1.140691324508225e-06,3.382160205234186e-07
1931,1.2249352892013121e-06,3.615497981002136e-07
1932,1.1913016777498342e-06,3.265941845853604e-07
1933,1.1906547214834973e-06,2.970901409327098e-07
1934,1.1969598006089655e-06,4.397240029874183e-07
1935,1.0615867722663097e-06,2.8723882294912073e-07
1936,1.0948616875339212e-06,3.019053984587572e-07
1937,9.569249854735062e-07,3.6262420977095644e-07
1938,1.0696301799839603e-06,3.876599059537966e-07
