year,un_DET aide_NOUN,un_DET raid_NOUN
1939,8.901137533712244e-07,4.083511377928062e-07
1940,9.635975288802001e-07,6.085878752060125e-07
1941,1.000559393560252e-06,4.3977389996285865e-07
1942,1.0134267469652514e-06,3.732080435803198e-07
1943,8.970996603352432e-07,4.412917480323131e-07
1944,9.575294512842447e-07,7.036877445187883e-07
1945,9.498277862007853e-07,1.0609314564646866e-06
1946,8.129925035404995e-07,4.2737790195701564e-07
1947,9.500934154971219e-07,4.6252978869176786e-07
1948,9.186744946987346e-07,4.3704989316495357e-07
1949,7.784887614548097e-07,3.769731176106461e-07
1950,8.912432676311255e-07,4.052072810623031e-07
1951,8.955577399660797e-07,3.9340571333923435e-07
1952,7.328638886860972e-07,4.1019286456389636e-07
1953,8.328168306093175e-07,3.953994553995699e-07
1954,8.492333662957208e-07,4.202190648783244e-07
1955,7.968380870693181e-07,3.9044127575493803e-07
1956,7.055403798972293e-07,3.15705331210836e-07
1957,8.737852041917904e-07,3.4456648201341977e-07
1958,7.990986929939936e-07,3.1269079503459807e-07
1959,7.704243358830354e-07,2.263218323861338e-07
1960,7.391450083105155e-07,2.941354146912545e-07
1961,8.101553916617377e-07,3.265634971327813e-07
1962,8.124046217972136e-07,3.5324696767702335e-07
1963,8.864959184506915e-07,2.7998011198349104e-07
1964,7.982166536635305e-07,3.2975109665045466e-07
1965,6.801750203067058e-07,3.496635665456438e-07
1966,7.804556325652356e-07,3.306827700555459e-07
1967,7.918119067085172e-07,4.057666131984661e-07
1968,7.446767398278098e-07,4.4734500903587104e-07
1969,8.461294953576726e-07,3.9467874479726106e-07
1970,7.606291347883598e-07,3.4490437528233997e-07
1971,5.821804478500781e-07,2.6565513788767703e-07
1972,5.653422050500012e-07,3.4012874117195224e-07
1973,5.513203760187935e-07,3.3134355348352074e-07
1974,5.861845728816206e-07,2.91404599117584e-07
1975,5.51157832262561e-07,3.3526387710480776e-07
1976,6.016344080705949e-07,3.49667850230162e-07
1977,5.012894987999061e-07,3.4614246047226516e-07
1978,4.829700870345732e-07,4.0990079419600534e-07
1979,6.009976409870887e-07,2.896726769563429e-07
1980,4.985877168905972e-07,3.3144427291631473e-07
1981,5.553832735927244e-07,3.207053556053552e-07
1982,4.94117177396447e-07,4.270761522207067e-07
1983,5.014361086352892e-07,4.540712303935379e-07
1984,5.485862075715886e-07,4.1056979682707606e-07
1985,4.806430773385273e-07,4.5658086023081523e-07
1986,4.981417518479248e-07,4.4838751733777826e-07
1987,4.851988641974003e-07,4.4181207137228284e-07
1988,5.01311909317792e-07,4.389477350486004e-07
1989,6.393662062009753e-07,4.461843445824343e-07
1990,4.522380372407042e-07,4.413407381775869e-07
1991,4.6481418181087975e-07,3.9447660071800783e-07
1992,4.5897835576624857e-07,4.529174084666465e-07
1993,4.82464955098294e-07,3.921758970903966e-07
1994,4.541711824401773e-07,4.2779654663149813e-07
1995,4.625350555897967e-07,4.2728912141853925e-07
1996,4.889692561960146e-07,3.827412005108499e-07
1997,5.264794111781157e-07,4.3106100200418496e-07
1998,4.343765702685687e-07,4.014764911630664e-07
1999,5.050072395818006e-07,3.880100649666929e-07
2000,4.7449658069353973e-07,3.967392210313392e-07
2001,4.227869396800088e-07,3.8379416089640017e-07
2002,5.112885475000439e-07,3.5926016828113916e-07
2003,4.821129877541352e-07,4.3836028140731287e-07
2004,4.995033364707524e-07,4.708721768054147e-07
2005,5.026184481948803e-07,4.1524572402806825e-07
2006,4.95382142418066e-07,4.620272342492626e-07
2007,4.7614195963774364e-07,4.697507787199129e-07
2008,5.304769814529209e-07,4.8151643916583e-07
2009,5.101966102927236e-07,4.839715401772082e-07
2010,4.204175780841979e-07,4.908020834193394e-07
2011,4.577294561158851e-07,5.575350883191277e-07
2012,5.889357197474965e-07,6.64169686359628e-07
2013,6.353627099997539e-07,6.186279399855721e-07
2014,6.028599628393749e-07,6.756189243617428e-07
2015,6.252959181551887e-07,5.432826473139585e-07
2016,7.07569746793979e-07,4.457523790080131e-07
2017,4.218680231815597e-07,4.802301969419887e-07
2018,5.039022923369885e-07,4.726665565613075e-07
2019,5.489725580787308e-07,4.775448942950788e-07
