year,en_PRON amène_VERB,en_PRON ramène_VERB
1924,1.1731378180002139e-07,3.351822286390416e-08
1925,1.3417776756341482e-07,5.27912540349007e-08
1926,9.028372005559504e-08,4.124071395494866e-08
1927,1.2041162733567035e-07,2.3413372574054847e-08
1928,9.826395341860916e-08,3.884854038460617e-08
1929,7.686880110213679e-08,2.8965056131369238e-08
1930,1.0503603675715567e-07,2.8359728787563654e-08
1931,1.0378874293337503e-07,2.5091784650044247e-08
1932,9.863583017022393e-08,3.1782654730250215e-08
1933,8.832410003378754e-08,2.6382522833046096e-08
1934,7.188948103475923e-08,2.6359476379411717e-08
1935,9.813992818408224e-08,4.787313656606784e-08
1936,8.244806082302603e-08,2.5461901032031165e-08
1937,8.058315614789535e-08,1.1332006444320086e-08
1938,1.0761127811065307e-07,2.2040865133021725e-08
1939,6.72938256229827e-08,3.5176316970364496e-08
1940,5.325144059042941e-08,4.564409294971483e-08
1941,8.559357667081713e-08,5.312704587367989e-08
1942,1.2440268903901597e-07,4.247896612241675e-08
1943,5.8064703267746154e-08,4.3548528338988035e-08
1944,8.354284375400312e-08,3.534504600111177e-08
1945,7.84261473540937e-08,5.8819608739213436e-08
1946,8.213451252458981e-08,4.5939643200654245e-08
1947,9.417487945029279e-08,4.52993091926146e-08
1948,4.892349636520521e-08,2.391815279167986e-08
1949,5.5956945743673714e-08,4.123143426681963e-08
1950,8.189228140054183e-08,3.084254984742074e-08
1951,8.848963517493758e-08,5.010858927789741e-08
1952,5.9050901057844385e-08,2.8470971358274255e-08
1953,7.326202933199966e-08,3.232148060305917e-08
1954,6.840775057526116e-08,3.9090146231046674e-08
1955,6.663781704219218e-08,4.3173795205575516e-08
1956,9.593255612116991e-08,5.407107650512444e-08
1957,4.50586910005768e-08,2.738861759610245e-08
1958,7.031407278645929e-08,2.0680609225109947e-08
1959,5.735553543217975e-08,3.8753739772801055e-08
1960,6.713208478004162e-08,3.18358317485945e-08
1961,9.4494964741898e-08,3.47407969059077e-08
1962,9.512934440181198e-08,2.980719671086263e-08
1963,7.306640270599019e-08,3.879631904624148e-08
1964,7.604960217122425e-08,3.528701597588224e-08
1965,7.82502169727195e-08,2.5718604135249734e-08
1966,9.361036035215875e-08,3.212663202134536e-08
1967,8.775997173415817e-08,3.64844829903177e-08
1968,8.578604138165247e-08,3.503304313312583e-08
1969,7.630153220361535e-08,2.9067249940339934e-08
1970,7.817832425871529e-08,3.54101814536989e-08
1971,9.506035070216967e-08,4.1107178105903586e-08
1972,7.387411216086548e-08,2.3085661382538092e-08
1973,7.773617483053386e-08,3.9695066789136035e-08
1974,6.694430254583494e-08,2.2502286256553816e-08
1975,6.111283568088766e-08,3.1413140533231854e-08
1976,7.484720043748894e-08,3.5423866506789636e-08
1977,5.7592462354705276e-08,3.526069036752233e-08
1978,7.782174549220144e-08,3.148513272321907e-08
1979,6.14457178471639e-08,4.154901134256761e-08
1980,7.674953650393945e-08,3.354238842234736e-08
1981,6.958104137311238e-08,3.6688188487232765e-08
1982,7.697303061604543e-08,3.41412622617554e-08
1983,6.189009837953563e-08,4.104955309003344e-08
1984,8.40856202444229e-08,3.015484395518797e-08
1985,6.857736423171445e-08,4.090579608373446e-08
1986,7.612996455463872e-08,3.057187569766029e-08
1987,5.1330861339238254e-08,3.116516467116526e-08
1988,6.236415828198005e-08,2.998276826815527e-08
1989,6.585746348264365e-08,2.8538234886354985e-08
1990,5.993516083435679e-08,3.596109721115681e-08
1991,6.213153369571955e-08,3.282420379946416e-08
1992,5.56504353710352e-08,2.975369817193041e-08
1993,7.588714368012006e-08,2.9911721100006616e-08
1994,6.013416253836112e-08,2.9012095836833396e-08
1995,6.235818261757231e-08,4.663307606733724e-08
1996,5.604996644592575e-08,2.1886178203089912e-08
1997,6.137464936273318e-08,3.4523239378358994e-08
1998,6.484656012162304e-08,4.1005911555203056e-08
1999,6.992407719508265e-08,4.798711117359744e-08
2000,6.494506266108147e-08,3.269343196166119e-08
2001,6.790878614992835e-08,3.986902896713218e-08
2002,6.352771464435136e-08,3.855474872693776e-08
2003,7.625468612104669e-08,3.2501997537792704e-08
2004,6.827426091149391e-08,2.8631143678126136e-08
2005,6.710586575309208e-08,2.9724747108161864e-08
2006,7.165128579345037e-08,4.2414267653612114e-08
2007,7.030283910580692e-08,4.154258803623634e-08
2008,7.195072981858175e-08,2.9802077250451475e-08
2009,6.532423668659249e-08,4.672828524121542e-08
2010,7.132927493103125e-08,3.3066552163063534e-08
2011,6.271314134664863e-08,3.709252638373073e-08
2012,7.455313522086726e-08,4.868081404652003e-08
2013,7.893223852306619e-08,3.2911675162949905e-08
2014,8.813361773718498e-08,4.200963488187881e-08
2015,9.664268674214327e-08,3.768178302721026e-08
2016,1.1019528756150976e-07,3.1070101158547914e-08
2017,7.421053282996581e-08,3.547011928617394e-08
2018,7.615327035637165e-08,3.5624239558273985e-08
2019,8.95396681244165e-08,2.5764975930542278e-08
