year,aucun_DET apport_NOUN,aucun_DET rapport_NOUN
1900,6.021621301588453e-08,3.606743614881225e-06
1901,3.968004591570207e-08,3.771281079423261e-06
1902,3.7318156398402635e-08,3.2844888906424785e-06
1903,6.804277585814589e-08,3.883838401108619e-06
1904,8.06193796165644e-08,3.857368390924876e-06
1905,6.192910717572886e-08,3.8757301439318326e-06
1906,6.430230570231288e-08,3.731591529998468e-06
1907,6.891409998210918e-08,3.9785038410400375e-06
1908,8.054678324320719e-08,3.882452844550244e-06
1909,5.996072127700813e-08,3.8957965493580105e-06
1910,5.8785658341165004e-08,3.927950771753785e-06
1911,6.916486106067765e-08,3.822688707799671e-06
1912,7.032718352117939e-08,3.5767885542270506e-06
1913,7.318125927469055e-08,3.691941524053277e-06
1914,4.4868184390089993e-08,3.5981605037704867e-06
1915,4.476689596799588e-08,3.250312234470698e-06
1916,6.482602543655958e-08,3.3368921386056627e-06
1917,6.68951898319392e-08,3.5618946085946845e-06
1918,6.432370547315713e-08,3.720437341314664e-06
1919,5.4326306619945086e-08,3.247608077572295e-06
1920,6.360674875693917e-08,3.5597060481507015e-06
1921,1.022320926247211e-07,3.6955008191341676e-06
1922,1.025533018506053e-07,3.6793763200648755e-06
1923,7.218845032852528e-08,3.6051759195743216e-06
1924,5.1566498626698376e-08,3.886824785581666e-06
1925,1.088819612249381e-07,3.9076525766290615e-06
1926,7.356451359186167e-08,3.873283173305708e-06
1927,8.807887885708965e-08,3.805230441855656e-06
1928,8.68379101959249e-08,4.045961190968228e-06
1929,1.0137770090068443e-07,3.874633286216067e-06
1930,7.877702312697465e-08,3.924146078304602e-06
1931,6.729160517693344e-08,3.646292455528055e-06
1932,7.452484684922211e-08,3.5322585389963024e-06
1933,8.144169871826534e-08,3.994084451619528e-06
1934,1.0423974927675772e-07,3.599266733544937e-06
1935,1.0532089689263557e-07,3.6898220798775583e-06
1936,1.3943422327855615e-07,3.761086531994806e-06
1937,1.2842940744217657e-07,3.6363150073270845e-06
1938,1.465069168204991e-07,3.916791257552177e-06
1939,1.3458763969964593e-07,3.6996307244407944e-06
1940,1.3946805665909778e-07,3.47148673540687e-06
1941,1.062540926355382e-07,3.3824219727307536e-06
1942,1.4564216677115382e-07,3.52271977988039e-06
1943,1.3935529441511108e-07,3.774205765694205e-06
1944,1.3816700672464322e-07,3.3385004982733335e-06
1945,1.089252021913012e-07,3.5378904925664756e-06
1946,1.406031557849019e-07,3.664034593953147e-06
1947,1.215928859821247e-07,3.4212899180374734e-06
1948,1.3263703113608472e-07,3.529014897196703e-06
1949,1.227126054104133e-07,3.2533566596271157e-06
1950,1.4995859398680977e-07,3.4979702974169413e-06
1951,1.4286278382513729e-07,3.551313028538061e-06
1952,1.644989433557953e-07,3.194021203967168e-06
1953,1.2713116381846135e-07,3.1922851633225946e-06
1954,1.2704297258636643e-07,3.315821459182189e-06
1955,1.3515275298914275e-07,3.158257086965932e-06
1956,1.4825940564122675e-07,3.286126045054516e-06
1957,1.6609871522632602e-07,3.09579709778518e-06
1958,1.5386372709258467e-07,3.0590756807669095e-06
1959,1.3563807987893028e-07,3.01736615426762e-06
1960,1.4187708563540014e-07,3.0077941346462467e-06
1961,1.5841803202576443e-07,3.011332161406699e-06
1962,1.579147159702643e-07,3.0904353991445532e-06
1963,1.1315593084759712e-07,2.9970156134595527e-06
1964,1.222877616946505e-07,3.027382632581066e-06
1965,1.5212280723986282e-07,3.032606414876682e-06
1966,1.3736906012695727e-07,3.1938304658751804e-06
1967,1.0649524684325229e-07,3.1504844812957344e-06
1968,1.2081908629113514e-07,3.088746751700455e-06
1969,1.1172723990426903e-07,3.119279199381708e-06
1970,1.1266876320803476e-07,3.048954660300751e-06
1971,8.170051835065806e-08,3.051694193345611e-06
1972,9.849882154355782e-08,2.831841143802194e-06
1973,1.0309690789966908e-07,2.7455753723870657e-06
1974,9.95726212593695e-08,2.575949253014187e-06
1975,8.909909254839476e-08,2.449082799671487e-06
1976,8.68456058178424e-08,2.5579459617119937e-06
1977,1.0519439275213927e-07,2.503509065832077e-06
1978,9.683164048368553e-08,2.500988934173165e-06
1979,1.1528387400261408e-07,2.6404104644939252e-06
1980,1.3530658149463193e-07,2.3047600876680008e-06
1981,1.347342095670001e-07,2.4701271712501693e-06
1982,1.0242378767344462e-07,2.5109347063789755e-06
1983,1.1051802850658987e-07,2.573491215684953e-06
1984,1.0786155879571879e-07,2.3781734483918626e-06
1985,1.0406915462723987e-07,2.328622500158417e-06
1986,8.512169280550097e-08,2.2563242509932024e-06
1987,1.0571713282558903e-07,2.228614960131381e-06
1988,7.975416549399483e-08,2.1473659828075142e-06
1989,9.713976467651264e-08,2.26165510497367e-06
1990,9.426166314163709e-08,2.1729220662791704e-06
1991,9.671417533496651e-08,2.13122867620541e-06
1992,8.15471727921846e-08,2.131246375824958e-06
1993,7.97645878236608e-08,2.1314870153332777e-06
1994,9.49486813617284e-08,2.0350667355728547e-06
1995,7.916778255179224e-08,2.063242448002711e-06
1996,8.701090115081911e-08,1.9457345743489896e-06
1997,7.767729215402142e-08,2.004745446981815e-06
1998,8.24886363659516e-08,2.158532176110839e-06
1999,5.712751538489158e-08,2.152107768438327e-06
2000,7.466472906614285e-08,2.052175616995555e-06
2001,6.790878437357151e-08,2.050407132969667e-06
2002,5.8270244962521645e-08,2.000465769924631e-06
2003,6.375392302970795e-08,2.076794416439043e-06
2004,7.620288977605583e-08,1.9654178586847593e-06
2005,8.241861637614534e-08,1.8749109926829988e-06
2006,6.753339576448525e-08,2.0091183827730674e-06
2007,5.232768041096847e-08,1.970077256885361e-06
2008,6.045564271417447e-08,1.963105475510929e-06
2009,7.724472173009644e-08,2.0665346909254367e-06
2010,7.463593254541934e-08,2.085554598352246e-06
2011,7.265546964063674e-08,2.0022317031020975e-06
2012,8.340419244134978e-08,2.0908921101181477e-06
2013,7.223833931035983e-08,2.228510822988028e-06
2014,6.301445343304124e-08,2.3761429872593e-06
2015,6.3394057558952e-08,2.268443253683472e-06
2016,6.607574931649651e-08,2.230419013926621e-06
2017,7.295272563823119e-08,1.958906551635664e-06
2018,5.5759682204836736e-08,2.1441662880761214e-06
2019,5.7907422412739606e-08,2.2142574138683813e-06
