year,son_DET épi_NOUN,son_DET epi_NOUN,son_DET répit_NOUN
1900,3.218452926390114e-08,5.191053142894475e-10,0.0
1901,4.303328915433724e-08,1.1177477832191585e-09,0.0
1902,3.1425815949504e-08,0.0,4.910283846193408e-10
1903,2.4841012802312434e-08,0.0,0.0
1904,2.741058757749215e-08,5.374625189347171e-10,2.6873125946735854e-09
1905,2.631987072732045e-08,5.160759042333041e-10,1.0321518084666081e-09
1906,4.629765992802959e-08,0.0,0.0
1907,1.594281484607052e-08,0.0,1.028568674676933e-09
1908,2.7994917273233e-08,0.0,0.0
1909,3.025540884493694e-08,0.0,0.0
1910,2.7255168455475598e-08,0.0,4.275320542035388e-09
1911,2.3941684634820604e-08,2.6601871816467337e-09,7.448523575703803e-09
1912,2.3963337980603683e-08,2.0837684910901544e-09,2.6047106693738442e-09
1913,1.9090763747620088e-08,5.30298971401777e-10,0.0
1914,4.620753157880131e-08,0.0,6.696743715117748e-10
1915,1.295883844676382e-08,0.0,1.1780761921542648e-09
1916,1.538244687182555e-08,0.0,0.0
1917,3.070598708632133e-08,0.0,3.289927441585405e-09
1918,1.8378202071289707e-08,0.0,2.2972752589112133e-09
1919,4.6960025201769895e-08,0.0,5.524709134618888e-09
1920,2.1959472462640406e-08,0.0,2.2716695191604686e-09
1921,1.8931869016913794e-08,0.0,4.543648568500203e-09
1922,3.8365263854700515e-08,0.0,3.6889677978990676e-09
1923,3.503262879789304e-08,1.0615948120573648e-09,1.0615948120573648e-09
1924,3.3518222752881854e-08,0.0,1.289162443462999e-09
1925,2.5295809447101192e-08,0.0,1.0998177923937646e-09
1926,2.1177663400706592e-08,0.0,3.343841648018042e-09
1927,2.5643216883253217e-08,0.0,2.2298449753321847e-09
1928,4.570416400895283e-08,0.0,0.0
1929,5.4587991238364e-08,0.0,0.0
1930,5.041729789212468e-08,0.0,2.100720708497761e-09
1931,2.737285598186645e-08,2.2810713318222042e-09,3.4216069977333063e-09
1932,2.082311922890767e-08,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.261772819560747e-08,0.0,2.2941324395731044e-09
1934,1.7972370258689807e-08,0.0,0.0
1935,2.99207103537924e-08,1.196828414151696e-09,2.393656828303392e-09
1936,2.182448577414675e-08,2.424942913137329e-09,0.0
1937,1.76275650742852e-08,0.0,3.777335333410292e-09
1938,1.9447821131279852e-08,1.2965214457594243e-09,0.0
1939,3.211750598808294e-08,1.5294050470515685e-09,0.0
1940,3.296517858686343e-08,2.5357829169792012e-09,0.0
1941,5.017554549624492e-08,0.0,2.9515025978810172e-09
1942,3.3376328811840494e-08,0.0,0.0
1943,3.4838822049465534e-08,2.9032352077962287e-09,0.0
1944,3.534504600111177e-08,0.0,0.0
1945,2.3963545370264683e-08,2.178504043826024e-09,2.178504043826024e-09
1946,1.2528993842408909e-08,1.3921104269343232e-09,0.0
1947,2.5033829231801974e-08,1.1920870957027319e-09,2.3841741914054637e-09
1948,2.9354096486855497e-08,1.0871887834440486e-09,5.435944139264848e-09
1949,2.3560819517598475e-08,9.817008317369869e-10,3.9268033269479474e-09
1950,3.509669221912759e-08,0.0,3.190608444114673e-09
1951,2.7719645245838365e-08,1.0661401761424827e-09,1.0661401761424827e-09
1952,2.5307528517259925e-08,0.0,1.0544803918932644e-09
1953,1.5083358673173564e-08,0.0,2.1547654771580937e-09
1954,1.856781906006688e-08,0.0,9.772536113672459e-10
1955,2.9095383879962355e-08,1.8771215692936494e-09,9.385607846468247e-10
1956,2.7907653521452858e-08,0.0,2.616342476002842e-09
1957,1.5903067307476704e-08,8.835037701437898e-10,1.7670075402875796e-09
1958,2.4816731114540858e-08,8.272243445794913e-10,4.963346067476948e-09
1959,2.247716912595621e-08,0.0,7.750748043378053e-09
1960,1.3149583755200922e-08,0.0,2.7683333958528067e-09
1961,1.9454845512356655e-08,0.0,2.08444772553662e-09
1962,1.4586500007851555e-08,0.0,5.0735651235811474e-09
1963,2.71574245314099e-08,6.466053248388448e-10,6.466053248388448e-10
1964,1.216793682479178e-08,6.083968329129164e-10,3.6503808864551957e-09
1965,1.8057742523502895e-08,0.0,2.188817349590977e-09
1966,1.7171132071780448e-08,0.0,6.6468897053084675e-09
1967,2.0707409509324037e-08,4.930335584241163e-10,2.9582012395223956e-09
1968,1.392338955241712e-08,8.982831700699023e-10,3.1439910674890825e-09
1969,1.2262746373892242e-08,0.0,1.3625273131978588e-09
1970,1.0577067222072856e-08,1.3796175313274261e-09,2.2993624781975086e-09
1971,2.4150468513894907e-08,1.0276794970565106e-09,1.0276794970565106e-09
1972,1.0260293947794707e-08,0.0,2.0520586896388693e-09
1973,2.315545583053691e-08,0.0,0.0
1974,1.237625746330906e-08,0.0,3.3753429495853027e-09
1975,9.138367840222372e-09,0.0,1.1422960355389478e-09
1976,2.1140049710766107e-08,0.0,0.0
1977,2.1744092748576804e-08,1.7630346071939584e-09,2.9383909749824966e-09
1978,1.2475242172627077e-08,5.940591352171509e-10,4.1584139465200565e-09
1979,8.777959692451986e-09,1.1703946700691858e-09,1.1703946700691858e-09
1980,1.2507331170752423e-08,0.0,3.97960553399912e-09
1981,6.958104370458074e-09,0.0,1.2651099057237047e-09
1982,9.932003885992913e-09,0.0,2.483000915987077e-09
1983,1.136756910824488e-08,6.315316047889041e-10,2.5261264191556165e-09
1984,2.3196033538397387e-08,2.8995042478108246e-09,2.8995042478108246e-09
1985,1.564045071233977e-08,6.015558051686298e-10,3.609334831011779e-09
1986,1.798345583559069e-08,1.1988970927134801e-09,6.593934065435292e-09
1987,7.94406213033838e-09,0.0,6.110816852533674e-10
1988,2.2187248926996972e-08,0.0,1.798966087207532e-09
1989,1.426911733215519e-08,0.0,6.585746614717891e-09
1990,1.1442167213715493e-08,5.44865097484859e-10,3.2691906959314565e-09
1991,1.6412102177287835e-08,1.7584395606284886e-09,1.7584395606284886e-09
1992,1.3774860585513693e-08,0.0,2.754972083796048e-09
1993,1.4401939474328884e-08,0.0,3.323524566667402e-09
1994,1.4242301560329906e-08,1.5824779819872958e-09,6.8574046441227665e-09
1995,9.760411756598586e-09,5.422450821690461e-10,3.253470548525428e-09
1996,1.548046646426826e-08,5.338092190498855e-10,4.270473752399084e-09
1997,9.589788629860152e-09,0.0,4.315404922294874e-09
1998,1.4781200485813883e-08,0.0,2.3840646123929332e-09
1999,1.7823784143056187e-08,0.0,4.1131810180061734e-09
2000,1.2812291672048559e-08,0.0,3.0926220473403987e-09
2001,2.0591695987226544e-08,4.3812117822561447e-10,2.628727069353687e-09
2002,1.577239705508049e-08,4.38122149670761e-10,3.066854992184176e-09
2003,1.5834307920403745e-08,0.0,3.750230681554001e-09
2004,6.166707949839534e-09,4.404791253964646e-10,4.404791198453495e-09
2005,1.80149977158095e-08,9.007499190971657e-10,2.702249757291497e-09
2006,1.1941880817545325e-08,0.0,3.7061009261485367e-09
2007,1.5977917877663117e-08,1.997239706952314e-09,1.1583990877639394e-08
2008,1.6178270612066115e-08,0.0,1.7881246705542253e-08
2009,1.6211853859360303e-08,4.76819250749827e-10,1.4781396551200032e-08
2010,2.220182704348872e-08,0.0,1.747803457519126e-08
2011,1.3383901958929911e-08,0.0,2.2179037273417634e-08
2012,2.144679134286065e-08,0.0,1.872338950548169e-08
2013,2.3149738348493543e-08,0.0,2.37075630238337e-08
2014,2.8367331594836287e-08,0.0,2.793424247471421e-08
2015,2.3274041027754322e-08,0.0,2.7042220018813623e-08
2016,2.941302890135944e-08,0.0,2.4027544398563805e-08
2017,1.9370206771895937e-08,0.0,2.213737992917686e-08
2018,2.5556520899527868e-08,0.0,2.8654279837780905e-08
2019,1.913240832429608e-08,0.0,2.244869268253069e-08
