year,bien_ADV emporter_VERB,bien_ADV remporter_VERB
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,1.950339223455444e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,3.840352036377226e-08,2.259030518203531e-09
1810,0.0,0.0
1811,1.504245972228091e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,4.6352077731626196e-09,9.270415546325239e-09
1817,9.341240669868967e-09,0.0
1818,1.668964877410417e-08,0.0
1819,5.175524897538253e-09,8.280840013696888e-09
1820,5.814575843032799e-08,0.0
1821,6.903041693817613e-09,0.0
1822,1.2030739071633434e-08,2.0051231786055723e-08
1823,8.894418535021487e-09,0.0
1824,3.3684450784221553e-09,0.0
1825,3.258013947515792e-08,8.805443041381977e-10
1826,7.927186018719112e-09,0.0
1827,1.6591091167583727e-08,0.0
1828,1.559291185060374e-08,0.0
1829,1.8860987438529264e-08,0.0
1830,1.0436835395921662e-08,0.0
1831,4.5214498811674275e-08,0.0
1832,1.6235963684607668e-08,0.0
1833,1.9692167896323554e-08,3.4750886612755494e-09
1834,3.080395316601425e-08,2.8003592777992026e-09
1835,1.3613558280667348e-08,4.5378527602224494e-09
1836,1.68018754465038e-08,4.704525213838906e-09
1837,6.818733311320102e-08,2.0873671680021744e-09
1838,1.7042836475411605e-08,6.312161904276081e-09
1839,1.11863602825224e-08,6.9914749545318955e-09
1840,1.7835128929277744e-08,1.9109065441114126e-09
1841,2.3113974734201292e-08,6.420548537278137e-10
1842,8.049918065466954e-09,4.695785538189057e-09
1843,2.953455480181333e-09,5.31621990873532e-09
1844,2.4698525891153622e-08,4.390849017710252e-09
1845,9.48638767539478e-09,2.2320911785556063e-09
1846,1.5221703009160592e-08,1.1709002656346001e-09
1847,1.6718992412734224e-08,1.0786447290911383e-09
1848,1.045878850192139e-08,2.815827571112095e-08
1849,6.703531951757213e-09,5.02764896381791e-09
1850,7.467895635215882e-09,2.0366988096043315e-09
1851,1.1608989325395669e-08,5.159551008659946e-09
1852,8.463708844885787e-09,0.0
1853,1.5527023222716707e-08,3.5831591027601917e-09
1854,1.3508727469968562e-08,5.195664343204953e-09
1855,1.8043586180738203e-08,1.2205955357558196e-08
1856,8.28350277259915e-09,5.177189343896771e-09
1857,7.810414537345878e-09,3.4170564155999728e-09
1858,2.300027723833864e-08,4.893676130990343e-09
1859,1.782260738991681e-08,5.092173349652285e-09
1860,3.3413442679375294e-08,9.154367819341758e-10
1861,1.4147890858851042e-08,1.8863854922557266e-09
1862,2.2589931703009825e-08,6.776979422085105e-09
1863,1.6981710260211003e-08,9.989241656072068e-10
1864,1.1507347075223606e-08,2.3973640850272204e-09
1865,2.2122168985561075e-08,1.882737743486018e-09
1866,1.8002767276925624e-08,9.731225825149181e-10
1867,9.220341823379385e-09,3.396968040192405e-09
1868,1.7289560005906424e-08,1.975949626142892e-09
1869,2.2952539424636598e-08,5.371870948067681e-09
1870,5.734048791339319e-09,5.734048791339319e-10
1871,1.274541272522356e-08,0.0
1872,7.256807155187062e-09,1.2094678591978436e-09
1873,1.0176207432266438e-08,7.183205141814142e-09
1874,1.7923827755339516e-08,2.9873046258899194e-09
1875,1.0298748520654044e-08,6.865832347102696e-09
1876,7.859819461941697e-09,6.04601479992084e-09
1877,2.4739264858908427e-08,6.184815992682502e-10
1878,4.831270938865373e-09,6.6429977074733415e-09
1879,1.8327975581655664e-08,1.832797580370027e-09
1880,2.5671385017744797e-08,1.2835692508872398e-09
1881,2.3009274485730202e-08,2.7890030285249168e-09
1882,7.986462158271479e-09,1.9966155395678697e-09
1883,2.274962085380139e-08,1.8958017378167824e-09
1884,1.3203393933736152e-08,5.941527270181268e-09
1885,2.4493415295978593e-08,1.2891271383708158e-09
1886,1.4197620856748472e-08,1.936039106809062e-09
1887,1.3057849024278312e-08,7.834709769838355e-09
1888,1.0779045211961602e-08,6.974675947901687e-09
1889,7.51816386923565e-09,1.2530273485467092e-09
1890,1.5730527991308918e-08,5.898947996740844e-09
1891,1.211101796627645e-08,5.736798147637501e-09
1892,3.384996816180319e-08,6.268512375839919e-09
1893,2.5249507373814595e-08,1.2316833108982905e-09
1894,1.3863386882917439e-08,3.150769645188234e-09
1895,9.027921521465032e-09,6.6204757231957956e-09
1896,5.897029087265082e-09,1.7691086373616827e-09
1897,1.1070755867592652e-08,5.826713556089658e-10
1898,6.7900258748920805e-09,0.0
1899,1.0502398950507086e-08,2.2110313580014918e-09
1900,9.34389543516545e-09,5.710158568206225e-09
1901,1.620734302321125e-08,5.588738916095792e-10
1902,1.3257766440233354e-08,0.0
1903,1.296052865029651e-08,5.400220270956879e-10
1904,6.449550227216605e-09,4.837162670412454e-09
1905,7.2250627702885595e-09,7.741138396966107e-09
1906,1.0288369267641428e-08,3.600929110447737e-09
1907,9.771402353919711e-09,5.65712765521198e-09
1908,1.2278472460991452e-08,1.3260750719723546e-08
1909,1.320236009405562e-08,1.6502950117569526e-09
1910,1.4429207162436342e-08,1.068830135508847e-09
1911,9.576673676292558e-09,3.7242617878519013e-09
1912,2.031674206648404e-08,4.167536982180309e-09
1913,8.484783542428431e-09,4.242391771214216e-09
1914,9.37544086809794e-09,3.3483718020477227e-09
1915,5.890381071793627e-09,5.890381071793627e-09
1916,1.4283700444650549e-08,6.592477230782379e-09
1917,1.315970976634162e-08,5.483212106582869e-09
1918,1.9526840588923733e-08,8.040463406189247e-09
1919,6.4454939163738345e-09,7.366278698128781e-09
1920,2.2716694303426266e-08,2.2716695191604686e-09
1921,1.3630945261411398e-08,2.2718242842501013e-09
1922,2.5084981203349344e-08,5.164555005876537e-09
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,1.2891624656674594e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,4.399271169575059e-09
1926,1.3375366592072169e-08,5.57306911730393e-09
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,3.4278122562625413e-09
1929,1.4482528065684619e-08,1.2254447234738564e-08
1930,1.8906487042613662e-08,3.1510811737689437e-09
1931,9.124285327288817e-09,5.7026783295555106e-09
1932,1.4247397928102146e-08,1.0959536611565568e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,1.7972370258689807e-08,3.5944740517379614e-09
1935,7.180970484910176e-09,8.377798899061872e-09
1936,1.2124714565686645e-08,0.0
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,7.647025235257843e-09,9.176430282309411e-09
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,2.7842208538686464e-09
1947,8.344609447874518e-09,5.960435700558264e-09
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,3.5341230386620737e-08,3.9268033269479474e-09
1950,1.914365022059883e-08,4.2541445921528975e-09
1951,4.264560704569931e-09,3.1984206394497505e-09
1952,1.370824520563474e-08,6.326882129314981e-09
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,9.772536557761669e-09
1955,1.407841132561316e-08,1.8771215692936494e-09
1956,1.2209598665435806e-08,2.616342476002842e-09
1957,8.835037590415595e-09,6.184526224473075e-09
1958,1.0753916868111446e-08,2.4816730892496253e-09
1959,7.750747599288843e-09,4.650448914844674e-09
1960,9.689166802218097e-09,4.844583401109048e-09
1961,3.47407969059077e-09,1.3896318540318475e-09
1962,1.0147130247162295e-08,2.5367825617905737e-09
1963,1.0992290633282664e-08,1.2932106496776896e-09
1964,1.1559539991878864e-08,4.867174663303331e-09
1965,1.7510538796727815e-08,4.377634699181954e-09
1966,9.416426749453422e-09,3.8773522170743036e-09
1967,1.2818872185960117e-08,1.9721342336964653e-09
1968,9.88111459321317e-09,4.491415683816058e-09
1969,5.904285060864822e-09,3.1792304344691047e-09
1970,1.5175793066646293e-08,9.197450023812337e-10
1971,1.3873672877195986e-08,1.0790635052160269e-08
1972,1.3338381954497436e-08,7.182205497002769e-09
1973,9.37244681864513e-09,7.718485406371656e-09
1974,8.438357568252286e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,2.8557400888473694e-09
1976,9.141642998145016e-09,3.4281160132820787e-09
1977,8.22749424145286e-09,4.7014254711541525e-09
1978,1.0693064211864112e-08,1.7821774056514528e-09
1979,9.363157360553487e-09,5.851973350345929e-10
1980,1.1370301145063877e-08,2.2740602734216964e-09
1981,5.060439622894819e-09,8.223214109648325e-09
1982,1.4277254933858785e-08,2.483000915987077e-09
1983,6.946847541655643e-09,5.052252838311233e-09
1984,1.1598016769198694e-08,7.538710988796993e-09
1985,1.0828004270990732e-08,6.617113967877231e-09
1986,8.991728250862252e-09,2.997242676272549e-09
1987,1.2221633483022742e-08,3.0554083707556856e-09
1988,1.0194141530917022e-08,6.596209356501959e-09
1989,1.4269117443177493e-08,4.939309850016116e-09
1990,1.0352437129768077e-08,5.448650863826288e-09
1991,8.20605094986604e-09,6.4476117778156095e-09
1992,6.61193322315512e-09,3.856960972825618e-09
1993,9.970573700002205e-09,4.985286850001103e-09
1994,8.967375286772494e-09,1.0549853435293244e-08
1995,1.7894087989134277e-08,2.7112254663563817e-09
1996,1.014237493990322e-08,2.135236876199542e-09
1997,7.192341833217597e-09,6.233362714880286e-09
1998,1.0013071261028017e-08,2.3840645013706308e-09
1999,1.3710603319339043e-08,6.398281460207045e-09
2000,7.95245647111642e-09,7.510653432518666e-09
2001,7.886181485616817e-09,3.066848330846028e-09
2002,7.448076377869484e-09,3.066854992184176e-09
2003,5.8336921959778465e-09,6.250384210204629e-09
2004,6.166707589017051e-09,5.285749615779878e-09
2005,8.557123898356167e-09,4.503749373441224e-09
2006,1.523619275189958e-08,2.8825228870488218e-09
2007,8.38840730210677e-09,1.3181781888249589e-08
2008,1.4049550856043425e-08,1.3198063086861112e-08
2009,1.0966842545201416e-08,3.814554005998616e-09
2010,2.0312310056169736e-08,7.085689368580006e-09
2011,1.9502257586623273e-08,1.0324724186716594e-08
2012,1.736168897537027e-08,5.1063788752969685e-09
2013,1.589801357226861e-08,9.761937924679387e-09
2014,2.03551842048455e-08,9.527958866328845e-09
2015,2.0392493027543424e-08,9.752931795503628e-09
2016,2.423467826417891e-08,1.0978101983027955e-08
2017,2.087957362562065e-08,1.2578056818313144e-08
2018,2.5556520455438658e-08,1.3165480261534412e-08
2019,1.989770481714004e-08,1.1734544003161318e-08
