year,en_ADP aigles_NOUN,en_ADP règles_NOUN
1800,3.144164484325529e-09,1.320549074534938e-07
1801,0.0,1.04772034603684e-07
1802,2.2378401354217203e-09,1.0741632650024258e-07
1803,1.950339223455444e-09,9.166594594489652e-08
1804,7.4155526164076946e-09,9.640218934237055e-08
1805,0.0,1.1087222873129576e-07
1806,2.881669125542885e-09,9.221341201737232e-08
1807,0.0,1.395007984683616e-07
1808,6.798221985349073e-09,5.891792298484688e-08
1809,0.0,6.325285539787728e-08
1810,0.0,1.0530570193623134e-07
1811,0.0,7.771937760026049e-08
1812,2.6672082320544632e-09,1.3336041604361526e-07
1813,5.751483289628823e-09,6.614205716459765e-08
1814,0.0,5.664018942752591e-08
1815,0.0,1.1867783911156948e-07
1816,0.0,7.184571870766376e-08
1817,0.0,1.1832237589715078e-07
1818,1.5497530370112145e-08,8.344824209416402e-08
1819,0.0,2.1426673413316166e-07
1820,1.1866481131050932e-09,1.8393045309039735e-07
1821,0.0,1.5088076565916708e-07
1822,7.017931125119503e-09,1.5439448475262907e-07
1823,0.0,1.0179167730939298e-07
1824,4.210556348027694e-09,1.212640228231976e-07
1825,8.805443041381977e-10,1.3296218526193115e-07
1826,2.642395191543301e-09,1.0217262058631604e-07
1827,2.7651818612639545e-09,8.664236617050847e-08
1828,1.4675682002973645e-08,1.0823315221841767e-07
1829,8.57317605795771e-10,1.1316592463117559e-07
1830,1.1480519646056564e-08,1.5237780814914004e-07
1831,1.5591206103948707e-09,9.198811312671751e-08
1832,0.0,1.5018265742128278e-07
1833,0.0,7.18184978154568e-08
1834,4.667265685043276e-09,1.110809151327885e-07
1835,0.0,1.2025310525132227e-07
1836,2.016224964762614e-09,1.0685992890557827e-07
1837,4.87052354003481e-09,7.931995327226105e-08
1838,1.2624323808552163e-09,1.04781889831429e-07
1839,6.292327547896548e-09,1.0696957275513341e-07
1840,1.0191502031187127e-08,9.108654808187566e-08
1841,3.2102742686390684e-09,9.695028069245382e-08
1842,6.708265054555795e-10,8.519496930148307e-08
1843,1.2404512972352677e-08,8.624090241937665e-08
1844,1.097712254427563e-09,6.476502534269457e-08
1845,1.2276501593078137e-08,1.0211817169647475e-07
1846,2.3418005312692003e-09,1.405080354288657e-07
1847,1.0786447290911383e-09,9.815666857093674e-08
1848,0.0,8.20612626739603e-08
1849,8.379414939696517e-10,9.46873868201692e-08
1850,0.0,6.517436190733861e-08
1851,6.449438760824933e-10,9.093708541740853e-08
1852,8.463708844885787e-09,7.0313888045348e-08
1853,1.1943863675867306e-09,7.524634071387482e-08
1854,0.0,1.0547199025268128e-07
1855,1.1675261646360013e-08,9.074862816760287e-08
1856,0.0,1.289120064029703e-07
1857,0.0,8.689086428148585e-08
1858,1.859596826525589e-08,8.270312434888183e-08
1859,7.1290429115578036e-09,8.300242626546606e-08
1860,1.1442959468865865e-08,1.0344435708020683e-07
1861,4.715963730639317e-10,6.413710451624866e-08
1862,2.710791813242963e-09,8.58417408267087e-08
1863,9.989241656072068e-10,7.441985161449338e-08
1864,7.1920918109924514e-09,8.34282687378618e-08
1865,4.23615986733239e-09,8.660593664444605e-08
1866,1.3623716377253459e-08,8.076917623611735e-08
1867,4.367530337390235e-09,7.376273458703508e-08
1868,2.9639244392143382e-09,7.903798859842937e-08
1869,1.0255390425761846e-08,8.643829119137081e-08
1870,8.601073187008978e-09,9.575861525945584e-08
1871,3.18635318130589e-09,5.2043770182308435e-08
1872,3.023669647994609e-09,9.373376030907821e-08
1873,5.986004469882289e-10,7.063485440994555e-08
1874,1.7923826867161097e-09,9.081406204813902e-08
1875,2.2886108563824337e-09,6.694186538425129e-08
1876,4.836811839936672e-09,6.771536220639973e-08
1877,8.040260901509555e-09,6.679601227688181e-08
1878,9.058632954861423e-09,7.0657335982105e-08
1879,7.94212251520321e-09,7.942122692838893e-08
1880,5.776061406947974e-09,6.546203223933844e-08
1881,9.761510710859511e-09,7.111957955885373e-08
1882,0.0,5.657077295495583e-08
1883,0.0,8.278333751832179e-08
1884,1.9805090900604227e-09,8.912290638818376e-08
1885,3.86738152613475e-09,7.605849816627597e-08
1886,3.872078380151578e-09,7.486018205327127e-08
1887,1.9586773869484375e-09,7.051238526400994e-08
1888,0.0,5.643147105161006e-08
1889,1.8795409673089125e-09,7.267558288504006e-08
1890,1.3108772956016423e-09,9.37277278012516e-08
1891,2.5496880162734215e-09,7.075384189647593e-08
1892,1.2537024751679837e-09,6.581937839200691e-08
1893,6.774258043407144e-09,8.129109829724257e-08
1894,1.1972924873759894e-08,8.002955098618258e-08
1895,5.416753268150387e-09,6.921406736637437e-08
1896,1.3563166589847242e-08,1.0791563198608856e-07
1897,4.078699600285063e-09,6.700720689423179e-08
1898,6.7900258748920805e-09,9.902120723381813e-08
1899,6.633094074004475e-09,6.798921248218903e-08
1900,2.07642125715779e-09,9.032432757294373e-08
1901,3.353243460679778e-09,9.165531622556955e-08
1902,4.910283846193408e-10,8.200174050898568e-08
1903,5.400220270956879e-10,7.236295118673297e-08
1904,0.0,8.599400302955473e-08
1905,5.160758931310738e-09,9.186150862205977e-08
1906,2.0576738091193647e-09,8.385021033063822e-08
1907,1.5428529565042481e-09,8.331406320394308e-08
1908,5.893666887857307e-09,6.188350454294778e-08
1909,3.850688656825696e-09,8.636543924467333e-08
1910,7.481810726517324e-09,1.031421064112692e-07
1911,2.6601871816467337e-09,8.885024982419054e-08
1912,3.646594803896619e-09,9.949994250746386e-08
1913,9.015082902408267e-09,1.0499919511630651e-07
1914,9.37544086809794e-09,1.0045115317325326e-07
1915,1.1780761921542648e-09,1.201637758185825e-07
1916,1.0987462051303964e-09,9.888715624128963e-08
1917,6.57985488317081e-09,7.895825859804972e-08
1918,3.44591288836682e-09,7.695872028534723e-08
1919,5.524709134618888e-09,8.931613137974637e-08
1920,1.514446346106979e-09,1.1131180599477375e-07
1921,0.0,6.28538003866197e-08
1922,2.951174193910333e-09,1.0771785952101709e-07
1923,2.1231896241147297e-09,1.1146745748646936e-07
1924,2.578324886925998e-09,1.1731378180002139e-07
1925,5.499089184013428e-09,9.678396395429445e-08
1926,6.687683296036084e-09,1.3263904463656218e-07
1927,0.0,1.2821608663671213e-07
1928,6.8556245125250825e-09,9.140833157061934e-08
1929,6.684243825105796e-09,1.2365850921014498e-07
1930,3.1510811737689437e-09,1.1659000165309408e-07
1931,1.1405356659111021e-09,1.5169123912528448e-07
1932,0.0,1.3918611330154818e-07
1933,0.0,1.4338327503082837e-07
1934,0.0,1.3539185772515339e-07
1935,1.0771455727365264e-08,1.531940370114171e-07
1936,1.4549657478823974e-08,1.0790996185505719e-07
1937,6.295559185076627e-09,1.1961562051965302e-07
1938,2.5930428915188486e-09,1.5039648815218243e-07
1939,0.0,1.1929358834095183e-07
1940,2.5357829169792012e-09,1.0903866609623947e-07
1941,0.0,7.969057236323351e-08
1942,1.2136847082899749e-08,8.799214157306778e-08
1943,8.709705845433291e-09,9.870999662098257e-08
1944,3.2131861615880553e-09,1.0603514510876266e-07
1945,0.0,1.2199622290154366e-07
1946,0.0,8.213451252458981e-08
1947,5.960435700558264e-09,9.894323227399582e-08
1948,0.0,9.675979839585125e-08
1949,1.9634016634739737e-09,1.148589987565174e-07
