year,en_ADP aigles_NOUN,en_ADP règles_NOUN
1950,0.0,1.1805251176610909e-07
1951,1.0661401761424827e-09,1.3326751968634198e-07
1952,5.272402070488624e-09,9.384875454543362e-08
1953,1.0773827385790469e-09,1.1527995269489111e-07
1954,0.0,1.338837449793573e-07
1955,9.385607846468247e-10,1.0699592678520276e-07
1956,3.488456634670456e-09,1.063979269133597e-07
1957,5.301022731885041e-09,1.007194327939942e-07
1958,9.099467845885556e-09,1.3483756333698693e-07
1959,2.325224457422337e-09,1.3951346033991285e-07
1960,1.3841666701708277e-09,1.3980083224396367e-07
1961,3.47407969059077e-09,1.1117055009890464e-07
1962,6.341956404476434e-09,1.0400808747590418e-07
1963,3.2330267352165265e-09,1.0862969190839067e-07
1964,1.8251904432275978e-09,1.235045630210152e-07
1965,4.377634699181954e-09,1.5267001174379402e-07
1966,4.431259803538978e-09,1.2739872090605786e-07
1967,3.451234853457663e-09,1.4248669799599156e-07
1968,1.7965663401398047e-09,1.3968303846922936e-07
1969,3.1792303789579535e-09,1.326193341810722e-07
1970,3.6789800095249348e-09,1.338228940994668e-07
1971,4.1107179882260425e-09,1.1766930185785895e-07
1972,2.565073486948677e-09,1.3081874783438252e-07
1973,3.859242703185828e-09,1.1853388315330449e-07
1974,5.625571564138454e-09,1.6314157846863964e-07
1975,5.711480177694739e-10,1.0680467710244557e-07
1976,2.856763492431469e-09,1.045575430680401e-07
1977,2.3507127355770763e-09,1.1812331734972759e-07
1978,3.5643548113029055e-09,9.861381755627008e-08
1979,3.5111840102075575e-09,1.4044735507923178e-07
1980,1.7055452605774235e-09,1.2393628878726304e-07
1981,4.427884725544118e-09,1.2398076876252162e-07
1982,6.828252629986764e-09,1.2725379860967223e-07
1983,4.4207211225000265e-09,1.0799190164334505e-07
1984,2.3196033982486597e-09,1.0844146203226046e-07
1985,6.015558051686298e-10,1.2452204600776895e-07
1986,5.994485574589703e-09,1.414698544977e-07
1987,6.721898593298192e-09,1.448263589054477e-07
1988,3.597932174415064e-09,1.589086764397507e-07
1989,2.7440609784434855e-09,1.4653285518306802e-07
1990,3.814055737905164e-09,1.3567141365911084e-07
1991,2.9307325455363298e-09,1.4243360624277557e-07
1992,2.2039776670368383e-09,1.5923738772016804e-07
1993,6.093128224193833e-09,1.312792221597192e-07
1994,2.637463358823311e-09,1.5244538076331082e-07
1995,5.964696070392961e-09,1.1875167160724232e-07
1996,3.736664311304594e-09,1.419932544877156e-07
1997,9.110299514780706e-09,1.4576478690742078e-07
1998,4.768129224785866e-10,1.3493806250153284e-07
1999,3.1991407301035224e-09,1.4624643540628313e-07
2000,5.743440834038438e-09,1.4535324055486853e-07
2001,1.3143635069212678e-09,1.3275071353291423e-07
2002,3.9430991805033955e-09,1.6254331569598435e-07
2003,2.083461403401543e-09,1.3834184642291802e-07
2004,1.7619165015858584e-09,1.5416769372222916e-07
2005,6.30524943368016e-09,1.3105911023103545e-07
2006,4.11788997345397e-09,1.4289078364981833e-07
2007,2.7961356841021967e-09,1.2942113869485183e-07
2008,3.405951742863067e-09,1.2687169714808988e-07
2009,6.675469288452973e-09,1.1634389807113621e-07
2010,3.7790344187271785e-09,1.3226620865225414e-07
2011,4.5887662558641296e-09,1.2504388280376588e-07
2012,4.765953853791416e-09,1.0995736232644049e-07
2013,4.462600067256517e-09,9.566699077367957e-08
2014,7.362513709807672e-09,1.0026010954788944e-07
2015,6.871383906315032e-09,9.398279843253476e-08
2016,4.764082017771898e-09,8.471780432728337e-08
2017,3.773417134311785e-09,9.458698713160629e-08
2018,6.195519930418669e-09,9.112577714631698e-08
2019,6.632568272380013e-09,8.316219890502907e-08
