year,ton_DET est_NOUN,ton_DET reste_NOUN
1955,1.1262729859851106e-08,2.7218263198847126e-08
1956,2.1802853300556535e-08,3.401245152190313e-08
1957,1.0602045297236629e-08,1.1485549400447326e-08
1958,1.4890038368964298e-08,1.9026160202884057e-08
1959,2.325224424115646e-08,1.705164542897819e-08
1960,1.7994166434665004e-08,2.0070416439921246e-08
1961,2.7097821486687934e-08,1.111705483225478e-08
1962,2.7270412872315575e-08,1.7123282347597524e-08
1963,2.3924397241081863e-08,2.5217607557692645e-08
1964,1.82519054314767e-08,3.04198408684897e-08
1965,2.2982581615593745e-08,2.9001830270658502e-08
1966,3.32344469722301e-08,2.99110034518435e-08
1967,2.810291277466348e-08,2.3665609916179164e-08
1968,2.110965433010925e-08,3.09907690621003e-08
1969,1.5896152782968187e-08,2.4071315607443466e-08
1970,2.529298837039562e-08,2.0234390163409444e-08
1971,2.1067429134546956e-08,1.849823050292798e-08
1972,2.2572646640739435e-08,2.61637485010624e-08
1973,2.0398853772807257e-08,2.6463379043661917e-08
1974,2.0814615919739765e-08,1.800182936051442e-08
1975,3.08419934036408e-08,2.227477224892027e-08
1976,1.7711933253394818e-08,1.9997344224975677e-08
1977,1.9981057530760182e-08,1.8218024422367307e-08
1978,2.316830638449119e-08,2.316830638449119e-08
1979,2.6919078188747392e-08,2.0481905949054635e-08
1980,1.8760997255728995e-08,1.4781392110307934e-08
1981,1.7078984171359224e-08,2.4669642328944974e-08
1982,1.9864007771985825e-08,2.3588508923921836e-08
1983,2.841892232652299e-08,2.1472073896688926e-08
1984,1.797692661398287e-08,2.2616132966390978e-08
1985,2.285912081845254e-08,2.3460676956688076e-08
1986,1.9781802029772422e-08,2.3977941410180392e-08
1987,2.444326768769045e-08,1.7721369260925712e-08
1988,2.1587593934668803e-08,2.5785181989590455e-08
1989,2.2501301599753276e-08,2.0854864501984594e-08
1990,1.8525413703063265e-08,2.2884334427430986e-08
1991,1.9928981409567115e-08,2.5204300868608698e-08
1992,2.5896737698705152e-08,1.8182815253453555e-08
1993,1.7725464318552042e-08,1.717154241021035e-08
1994,2.320967767976967e-08,2.479215588380157e-08
1995,3.578817486804553e-08,2.6570008415660595e-08
1996,2.2419987422139798e-08,2.081855932090093e-08
1997,1.917957748176491e-08,2.6851409984374186e-08
1998,1.9072516788121163e-08,2.527108478034279e-08
1999,2.3765045847889965e-08,2.2851006420410158e-08
2000,3.578605367593468e-08,1.590491294223284e-08
2001,3.110660382055208e-08,2.541102794850758e-08
2002,2.2344229300141905e-08,2.8477940006155222e-08
2003,2.5001536840818517e-08,2.2084691408963408e-08
2004,2.730970619091444e-08,1.6738207264666016e-08
2005,3.152624772351231e-08,2.0717248361279417e-08
2006,2.4295550793418386e-08,2.3471972809829822e-08
2007,4.433872083375867e-08,2.2768533725070483e-08
2008,3.1505054731706394e-08,2.554463840453991e-08
2009,3.385416524892548e-08,1.6211854969583328e-08
2010,4.534841435699377e-08,2.5036102968556406e-08
2011,5.850677184393582e-08,2.370862617340208e-08
2012,5.9233997262708726e-08,2.927657405393802e-08
2013,6.666008861566652e-08,2.398647502843687e-08
2014,9.636231368403969e-08,2.7501153354592134e-08
2015,1.1348865687488274e-07,2.4160671685535817e-08
2016,1.3256576325559877e-07,2.60988848310717e-08
2017,1.9722392724519366e-07,2.213737992917686e-08
2018,2.3465532389410626e-07,2.8912428007288327e-08
2019,2.5994565050480034e-07,2.984655722571006e-08
