year,ton_DET est_NOUN,ton_DET reste_NOUN
1800,3.772997558826319e-08,0.0
1801,6.429193177837078e-08,2.1430643926123594e-08
1802,4.699464284385613e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,6.673997887673977e-08,1.9774807569206132e-08
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775580490577e-08,0.0
1808,4.305540501903238e-08,2.2660739951163578e-09
1809,2.25903047379461e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,5.0141535368197765e-09,1.0028307073639553e-08
1812,1.3336041604361526e-08,5.3344164641089264e-09
1813,2.5881675469463516e-08,8.627225156487839e-09
1814,0.0,0.0
1815,1.6183340889597275e-08,2.697223555614414e-09
1816,2.0858434979231788e-08,4.6352077731626196e-08
1817,4.3592454090912724e-08,3.113746771532533e-08
1818,2.026600220972341e-08,1.1921177378582115e-09
1819,3.933399084221634e-08,1.035105001712111e-09
1820,8.306536791735653e-09,1.1866481131050932e-09
1821,2.6626017390896095e-08,1.0847637454958203e-08
1822,3.8097340393505874e-08,3.0076847679083585e-09
1823,5.138997138942614e-08,9.882686891060644e-10
1824,2.0210669582354512e-08,1.0105335235266466e-08
1825,5.6354833688487815e-08,4.4027217427355936e-09
1826,2.290075862276808e-08,1.7615968683770689e-09
1827,2.119972880576526e-08,1.8434546111834038e-09
1828,1.9261833017480967e-08,9.172301251858528e-10
1829,3.1720752247110795e-08,2.571952872898464e-09
1830,1.878630406793036e-08,6.262101504006523e-09
1831,2.6505050598757407e-08,3.1182412207897414e-09
1832,3.3824925083081325e-08,2.705993873419743e-09
1833,1.3900354645102198e-08,2.3167257001688313e-09
1834,1.9602515166639023e-08,2.8003592777992026e-09
1835,2.193295500774184e-08,0.0
1836,1.4785650037651976e-08,5.376600054063374e-09
1837,2.7831563720326358e-09,3.478945576063097e-09
1838,1.1361890983607736e-08,3.1560809521380406e-09
1839,2.307186797168015e-08,0.0
1840,2.4204817705708592e-08,5.732719632334238e-09
1841,4.494383976094696e-09,6.420548537278137e-10
1842,5.366612043644636e-09,6.708265054555795e-09
1843,1.1813821920725331e-08,3.5441467538532834e-09
1844,4.390849017710252e-09,2.195424508855126e-09
1845,5.580227835366713e-09,3.9061593959388574e-09
1846,1.5221703675294407e-08,5.854501328173001e-10
1847,7.011190739092399e-09,5.9325460100012606e-09
1848,1.045878850192139e-08,1.6090443422100975e-09
1849,1.6758829879393033e-09,1.6758829879393033e-09
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,9.029214709244116e-09,2.579775504329973e-09
1852,7.161600201754936e-09,6.510545436100301e-09
1853,8.360704129017904e-09,4.180352064508952e-09
1854,1.246959496770117e-08,2.5978321716024766e-09
1855,8.491099379170919e-09,9.021793090369101e-09
1856,8.28350277259915e-09,3.1063134287023786e-09
1857,1.3668225662399891e-08,3.4170564155999728e-09
1858,8.808616891453624e-09,1.9574704079872163e-09
1859,1.3239650931140545e-08,2.036869339860914e-09
1860,1.0527522853465143e-08,6.408057640072684e-09
1861,1.0375120318428799e-08,3.772770984511453e-09
1862,1.49093550838586e-08,1.0843167252971853e-08
1863,1.6981711370434027e-08,3.995696662428827e-09
1864,1.1507347186245909e-08,9.589455896019672e-10
1865,1.97687466396701e-08,1.0355057256106193e-08
1866,1.1677471434268227e-08,1.0217787504984699e-08
1867,1.261730986357179e-08,9.7056229719783e-10
1868,7.409810987013543e-09,1.333765986544222e-08
1869,2.930111597798657e-09,1.4162205630441349e-08
1870,1.4335122422437507e-08,3.4404292748035914e-09
1871,3.18635318130589e-09,0.0
1872,7.256807155187062e-09,8.4662747923403e-09
1873,1.4366410283628284e-08,5.986004469882289e-10
1874,1.553398404352535e-08,1.5533982988813477e-08
1875,1.3159512035620935e-08,1.716458086775674e-08
1876,1.269663130187837e-08,1.3301232115736639e-08
1877,1.669900340228736e-08,1.6699003069220453e-08
1878,3.0799353234467475e-08,2.4156354694326865e-09
1879,1.95498414123918e-08,4.27652757650776e-09
1880,1.5402831010646878e-08,1.2193908105473383e-08
1881,9.064259565150223e-09,2.3009274485730202e-08
1882,1.7969540522244642e-08,3.9932310791357395e-09
1883,1.76941486462745e-08,5.687405213450347e-09
1884,1.1222884843675729e-08,6.601696966868076e-09
1885,1.0313017106966527e-08,1.2246707647989297e-08
1886,7.744156760303156e-09,9.034849313138693e-09
1887,2.1545451256432813e-08,1.3057849246322917e-09
1888,5.706553452000662e-09,1.1413106904001324e-08
1889,5.01210956072029e-09,7.51816386923565e-09
1890,1.4419650362640368e-08,9.831579994568074e-09
1891,1.402328420052612e-08,6.3742202627281586e-09
1892,1.191017329205124e-08,8.775916882086676e-09
1893,0.0,8.621783287310336e-09
1894,3.150769645188234e-09,1.827446460822557e-08
1895,1.0833505648122355e-08,9.027921521465032e-09
1896,4.1279202278587945e-09,1.2383760683576384e-08
1897,9.905413045352418e-09,5.826713334045053e-09
1898,6.7900258748920805e-09,2.3765091228256097e-08
1899,7.185851913504848e-09,7.185851913504848e-09
1900,1.09012117111007e-08,7.26747462209687e-09
1901,8.383108540677142e-09,3.912117296778206e-09
1902,8.347482705062248e-09,1.1293653123800595e-08
1903,7.020286352243943e-09,1.1880484152015924e-08
1904,1.2361637935498493e-08,1.3974025492302644e-08
1905,7.2250627702885595e-09,6.192911072844254e-09
1906,1.646139019539916e-08,7.201858220895474e-09
1907,8.228549397415463e-09,1.0285686968813934e-08
1908,1.0805055739027125e-08,6.384805573134145e-09
1909,1.0451868703853506e-08,1.7053048750881317e-08
1910,1.1757131490597317e-08,1.336037680488289e-08
1911,1.702519725199636e-08,1.9685383989553884e-08
1912,7.814131730565776e-09,9.897900277167082e-09
1913,7.424185766158331e-09,6.893886794756554e-09
1914,9.375441145653696e-09,8.705766774141921e-09
1915,1.4136914638918086e-08,8.246533234057551e-09
1916,1.3184954239520152e-08,8.789969641043172e-09
1917,8.773139548168274e-09,7.676496771580332e-09
1918,2.2972752589112133e-08,1.2635013924011673e-08
1919,7.366278753639932e-09,5.524709134618888e-09
1920,6.815008557481406e-09,1.514446346106979e-08
1921,6.815472630705699e-09,2.2718241510233383e-08
1922,2.4347187377316004e-08,1.9182632371439468e-08
1923,9.554353308516284e-09,1.6985516992917837e-08
1924,1.933743642990038e-08,2.0626599095407983e-08
1925,1.2097995938376016e-08,6.598906754362588e-09
1926,3.343841648018042e-09,2.1177662290483568e-08
1927,8.919380123373344e-09,1.4493992672726108e-08
1928,1.1426041446327417e-08,1.82816659588525e-08
1929,3.342121912552898e-09,7.798284684668033e-09
1930,2.6259009078266615e-08,1.7856125467119455e-08
1931,1.0264820993199919e-08,1.8248570654577634e-08
1932,1.753525868952721e-08,7.6716757391182e-09
1933,2.638252261100149e-08,2.064719240024715e-08
1934,1.0783422155213884e-08,2.3963160344919743e-08
1935,1.3165112555668657e-08,1.6755597798123745e-08
1936,9.699771652549316e-09,2.424942913137329e-08
1937,0.0,2.2664012888640173e-08
1938,1.4261735792331365e-08,1.9447821131279852e-08
1939,6.117620188206274e-09,1.5294050470515685e-08
1940,2.282204625281281e-08,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.9032351633873077e-08,2.322588166236983e-08
1944,3.213186161588055e-08,2.5705489292704442e-08
1945,3.267756110147957e-08,1.9606536838523425e-08
1946,2.7842209426864883e-08,2.5057987684817817e-08
1947,2.3841741247920822e-08,2.622591566137089e-08
1948,1.3046265179283978e-08,7.610321262063735e-09
1949,2.748762362170254e-08,2.1597418964347526e-08
1950,1.0635361036293034e-08,1.595304155443955e-08
1951,1.7058242818279723e-08,1.1727541604500402e-08
1952,1.5817205989421268e-08,4.112473561690422e-08
1953,9.69644453618912e-09,3.5553629373907825e-08
1954,1.5636057781875934e-08,1.6613311615287785e-08
