year,en_ADP envois_NOUN,en_ADP renvoi_NOUN
1992,7.162927584403178e-09,3.4161654838271716e-08
1993,2.7696036575264316e-09,3.489700617365088e-08
1994,4.2199412852994556e-09,2.1099706870586488e-08
1995,3.253470381991974e-09,4.1210625467691386e-08
1996,1.067618438099771e-09,3.149474281372022e-08
1997,3.835915585170824e-09,2.972834600711849e-08
1998,2.86087753487152e-09,1.0489884516573511e-07
1999,2.7421207526856506e-09,2.8335247842514732e-08
2000,3.092622158362701e-09,3.887867805474343e-08
2001,4.381211837767296e-09,2.1467938537966802e-08
2002,3.066854992184176e-09,1.489615336636163e-08
2003,5.416999737661854e-09,2.0417921575699438e-08
2004,4.845270407116686e-09,1.3654853248112886e-08
2005,4.503749373441224e-09,2.1617998058331978e-08
2006,3.706100981659688e-09,2.182481573242967e-08
2007,1.5977917877663117e-09,1.2782334662952977e-08
2008,1.2772318758180745e-09,1.575252639440805e-08
2009,1.907277002999308e-09,1.5735034608610476e-08
2010,1.4171379625338432e-09,1.2754241218715379e-08
2011,3.823971805871906e-09,1.185431308670104e-08
2012,4.425528388196653e-09,1.05531832161887e-08
2013,1.6734750252211938e-09,1.2829975304384789e-08
2014,3.2481677347817595e-09,1.2776126337432636e-08
2015,8.866301581811342e-10,2.017083566840938e-08
2016,1.0356699942093428e-09,2.1127667837461672e-08
2017,7.54683426862357e-10,1.8615523900145092e-08
2018,2.0651733656507076e-09,1.6779533318356243e-08
2019,2.2958890344426663e-09,1.6581420680950032e-08
