year,en_ADP envois_NOUN,en_ADP renvoi_NOUN
1800,9.432493897065797e-09,1.0375742931501009e-07
1801,9.524730337773235e-09,3.5717739876872656e-08
1802,0.0,5.147032311469957e-08
1803,1.950339223455444e-09,5.8510176925707924e-08
1804,0.0,6.426812149129546e-08
1805,2.842877711017877e-09,7.391481915419718e-08
1806,0.0,7.146539697799881e-07
1807,2.8469550272802735e-08,1.6939382732061858e-06
1808,4.5321479902327155e-09,5.755828169640154e-07
1809,3.388545621874073e-08,1.1882500530191464e-06
1810,2.3401267590372754e-09,8.611666544311447e-07
1811,3.008491944456182e-08,1.2159322793081628e-06
1812,1.3336041604361526e-08,1.2802599940187065e-06
1813,2.5881675469463516e-08,5.233849833530257e-07
1814,0.0,1.258670891957081e-07
1815,0.0,4.612252411106965e-07
1816,0.0,6.095298203945276e-07
1817,9.341240669868967e-09,1.4167548556542897e-07
1818,0.0,2.551132070038875e-07
1819,1.0351049795076506e-08,2.846538654788233e-07
1820,5.933240565525466e-09,1.2222476186707354e-07
1821,1.1833785507064931e-08,1.1833786084380904e-07
1822,1.5038423839541792e-08,2.325942887182464e-07
1823,8.894418535021487e-09,3.7158901666778377e-07
1824,5.894778887238772e-09,3.208444070423866e-07
1825,1.8491430608946757e-08,3.997671114142065e-07
1826,4.403992281964975e-09,3.954785086079937e-07
1827,6.452091305675367e-09,5.382887469096431e-07
1828,1.8344602503717056e-09,7.70473306488384e-07
1829,8.57317605795771e-10,7.612980539306591e-07
1830,1.0436835840010872e-09,7.890247957220708e-07
1831,1.5591206103948707e-09,6.142935262687388e-07
1832,8.117981842303834e-09,1.599242409611179e-06
1833,8.108539617524002e-09,8.734056109460653e-07
1834,5.600718555598405e-09,4.321887843161676e-07
1835,2.2689263801112247e-09,3.0554875252164493e-07
1836,6.048674894287842e-09,3.696412420595152e-07
1837,5.5663127440652715e-09,2.790114280726286e-07
1838,7.574594285131298e-09,3.175017297962768e-07
1839,2.7965900706306e-09,5.29953812611339e-07
1840,1.9109065441114126e-09,4.503369850361594e-07
1841,6.420548537278137e-10,5.739970561080554e-07
1842,1.341653010911159e-09,4.138999543101818e-07
1843,1.2995204023980023e-08,3.160197366014472e-07
1844,3.2931368743049916e-09,3.858458512695506e-07
1845,3.850357188639464e-08,5.686252393388713e-07
1846,4.6836010625384006e-09,5.14025202846824e-07
1847,1.0247124926365814e-08,4.6759248562011635e-07
1848,0.0,3.9260680750885513e-07
1849,5.02764896381791e-09,7.558232495430417e-07
1850,7.467895635215882e-09,4.304223359952175e-07
1851,7.094382858952031e-09,4.030899276585842e-07
1852,4.557382027314816e-09,5.820427873004519e-07
1853,1.0152284346531815e-08,1.594505789626055e-07
1854,6.234797567117312e-09,3.060246347996731e-07
1855,1.326734277995456e-08,1.745982345369157e-07
1856,1.1907535402144731e-08,1.4599673975324023e-07
1857,4.393358121745905e-09,3.324307560337303e-07
1858,9.787352261980686e-09,9.283303370466456e-07
1859,3.055304009791371e-09,1.5123754337764694e-07
1860,3.204028820036342e-09,1.7896789472615637e-07
1861,3.772770984511453e-09,1.1742749705945243e-07
1862,9.035972525772706e-10,1.6942448155532475e-07
1863,4.994620828036034e-10,1.3235745655038045e-07
1864,5.274200631788517e-09,9.014088675485254e-08
1865,2.8241067262513297e-09,8.519388217109736e-08
1866,5.352174259343201e-09,1.868395387849553e-07
1867,5.338092634588065e-09,2.9408036539280147e-07
1868,2.4699371437009177e-09,1.4177438278917265e-07
1869,6.348574999037737e-09,1.7385328621166707e-07
1870,1.1468097582678638e-09,1.1697459711967895e-07
1871,0.0,1.2320565190293564e-07
1872,4.8378714367913744e-09,1.7597757562271e-07
1873,5.9860045809045914e-09,1.1672708666310427e-07
1874,3.5847653734322193e-09,8.185214284139875e-08
1875,4.005069165202713e-09,1.4132172054814873e-07
1876,2.418405919968336e-09,1.0701445840588519e-07
1877,8.040260901509555e-09,1.614236928570989e-07
1878,1.0266450800600069e-08,9.17941464506633e-08
1879,3.0546627449723474e-09,8.980708243733204e-08
1880,4.492492600149944e-09,1.4440154405548355e-07
1881,9.064259565150223e-09,1.422391542882373e-07
1882,6.655385131892899e-10,2.10310169945771e-07
1883,1.2638677882037541e-09,2.4392647857141014e-07
1884,3.300848483434038e-09,9.968562153517269e-08
1885,0.0,3.2163720953271024e-07
1886,5.808117542471791e-09,1.2197046167505832e-07
1887,5.223139698529167e-09,2.898842584309058e-07
1888,6.340614699951175e-10,1.4773631562547962e-07
1889,3.132568426877924e-09,1.240497053411893e-07
1890,5.243509182406569e-09,1.1535720140232186e-07
1891,1.784781566982474e-08,1.3194635906099705e-07
1892,1.4417578242387208e-08,1.4417578220182747e-07
1893,6.774258043407144e-09,1.4225942379653134e-07
1894,8.822155450616265e-09,1.802240245929454e-07
1895,8.426059849853118e-09,2.527818026010209e-07
1896,4.1279202278587945e-09,1.2914493652260717e-07
1897,9.322741689743452e-09,1.1012488276840315e-07
1898,6.224190496340043e-09,1.1146958822649822e-07
1899,2.7637891975018647e-09,1.774352664796197e-07
1900,9.34389543516545e-09,1.3860112346719689e-07
1901,2.235495566438317e-09,1.3021761113840569e-07
1902,1.9641135384773634e-09,1.2668532251014497e-07
1903,4.320176216765503e-09,2.1276867334663052e-07
1904,1.289910045443321e-08,1.1286712986446901e-07
1905,2.4255568220610257e-08,1.3469581328084956e-07
1906,1.1317205839134203e-08,2.0473854051017426e-07
1907,1.0799970695529737e-08,1.6559956017569988e-07
1908,4.911389073214423e-09,1.0952397833108307e-07
1909,9.351672325408344e-09,1.463261686818207e-07
1910,1.068830135508847e-09,1.5979010636879565e-07
1911,9.576673676292558e-09,1.4258603187045082e-07
1912,8.856016364688912e-09,1.1773291674899156e-07
1913,8.484783542428431e-09,1.7924105499833587e-07
1914,1.0714789944188396e-08,1.325955188424821e-07
1915,1.295883844676382e-08,6.008188790929125e-08
1916,2.197492321442951e-08,9.11959345817337e-08
1917,2.9609346086090227e-08,8.992468281121546e-08
1918,6.89182577673364e-09,7.581008532042688e-08
1919,3.6831393490643904e-09,1.0404868788782551e-07
1920,8.329454459499175e-09,9.162400038675855e-08
1921,2.2718242842501013e-09,1.2343578248419362e-07
1922,3.6889677978990676e-09,1.7780824634883174e-07
1923,1.8047112249064412e-08,1.2526819359592878e-07
1924,1.1602462102189293e-08,1.1602461913451378e-07
1925,9.898360353588487e-09,1.055825080698014e-07
1926,1.7833821530643945e-08,7.690835701623655e-08
1927,5.574612327308159e-09,6.57804292147901e-08
1928,3.1992914983902665e-08,6.170061961352502e-08
1929,2.2280811862174232e-08,8.466708578680482e-08
1930,4.201441416995522e-09,8.297846676441623e-08
1931,1.0264820993199919e-08,1.1633463969928926e-07
1932,2.1919073223131136e-09,4.274219378430644e-08
1933,3.4411986593596566e-09,8.832410003378754e-08
1934,1.1981580172459871e-09,7.7880272897346e-08
1935,9.574627313213568e-09,7.89906779985472e-08
1936,8.487299751891442e-09,6.911087524485993e-08
1937,1.2591118370153254e-08,4.910535977842301e-08
1938,1.2965214457594243e-09,4.926781471681352e-08
1939,9.176430282309411e-09,3.5176316970364496e-08
1940,7.607348528892999e-09,9.889553354014424e-08
1941,8.854508237732261e-09,6.788455664263893e-08
1942,6.068423541449874e-09,9.709477666319799e-08
1943,5.806470415592457e-09,6.677441199975931e-08
1944,3.2131861615880553e-09,5.1410978585408884e-08
1945,8.714016175304096e-09,3.703456741277478e-08
1946,1.1136883415474585e-08,4.037120149291695e-08
1947,5.960435700558264e-09,9.775114051535638e-08
1948,6.523132700664291e-09,3.8051606310318675e-08
1949,8.835307596655184e-09,6.97007607186606e-08
1950,1.0635361480382244e-09,5.104973510583477e-08
1951,2.1322803522849654e-09,7.889437292352142e-08
1952,1.5817205323287453e-08,4.323369751091377e-08
1953,9.69644453618912e-09,5.2791754967529414e-08
1954,1.6613311615287785e-08,5.668070812703263e-08
1955,4.6928039232341234e-09,4.6928040120519654e-08
1956,9.593255967388359e-09,1.0029312846882021e-07
1957,7.068030161150318e-09,3.975766915687018e-08
1958,7.445019267748876e-09,4.384289198355873e-08
1959,8.525822714489095e-09,6.355612924835441e-08
1960,1.3841666701708277e-09,2.9759583242139342e-08
1961,4.86371165564492e-09,5.350082687982649e-08
1962,1.9025869768540815e-09,3.297817485758969e-08
1963,6.466053470433053e-09,5.1728427763464424e-08
1964,4.867174663303331e-09,4.076258619534201e-08
1965,6.0192477668863376e-09,4.9795595202795084e-08
1966,9.416426749453422e-09,3.7665707330880593e-08
1967,5.423369309198733e-09,6.705256461181364e-08
1968,4.042274071025531e-09,4.581244184009847e-08
1969,9.083515273289322e-09,8.129746476015498e-08
1970,1.0577067222072856e-08,8.967514020241651e-08
1971,8.221435976452085e-09,8.992195799084612e-08
1972,3.5911027485013847e-09,9.285565738537116e-08
1973,4.9618833486420044e-09,1.1577727893063994e-07
1974,3.937900228123681e-09,8.944658702603192e-08
1975,3.4268881066168433e-09,1.0280664497486214e-07
1976,6.2848797277581525e-09,4.685092136469393e-08
1977,3.526069214387917e-09,5.05403221495726e-08
1978,1.7821774056514528e-09,7.188115347389612e-08
1979,5.851973128301324e-09,2.867466974976196e-08
1980,9.664756106531058e-09,2.7288724169238776e-08
1981,6.325549417596221e-09,2.9730083284107423e-08
1982,1.8622506869903077e-09,2.731300929870173e-08
1983,6.315316269933646e-09,2.9681984869966982e-08
1984,4.059305780401701e-09,4.581216678234412e-08
1985,3.609334831011779e-09,4.992913071877325e-08
1986,3.5966913891627428e-09,4.3759743439952814e-08
1987,4.888653482026939e-09,5.6830597117141224e-08
1988,6.596209356501959e-09,4.077656612366809e-08
1989,3.841685636274406e-09,5.488122312158339e-08
1990,3.2691906959314565e-09,4.90378582185258e-08
1991,1.1722930404189924e-09,2.8721180100887977e-08
