year,en_ADP est_NOUN,en_ADP reste_NOUN
1840,5.924447250116316e-06,6.267773642321117e-07
1841,6.1033734368720616e-06,7.14607040208648e-07
1842,5.7899037875230874e-06,6.681431727884046e-07
1843,5.697215518463139e-06,7.738053682260215e-07
1844,5.5900995432622835e-06,6.278913815549458e-07
1845,5.5199613924195035e-06,6.216374117684609e-07
1846,6.106244716086451e-06,6.141372068668716e-07
1847,5.266482881793877e-06,6.035017463545955e-07
1848,5.960704608121148e-06,5.551203230425017e-07
1849,5.6921367361795205e-06,5.496896164913778e-07
1850,5.484830118973605e-06,7.298170885405852e-07
1851,5.522009659308935e-06,7.010539775365032e-07
1852,5.548286861944973e-06,7.220194788715162e-07
1853,5.751567631051557e-06,7.148402687562339e-07
1854,5.859150829401472e-06,7.622039674970438e-07
1855,5.671523567229997e-06,6.676127100035956e-07
1856,5.3594262636735834e-06,7.077217674122949e-07
1857,5.472171627829425e-06,7.039135994091339e-07
1858,5.095295311008385e-06,7.678177667003183e-07
1859,5.1512426244570975e-06,8.483560804961598e-07
1860,5.508640911422447e-06,7.849870371501311e-07
1861,5.627559509502333e-06,7.18712897196383e-07
1862,5.425197764807876e-06,7.133900226108381e-07
1863,5.027585551431457e-06,6.273243684518093e-07
1864,5.589214267409659e-06,7.278396765286743e-07
1865,5.540426435857171e-06,6.970836352593324e-07
1866,5.330279148729744e-06,7.609818339915364e-07
1867,5.2211399470536435e-06,7.900376886027516e-07
1868,5.38989651488464e-06,8.007535825527157e-07
1869,5.617023622228601e-06,7.085986339916417e-07
1870,5.319477018872476e-06,7.414125207105826e-07
1871,5.048245764971426e-06,7.753459385639871e-07
1872,5.227924735340395e-06,6.331564463835093e-07
1873,4.991130389875309e-06,6.446927045544726e-07
1874,4.672741666489344e-06,7.354743729592883e-07
1875,5.210022460566677e-06,8.216113087655685e-07
1876,5.2817985238817755e-06,8.071429533629271e-07
1877,5.211944323235684e-06,7.446518566212035e-07
1878,4.8650896449231595e-06,6.745661949025816e-07
1879,5.131833077598458e-06,6.726367018927704e-07
1880,4.717758740113709e-06,7.149481007218128e-07
1881,4.736424620510604e-06,6.867920205877454e-07
1882,4.91899516585903e-06,7.973151241458254e-07
1883,4.8564117527405415e-06,9.005058245747932e-07
1884,4.786890647423547e-06,7.796604108989413e-07
1885,4.875478878840767e-06,7.22555739685049e-07
1886,4.712319532362841e-06,6.860032044642139e-07
1887,5.174825525422477e-06,8.063221912379959e-07
1888,4.497398049529977e-06,7.564353268207924e-07
1889,4.858613501745879e-06,8.031905167626974e-07
1890,4.7329226937620206e-06,8.048786526160256e-07
1891,4.712460902389637e-06,8.190872904378921e-07
1892,4.50580691691016e-06,8.688157890901493e-07
1893,4.921806298074927e-06,7.464000759682676e-07
1894,4.642343785832281e-06,8.752838311920641e-07
1895,4.897346453702767e-06,9.437187600269681e-07
1896,4.4752554897442565e-06,8.497618750880065e-07
1897,4.73303922010615e-06,7.429059678543126e-07
1898,4.388619922579551e-06,8.232906338889734e-07
1899,4.736028992979868e-06,8.252674774666957e-07
1900,4.962646733996934e-06,7.931928962534585e-07
1901,4.8560552032839155e-06,7.656572051928379e-07
1902,4.2390480881060455e-06,6.952961939532543e-07
1903,4.621508345348246e-06,7.668313060094079e-07
1904,4.565206716655723e-06,8.384415082218766e-07
1905,4.791248484181665e-06,8.055944817897398e-07
1906,4.820615213674273e-06,7.963197390381538e-07
1907,4.524673601125073e-06,7.801693300280022e-07
1908,4.7669944498451855e-06,7.480045383090328e-07
1909,4.7968574543588716e-06,8.009432121980353e-07
1910,4.612536607329076e-06,8.657523835609027e-07
1911,4.561156687232781e-06,7.863512792027905e-07
1912,4.401440031109871e-06,8.090231062851672e-07
1913,4.528753253740803e-06,7.164339308474155e-07
1914,4.249083924712238e-06,8.712463568372186e-07
1915,4.6357298015831105e-06,9.259678677153715e-07
1916,5.232229590035331e-06,9.844766282185446e-07
1917,4.314191190957217e-06,9.529823046250385e-07
1918,4.403876536329676e-06,9.947201533577754e-07
1919,4.655487995552932e-06,8.130530204653041e-07
1920,4.658436853599568e-06,8.337026997651265e-07
1921,4.486095793510003e-06,8.723804967303295e-07
1922,4.228294765873386e-06,8.307555390274501e-07
1923,4.1805603165911975e-06,8.28043937417533e-07
1924,4.104693288375927e-06,8.095940415842051e-07
1925,4.416868421230902e-06,8.490593472743058e-07
1926,4.297950926712701e-06,9.173272133011778e-07
1927,4.115178949604115e-06,8.228128081100294e-07
1928,4.025394548357042e-06,7.8268379866131e-07
1929,4.118608060821316e-06,7.753722570669197e-07
1930,4.08695235520895e-06,8.056263709477207e-07
1931,3.86185376566317e-06,8.747908282202843e-07
1932,3.820494512751793e-06,8.121016890072497e-07
1933,3.950495961024814e-06,7.983580871950835e-07
1934,3.830511154490068e-06,8.518903769072494e-07
1935,3.713758630397024e-06,8.066623422564589e-07
1936,4.008430535940022e-06,8.754043960834679e-07
1937,3.661497106399736e-06,7.856857564547681e-07
1938,3.909012079361673e-06,7.416102789647994e-07
1939,3.8097480210552703e-06,8.824667361295724e-07
1940,3.806210138179722e-06,7.176265626185341e-07
1941,3.7808747297418677e-06,8.647902518532646e-07
1942,4.263067594934e-06,9.952215123121277e-07
1943,4.349046251128641e-06,1.027745270221203e-06
1944,4.373146559544239e-06,8.739866643736605e-07
1945,3.7862400112942396e-06,9.58541818363301e-07
1946,4.15962590949448e-06,8.686769206178724e-07
1947,4.011373199830359e-06,9.345963007945102e-07
1948,3.991069966957639e-06,9.480286280449945e-07
1949,3.978833490236866e-06,9.493047059550008e-07
1950,4.0308021027612995e-06,8.33812350720109e-07
1951,3.98309958882237e-06,8.134649647217884e-07
1952,3.7286426106675208e-06,9.743398550199345e-07
1953,3.625392933415128e-06,8.996145766104746e-07
1954,4.026284756264431e-06,7.886436605986091e-07
1955,3.903474350863689e-06,9.272980605601333e-07
1956,3.890501290015891e-06,8.084498404059559e-07
1957,3.7363373621701612e-06,7.854348496039165e-07
1958,3.7771062579849968e-06,8.909206030693895e-07
1959,3.735860502729338e-06,8.711840564501472e-07
1960,3.9144234165178204e-06,9.273916816709971e-07
1961,4.204331219170854e-06,9.234103686139861e-07
1962,3.772195725559868e-06,8.796293400337163e-07
1963,3.3849789247142326e-06,8.923153700379771e-07
1964,3.6838428343344276e-06,9.484906513534952e-07
1965,3.7620298769525107e-06,8.870182455211761e-07
1966,3.640279899741472e-06,9.643529210734414e-07
1967,3.737687507054943e-06,9.032374919115682e-07
1968,3.673978227425323e-06,9.984416919905925e-07
1969,3.4626360587708405e-06,9.374188039146247e-07
1970,3.280730368260265e-06,9.454978453504737e-07
1971,3.316321759427865e-06,9.331329806627764e-07
1972,3.462336053416948e-06,9.783190080270288e-07
1973,2.913728124553927e-06,1.0127755558642093e-06
1974,2.9500497404910675e-06,9.653481356508564e-07
1975,2.9174241547025304e-06,1.007505147754273e-06
1976,2.9019003520147635e-06,1.0941404298137059e-06
1977,3.2968746737083165e-06,1.0948444923997158e-06
1978,3.211483743825738e-06,1.0764351827674545e-06
1979,3.0992050028544327e-06,1.1469867331470596e-06
1980,3.1404771476672977e-06,1.152380036728573e-06
1981,2.8989994333983304e-06,1.2537238944787532e-06
1982,2.8678660086711716e-06,1.2967472002856084e-06
1983,2.723164325146854e-06,1.323690298704605e-06
1984,2.885586564360665e-06,1.3001376828469802e-06
1985,2.5487919721456365e-06,1.3474849538397393e-06
1986,2.792830706255245e-06,1.3907206266594585e-06
1987,2.7834771714196904e-06,1.473317979616695e-06
1988,2.6936519326170583e-06,1.51652841395844e-06
1989,2.6463725291137052e-06,1.55752911723539e-06
1990,2.7243254692166374e-06,1.6280569070659112e-06
1991,2.716789087031657e-06,1.6634837720630458e-06
1992,2.4932496653917724e-06,1.6887978517843294e-06
1993,2.54914313302379e-06,1.678379817349196e-06
1994,2.402201527473835e-06,1.6969438547675963e-06
1995,2.417870845761172e-06,1.8344151158089517e-06
1996,2.4838143986016803e-06,1.832567022574949e-06
1997,2.2353797124452512e-06,1.917957888508681e-06
1998,2.324939849529528e-06,1.8810269466484897e-06
1999,2.3975276057797146e-06,1.9039457583858166e-06
2000,2.3782263447458263e-06,1.9951830836362205e-06
2001,2.287430604042129e-06,1.9251044705015374e-06
2002,2.1941157584137727e-06,2.0065995158802252e-06
2003,2.175133850812472e-06,1.965954197657993e-06
2004,2.132800023701975e-06,2.090513817165629e-06
2005,2.1460365919878654e-06,2.120815679518273e-06
2006,2.172598620120425e-06,2.2129540866444586e-06
2007,2.1414405502184763e-06,2.39548944591661e-06
2008,2.04867996345115e-06,2.441215883663972e-06
2009,2.032680459507219e-06,2.476122290318017e-06
2010,1.8980200522378254e-06,2.579663259894005e-06
2011,1.6760469261356548e-06,2.794176225506817e-06
2012,1.7279987019058751e-06,2.8646786631725263e-06
2013,1.6461416036950283e-06,2.4513619791832753e-06
2014,1.7760981405601228e-06,2.688616632440244e-06
2015,1.8694596310153688e-06,2.4287016913149273e-06
2016,2.1328587820335088e-06,2.2699814508087e-06
2017,1.4927638159467627e-06,2.5040394575626124e-06
2018,1.5705643777730316e-06,2.617349082356668e-06
2019,1.6780397726345875e-06,2.4879784632503288e-06
