year,son_DET ados_NOUN,son_DET radeau_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,1.4287095950749062e-08
1802,0.0,3.3567602031325805e-08
1803,0.0,1.950339223455444e-09
1804,0.0,6.921182915675672e-08
1805,0.0,8.528632911009026e-09
1806,0.0,2.881669125542885e-09
1807,0.0,1.7081731584767113e-08
1808,0.0,1.1330369886763947e-07
1809,1.8072244145628247e-08,6.7770917766551975e-09
1810,0.0,2.106114038724627e-08
1811,0.0,4.763445815569867e-08
1812,2.6672082320544632e-09,1.8670457180292033e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,2.1577788444915313e-08
1816,0.0,3.244645441213834e-08
1817,0.0,2.490997452753163e-08
1818,0.0,1.9073883805731384e-08
1819,0.0,7.24573512300708e-09
1820,0.0,2.8479554714522237e-08
1821,0.0,9.861488514673056e-09
1822,0.0,1.5038423839541792e-08
1823,1.9765373782121287e-09,4.941343334508019e-09
1824,0.0,1.8526447931321854e-08
1825,0.0,1.3208164340028361e-08
1826,0.0,1.8496766784892316e-08
1827,0.0,2.488663675137559e-08
1828,0.0,1.0089530988466322e-08
1829,1.714635211591542e-09,8.57317605795771e-10
1830,0.0,1.4611569953970616e-08
1831,0.0,1.5591206548037917e-08
1832,0.0,1.2176972319366541e-08
1833,0.0,3.359252431778259e-08
1834,0.0,3.733812548034621e-08
1835,0.0,1.9664028627630614e-08
1836,0.0,1.008112482381307e-08
1837,0.0,7.653680356156656e-09
1838,0.0,5.680945491803868e-09
1839,6.9914751765765e-10,1.2584655095793096e-08
1840,0.0,1.6561189752906103e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,2.3478927246856074e-08
1843,0.0,8.269675610961258e-09
1844,0.0,1.3721403568922597e-08
1845,0.0,1.0044410636567136e-08
1846,0.0,8.781752214304106e-09
1847,0.0,3.5595275171829144e-08
1848,0.0,2.252662056889676e-08
1849,4.1897072478036534e-09,2.0110596077316245e-08
1850,0.0,1.2220192857625989e-08
1851,6.449438760824933e-10,1.0319102017319892e-08
1852,0.0,3.2552727180501506e-09
1853,0.0,1.074947753032518e-08
1854,0.0,8.832629738719788e-09
1855,0.0,2.0697054736729115e-08
1856,0.0,1.7084724746041502e-08
1857,0.0,3.661131930954298e-08
1858,0.0,1.3702293077955119e-08
1859,0.0,2.036869339860914e-08
1860,0.0,1.8766454390473086e-08
1861,0.0,4.715963619617014e-09
1862,0.0,1.6716549255946234e-08
1863,0.0,9.489779628779615e-09
1864,1.4384183844029508e-09,1.6781547707012123e-08
1865,0.0,2.3534221682552925e-08
1866,0.0,2.238181906477621e-08
1867,4.85281148598915e-10,1.455843445796745e-08
1868,0.0,1.975949626142892e-08
1869,0.0,1.2697149553986264e-08
1870,0.0,3.268407766654491e-08
1871,0.0,2.1242354542039266e-09
1872,0.0,3.0236696701990695e-08
1873,0.0,5.9860045809045914e-09
1874,0.0,2.5690820137924675e-08
1875,0.0,1.945319194618378e-08
1876,0.0,2.9020871927798453e-08
1877,0.0,1.6699003735354268e-08
1878,0.0,2.5968081018845623e-08
1879,0.0,2.5659166014158075e-08
1880,0.0,2.6313170087277626e-08
1881,0.0,1.9523021921319383e-08
1882,0.0,7.320923423037584e-09
1883,6.319338941018771e-10,1.7062214752172622e-08
1884,0.0,2.9047466654219534e-08
1885,0.0,3.158361405741772e-08
1886,0.0,2.7749895048501116e-08
1887,0.0,2.938016074871541e-08
1888,0.0,2.0924028065749667e-08
1889,6.265136742733546e-10,4.1349902224485646e-08
1890,0.0,2.818386235503567e-08
1891,0.0,2.42220359325529e-08
1892,0.0,1.4417578908521023e-08
1893,0.0,1.6011883374744684e-08
1894,0.0,1.6384001710889606e-08
1895,6.018614495673091e-10,1.444467478961542e-08
1896,5.89702897624278e-10,7.666137835649067e-09
1897,0.0,1.340144106798391e-08
1898,0.0,1.3014215927142914e-08
1899,5.527578395003729e-10,1.5477219506010442e-08
1900,5.191053142894475e-10,2.595526549242777e-08
1901,0.0,7.824234649067563e-09
1902,0.0,2.7497588928060424e-08
1903,0.0,2.1060858390598014e-08
1904,0.0,3.439760298817873e-08
1905,0.0,2.4771643958310108e-08
1906,0.0,3.343719878756701e-08
1907,0.0,1.0285686691258178e-08
1908,0.0,1.0805055739027125e-08
1909,0.0,1.8703344373260933e-08
1910,0.0,1.6032451588543495e-08
1911,0.0,1.862130949437102e-08
1912,0.0,9.376957876838787e-09
1913,1.060597942803554e-09,2.227255713194154e-08
1914,0.0,1.3393487763302403e-08
1915,0.0,3.416420923940677e-08
1916,0.0,2.8567401111345703e-08
1917,0.0,1.3159709433274713e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,1.012863304339362e-08
1920,0.0,6.815008557481406e-09
1921,0.0,3.1805538425189184e-08
1922,0.0,3.0249535931670124e-08
1923,0.0,2.229349149729387e-08
1924,1.289162443462999e-09,1.418078698911529e-08
1925,1.0998177923937646e-09,3.4094351564206704e-08
1926,0.0,1.5604594283402662e-08
1927,0.0,2.5643218215520847e-08
1928,0.0,3.5420726796075996e-08
1929,1.1140406375176326e-09,4.233354289340241e-08
1930,0.0,3.466189157919075e-08
1931,1.1405356659111021e-09,2.3951249872311564e-08
1932,0.0,2.7398840973802407e-08
1933,0.0,1.720599263066447e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,3.710168261505942e-08
1936,0.0,1.9399543305098632e-08
1937,0.0,1.3850230073941816e-08
1938,0.0,2.5930429359277696e-08
1939,0.0,2.141166977054354e-08
1940,0.0,2.028626333583361e-08
1941,0.0,5.01755446080665e-08
1942,0.0,3.6410540360520827e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,3.534504777746861e-08
1945,0.0,4.7927088075994106e-08
1946,0.0,2.645009811175214e-08
1947,0.0,3.3378440233988727e-08
1948,0.0,3.805160786463091e-08
1949,0.0,1.3743811200228606e-08
1950,0.0,3.40331576254016e-08
1951,0.0,1.9190523503631596e-08
1952,0.0,2.8470969692939718e-08
1953,0.0,3.663101422191062e-08
1954,0.0,4.788542695699505e-08
1955,0.0,2.815682398349395e-08
1956,0.0,4.098936501328865e-08
1957,0.0,3.79906617276049e-08
1958,0.0,4.632456451769684e-08
1959,0.0,3.022791705831196e-08
1960,0.0,3.183583308086213e-08
1961,0.0,3.960450623008427e-08
1962,0.0,3.932012920815353e-08
1963,6.466053248388448e-10,2.90972389516142e-08
1964,0.0,2.9811445423355565e-08
1965,0.0,2.407699151163456e-08
1966,0.0,4.8743857616884156e-08
1967,0.0,2.7116844714125676e-08
1968,0.0,2.78467773284774e-08
1969,0.0,3.406318360710259e-08
1970,0.0,3.219107683194444e-08
1971,0.0,3.1344225215335086e-08
1972,1.5390440033513642e-09,1.7955513242906562e-08
1973,5.513203782392395e-10,3.5284505817134715e-08
1974,1.1251143350321513e-09,2.8127858486826085e-08
1975,5.711480177694739e-10,3.426888106616843e-08
1976,0.0,2.2282755030023083e-08
1977,0.0,4.172515266631649e-08
1978,0.0,1.9603950685009863e-08
1979,0.0,2.9845064863920356e-08
1980,0.0,2.5014662896616358e-08
1981,0.0,3.099519318983113e-08
1982,0.0,3.538276271974894e-08
1983,0.0,3.789189761960188e-08
