year,en_PRON apportera_VERB,en_PRON rapportera_VERB
1800,1.5720821977538435e-08,3.458580977167003e-08
1801,1.4287095950749062e-08,7.143547975374531e-08
1802,2.6854081625060644e-08,4.923248297927785e-08
1803,1.014176405078615e-07,8.971560561121805e-08
1804,4.943701892301533e-09,3.707776485839531e-08
1805,2.842877711017877e-09,7.107194477384837e-08
1806,1.729001475325731e-08,3.7461699520235925e-08
1807,5.4092147649953404e-08,6.832692633906845e-08
1808,9.064295980465431e-09,1.1330369886763947e-07
1809,2.259030518203531e-09,5.6475762733043666e-08
1810,4.680253518074551e-09,5.616304221689461e-08
1811,1.504245972228091e-08,4.011322829455821e-08
1812,2.6672083208723052e-08,4.5342538612658245e-08
1813,0.0,7.476928232108548e-08
1814,6.293354282149721e-09,2.2026739543434815e-08
1815,3.236668177919455e-08,5.3944472000466703e-08
1816,2.0858434979231788e-08,3.7081662185300956e-08
1817,6.227493631882908e-09,3.580808893843823e-08
1818,9.536941902865692e-09,6.079800130009971e-08
1819,4.864993385922389e-08,6.624672010957511e-08
1820,1.779972080839798e-08,8.306536614099969e-08
1821,3.747365440176509e-08,5.5224333550540905e-08
1822,5.012807946513931e-09,6.015369535816717e-08
1823,4.0519015698237126e-08,3.4589405117912975e-08
1824,4.968456579490521e-08,9.263224143296611e-08
1825,1.8491430608946757e-08,4.490776106536032e-08
1826,3.6112734136395375e-08,8.367585024871005e-08
1827,1.3825909306319772e-08,1.0692036767068203e-07
1828,8.255071293206129e-09,3.944089499441361e-08
1829,1.800366966620004e-08,3.429270378774163e-08
1830,5.218417697960831e-09,5.9489963177838945e-08
1831,2.182768810143898e-08,4.677361786775691e-08
1832,8.117981842303834e-09,4.7354891563600177e-08
1833,1.853380560135065e-08,4.6334513115198206e-08
1834,1.120143711119681e-08,4.29388435918554e-08
1835,3.781543966852041e-09,5.218530674255817e-08
1836,3.49478987970997e-08,6.653542783396915e-08
1837,8.349468672008697e-09,3.2006298056330706e-08
1838,3.1560809077291196e-08,2.9667161172142187e-08
1839,2.23727205650448e-08,2.1673573158409454e-08
1840,1.4013314952876499e-08,4.649872664685972e-08
1841,2.247191943638427e-08,4.494383887276854e-08
1842,7.379091560011375e-09,2.5491406319133603e-08
1843,1.7720733325177207e-08,5.434358030242947e-08
1844,2.7991662321369404e-08,3.622450606144412e-08
1845,1.1718478631905782e-08,2.622707206967334e-08
1846,2.9272506196775794e-08,2.2247105491146613e-08
1847,3.074137566727586e-08,1.833696039454935e-08
1848,3.861706332486392e-08,2.976732105253177e-08
1849,1.005529792763582e-08,3.016589289472904e-08
1850,1.9009188889640427e-08,3.733947906425783e-08
1851,2.0638204034639784e-08,4.063146263888484e-08
1852,1.1718981340891332e-08,2.9948509450150596e-08
1853,1.4332636411040767e-08,3.642878354526147e-08
1854,2.338049043260071e-08,4.2604447969551984e-08
1855,2.9188154115900034e-08,2.3350523292720027e-08
1856,1.3978411317339123e-08,7.921099864915959e-08
1857,2.245494101771328e-08,2.5383847912507917e-08
1858,2.838332058274773e-08,3.963877404089544e-08
1859,3.208069188076479e-08,3.3099126994784456e-08
1860,2.197048232233101e-08,4.531412045594152e-08
1861,1.839225838295988e-08,3.914249901981748e-08
1862,3.4336697041226216e-08,5.0149647989883306e-08
1863,3.995696573610985e-08,3.1965573299430616e-08
1864,1.4863656971897399e-08,4.411149845395812e-08
1865,3.859612363044107e-08,5.601144792422019e-08
1866,1.751620715140234e-08,5.400830360713371e-08
1867,2.2808213984149006e-08,3.930777126015528e-08
1868,1.531360993567432e-08,3.210918109175509e-08
1869,1.5627261262807224e-08,3.662639258550371e-08
1870,1.77755516972411e-08,3.956493799250893e-08
1871,2.7615060460561835e-08,4.991953161948004e-08
1872,1.814201766592305e-08,4.777398032729252e-08
1873,2.3944018323618366e-08,5.566984029314881e-08
1874,2.6288279997288555e-08,3.4652732239237594e-08
1875,2.5174719198162165e-08,2.6319025181464895e-08
1876,2.2370254981751714e-08,5.3204928462946555e-08
1877,2.040989244278535e-08,3.277952487223956e-08
1878,6.6429977074733415e-09,4.891661831152305e-08
1879,3.360128886242819e-08,4.581993806596074e-08
1880,2.3104245627791897e-08,3.658172431642015e-08
1881,3.9046042843438045e-08,4.044054335849978e-08
1882,1.5972924316542958e-08,4.326000180299161e-08
1883,2.464542170343975e-08,2.9700892412165558e-08
1884,1.1222884843675729e-08,3.498899303622238e-08
1885,2.2559724754955823e-08,2.707166935067562e-08
1886,1.936039240035825e-08,3.355801325710672e-08
1887,3.133883907935342e-08,3.9173546184656516e-08
1888,1.9655905347804037e-08,4.9456794215529953e-08
1889,2.318100555953606e-08,3.195219733242993e-08
1890,4.391439034634459e-08,3.5393686204088226e-08
1891,2.2309770031370135e-08,2.8046567734918426e-08
1892,1.7551833764173352e-08,4.0745330665004076e-08
1893,2.278614097406262e-08,2.6481190573690583e-08
1894,4.537108111435373e-08,4.537108111435373e-08
1895,3.009307292245467e-08,4.8750777636996645e-08
1896,2.5357223876198987e-08,3.951009475144929e-08
1897,1.8645483379486905e-08,3.1464253424928756e-08
1898,1.9238406423482957e-08,2.4896761985360172e-08
1899,1.7688250864011934e-08,3.703477347016815e-08
1900,1.9206897405865675e-08,4.360484595622438e-08
1901,2.794369535763508e-08,4.247441509619421e-08
1902,2.0623192042990013e-08,3.388095848322337e-08
1903,1.296052865029651e-08,1.9440793863623185e-08
1904,2.364835083312755e-08,3.3860139581065596e-08
1905,1.909480928929952e-08,4.541468001661997e-08
1906,1.8519063615940468e-08,3.035068729673185e-08
1907,2.2114226894132116e-08,1.7485668024619372e-08
1908,2.2101250607420297e-08,3.58531409005991e-08
1909,2.640472018811124e-08,3.025541062129378e-08
1910,2.778958396731923e-08,3.580580809625644e-08
1911,2.7133907565257687e-08,2.979409430281521e-08
1912,2.5526164293410147e-08,3.6986889995205274e-08
1913,2.5454351515463713e-08,2.704524781904638e-08
1914,1.5402511266415786e-08,2.8126324380650658e-08
1915,2.4739600590351074e-08,2.238344798399794e-08
1916,4.504859418830165e-08,1.648119329900055e-08
1917,4.1672411299487067e-08,1.6449636319748606e-08
1918,4.5945505178224266e-08,1.378365155346728e-08
1919,1.5653341733923298e-08,2.1178051312631396e-08
1920,1.817335615328375e-08,2.953170330499688e-08
1921,2.7261890522822796e-08,2.9533714140939082e-08
1922,2.87739485571592e-08,2.5822775029382683e-08
1923,2.229349149729387e-08,2.0170300985000722e-08
1924,5.0277336072213075e-08,1.933743654092268e-08
1925,2.74954441437103e-08,2.0896537833436923e-08
1926,2.0063049888108253e-08,3.232380052509143e-08
1927,3.9022285847067906e-08,3.5677519605314956e-08
1928,3.313552099371009e-08,4.798937425221084e-08
1929,2.33948540540041e-08,1.7824650200282122e-08
1930,2.941009036305786e-08,1.575540586884472e-08
1931,3.193499864551086e-08,3.5356606531422585e-08
1932,2.7398842306070037e-08,2.1919072779041926e-08
1933,1.1470662641954732e-08,3.555905436769535e-08
1934,2.7557634396657704e-08,1.5576054224197833e-08
1935,3.4708023122220766e-08,2.752705441366743e-08
1936,3.15242587589637e-08,2.3036957230715416e-08
1937,2.6441348666139675e-08,2.6441348666139675e-08
1938,3.3709557811789637e-08,1.9447821131279852e-08
1939,4.5882153187903896e-08,1.3764645423464117e-08
1940,2.2822046474857416e-08,2.5357829613881222e-08
1941,5.017554371988808e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,4.064529335323641e-08,3.4838823381733164e-08
1944,3.213186161588055e-08,6.4263723231761105e-09
1945,2.3963544037997053e-08,3.267756198965799e-08
1946,4.1763314584386535e-08,6.12528623378239e-08
1947,2.7418003867296648e-08,3.457052599742383e-08
1948,3.044128504825494e-08,3.044128504825494e-08
1949,2.1597418964347526e-08,2.6505922789965553e-08
1950,2.8715476219076663e-08,3.616023036556726e-08
1951,4.157946520422229e-08,2.4521224162299404e-08
1952,3.796129277588989e-08,2.319856839960721e-08
1953,3.770839640537815e-08,3.124409886368085e-08
1954,2.247683283940205e-08,2.443134050622575e-08
1955,1.783265446420046e-08,2.1586897602787758e-08
1956,2.9651880950609666e-08,2.8779767902165077e-08
1957,3.975766915687018e-08,1.8553580005686854e-08
1958,3.6397871383542224e-08,1.6544486669545222e-08
1959,4.5729411368711226e-08,4.727956337546857e-08
1960,3.3220000972278285e-08,1.314958364417862e-08
1961,4.168895628708924e-08,2.848745239703021e-08
1962,2.6002021868976044e-08,1.8391673961559718e-08
1963,3.427008365974871e-08,2.651081842941494e-08
1964,2.311907998375773e-08,2.9203047091641565e-08
1965,3.6115487489496445e-08,1.586892572902343e-08
1966,2.7141465963609335e-08,2.326411419062424e-08
1967,3.3526280418527676e-08,2.5637744371920235e-08
1968,3.09907690621003e-08,2.6948494991074767e-08
1969,3.0429777808649305e-08,2.7250546708046386e-08
1970,3.219107469476512e-08,3.0351586133292585e-08
1971,2.8261185391897925e-08,2.569198720436816e-08
1972,2.4624704053621826e-08,2.5137719461554298e-08
1973,3.748978727458052e-08,2.4258095976392724e-08
1974,3.206575982517279e-08,1.800182936051442e-08
1975,3.4268879289811593e-08,2.5701661243715535e-08
1976,2.856763359204706e-08,2.171140245366132e-08
1977,2.703319701424789e-08,1.9981058585472056e-08
1978,3.445542873237173e-08,2.316830638449119e-08
1979,2.5163485517509798e-08,1.580032815695631e-08
1980,2.21720881654619e-08,2.1035058139773355e-08
1981,2.7199863694704618e-08,2.340453342242199e-08
1982,1.924325765401136e-08,2.296775925003658e-08
1983,1.2630632539867293e-08,2.5892795463278162e-08
1984,1.5657322549600394e-08,2.145633182237816e-08
1985,2.2257564680217e-08,1.9249785765396155e-08
1986,2.6975184752586756e-08,3.11713250766843e-08
1987,2.688759437319277e-08,1.711028652096047e-08
1988,2.2187249371086182e-08,2.398621568033832e-08
1989,1.7013178421620978e-08,1.7013178421620978e-08
1990,2.669838927715773e-08,2.1249737969242233e-08
