year,en_PRON apportera_VERB,en_PRON rapportera_VERB
1991,2.7548885839223658e-08,3.341035181847474e-08
1992,2.259077191979486e-08,2.259077191979486e-08
1993,2.4372512896775334e-08,2.8249957040316076e-08
1994,2.004472143823932e-08,3.164955941770131e-08
1995,2.277429267394382e-08,2.8738989854559804e-08
1996,2.6156651955488996e-08,2.2419987644184403e-08
1997,2.5412941084823615e-08,1.054876808126437e-08
1998,2.0026142522056034e-08,2.6224711291433778e-08
1999,2.2393985332769262e-08,2.3308025731694215e-08
2000,3.092621980727017e-08,2.2531960297555997e-08
2001,2.716351232834313e-08,1.8839211080035057e-08
2002,2.4972962364699924e-08,2.234422957769766e-08
2003,2.3334768783911386e-08,2.25013838672794e-08
2004,1.9381081628466745e-08,2.026203915761471e-08
2005,1.8014997493764895e-08,1.306087415997581e-08
2006,2.2236605445868918e-08,2.4707340173790726e-08
2007,1.6377365241737607e-08,1.7176262190332636e-08
2008,1.4049550856043425e-08,1.7881246705542253e-08
2009,2.0503227560197956e-08,2.336414262060771e-08
2010,1.9839930587295385e-08,1.7005655550406118e-08
2011,2.0267052036615496e-08,2.2943831723409858e-08
2012,2.008509092377153e-08,1.872338906139248e-08
2013,1.9523875849358774e-08,2.3149738126448938e-08
2014,2.8800421603136783e-08,1.9705550968751595e-08
2015,1.662431614590787e-08,1.9284206231873213e-08
2016,1.8020658743012063e-08,1.677785377296459e-08
2017,2.213737992917686e-08,1.911864622172743e-08
2018,1.626323964387666e-08,1.523065407127433e-08
2019,2.015280387013263e-08,1.632632162795744e-08
