year,son_DET adieu_NOUN,son_DET radieux_ADJ
1800,1.2576657937302116e-08,0.0
1801,1.2620268075025365e-07,4.7623651688866175e-09
1802,1.3427040812530322e-08,0.0
1803,3.315576746487636e-08,0.0
1804,2.719036040765843e-08,0.0
1805,5.685755422035754e-09,0.0
1806,1.1238509323163726e-07,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,2.259030518203531e-09,0.0
1810,1.6380887757350138e-08,0.0
1811,1.0028307428910921e-07,0.0
1812,5.3344164641089264e-09,0.0
1813,2.0130190847567064e-08,0.0
1814,6.293354282149721e-09,0.0
1815,4.045835311217161e-08,0.0
1816,1.3905623319487859e-08,2.3176038865813098e-09
1817,5.137682335121241e-08,3.113746815941454e-09
1818,4.6492591110336434e-08,1.1921176934492905e-08
1819,1.1386155129855524e-08,6.210630232317271e-09
1820,1.7799721696576398e-08,1.1866481131050932e-09
1821,3.747365673323344e-08,0.0
1822,6.215881853677274e-08,4.010246357211145e-09
1823,3.854247943024802e-08,1.9765373782121287e-09
1824,8.252690175680755e-08,0.0
1825,1.7610886970942374e-08,2.289415235168235e-08
1826,1.8496767562048433e-08,7.927186018719112e-09
1827,2.396490950129504e-08,1.8434546111834038e-09
1828,2.5682442839070063e-08,3.668920500743411e-09
1829,4.200856373870465e-08,2.571952872898464e-09
1830,4.800944575222843e-08,1.0436835840010872e-09
1831,4.989186064285889e-08,0.0
1832,6.088486292910034e-08,2.705993873419743e-09
1833,7.529358825308918e-08,5.791814139399776e-09
1834,4.200539005516646e-08,1.4001796166951408e-08
1835,7.411826175030001e-08,1.5126175867408165e-09
1836,6.519127809800906e-08,2.688300027031687e-09
1837,7.931995460452868e-08,2.1569461328141415e-08
1838,4.292270006089893e-08,1.893648637896206e-08
1839,3.216078447998427e-08,1.2584655206815398e-08
1840,3.821813177040667e-08,1.2739377330817092e-09
1841,6.998397594770722e-08,8.346713542550788e-09
1842,3.4212153110502186e-08,1.1404050592744852e-08
1843,6.025049303914898e-08,9.451057714215949e-09
1844,4.720162838367514e-08,8.232841963717874e-09
1845,5.468623315296739e-08,7.812318791877715e-09
1846,3.746880694599497e-08,8.196302303531411e-09
1847,4.368511241636952e-08,7.550513103637968e-09
1848,5.47075091339444e-08,2.011305433313737e-08
1849,4.273501508222921e-08,4.1897072478036534e-09
1850,1.0590833898760366e-07,4.073397619208663e-09
1851,8.126292927457257e-08,2.1283147688677673e-08
1852,3.8412219849348617e-08,7.161600201754936e-09
1853,5.434457928110703e-08,7.763511611358354e-09
1854,9.040455850595208e-08,1.3508727469968562e-08
1855,6.686740761097099e-08,1.2736649068756378e-08
1856,6.264399066147064e-08,6.212626857404757e-09
1857,8.737901047162211e-08,1.4156376515472857e-08
1858,7.095830145686932e-08,5.872411001917044e-09
1859,1.3239650464846875e-07,2.4442432078330967e-08
1860,6.316513667670165e-08,2.0139609091529564e-08
1861,9.243289078586514e-08,1.4147890858851042e-08
1862,1.2198563137388874e-07,1.3102160245637151e-08
1863,7.242199984158759e-08,1.4484400623349103e-08
1864,9.829192304522394e-08,1.2466292331758666e-08
1865,1.0590400201238026e-07,1.2708479601997169e-08
1866,9.828538116707364e-08,1.4596838404656864e-08
1867,6.890992310104593e-08,2.2808213984149006e-08
1868,6.520633766271544e-08,5.9278488784286765e-09
1869,9.083345298144252e-08,9.767038733343725e-09
1870,5.332665331536646e-08,8.601073631098188e-09
1871,5.2043767073683966e-08,1.3807530008236313e-08
1872,5.321658547163821e-08,2.53988243770209e-08
1873,5.028243887927886e-08,1.556361117760474e-08
1874,7.647499911112021e-08,8.961913877669758e-09
1875,5.3782354014764167e-08,5.721527251978387e-09
1876,6.590156198527097e-08,4.836811839936672e-09
1877,5.751878873194727e-08,9.89570592135891e-09
1878,5.7975249878605695e-08,1.5701630218245555e-08
1879,4.520900709348297e-08,7.331190210457805e-09
1880,4.5566709294675434e-08,8.984985200299889e-09
1881,4.8110303574322444e-08,6.9725074602899895e-09
1882,8.918215721465117e-08,5.324307883469714e-09
1883,6.319338829996468e-08,3.791603475633565e-09
1884,8.516188998441976e-08,5.281357573494461e-09
1885,6.381179451508956e-08,1.2246707647989297e-08
1886,8.712175947334089e-08,7.744156427236248e-09
1887,7.704130933205988e-08,9.140494583448344e-09
1888,5.072491671143098e-08,1.775372027168487e-08
1889,9.397704808788987e-08,8.771191772893872e-09
1890,5.833403937671733e-08,3.9326319978272295e-09
1891,7.394094980739396e-08,1.7210393776778687e-08
1892,7.020733638896104e-08,1.191017373614045e-08
1893,6.466337287847068e-08,9.23762488724833e-09
1894,9.011200963193744e-08,3.150769645188234e-09
1895,4.634333095054899e-08,6.018614495673091e-09
1896,6.545702230242867e-08,1.0614651768658945e-08
1897,6.001514962772347e-08,1.981082675683865e-08
1898,3.451596575221316e-08,1.0750873968845553e-08
1899,7.406954871669313e-08,7.185851913504848e-09
1900,5.554426762977016e-08,1.6092264853995175e-08
1901,5.421076754164034e-08,5.029864968975062e-09
1902,6.383369155482654e-08,3.928227132465878e-09
1903,7.182292893759268e-08,1.2960528428251905e-08
1904,8.868131295969306e-08,1.3974025492302644e-08
1905,6.760594600807579e-08,1.4450125374043665e-08
1906,6.996090728961235e-08,4.629765903985117e-09
1907,7.765693454953038e-08,5.65712765521198e-09
1908,7.072400531882295e-08,5.893667109901912e-09
1909,6.876229274865864e-08,1.5402754627302784e-08
1910,1.0367652247822434e-07,6.412980813053082e-09
1911,9.363858188837781e-08,1.4365010514438836e-08
1912,7.866225804065152e-08,1.0418842122383865e-08
1913,9.54538168507213e-08,4.242391771214216e-09
1914,1.0246018034010262e-07,5.357394972094198e-09
1915,6.95064943379009e-08,1.8849219074468238e-08
1916,9.229468389548856e-08,1.0987462051303964e-09
1917,8.224818071056461e-08,6.57985488317081e-09
1918,8.959373332118048e-08,6.89182577673364e-09
1919,1.1878124528408307e-07,7.366278698128781e-09
1920,1.1055458637443394e-07,1.3630017114962811e-08
1921,8.784387145466255e-08,1.2873671018098776e-08
1922,1.187847586958668e-07,2.951174193910333e-09
1923,1.1252904874581304e-07,6.369568872344189e-09
1924,1.3536205623054798e-07,0.0
1925,8.798542250332275e-08,1.2097995494286806e-08
1926,8.359603909102731e-08,4.458455382660986e-09
1927,1.1372209396398603e-07,2.2298449753321847e-09
1928,9.255093524895841e-08,1.2568645679778001e-08
1929,1.3479891403100908e-07,7.798284684668033e-09
1930,9.033099290789437e-08,7.352522590764465e-09
1931,9.922660026973062e-08,4.5621426636444085e-09
1932,6.027745336201207e-08,1.0959536611565568e-09
1933,7.685343494934216e-08,8.02946331646126e-09
1934,1.0064527344866292e-07,3.5944740517379614e-09
1935,8.497481474023516e-08,4.787313656606784e-09
1936,5.334874320084282e-08,7.274828739411987e-09
1937,1.0828361840520273e-07,1.2591118148108649e-09
1938,4.66747731575623e-08,3.8895642262559704e-09
1939,7.188203454688846e-08,7.647025235257843e-09
1940,5.578722372945322e-08,0.0
1941,6.493305537702554e-08,0.0
1942,1.0012898643552148e-07,6.068423541449874e-09
1943,7.258088219330716e-08,1.1612940831184915e-08
1944,8.35428384249326e-08,1.2852744646352221e-08
1945,5.010559211982013e-08,1.742803235060819e-08
1946,7.935029167072116e-08,8.352662561605939e-09
1947,7.152522418785168e-08,4.7683483828109274e-09
1948,7.936478252368317e-08,7.610321262063735e-09
1949,7.853606653895895e-08,5.890204768377316e-09
1950,9.040057413756131e-08,3.190608444114673e-09
1951,6.290226917116115e-08,6.396841278899501e-09
1952,6.748674341583438e-08,7.381362632230548e-09
1953,5.494652155491053e-08,9.69644453618912e-09
1954,9.186184013465493e-08,6.840775057526116e-09
1955,7.790054512568645e-08,5.631364707880948e-09
1956,7.936238866079748e-08,2.616342476002842e-09
1957,7.686482828006547e-08,6.184526224473075e-09
1958,9.016745083911815e-08,1.6544486891589827e-09
1959,6.278105790791244e-08,7.750747821333448e-10
1960,7.40529197962303e-08,3.460416619915918e-09
1961,7.851420003035514e-08,2.779263708063695e-09
1962,8.117704508592283e-08,3.170978146727066e-09
1963,9.117134691649653e-08,1.2932106496776896e-09
1964,6.935723906309477e-08,3.041984220075733e-09
1965,6.730613444361211e-08,2.188817405102128e-09
1966,9.250254784376466e-08,3.3234448526542337e-09
1967,6.360132798199913e-08,1.9721342336964653e-09
1968,9.027746106227141e-08,4.940557296606585e-09
1969,8.356834624301257e-08,6.358460868938209e-09
1970,6.208278846564497e-08,7.3579600190498695e-09
1971,8.067284440471667e-08,3.5968783507200897e-09
1972,7.028301363121159e-08,3.5911027485013847e-09
1973,5.788864054778742e-08,4.410563025913916e-09
1974,5.0630144965424506e-08,5.625571675160757e-10
1975,6.453972511977213e-08,2.2845920710778955e-09
1976,7.084773168131164e-08,1.7140580066410394e-09
1977,5.818014114922221e-08,3.526069214387917e-09
1978,5.999997321204376e-08,2.970295565063452e-09
1979,6.261611407154533e-08,3.5111840102075575e-09
1980,7.561250559007249e-08,7.390696055153967e-09
1981,6.958104381560304e-08,2.5302198114474095e-09
1982,5.338451891656604e-08,3.1037510339615437e-09
1983,7.38891987595025e-08,3.157658134966823e-09
1984,5.0451373301285685e-08,1.739702604197646e-09
1985,5.9554025710895075e-08,1.8046674155058895e-09
1986,5.0353676561698535e-08,1.1988970927134801e-09
1987,6.171925148734658e-08,6.110816852533674e-10
1988,6.53624379065576e-08,1.798966087207532e-09
1989,5.70764711049776e-08,2.1952488715726304e-09
1990,6.156975512761065e-08,5.44865097484859e-10
1991,6.213153058709509e-08,1.7584396161396398e-09
1992,5.8956401316478946e-08,5.509944056569793e-09
1993,5.816167925054572e-08,2.2156829704300662e-09
1994,6.171664002074806e-08,2.637463358823311e-09
1995,5.9104713123758756e-08,2.168980273165033e-09
1996,5.4982349340093606e-08,5.338092190498855e-10
1997,4.4592519010677734e-08,4.79489448146353e-10
1998,5.5787111374883125e-08,2.86087753487152e-09
1999,5.62134738757436e-08,1.3710603763428253e-09
2000,5.964342530972999e-08,2.6508188977203417e-09
2001,5.520326751273785e-08,1.7524847129024579e-09
2002,5.8708366612592044e-08,8.76244299341522e-10
2003,5.375330514034715e-08,4.1669229178253886e-10
2004,5.1536058642831506e-08,4.404791253964646e-10
2005,6.485399550726356e-08,1.3511248786457486e-09
2006,5.6826879868410174e-08,1.2353669753828456e-09
2007,6.790615203478012e-08,1.5977917877663117e-09
2008,5.7901180294805954e-08,4.683183785214595e-09
2009,4.339055337254649e-08,9.53638501499654e-10
2010,3.4011309324455397e-08,4.2514138876015295e-09
2011,5.238841715993203e-08,3.059177577924288e-09
2012,5.48084702067797e-08,2.7234021704458655e-09
2013,5.912945133523806e-08,7.53063750247307e-09
2014,8.835016407360285e-08,7.795602788296385e-09
2015,7.336864604745585e-08,5.319781060109108e-09
2016,7.270403568071515e-08,8.699628240016466e-09
2017,4.377163798086059e-08,3.270294757218295e-09
2018,5.369450795100761e-08,7.228107001822082e-09
2019,8.112141136606965e-08,5.3570743396846865e-09
