year,mon_DET égal_ADJ,mon_DET régal_NOUN
1800,7.545994984425874e-08,6.288328968651058e-09
1801,9.28661236798689e-08,0.0
1802,1.0070280609397742e-07,0.0
1803,1.2872238985828233e-07,0.0
1804,1.359518080334965e-07,0.0
1805,1.421438824422694e-07,0.0
1806,5.76333825108577e-08,0.0
1807,9.11025637151397e-08,5.693910232196231e-09
1808,5.6651849433819734e-08,0.0
1809,5.873479480555943e-08,0.0
1810,5.148278958699848e-08,0.0
1811,4.262030373070047e-08,0.0
1812,1.600324992523383e-07,0.0
1813,9.489947672136623e-08,0.0
1814,3.1466772298927026e-08,0.0
1815,1.2407228666688752e-07,0.0
1816,5.7940098940889584e-08,0.0
1817,1.0586739307427706e-07,0.0
1818,7.27191817873063e-08,0.0
1819,1.1800197086131448e-07,0.0
1820,8.543866147903145e-08,0.0
1821,8.08642042215979e-08,0.0
1822,1.2933044502005941e-07,0.0
1823,8.795591099897138e-08,0.0
1824,1.018954636222702e-07,0.0
1825,8.189061873054015e-08,0.0
1826,6.870227764466108e-08,8.807984341885344e-10
1827,7.465990847776993e-08,4.608636583469661e-09
1828,8.530240336313e-08,0.0
1829,9.173298565201549e-08,0.0
1830,9.706257486641334e-08,7.305785310052215e-09
1831,1.2472965238430334e-07,6.236482441579483e-09
1832,7.982682170837307e-08,0.0
1833,7.066013663070692e-08,1.1583628500844156e-09
1834,7.000897994657862e-08,7.467624740797874e-09
1835,5.8235777089521434e-08,0.0
1836,6.989580070282386e-08,2.016224964762614e-09
1837,7.375364396988715e-08,5.5663127440652715e-09
1838,8.39517539930057e-08,0.0
1839,5.8029243632518046e-08,0.0
1840,6.81556670545369e-08,5.095750932326837e-09
1841,6.548959419205858e-08,0.0
1842,5.9032732480091e-08,2.0124795163667386e-09
1843,4.4892525363771085e-08,0.0
1844,3.951764165899263e-08,1.097712254427563e-09
1845,5.30121653241622e-08,1.1160455892778032e-09
1846,3.9225159342848315e-08,0.0
1847,4.853901369727964e-08,2.6966118227278457e-09
1848,1.247009322469239e-07,8.045221711050488e-10
1849,5.027649052635752e-08,5.02764896381791e-09
1850,5.0917471128286707e-08,1.3577992064028876e-09
1851,7.610337604546658e-08,7.094382858952031e-09
1852,3.5156944022674e-08,1.3021090872200602e-09
1853,4.359510086260343e-08,2.9859659189668264e-09
1854,4.5721847474755606e-08,2.5978321716024766e-09
1855,4.0332722051061864e-08,5.306937111981824e-10
1856,5.0736453260924463e-08,1.5531567143511893e-09
1857,6.10188624072805e-08,1.4644527812635033e-09
1858,4.3553715300959084e-08,2.936205500958522e-09
1859,6.976277688863775e-08,4.582956236731661e-09
1860,6.545373310018476e-08,9.154367819341758e-10
1861,6.225072013421595e-08,4.715963730639317e-10
1862,3.975828022362293e-08,1.3553959066214816e-09
1863,7.941446789061501e-08,2.9967726078439227e-09
1864,6.856460998960756e-08,4.315255264231155e-09
1865,6.354240078554341e-08,4.706844247692743e-09
1866,5.352174170525359e-08,1.9462451650298362e-09
1867,5.435148864307848e-08,4.367530337390235e-09
1868,8.694178244006423e-08,1.4819622196071691e-09
1869,5.030024585739312e-08,1.4650557433881772e-09
1870,5.103303379883073e-08,3.4404292748035914e-09
1871,4.779529660936532e-08,0.0
1872,4.4750310013164096e-08,0.0
1873,4.8486637260758414e-08,3.591602570907071e-09
1874,3.704257733883054e-08,5.974609140757536e-10
1875,5.721527074342703e-08,5.721527140956084e-10
1876,3.143927784776679e-08,1.209202959984168e-09
1877,7.916564215282307e-08,6.184816214727107e-09
1878,4.106580131502113e-08,1.8117265465633636e-09
1879,4.826366861720999e-08,0.0
1880,3.8507078414795615e-08,1.2835692508872398e-09
1881,2.5101027534280007e-08,6.972507571312292e-10
1882,2.5956001792337702e-08,1.9966155395678697e-09
1883,4.044376922252013e-08,2.5277355764075082e-09
1884,3.300848305798354e-08,7.2618666635548834e-09
1885,2.4493415351489745e-08,7.090199316550638e-09
1886,2.5813855941692054e-08,5.808117542471791e-09
1887,4.961982785767205e-08,4.570247291724172e-09
1888,2.7898705345918984e-08,1.268122939990235e-09
1889,2.944614330147033e-08,1.8795409673089125e-09
1890,2.621754602305515e-08,4.5880703680722945e-09
1891,2.42220359325529e-08,3.1871101313640793e-09
1892,2.5700900740943666e-08,5.01480967862733e-09
1893,2.4017824173938607e-08,3.079208221734575e-09
1894,2.3945848415252158e-08,0.0
1895,5.356566745717828e-08,1.8055843487019274e-09
1896,3.892039046604623e-08,2.948514543632541e-09
1897,2.9133568446582103e-08,2.330685422435863e-09
1898,3.168678830434146e-08,1.6975064687230201e-09
1899,2.432134493801641e-08,2.7637891975018647e-09
1900,3.218452870878963e-08,1.5573159428683425e-09
1901,2.2913829056392387e-08,2.235495566438317e-09
1902,2.553347577816112e-08,4.910283735171106e-09
1903,3.0241231741001684e-08,4.860198243861191e-09
1904,2.1498501645567103e-08,6.449550227216605e-09
1905,2.683594746422102e-08,3.096455536422127e-09
1906,2.7264178192876187e-08,2.572092316910357e-09
1907,2.674278576364486e-08,5.65712765521198e-09
1908,2.9959473124563374e-08,3.929111258571538e-09
1909,2.9705311987981986e-08,1.1001967115120692e-09
1910,3.7943468811363346e-08,3.740905363258662e-09
1911,2.553779587799454e-08,3.1922244847493175e-09
1912,1.7191090051493774e-08,5.209421227725386e-10
1913,3.075734156254839e-08,6.363587878865928e-09
1914,2.8795998474606677e-08,2.0090231700464756e-09
1915,1.4136913861761968e-08,1.1780761921542648e-09
1916,3.735737053034427e-08,3.2962386153911893e-09
1917,3.61891991929042e-08,1.0966424435210342e-09
1918,2.2972752589112133e-08,3.44591288836682e-09
1919,3.591060959706738e-08,0.0
1920,4.316171953178127e-08,1.0601124422748853e-08
1921,1.6660044011018726e-08,1.2116395886607734e-08
1922,3.9840852839034824e-08,2.2133805899215986e-09
1923,3.3971033985835675e-08,2.1231896241147297e-09
1924,4.640984840875717e-08,1.289162443462999e-09
1925,4.8391981977147225e-08,6.598906754362588e-09
1926,2.7865345586519652e-08,4.458455493683289e-09
1927,5.686104742608222e-08,7.804457524684949e-09
1928,2.8565102283550914e-08,0.0
1929,4.0105462062456354e-08,3.342121912552898e-09
1930,3.151081173768944e-08,4.201441416995522e-09
1931,3.5356606531422585e-08,3.4216069977333063e-09
1932,3.507051715700982e-08,0.0
1933,2.6382522833046096e-08,9.176529758292418e-09
1934,5.2718952758823434e-08,1.1981580172459871e-09
1935,4.188899360713094e-08,3.590485242455088e-09
1936,1.6974599503782883e-08,8.487299751891442e-09
1937,4.28098014815248e-08,3.777335333410292e-09
1938,4.408173026604345e-08,0.0
1939,3.364691103513451e-08,3.058810094103137e-09
1940,4.81798743123818e-08,0.0
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,2.6129116648121453e-08,0.0
1944,3.213186161588055e-08,6.4263723231761105e-09
1945,3.0499055725385915e-08,0.0
1946,5.4292307538617024e-08,4.1763312808029696e-09
1947,5.4836007734593295e-08,3.5762612871081956e-09
1948,7.17544597073072e-08,7.610321706152945e-09
1949,3.534122838821929e-08,1.9634016634739737e-09
1950,3.93508372553697e-08,5.317680518146517e-09
1951,2.985192459892261e-08,0.0
1952,3.374337254058446e-08,1.0544803918932644e-09
1953,2.8011951092032916e-08,6.464296653518886e-09
1954,5.1794440736330216e-08,0.0
1955,3.754243049769457e-08,6.569925492527773e-09
1956,3.314033847345854e-08,2.616342476002842e-09
1957,3.092263267667761e-08,6.18452644651768e-09
1958,4.797901081987632e-08,4.1361216673863055e-09
1959,4.030388878195623e-08,4.650448581777766e-09
1960,3.3220001471878646e-08,5.536666680683311e-09
1961,3.8214875874853504e-08,2.779263708063695e-09
1962,3.868593556610733e-08,1.2683912808952869e-09
1963,3.36234755593523e-08,5.1728423766661535e-09
1964,2.92030486459538e-08,3.0419841645645818e-09
1965,3.447387203481256e-08,2.188817405102128e-09
1966,3.434226480969471e-08,3.323444963676536e-09
1967,3.993571850990918e-08,2.4651677921205817e-09
1968,3.7727894114381044e-08,4.491415656060482e-09
1969,2.7250547540713654e-08,1.3625273131978588e-09
