year,mon_DET égal_ADJ,mon_DET régal_NOUN
1970,3.816941651635375e-08,5.058597540852361e-09
1971,3.7510300643361916e-08,3.5968783507200897e-09
1972,4.206720438659772e-08,5.643161660184859e-09
1973,3.142526239230392e-08,7.1671650836435674e-09
1974,2.8690415376786405e-08,4.5004573956397564e-09
1975,2.3988217634496323e-08,5.140332159925265e-09
1976,4.1708744680235554e-08,1.7140580066410394e-09
1977,1.763034590540613e-08,4.113747231748732e-09
1978,2.1386128423728223e-08,4.752472970714905e-09
1979,3.394144487689488e-08,5.266776015311336e-09
1980,2.7857238404926932e-08,5.6851505725319385e-09
1981,3.0995193578409186e-08,1.2651099057237047e-09
1982,5.462602092887181e-08,6.828252296919857e-09
1983,3.0313516474755886e-08,8.209910973278056e-09
1984,3.479405263906443e-08,1.739702604197646e-09
1985,2.767156781491309e-08,4.812446552371341e-09
1986,2.997242726232585e-08,5.9944854635674005e-09
1987,3.299841111470414e-08,9.166224945733603e-09
1988,1.9188972188999287e-08,5.99655392008458e-09
1989,4.116091512074149e-08,8.232183490441969e-09
1990,4.35892069106103e-08,9.262707045820662e-09
1991,2.8721180100887977e-08,1.0550637363770932e-08
1992,3.30596639508407e-08,6.61193322315512e-09
1993,3.988229418938616e-08,6.093128224193833e-09
1994,3.1122066479483124e-08,7.912389854425328e-09
1995,2.0063067651676647e-08,6.506940763983948e-09
1996,1.8149513669740713e-08,5.3380921904988554e-09
1997,3.0207834678108725e-08,9.58978896292706e-10
1998,2.9085588382216088e-08,5.721755180765342e-09
1999,4.387393107152526e-08,5.484241505371301e-09
2000,2.2531960297555997e-08,4.859834423776022e-09
2001,3.066848161537017e-08,6.5718176456286415e-09
2002,2.847793945104371e-08,4.381221607729913e-09
2003,4.541946130309782e-08,2.9168460979889232e-09
2004,3.479785243287736e-08,3.0833537945085254e-09
2005,3.287737215806885e-08,3.15262471684008e-09
2006,3.170775392247194e-08,5.765045940631097e-09
2007,4.3140379102357684e-08,6.391167373109852e-09
2008,3.193079772811913e-08,4.6831836186811415e-09
2009,2.9562792658310855e-08,2.384096253749135e-09
2010,3.164941375644048e-08,8.030448306328708e-09
2011,3.4798146530956586e-08,4.588766366886432e-09
2012,5.651059631350819e-08,8.851057470282697e-09
2013,6.638117699964141e-08,6.693900267418229e-09
2014,8.596817431538728e-08,1.0394136662483788e-08
2015,7.669351057004725e-08,1.063956189817361e-08
2016,7.456824163698528e-08,1.1599504023962481e-08
2017,9.156825098166621e-08,7.295272969054523e-09
2018,7.7185857039197e-08,6.711813549387102e-09
2019,9.566204095534658e-08,6.887667103327999e-09
