year,rien_PRON envoyé_VERB,rien_PRON renvoyé_VERB
1949,4.123143426681963e-08,0.0
1950,3.828730044119766e-08,3.190608444114673e-09
1951,2.8785784422780125e-08,0.0
1952,2.6362009464264702e-08,0.0
1953,2.693456835345387e-08,1.0773827385790469e-09
1954,3.9090146231046674e-08,9.772536113672459e-10
1955,4.035811329572425e-08,3.754243138587299e-09
1956,3.0523995775411095e-08,0.0
1957,4.4175187952077977e-08,0.0
1958,2.5643954515430778e-08,0.0
1959,1.8601795659378695e-08,7.750747821333448e-10
1960,3.5988332314218496e-08,0.0
1961,2.91822690456911e-08,0.0
1962,3.0441391629665304e-08,1.9025869768540815e-09
1963,4.008953169432061e-08,0.0
1964,5.2322128851756133e-08,0.0
1965,4.9248392031131516e-08,0.0
1966,2.99110034518435e-08,1.1078149508847446e-09
1967,3.3526280418527676e-08,0.0
1968,3.1439910230801615e-08,1.3474247273492779e-09
1969,3.40631842732364e-08,9.083515606356229e-10
1970,3.357069289222636e-08,0.0
1971,2.8261185391897925e-08,0.0
1972,3.078088184338412e-08,0.0
1973,1.9847533394568018e-08,1.102640756478479e-09
1974,1.9689501584707614e-08,5.625571675160757e-10
1975,3.8838066984681063e-08,0.0
1976,2.9138986334942274e-08,5.713526873840635e-10
1977,1.469195431980097e-08,5.876781838942691e-10
1978,2.8514838490423244e-08,0.0
1979,1.8141117053005473e-08,0.0
1980,2.9562784220615868e-08,0.0
1981,2.7199863694704618e-08,6.325549528618524e-10
1982,2.483000827169235e-08,1.2415004579935385e-09
1983,3.34711742766558e-08,0.0
1984,1.739702604197646e-08,0.0
1985,2.5265343595037848e-08,0.0
1986,3.476801424540099e-08,5.994485463567401e-10
1987,1.9554613928107756e-08,0.0
1988,3.597932263232906e-08,0.0
1989,2.140367705294466e-08,0.0
1990,2.8332985735346483e-08,0.0
1991,2.9307326343541718e-08,1.7584396161396398e-09
1992,2.7549720726938176e-08,0.0
1993,1.938722604677423e-08,0.0
1994,2.2682185019107237e-08,0.0
1995,2.0063067651676647e-08,0.0
1996,2.2953797085278893e-08,5.338092190498855e-10
1997,2.013855748828064e-08,0.0
1998,2.2410207023426665e-08,0.0
1999,2.2851006420410158e-08,0.0
2000,3.004261373007466e-08,0.0
2001,2.4534786646768225e-08,1.7524847129024579e-09
2002,1.7963008858146168e-08,1.3143663935011318e-09
2003,2.6251614215766494e-08,2.083461403401543e-09
2004,2.642874719072097e-08,0.0
2005,2.0717248361279417e-08,4.5037495954858286e-10
2006,2.5119128110873135e-08,0.0
2007,3.355362920842708e-08,1.1983438685803094e-09
2008,2.3841662866175284e-08,8.514879357157668e-10
2009,2.6701878041990312e-08,9.53638501499654e-10
2010,2.5036102968556406e-08,4.723793023408973e-10
2011,2.4473420623394304e-08,7.64794394481072e-10
2012,3.6425504390535934e-08,3.404252713057332e-10
2013,3.8211013020372775e-08,1.3945624655065103e-09
2014,4.0710368409691e-08,6.496335691608124e-10
2015,4.3888192635677115e-08,1.10828768384863e-09
2016,4.991929358766356e-08,1.0356699942093428e-09
2017,4.880286041952786e-08,1.509366853724714e-09
2018,5.369450661873998e-08,1.8070267504555204e-09
2019,5.66319293682227e-08,5.1019755087367e-10
