year,mon_DET emplacement_NOUN,mon_DET remplacement_NOUN
1943,3.774205747930637e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,6.535512131478072e-09,1.9606536394434215e-08
1946,8.352662561605939e-09,2.227376683094917e-08
1947,3.5762612871081956e-09,7.152522574216391e-09
1948,2.174377566888097e-09,8.697510267552389e-09
1949,1.9634016634739737e-09,1.1780409536754632e-08
1950,0.0,1.3825969702452312e-08
1951,2.1322803522849654e-09,2.5587365115598004e-08
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,1.0773827274768166e-08,1.2928593307037772e-08
1954,1.9545072227344917e-09,1.4658803948464083e-08
1955,1.8771215692936494e-09,3.00339455527876e-08
1956,3.488456634670456e-09,1.2209598665435806e-08
1957,2.6505113104313693e-09,1.6786572132332367e-08
1958,7.445019267748876e-09,1.4890038535497752e-08
1959,3.100299128533379e-09,2.0151944668533872e-08
1960,3.460416619915918e-09,1.7302083821224556e-08
1961,2.779263652552544e-09,1.3896318928896534e-08
1962,4.439369538644655e-09,3.424656469519505e-08
1963,5.1728425987107585e-09,1.5518526907953856e-08
1964,4.258777719368112e-09,2.1293889318485526e-08
1965,6.5664522708175355e-09,5.47204326295514e-09
1966,2.215629901769489e-09,1.163205709531212e-08
1967,1.4791006197611978e-09,1.232583901611406e-08
1968,2.245707841908029e-09,2.155879585963305e-08
1969,3.6334062425424918e-09,2.4071316440110735e-08
1970,4.5987250119061684e-10,1.6555409848573177e-08
1971,1.0276794970565106e-09,1.4387512625724241e-08
1972,4.104117490300041e-09,1.333838212103089e-08
1973,7.718485461882807e-09,1.8193572870472963e-08
1974,2.2502286700643026e-09,1.406392957647995e-08
1975,2.2845920710778955e-09,9.138368284311582e-09
1976,3.4281161798155324e-09,1.542652228181396e-08
1977,2.9383909194713453e-09,1.0578207476630297e-08
1978,4.158414057542359e-09,1.3663360221016774e-08
1979,1.7555920051037788e-09,7.60756546647201e-09
1980,3.979605422976817e-09,1.4212877097463661e-08
1981,7.590659656386833e-09,8.85576922904363e-09
1982,4.966001831974154e-09,1.6760256515979677e-08
1983,4.4207211225000265e-09,1.3893695083311286e-08
1984,3.479405208395292e-09,1.1598016769198694e-08
1985,3.007779025843149e-09,1.564045071233977e-08
1986,4.7955883708539204e-09,5.994485352545098e-09
1987,1.2221633705067347e-09,1.5277042297867638e-08
1988,1.0194141475405871e-08,1.8589316752581908e-08
1989,7.134558610566444e-09,2.0306051284890714e-08
1990,4.358920835390023e-09,1.1442166825137434e-08
1991,4.103025752488776e-09,1.2309077312977479e-08
1992,2.754972083796048e-09,1.1019888612739948e-08
1993,7.20096987594232e-09,1.6617622222714346e-08
1994,7.384897138251745e-09,1.1604838756618108e-08
1995,6.506940763983948e-09,2.114755837112625e-08
1996,4.804283193493575e-09,1.014237493990322e-08
1997,3.835915585170824e-09,1.3905194329311144e-08
1998,5.244941925219848e-09,2.19333951001488e-08
1999,1.0968483010742602e-08,1.5081663473637263e-08
2000,7.510653432518666e-09,2.297376422433217e-08
2001,4.8193330159929104e-09,1.6648605327684862e-08
2002,1.0076809608960957e-08,1.5772396722013582e-08
2003,6.250384210204629e-09,2.4168153534009917e-08
2004,1.057149945360436e-08,1.5857249208162116e-08
2005,6.30524943368016e-09,1.7114248240801544e-08
2006,4.529678854225949e-09,2.2236605778935825e-08
2007,3.994479635949233e-08,1.837460539277913e-08
2008,8.514879551446697e-09,2.2564429880134185e-08
2009,1.1920481268745675e-08,2.098004614481397e-08
2010,1.7950414155087913e-08,3.070465481869178e-08
2011,1.185431308670104e-08,2.7532597424162475e-08
2012,1.736168897537027e-08,3.097869938351039e-08
2013,2.1755174661741705e-08,2.7612338193705455e-08
2014,2.4902620410216514e-08,2.8367332483014707e-08
2015,4.322322166849801e-08,3.1697027669252975e-08
2016,3.0241564918931374e-08,3.27271738598256e-08
2017,3.773416956676101e-08,4.0752904384433464e-08
2018,3.8463852436443347e-08,2.94287212376787e-08
2019,3.6989322771407984e-08,2.091809903070896e-08
