year,bien_ADV ajouter_VERB,bien_ADV rajouter_VERB
1953,1.0019659413273985e-07,0.0
1954,9.7725362024903e-08,0.0
1955,1.0042600706583471e-07,0.0
1956,8.982775767663043e-08,0.0
1957,6.449577227840564e-08,0.0
1958,8.768578396711746e-08,0.0
1959,7.053180439697826e-08,0.0
1960,7.820541725322983e-08,2.7683333403416555e-09
1961,7.712456806530099e-08,0.0
1962,9.89345210200554e-08,0.0
1963,7.112658551022832e-08,0.0
1964,9.065112749340187e-08,0.0
1965,7.38725844939836e-08,5.472043373977442e-10
1966,7.699313897546745e-08,5.539074754423723e-10
1967,1.0846738263126099e-07,0.0
1968,9.836200831614406e-08,4.4914158503495116e-10
1969,7.58473532869175e-08,4.5417578031781147e-10
1970,9.381398768937288e-08,0.0
1971,7.245140665190775e-08,1.0276794970565106e-09
1972,9.901183517513346e-08,0.0
1973,7.718485051100288e-08,0.0
1974,6.863197654638498e-08,1.1251143350321513e-09
1975,5.8257096924307916e-08,5.711480177694739e-10
1976,6.57055565511655e-08,0.0
1977,6.229388560541338e-08,1.7630346071939584e-09
1978,6.95049209298304e-08,2.3762365408686037e-09
1979,6.612729919197591e-08,1.1703946700691858e-09
1980,6.367368854398592e-08,5.685150683554241e-10
1981,4.617651327976091e-08,3.1627747087981106e-09
1982,7.511077626531915e-08,0.0
1983,6.062703050702112e-08,6.315316047889041e-10
1984,6.610869718315371e-08,5.799008495621649e-10
1985,5.353846788125338e-08,0.0
1986,5.3350920126149504e-08,5.994485463567401e-10
1987,5.927492452428851e-08,1.2221633705067347e-09
1988,5.157036397918091e-08,0.0
1989,3.4026356843241956e-08,0.0
1990,4.9582723704588716e-08,1.6345953479657283e-09
1991,5.6270067716468475e-08,3.5168792322792797e-09
1992,5.014049264673304e-08,5.509944167592096e-10
1993,5.816167814032269e-08,1.1078414852150331e-09
1994,4.2199413741172975e-08,1.0549853213248639e-09
1995,3.470368525881895e-08,5.422450821690461e-10
1996,4.5907594170557786e-08,1.6014276571496566e-09
1997,4.6989967472654826e-08,0.0
1998,4.72044803245808e-08,1.9072516899143466e-09
1999,4.2959889867688617e-08,0.0
2000,5.080736187323964e-08,3.5344251969604557e-09
2001,4.950769394440613e-08,2.190605918883648e-09
2002,3.4611648658255945e-08,4.38122149670761e-10
2003,4.000246178748057e-08,4.583615265119079e-09
2004,5.726228735625227e-08,2.642874807889939e-09
2005,4.864049429897932e-08,1.8014998381943315e-09
2006,4.117890028965121e-08,1.6471559671771274e-09
2007,4.6335962622379157e-08,1.5977917877663117e-09
2008,5.449522788580907e-08,2.1287198670449925e-09
2009,4.815874277142029e-08,2.384096253749135e-09
2010,3.873510223684207e-08,4.2514138876015295e-09
2011,3.21213633469597e-08,3.4415748029203996e-09
2012,5.072336506373176e-08,1.0212758416727752e-09
2013,5.1319901217539154e-08,2.2313000336282585e-09
2014,5.045487228017009e-08,3.031623174720721e-09
2015,5.364112354300232e-08,3.768178213903184e-09
2016,6.918276085343678e-08,2.0713399884186856e-09
2017,4.427475985835372e-08,3.2702947017071438e-09
2018,5.369450661873998e-08,4.130346731301415e-09
2019,6.122370876937566e-08,5.101975730781305e-09
