year,bien_ADV ajouter_VERB,bien_ADV rajouter_VERB
1800,6.288328791015374e-08,0.0
1801,4.7623650800687756e-08,2.3811825844433088e-09
1802,8.056224487518193e-08,0.0
1803,1.3457341196954076e-07,0.0
1804,1.0134588990240445e-07,0.0
1805,4.8328921309348516e-08,0.0
1806,6.627838899930794e-08,0.0
1807,1.1672516109229036e-07,0.0
1808,7.931259204951857e-08,0.0
1809,7.680704072754452e-08,0.0
1810,9.828532654410083e-08,0.0
1811,1.1031137603367824e-07,0.0
1812,1.0402111882967802e-07,0.0
1813,2.8757416004054903e-08,0.0
1814,7.866692897096073e-08,0.0
1815,1.6722786710943183e-07,0.0
1816,2.3407798721564177e-07,0.0
1817,8.56280379935015e-08,0.0
1818,1.144433028343883e-07,0.0
1819,1.2628281353954662e-07,0.0
1820,8.187871713971617e-08,0.0
1821,1.3806084098177962e-07,0.0
1822,2.0552512580707116e-07,0.0
1823,1.630643282624078e-07,0.0
1824,1.2210612965191103e-07,0.0
1825,1.769894026892871e-07,0.0
1826,1.109806007093539e-07,0.0
1827,1.087638210606201e-07,0.0
1828,8.89713192009367e-08,0.0
1829,6.42988169374803e-08,0.0
1830,1.4402833414806082e-07,0.0
1831,8.419251429359065e-08,0.0
1832,1.97537559643024e-07,0.0
1833,1.355284524606759e-07,0.0
1834,1.2508272106970253e-07,0.0
1835,9.529490796467144e-08,0.0
1836,1.3374292961998435e-07,0.0
1837,1.092388899337493e-07,0.0
1838,1.1109405306797271e-07,0.0
1839,7.690622538802927e-08,0.0
1840,9.681927082283437e-08,0.0
1841,8.924562422407689e-08,0.0
1842,1.0263645577879288e-07,0.0
1843,1.329054981624722e-07,0.0
1844,1.1745520822614708e-07,0.0
1845,7.86812108799495e-08,0.0
1846,1.1065007754496037e-07,0.0
1847,1.0678582640366585e-07,0.0
1848,1.2309189401094045e-07,0.0
1849,1.4915359258793615e-07,0.0
1850,9.911934029105396e-08,0.0
1851,1.1351012574323249e-07,0.0
1852,1.1653876441641842e-07,0.0
1853,1.379516305632933e-07,0.0
1854,1.522329711178827e-07,0.0
1855,1.215288563116701e-07,0.0
1856,1.0716781417841048e-07,0.0
1857,1.2447847552721214e-07,0.0
1858,1.5757636617763637e-07,0.0
1859,1.2832276752305916e-07,0.0
1860,1.199222197101335e-07,0.0
1861,1.5798478614215128e-07,0.0
1862,1.531597320081346e-07,0.0
1863,1.4784077961849107e-07,0.0
1864,1.6206180930566916e-07,0.0
1865,1.2849685049332038e-07,0.0
1866,1.3818340960369824e-07,0.0
1867,1.780981762067313e-07,0.0
1868,1.9216109592434805e-07,0.0
1869,1.333200714270788e-07,0.0
1870,1.852097710752787e-07,0.0
1871,1.9649178284453228e-07,0.0
1872,2.237515559500025e-07,0.0
1873,1.8197454210167052e-07,0.0
1874,1.236744111565713e-07,0.0
1875,1.5905845884844894e-07,0.0
1876,1.305939179019333e-07,0.0
1877,1.805966292067751e-07,0.0
1878,1.3165212919830083e-07,0.0
1879,1.6800645141756831e-07,0.0
1880,1.9766966374845651e-07,6.417846254436199e-10
1881,1.6315667039634718e-07,0.0
1882,2.1164125030281866e-07,0.0
1883,2.1612139278204268e-07,0.0
1884,1.3203393223193416e-07,0.0
1885,1.8563430614904064e-07,0.0
1886,1.6779006273281993e-07,0.0
1887,1.482065954405698e-07,0.0
1888,1.3315290914306388e-07,0.0
1889,1.566284169030041e-07,0.0
1890,1.4812913207151723e-07,6.554386478008212e-10
1891,1.3194635073432437e-07,0.0
1892,1.7050354017555946e-07,0.0
1893,1.77978236592935e-07,0.0
1894,1.921969499107945e-07,6.301539290376468e-10
1895,2.0583661353157368e-07,0.0
1896,1.8044909211312188e-07,0.0
1897,1.643133202833269e-07,0.0
1898,1.6635563326872216e-07,0.0
1899,1.5587771429181885e-07,0.0
1900,1.640372744304841e-07,0.0
1901,1.45307211596446e-07,5.588738916095792e-10
1902,1.0949933226811481e-07,0.0
1903,1.9494795822083688e-07,0.0
1904,1.7413785258213466e-07,0.0
1905,1.6978897576791496e-07,0.0
1906,1.409506609206801e-07,5.144184522798412e-10
1907,1.594281400230102e-07,0.0
1908,1.6207583541927306e-07,0.0
1909,1.3312380531260715e-07,5.500983557560346e-10
1910,1.4910180823335395e-07,0.0
1911,1.282210178032983e-07,0.0
1912,1.541988723374743e-07,0.0
1913,1.606805852816251e-07,0.0
1914,1.8215142461031064e-07,0.0
1915,1.6846489359068073e-07,0.0
1916,2.0876177586615086e-07,0.0
1917,1.5901315464361687e-07,0.0
1918,1.5851199464123056e-07,0.0
1919,1.2338516341969807e-07,0.0
1920,1.4235796186312655e-07,0.0
1921,1.1964941393216577e-07,0.0
1922,1.4239415691008617e-07,0.0
1923,1.0934426342146253e-07,0.0
1924,1.3149457345207338e-07,0.0
1925,1.462757666104153e-07,0.0
1926,1.5827517074740172e-07,0.0
1927,1.4828468408722983e-07,0.0
1928,1.3139947441231925e-07,0.0
1929,1.1140406286358484e-07,0.0
1930,1.1869072125136881e-07,0.0
1931,1.3344266847070685e-07,0.0
1932,1.2603467780536448e-07,0.0
1933,1.353538152670808e-07,0.0
1934,1.1622132944921759e-07,0.0
1935,1.4481624077689048e-07,0.0
1936,1.3579679603026307e-07,0.0
1937,1.1332006266684402e-07,0.0
1938,1.1409388633865092e-07,0.0
1939,9.329370698196726e-08,0.0
1940,1.0143131845552489e-07,0.0
1941,1.0330258959356797e-07,0.0
1942,9.709477666319799e-08,0.0
1943,1.1032293656398906e-07,2.9032352077962287e-09
1944,9.318240046241044e-08,0.0
1945,7.84261473540937e-08,0.0
1946,9.744773166175946e-08,0.0
1947,8.821444197337769e-08,0.0
1948,1.108932536908469e-07,0.0
1949,1.0013348372694963e-07,0.0
1950,1.0529007710147198e-07,1.0635361480382244e-09
1951,9.808489664919762e-08,2.1322803522849654e-09
1952,7.592258555177978e-08,0.0
