year,en_ADP ondes_NOUN,en_ADP rondes_NOUN
1854,4.7800114089113777e-08,7.79349651480743e-09
1855,5.7845614520601885e-08,7.429711956774554e-09
1856,4.866558001026533e-08,2.7439103433835044e-08
1857,6.199516822125162e-08,2.0502338549110988e-08
1858,1.0815023898658183e-07,2.104280660830682e-08
1859,6.568903643255908e-08,2.036869339860914e-09
1860,8.650877703075821e-08,1.327383358784573e-08
1861,9.47908702642053e-08,6.6023493339173456e-09
1862,6.144461650592348e-08,9.939570055905733e-09
1863,4.7948361725502764e-08,6.99246927027275e-09
1864,7.431828663584383e-08,8.63051052846231e-09
1865,4.518570723144322e-08,8.943004559114343e-09
1866,6.957826315101556e-08,1.8002767276925624e-08
1867,9.074757656435395e-08,5.82337378318698e-09
1868,8.941172069398817e-08,2.0747471296544973e-08
1869,7.715960081977613e-08,1.0255390314739543e-08
1870,9.747883211730368e-08,2.8670243956696595e-09
1871,2.442870794538976e-08,1.6993883633631413e-08
1872,5.140238434897526e-08,8.4662747923403e-09
1873,5.8662845248136364e-08,1.7958012854535355e-09
1874,1.236744051058558e-07,7.169530746864439e-09
1875,5.492666116380107e-08,9.154443425529735e-09
1876,6.166935406781704e-08,1.209202959984168e-08
1877,9.09167962026558e-08,8.040260901509555e-09
1878,9.481369456221245e-08,3.0195443923020093e-09
1879,7.270097135414488e-08,1.221865053580018e-09
1880,7.31634486328403e-08,5.134277003548959e-09
1881,1.0040410813871858e-07,9.064259565150223e-09
1882,7.587139094766826e-08,6.655385131892899e-09
1883,1.0174135667284645e-07,1.8326083761621703e-08
1884,1.0760766144812806e-07,1.7164412113856997e-08
1885,1.205333859388702e-07,1.8047780159236027e-08
1886,8.841245602297931e-08,1.2906927970846027e-08
1887,1.0968593655569236e-07,2.0892559238205877e-08
1888,1.0588826881985369e-07,2.028996615166534e-08
1889,9.89891614788796e-08,7.51816386923565e-09
1890,1.0159298824419238e-07,3.2771931834929546e-09
1891,9.752556717756988e-08,1.7210394887001712e-08
1892,1.247433971673928e-07,9.402768341715273e-09
1893,1.2255249259851553e-07,1.2316833108982905e-09
1894,8.128985684585643e-08,6.301539290376468e-09
1895,7.824198511308111e-08,2.5880042109349688e-08
1896,1.279655350572284e-07,2.5357223876198987e-08
1897,1.0488084289939081e-07,1.806281169081103e-08
1898,1.4824890115505696e-07,1.584339415217073e-08
1899,1.448225539490977e-07,7.185851913504848e-09
1900,1.292572217037602e-07,8.305684695564253e-09
1901,1.1121590404172821e-07,2.9061443085343086e-08
1902,1.6793170232176635e-07,2.4060391012881155e-08
1903,1.1394464483061029e-07,2.1060859278776434e-08
1904,1.451148836650873e-07,2.5260738389931703e-08
1905,1.3263150189235517e-07,2.2191263937543226e-08
1906,1.363208914639813e-07,2.7778596922711785e-08
1907,1.6611383679698832e-07,1.4399961223432456e-08
1908,1.4586825369811152e-07,1.7189861978295085e-08
1909,1.584283237932027e-07,1.925344328412848e-08
1910,1.6727192075904895e-07,2.137660359835536e-08
1911,1.7770049409726596e-07,9.576673676292558e-09
1912,1.6565958804726222e-07,2.5005221615526096e-08
1913,1.71286563377393e-07,1.5908969364097914e-08
1914,1.4598900988094243e-07,2.0090231700464756e-08
1915,1.7788950712471774e-07,1.8849219074468238e-08
1916,1.6151569171007907e-07,1.3184954461564757e-08
1917,1.9520234850745055e-07,1.973956464951243e-08
1918,2.1824115403745736e-07,2.1824114071478107e-08
1919,2.0625580310351666e-07,7.366278698128781e-09
1920,2.3852529906776e-07,1.1358347151713133e-08
1921,2.612597898021818e-07,3.3320087633459394e-08
1922,3.526653253871359e-07,1.696925089333945e-08
1923,2.770762406179017e-07,1.4862327368803108e-08
1924,3.0553148588907675e-07,9.02413699321869e-09
1925,2.1006519257404932e-07,2.74954441437103e-08
1926,2.4744426063705305e-07,6.018914433525424e-08
1927,2.7984553829796255e-07,1.6723836537835268e-08
1928,3.130735313217059e-07,4.798937380812163e-08
1929,2.9967694370469644e-07,1.4482528065684619e-08
1930,3.686764973309664e-07,1.575540586884472e-08
1931,2.760096213805241e-07,3.4216069977333063e-09
1932,2.7179649730868505e-07,1.4247397928102146e-08
1933,3.39531607496113e-07,9.176529536247813e-09
1934,2.2165923319050762e-07,2.995395220750652e-08
1935,3.087817397329218e-07,9.574627313213568e-09
1936,2.5704395589798423e-07,1.2124714565686645e-08
1937,3.4121930858610483e-07,1.1332006333297784e-08
1938,4.0062513306793335e-07,1.9447821131279852e-08
1939,6.041150193425437e-07,1.2235240376412548e-08
1940,4.716556087913659e-07,0.0
1941,5.165129337569851e-07,2.3612020783048138e-08
1942,3.9748174174292217e-07,4.8547388331598995e-08
1943,3.9193676659721177e-07,2.9032351633873077e-08
1944,4.048614492546676e-07,3.213186161588055e-08
1945,4.444148342663823e-07,1.5249528306782167e-08
1946,5.331783006212731e-07,2.3665877257883494e-08
1947,4.6133770670309104e-07,2.0265479960812627e-08
1948,5.653381642822808e-07,1.5220643190261285e-08
1949,5.340452640112403e-07,1.47255123650325e-08
1950,5.530387845453788e-07,4.3604980959344175e-08
1951,6.993879502203981e-07,1.0661401539380222e-08
1952,4.7557064952741257e-07,2.319856839960721e-08
1953,5.774771700828296e-07,7.541679392097933e-09
1954,6.410783974786227e-07,1.8567819282111486e-08
1955,6.297742665140049e-07,3.003394510869839e-08
1956,9.244409984177082e-07,2.267496745922415e-08
1957,1.1618074911012854e-06,1.9437083498274887e-08
1958,1.3128050682098547e-06,1.3235589180204954e-08
1959,1.0517765121065281e-06,9.300897829689347e-09
1960,8.595674971800804e-07,2.214666694477785e-08
1961,8.136294669114363e-07,1.876002997391879e-08
1962,5.555553768132881e-07,9.512934440181198e-09
1963,6.084556281038545e-07,2.7157422977097667e-08
1964,8.657486834096062e-07,2.251068309533366e-08
1965,6.172464814824252e-07,1.860494691641179e-08
1966,6.292388923245795e-07,2.326411419062424e-08
1967,5.733980090738555e-07,2.2679544353643166e-08
1968,5.048351265912743e-07,2.8295919329845987e-08
1969,5.409233760911292e-07,1.4987801166821413e-08
1970,6.189883827723008e-07,1.5175793066646293e-08
1971,6.613117395914969e-07,2.0039749526468142e-08
1972,4.894160068324993e-07,2.8215808356435446e-08
1973,5.221004260036466e-07,1.32316891332529e-08
1974,5.445553483696131e-07,1.2938814575313984e-08
1975,6.185533099056784e-07,1.3707552426467373e-08
1976,7.370449681687319e-07,1.828328588526773e-08
1977,6.587872309893328e-07,2.4094804818020066e-08
1978,5.506928220100349e-07,1.663365600812483e-08
1979,6.331835096240468e-07,1.638552571403551e-08
1980,6.395794773794705e-07,2.1035057307106086e-08
1981,5.433647212171877e-07,1.644642960707543e-08
1982,5.394319542162407e-07,1.6139505731871395e-08
1983,5.930081741212234e-07,1.768288515613392e-08
1984,5.306092933921036e-07,1.391762050051426e-08
1985,4.4454974990060236e-07,2.707001200974446e-08
1986,4.783599329982735e-07,1.9182352650748413e-08
1987,5.438626988762962e-07,2.810975807676641e-08
1988,4.6173465673149394e-07,2.338656018840979e-08
1989,4.132556110647556e-07,1.9208427959327423e-08
1990,4.6313533630382153e-07,1.6345952147389653e-08
1991,4.296453877117301e-07,1.52398094144246e-08
1992,5.091188164385585e-07,2.5345743948079758e-08
1993,4.536610749283909e-07,2.6588195312093887e-08
1994,4.831832676188696e-07,2.1099706870586488e-08
1995,4.598238216857453e-07,1.7351842629409475e-08
1996,4.1743880352385077e-07,2.2419987422139798e-08
1997,4.2290969504144016e-07,1.1028257529410723e-08
1998,2.922863173715484e-07,1.4304387896402204e-08
1999,2.641576153372682e-07,1.690974471557638e-08
2000,2.6596549940194336e-07,2.3857369524371563e-08
2001,3.040561065148495e-07,1.5334241071363053e-08
2002,2.764550881551031e-07,1.9277375029602695e-08
2003,2.420982196937871e-07,1.5000923170305214e-08
2004,2.634065175977085e-07,1.4095332012686868e-08
2005,4.4271858090638716e-07,1.2610498645315715e-08
2006,4.1796582195274823e-07,1.153009171472874e-08
2007,3.211561430127574e-07,1.9173502258107433e-08
2008,1.9967392295150432e-07,9.79211112195344e-09
2009,2.0884683316069186e-07,2.5748239540490658e-08
2010,2.2626968609884557e-07,1.8895172759769707e-08
2011,2.2179036807123964e-07,1.7207873792557393e-08
2012,2.774465939214821e-07,1.974466595777713e-08
2013,2.3428650308687793e-07,2.008170008060972e-08
2014,2.5357362165578934e-07,1.9922095084723423e-08
2015,2.070281416299835e-07,1.3521110286962568e-08
2016,2.052697982701801e-07,1.657072018490524e-08
2017,2.0955042789871925e-07,1.2578056513001812e-08
2018,2.2381316311381738e-07,1.0842160003132761e-08
2019,2.474458100643062e-07,1.1224345952687287e-08
