year,certain_ADJ apport_NOUN,certain_ADJ rapport_NOUN
1890,5.898947996740844e-09,3.500042282666982e-07
1891,2.5496880162734215e-09,4.270727345101477e-07
1892,6.268512375839919e-09,3.3160429779854894e-07
1893,3.079208221734575e-09,3.3994459158748214e-07
1894,1.2603078580752936e-09,2.905009637288458e-07
1895,0.0,3.8218200870687724e-07
1896,5.89702897624278e-10,3.432070911912888e-07
1897,5.826713556089658e-10,3.4843748153434717e-07
1898,5.6583548957434e-10,3.5251551366854983e-07
1899,6.080336234504102e-09,2.686403206553223e-07
1900,5.19105292084987e-09,3.32746509457138e-07
1901,6.147612641171918e-09,3.822697465238889e-07
1902,4.419255628107521e-09,3.967509485391929e-07
1903,7.020286574288548e-09,3.5047429491896764e-07
1904,6.449550227216605e-09,3.8428569837378745e-07
1905,3.6125313851442797e-09,3.483512216462259e-07
1906,9.259531807970234e-09,3.5649199503495765e-07
1907,1.5428529565042481e-09,3.646275956725731e-07
1908,1.964555629285769e-09,4.0224276176559215e-07
1909,7.151278680339601e-09,3.966209192185488e-07
1910,5.878565634276356e-09,3.259931986576703e-07
1911,1.3832972989291648e-08,3.298631838788424e-07
1912,2.0837684910901544e-09,2.9485323693734244e-07
1913,5.833288518886093e-09,3.9454243960790336e-07
1914,8.705766774141921e-09,3.6564219385581964e-07
1915,3.416420923940677e-08,2.90984814910189e-07
1916,3.2962386153911893e-09,2.8787150085918256e-07
1917,1.0966424213165737e-08,2.6867741098612896e-07
1918,1.8378202071289707e-08,3.1357808438770007e-07
1919,4.603924352863942e-09,2.7715623218682595e-07
1920,8.329454459499175e-09,3.240915305013914e-07
1921,7.572747429129834e-10,3.1956994916981785e-07
1922,8.853522359686394e-09,2.958552158816019e-07
1923,3.1847844361720945e-09,3.906668837316829e-07
1924,6.445812328337297e-09,3.210014369869896e-07
1925,1.5397448649423495e-08,3.915351385330723e-07
1926,1.0031524944054127e-08,4.157509749802557e-07
1927,1.6723836537835268e-08,3.7349903436734166e-07
1928,6.8556245125250825e-09,4.410451879266475e-07
1929,1.2254447234738564e-08,3.453525891927711e-07
1930,1.995684684175103e-08,4.085901821326843e-07
1931,7.983749661377715e-09,4.105928326225694e-07
1932,3.287861094491973e-09,4.230381023262453e-07
1933,1.0323596200123575e-08,4.4047342839803605e-07
1934,5.990790086229936e-09,4.373276851765695e-07
1935,1.555876849579363e-08,4.3205506017329753e-07
1936,1.4549657478823974e-08,4.243649982527131e-07
1937,2.895957251780601e-08,4.3061623955509276e-07
1938,1.8151300906765755e-08,4.52485977575634e-07
1939,1.5294050470515685e-08,5.077624791738344e-07
1940,2.7893612752905028e-08,3.854389944990544e-07
1941,2.066051862925633e-08,4.397738848638255e-07
1942,3.6410540360520827e-08,4.672686202411569e-07
1943,4.064529335323641e-08,4.35485276284453e-07
1944,1.6065930807940276e-08,3.8236916566347645e-07
1945,1.089252066321933e-08,4.85806424421753e-07
1946,1.6705325123211878e-08,4.5800433667864127e-07
1947,1.7881307101674793e-08,4.005412677088316e-07
1948,1.4133454406817236e-08,3.7508013406295504e-07
1949,2.6505922789965553e-08,3.750097050669865e-07
1950,1.0635361036293034e-08,4.360498166988691e-07
1951,1.7058242818279723e-08,4.1366237724105304e-07
1952,2.6362009464264702e-08,3.437606039824459e-07
1953,3.5553629373907825e-08,4.1586974930396536e-07
1954,3.615838295445428e-08,5.413984922597592e-07
1955,3.2849627018549654e-08,3.8574847849304206e-07
1956,1.831439710997529e-08,4.064052063768031e-07
1957,2.297109880089465e-08,4.143632565956068e-07
1958,2.3989505493204888e-08,4.02858262305017e-07
1959,2.5577467255288866e-08,4.0846441606845474e-07
1960,1.7994166157109248e-08,4.3393626469878654e-07
1961,2.084447814354462e-08,4.022984114726569e-07
1962,2.8538803320543593e-08,4.3061882593065093e-07
1963,2.5864213881732212e-08,4.164138260875916e-07
1964,1.8251904876365188e-08,4.398709165798209e-07
1965,1.094408652591028e-08,4.7661498570050753e-07
1966,1.8832853498906843e-08,4.2152359469582734e-07
1967,1.9228309611207806e-08,4.328834677380655e-07
1968,1.3025106326836067e-08,4.5228557610244025e-07
1969,2.0892086283197386e-08,4.360087473287422e-07
1970,2.115413444414571e-08,4.529744046521955e-07
1971,2.723350611688602e-08,4.151825123699382e-07
1972,2.975485102751918e-08,4.186199760169984e-07
1973,1.4334330167287135e-08,4.92329093049193e-07
1974,2.8690415376786405e-08,3.915397996934189e-07
1975,2.341706917263764e-08,4.1808036144175276e-07
1976,1.8854638739185248e-08,4.0166094095184235e-07
1977,2.11564152863275e-08,4.190145546090207e-07
1978,1.3663360221016774e-08,4.5920771185592457e-07
1979,2.0481905949054635e-08,4.4416478317543806e-07
1980,1.5349906234973787e-08,4.900599606116884e-07
1981,2.1506869174459098e-08,4.92127753659588e-07
1982,2.7933760193832313e-08,5.462601961880864e-07
1983,2.5261265079734585e-08,4.780694098371896e-07
1984,1.3917620833581168e-08,5.114725354360417e-07
1985,1.564045071233977e-08,4.607917389876093e-07
1986,1.1389522214244607e-08,4.0522721178604115e-07
1987,1.4665960890170027e-08,4.6747749138376093e-07
1988,1.9788627625416666e-08,4.953153620590456e-07
1989,1.3171493229435782e-08,4.3740334376707324e-07
1990,1.2531897297662908e-08,3.8467476315418025e-07
1991,9.37834432335194e-09,4.0913027987699024e-07
1992,8.264915862810085e-09,4.193067582036747e-07
1993,6.647049133334804e-09,4.004847085070651e-07
1994,1.318731612798274e-08,4.895131837656663e-07
1995,1.0844901865425527e-08,4.5657034775103966e-07
1996,1.2277611816102763e-08,4.473321268960717e-07
1997,6.7128524960935465e-09,4.468841723337391e-07
1998,1.3350762273489636e-08,5.387985879679036e-07
1999,1.0511462811280126e-08,4.593052267409803e-07
2000,8.83606254831193e-09,4.6080069182607986e-07
2001,7.0099388516098315e-09,5.016487421016791e-07
2002,6.571832411594869e-09,4.753625262310379e-07
2003,1.0000615446870142e-08,4.587782029830123e-07
2004,5.726228824443069e-09,4.594197378082754e-07
2005,1.0358624180639708e-08,4.3461184873194725e-07
2006,6.58862386870851e-09,5.534444085242285e-07
2007,5.991719120856942e-09,5.448470119517879e-07
2008,6.811903485726134e-09,4.529915713646915e-07
2009,1.0013204487790972e-08,4.424882718012668e-07
2010,4.723792912386671e-09,4.2136232991651923e-07
2011,6.118355155848576e-09,3.34979944227598e-07
2012,4.085103366691101e-09,3.3736145610419044e-07
2013,4.183687618564136e-09,2.975996551413118e-07
2014,3.031623174720721e-09,2.791258850720624e-07
2015,3.103205470367243e-09,2.914796652930818e-07
2016,3.72841224560716e-09,2.7610963115876075e-07
2017,5.7859059765519305e-09,2.7445318551144737e-07
2018,3.0977600484760615e-09,2.8525207085294824e-07
2019,3.3162841361900064e-09,2.2576242031391303e-07
