year,rien_PRON apporté_VERB,rien_PRON rapporté_VERB
1800,5.345079756580162e-08,2.829747991484055e-08
1801,3.5717739876872656e-08,4.286128785224719e-08
1802,2.4616241489638924e-08,6.489736392722989e-08
1803,8.776526527753958e-08,1.1702034896643454e-08
1804,7.415552971679062e-08,9.145848167690929e-08
1805,6.254330742194725e-08,3.695740957709859e-08
1806,2.305335300434308e-08,5.76333825108577e-09
1807,1.1103124819555887e-07,1.1387820464392462e-08
1808,1.3369836437959748e-07,1.8128591960930862e-08
1809,1.4457795316502597e-07,1.581321384946932e-08
1810,7.488405628919281e-08,4.680253340438867e-08
1811,8.524060746140094e-08,3.259199843341776e-08
1812,2.400487453257938e-08,2.1337665856435706e-08
1813,9.202373263406116e-08,4.888760685162197e-08
1814,4.405347908686963e-08,4.405347908686963e-08
1815,6.74305908887618e-08,4.045835311217161e-08
1816,6.489290882427667e-08,5.3304887615013286e-08
1817,5.7604317760251433e-08,6.07180652423267e-08
1818,2.5034472272977837e-08,1.3113295338484932e-08
1819,3.519356894798875e-08,4.864993385922389e-08
1820,8.543866414356671e-08,4.746592452420373e-08
1821,1.1242096320529527e-07,4.043210211079895e-08
1822,9.323822780515911e-08,3.107940926838637e-08
1823,2.2730180404550993e-08,7.016707570528524e-08
1824,1.2042191599448415e-07,8.842168597311684e-08
1825,1.1447075820569808e-07,1.0830694918695372e-07
1826,5.9013494535520294e-08,6.253669226907732e-08
1827,7.834682236307344e-08,3.594736597278825e-08
1828,8.255071293206129e-08,2.0179061976932644e-08
1829,6.601345603485242e-08,3.600733933240008e-08
1830,7.618890407457002e-08,6.992679857376061e-08
1831,4.8332740476553226e-08,2.494592976631793e-08
1832,9.606278439378002e-08,3.5177919244233635e-08
1833,6.950177322551099e-08,5.3284690437749305e-08
1834,5.600718466780563e-08,5.2273371409228275e-08
1835,6.126101226300307e-08,6.277362984974388e-08
1836,6.183090306421946e-08,3.024337402735e-08
1837,1.196757182242436e-07,2.5048407792382932e-08
1838,1.117252637072852e-07,3.66105403770689e-08
1839,7.830452375401364e-08,3.0063343814390464e-08
1840,7.261444778805526e-08,3.694419348221345e-08
1841,9.695028069245382e-08,5.714288064950779e-08
1842,1.0330727917562399e-07,5.0311989241436095e-08
1843,1.033709438047481e-07,4.961805188941071e-08
1844,1.1306435965252604e-07,4.50062032086862e-08
1845,1.3838965173817996e-07,3.348136701220028e-08
1846,9.425747293789755e-08,5.2690513285824636e-08
1847,7.981971350545791e-08,4.2067142658197554e-08
1848,9.010648227558704e-08,3.700802153616678e-08
1849,1.106082763158156e-07,3.267971848686102e-08
1850,1.0522943938440221e-07,3.190828223864628e-08
1851,8.190787070816441e-08,2.644269869733762e-08
1852,1.1784086950683559e-07,4.231854688896419e-08
1853,1.248133685294306e-07,5.1955808544335014e-08
1854,1.0391328686409906e-07,3.065441944727354e-08
1855,1.1887539130839286e-07,5.73149208094037e-08
1856,1.2580569830333843e-07,2.8992259260007813e-08
1857,1.1715621894836659e-07,6.297146626366157e-08
1858,1.1157581525367277e-07,5.2851699905431815e-08
1859,1.395255537772755e-07,4.379269213927728e-08
1860,1.1122556742293455e-07,4.7144993686742964e-08
1861,1.0941035810674293e-07,2.971057178058345e-08
1862,7.499857446191527e-08,4.427626620895353e-08
1863,9.339940731933893e-08,4.694943456229339e-08
1864,1.1651189169015197e-07,4.267307929239905e-08
1865,5.977692296710302e-08,4.424433797112215e-08
1866,1.0947628936719411e-07,3.8924902412418305e-08
1867,1.5043715961837734e-07,4.949867715708933e-08
1868,7.409811075831385e-08,4.100095551962113e-08
1869,1.0499566371890978e-07,4.932354258357918e-08
1870,1.0837351993586708e-07,3.096386436141074e-08
1871,1.7100094851230097e-07,2.0180236148803488e-08
1872,1.2699412366146134e-07,4.656451224605007e-08
1873,1.38875307698072e-07,4.968383748860106e-08
1874,7.05003913026303e-08,4.719941060216115e-08
1875,8.238998816523235e-08,4.405575992905142e-08
1876,1.0036384878731042e-07,5.441413364337677e-08
1877,8.535045736834945e-08,5.8755752263550676e-08
1878,8.454723854356416e-08,6.76377922559368e-08
1879,1.0202573008655236e-07,3.237942536316041e-08
1880,9.370055664703614e-08,4.55667077403632e-08
1881,9.203709794292081e-08,5.159655458442103e-08
1882,1.0515508819253228e-07,5.1912003584675404e-08
1883,7.520013411976834e-08,4.486730631469982e-08
1884,7.393900602892245e-08,6.601696611596708e-08
1885,9.926279176397657e-08,5.414333870135124e-08
1886,7.873225627008651e-08,4.130216879616455e-08
1887,7.704131377295198e-08,8.095866377288985e-08
1888,8.813454144274147e-08,4.882273429984707e-08
1889,7.706118054784383e-08,6.202485280937253e-08
1890,8.651790039948537e-08,3.5393686204088226e-08
1891,6.055508805502541e-08,6.374219907456791e-08
1892,1.0656471260972467e-07,4.137218212463267e-08
1893,8.744951429662251e-08,5.357822274731916e-08
1894,8.570093257276312e-08,4.7891699495039575e-08
1895,1.0412203010901067e-07,5.11582243234443e-08
1896,9.907008546861107e-08,7.076435082353782e-08
1897,7.63299468076184e-08,6.118049356018673e-08
1898,8.374365023655628e-08,4.6964345301603316e-08
1899,9.839089898378006e-08,4.477338677588705e-08
1900,7.423206227485935e-08,5.0353214930964896e-08
1901,6.985923306501718e-08,4.63865319488832e-08
1902,8.691202424415678e-08,4.910283735171106e-08
1903,1.2096492696400674e-07,7.452303663058046e-08
1904,1.0265534200470938e-07,8.491907976804214e-08
1905,1.0579555720369171e-07,6.296126286997605e-08
1906,1.0957113261156337e-07,4.9384169642507914e-08
1907,1.1828539925318182e-07,6.737124635947112e-08
1908,9.135183631769905e-08,6.041008759893884e-08
1909,9.626721464428556e-08,5.280944037622248e-08
1910,1.2505311985933076e-07,4.649411167179096e-08
1911,9.417062329930559e-08,8.24657959697106e-08
1912,1.4638473544437147e-07,5.4177981212433224e-08
1913,1.0552949447628635e-07,4.719660751106858e-08
1914,1.1652333853362506e-07,5.960101745472457e-08
1915,7.539687629787295e-08,6.243804051564439e-08
1916,1.4173825491070602e-07,5.7134801778602196e-08
1917,9.650453591802943e-08,6.908847183240141e-08
1918,1.1256648946300629e-07,5.6283244731503146e-08
1919,1.243059557509696e-07,7.274200441997891e-08
1920,6.512119199442168e-08,4.694783584113793e-08
1921,1.128339377487464e-07,4.770830841493989e-08
1922,1.5493664307086874e-07,7.599273743608137e-08
1923,1.2526818693459063e-07,5.201814445854325e-08
1924,1.1860294790722037e-07,5.672314884463958e-08
1925,1.6497267552040284e-07,6.488924952918751e-08
1926,1.1257599652481076e-07,6.35329868714507e-08
1927,1.2821608663671213e-07,5.686104742608222e-08
1928,1.2454384545890207e-07,7.198406137831626e-08
1929,1.4148315585771343e-07,5.23599084090165e-08
1930,1.1869072125136881e-07,6.19712636762415e-08
1931,9.352392282835353e-08,6.386999729102172e-08
1932,1.753525822323354e-07,6.904507898752854e-08
1933,1.1011835709950901e-07,7.914756849913829e-08
1934,1.365900175187562e-07,6.82950087593781e-08
1935,1.4002893067299738e-07,7.77938495843955e-08
1936,1.1760972995489283e-07,6.30485175179274e-08
1937,1.397614113329837e-07,3.273690651894867e-08
1938,1.6336170460817812e-07,4.148868626430158e-08
1939,1.5905811778793577e-07,5.8117393564316444e-08
1940,1.6482589160204952e-07,9.382397081481031e-08
1941,1.328176182369134e-07,6.788455664263893e-08
1942,2.032921884165262e-07,5.158160121254696e-08
1943,1.4225852851268428e-07,7.258088174921795e-08
1944,1.8957798886276578e-07,7.390327994016843e-08
1945,1.5031677946808486e-07,8.06046500656521e-08
1946,1.6983747741505795e-07,9.46635054788203e-08
1947,2.3364907519862754e-07,6.556479092978407e-08
1948,1.8808366064604343e-07,4.240036233227329e-08
1949,2.326630976767774e-07,6.871906066407973e-08
1950,2.063260069462558e-07,3.93508372553697e-08
1951,1.8444225702296535e-07,4.371174711081949e-08
1952,2.0035128045492456e-07,4.5342655852209646e-08
1953,2.4348850047317683e-07,5.0636987936059086e-08
1954,1.876326933825112e-07,5.668070812703263e-08
1955,1.783265446420046e-07,4.6928040120519654e-08
1956,2.023304830345296e-07,4.098936656760088e-08
1957,2.3147798344780313e-07,4.4175187952077977e-08
1958,2.0597886418727285e-07,4.053399393910695e-08
1959,1.9996929268017993e-07,3.797866554577922e-08
1960,2.2146666367461876e-07,3.5296249478733444e-08
1961,2.4110113372444175e-07,4.238377115939329e-08
1962,2.2323686721392733e-07,4.756467220090599e-08
1963,2.3342451527241792e-07,5.948768944108451e-08
1964,2.4457551717205206e-07,5.293052396382336e-08
1965,1.9699356812452606e-07,5.2531618166540284e-08
1966,2.3430285978065513e-07,4.818994980837488e-08
1967,2.5194015051965835e-07,6.655952944356613e-08
1968,1.9941886364449601e-07,6.287982046160323e-08
1969,1.8666624157503975e-07,5.5409444144061126e-08
1970,2.115413479941708e-07,4.322801672174137e-08
1971,2.1067430111543217e-07,5.5494691508783944e-08
1972,2.1444013498239656e-07,4.822338084409239e-08
1973,2.183228673402482e-07,4.3002987837326145e-08
1974,1.9689500163622142e-07,5.119270340969706e-08
1975,1.9933065686927876e-07,4.512069295969923e-08
1976,1.8854638028642512e-07,3.713792295911844e-08
1977,1.9628451752851106e-07,3.996211717094411e-08
1978,2.0198010020067159e-07,4.574255285660911e-08
1979,2.21204587091961e-07,4.7400984470868934e-08
1980,1.9500066628097557e-07,4.2638628627855724e-08
1981,2.1000823835493065e-07,5.060439534076977e-08
1982,2.1477957545812387e-07,4.4694015599588965e-08
1983,2.0651083332268172e-07,3.915495838668903e-08
1984,2.029652961255124e-07,4.813177056917084e-08
1985,1.8949008051549754e-07,4.8726018775369084e-08
1986,1.8582905170205777e-07,5.035367678374314e-08
1987,1.6315881623540918e-07,2.9331921780340053e-08
1988,1.7989661671435897e-07,4.137622156008547e-08
1989,1.9427952224759792e-07,4.555141330797596e-08
1990,1.7871575153094454e-07,4.631353434092489e-08
1991,1.9108377102838858e-07,5.2753186707832356e-08
1992,1.9064407297264552e-07,4.022259147973273e-08
1993,1.9165658216024895e-07,3.822053074031828e-08
1994,1.9886473978658614e-07,3.797947201178431e-08
1995,1.8382108635250916e-07,3.5788175978268555e-08
1996,1.7081895009596337e-07,3.95018808774239e-08
1997,1.836444596392539e-07,5.274383951814343e-08
1998,1.7594396695130854e-07,4.148272481074855e-08
1999,1.5310173751004186e-07,3.519054914136177e-08
2000,1.9792781813521287e-07,3.887867805474343e-08
2001,1.621048397737468e-07,3.767842216007011e-08
2002,1.888306400132933e-07,4.6002824660718034e-08
2003,1.7417737296909763e-07,4.333599790129483e-08
2004,1.6826302839945129e-07,4.2726476578991424e-08
2005,1.7294398446665582e-07,4.4587121550421216e-08
2006,1.8365788889695978e-07,4.200247616381603e-08
2007,1.9173501186742214e-07,4.9531546864045595e-08
2008,1.7923821360454895e-07,4.768332573235057e-08
2009,1.9454225252957258e-07,4.768192596316112e-08
2010,2.1257068283375702e-07,6.329882751288096e-08
2011,1.9311057997128955e-07,5.927156720986204e-08
2012,2.294466270313933e-07,6.229782201216949e-08
2013,2.3735454135476175e-07,6.833356280822045e-08
2014,2.7847625005961163e-07,7.622367093063076e-08
2015,2.480347802702454e-07,6.760554782658801e-08
2016,2.452466674185416e-07,6.56614815852663e-08
2017,2.7696881943484186e-07,6.238715855033661e-08
2018,2.514348693694046e-07,6.531110585683564e-08
2019,2.6351702331339766e-07,6.173390687536084e-08
