year,en_ADP âges_NOUN,en_ADP ages_NOUN,en_ADP rage_NOUN
1800,1.2576657937302116e-08,3.144164484325529e-09,5.65949598296811e-08
1801,2.8574191901498125e-08,0.0,2.1430643926123594e-07
1802,1.1189200677108602e-08,0.0,9.84649659585557e-08
1803,3.900678446910888e-09,0.0,4.8758479920252285e-08
1804,7.4155526164076946e-09,0.0,6.673997887673977e-08
1805,0.0,2.842877711017877e-09,9.665784261869703e-08
1806,2.305335300434308e-08,0.0,7.780506905419315e-08
1807,5.693910232196231e-09,0.0,3.131650672116848e-08
1808,3.3991110370834576e-08,0.0,1.0877155176558517e-07
1809,0.0,0.0,4.743964154840796e-08
1810,0.0,0.0,1.2402671245581587e-07
1811,5.0141535368197765e-09,0.0,4.763445815569867e-08
1812,5.067695596494559e-08,0.0,2.9339290108509886e-08
1813,2.8757416448144113e-09,0.0,1.2940837734731758e-07
1814,0.0,0.0,1.0698702368472368e-07
1815,0.0,0.0,2.4275012222574333e-08
1816,6.952811659743929e-09,0.0,6.489290882427667e-08
1817,1.8682481339737933e-08,0.0,1.167655089284736e-07
1818,2.384235475716423e-09,0.0,1.0133000927226021e-07
1819,1.035105001712111e-09,0.0,1.614763789348217e-07
1820,1.779972080839798e-08,3.5599443393152796e-09,1.4595771347103437e-07
1821,1.8736827200882544e-08,0.0,1.1932401378089708e-07
1822,1.2030739071633434e-08,0.0,1.2130995230563713e-07
1823,4.941343334508019e-09,0.0,1.1167436042569534e-07
1824,1.0105335235266466e-08,8.421112696055388e-10,9.600068295867459e-08
1825,2.641632912414593e-09,8.805443041381977e-10,8.981552213072064e-08
1826,1.6735169694470642e-08,0.0,6.253668771716292e-08
1827,1.6591091167583727e-08,0.0,5.2538457140371975e-08
1828,5.503380862137419e-09,9.172301251858528e-10,1.0364700386844561e-07
1829,1.457439946506156e-08,8.57317605795771e-10,9.516225479844209e-08
1830,1.2524203008013046e-08,0.0,8.662573947049168e-08
1831,1.5591206548037917e-08,0.0,8.731075240575592e-08
1832,1.2176972319366541e-08,0.0,1.1229874274931717e-07
1833,1.9692167896323554e-08,0.0,1.030942939905799e-07
1834,2.5203233278148218e-08,9.334530925997342e-10,7.000897994657862e-08
1835,1.663879345414898e-08,0.0,8.24376584773745e-08
1836,1.8818100855355624e-08,0.0,9.543465040451338e-08
1837,1.3219993100221927e-08,0.0,8.001574514082677e-08
1838,1.2624323808552163e-09,1.2624323808552163e-09,1.1298769919676488e-07
1839,6.9914749545318955e-09,6.9914751765765e-10,5.942753844578874e-08
1840,1.2102408852854296e-08,0.0,7.452535583096775e-08
1841,2.8250413564023802e-08,6.420548537278137e-10,5.97110982880622e-08
1842,2.683306021822318e-09,0.0,5.0982815746891674e-08
1843,2.3627644285539873e-09,0.0,4.784597962270709e-08
1844,8.232841963717874e-09,5.488561272137815e-10,1.004406726679008e-07
1845,1.1160455670733427e-08,0.0,4.910600637231255e-08
1846,1.8148954339380907e-08,5.854501328173001e-10,7.435216531348487e-08
1847,2.1572894581822766e-09,0.0,6.202207458727571e-08
1848,6.43617736884039e-09,0.0,4.505324113779352e-08
1849,5.02764896381791e-09,0.0,5.111443246441638e-08
1850,6.788996032014438e-09,0.0,5.4311968256115506e-08
1851,1.6768540334055615e-08,0.0,3.0957306051959677e-08
1852,6.510545436100301e-09,0.0,7.552232972329875e-08
1853,9.555090940693844e-09,0.0,8.002388796057858e-08
1854,5.195664343204953e-09,0.0,8.98849918939959e-08
1855,5.837630823180007e-09,0.0,7.111295730055645e-08
1856,7.765783571755946e-09,0.0,5.228961086345407e-08
1857,1.4644527812635033e-09,1.4644527812635033e-09,8.640271187410065e-08
1858,8.31924928945682e-09,4.893676019968041e-10,7.878818308881819e-08
1859,2.036869339860914e-09,0.0,1.1100937769015218e-07
1860,2.288591982591015e-09,4.577183909670879e-10,8.330474993156756e-08
1861,9.431927239234028e-09,4.715963730639317e-10,5.0932407291703896e-08
1862,9.939570055905733e-09,4.517986262886353e-10,1.2108203861771472e-07
1863,1.4983863039219614e-09,0.0,9.539725454033032e-08
1864,8.151037178549814e-09,0.0,1.0356612278883404e-07
1865,1.694463946932956e-08,0.0,5.977692296710302e-08
1866,2.2868380966656332e-08,1.4596839292835284e-09,9.974506554044638e-08
1867,1.844068364675877e-08,0.0,5.046923945428716e-08
1868,2.321740844024589e-08,0.0,7.311013661137622e-08
1869,2.6859355628516823e-08,2.4417595723136287e-09,5.4207063726607885e-08
1870,1.8922360567330543e-08,5.734048791339319e-10,7.568944715430348e-08
1871,7.434824311758348e-09,0.0,6.478918379571041e-08
1872,1.7537283625301825e-08,6.047339295989218e-10,9.191955996357137e-08
1873,3.591602570907071e-09,5.986004469882289e-10,6.524744833313889e-08
1874,1.7326366119618797e-08,5.974609140757536e-10,8.96191352239839e-08
1875,2.2886108563824337e-09,0.0,5.9503882710032485e-08
1876,1.0278225381910033e-08,0.0,9.25040239962982e-08
1877,1.1751150275074451e-08,6.184815992682502e-10,1.1441909464338096e-07
1878,1.0266450800600069e-08,0.0,7.730033502184597e-08
1879,9.774920428640144e-09,1.221865053580018e-09,7.881029517875504e-08
1880,1.4119262203848848e-08,6.417846254436199e-10,8.086486502634216e-08
1881,6.2752567586699115e-09,0.0,8.855084843162331e-08
1882,4.6587693702804245e-09,6.655385131892899e-10,8.652000671460769e-08
1883,2.7173157945981075e-08,0.0,9.668588774047748e-08
1884,2.1125430293977843e-08,0.0,7.393900602892245e-08
1885,1.6114089618213256e-08,6.445635691854079e-10,7.863675405284098e-08
1886,2.5813855497602844e-09,6.453463874400711e-10,6.905206362262106e-08
1887,4.570247291724172e-09,0.0,7.2471065815094e-08
1888,1.1413106904001324e-08,1.268122939990235e-09,7.608737462305726e-08
1889,8.14467782106476e-09,0.0,1.0337475941923913e-07
1890,2.6217545912032847e-09,0.0,8.651790039948537e-08
1891,1.0836173736095134e-08,6.374220040683554e-10,8.477712754029199e-08
1892,7.522214851007902e-09,0.0,7.710270089056337e-08
1893,6.774258043407144e-09,0.0,7.205347429817266e-08
1894,8.822155450616265e-09,0.0,9.452308802337939e-08
1895,7.22233739480771e-09,0.0,8.426060182920025e-08
1896,8.845543852942228e-09,5.89702897624278e-10,7.666137452622124e-08
1897,6.409385022720926e-09,5.826713556089658e-10,9.147940005505006e-08
1898,5.092519295146758e-09,0.0,1.0411373096985699e-07
1899,1.0502398950507086e-08,5.527578395003729e-10,9.562710623356452e-08
1900,9.863001082521805e-09,0.0,9.603448569706075e-08
1901,7.824234593556412e-09,5.588738916095792e-10,5.3651895370876446e-08
1902,4.419255628107521e-09,1.4730851538580225e-09,7.856454048438266e-08
1903,8.640352433531007e-09,1.6200660812870638e-09,7.560308534770854e-08
1904,1.3436562973367927e-08,0.0,9.996802674550054e-08
1905,1.3417973399043603e-08,0.0,1.09408088588836e-07
1906,1.5432553013283723e-09,0.0,1.0134043293419381e-07
1907,8.742834012309686e-09,0.0,7.97140700115051e-08
1908,4.4202499438483756e-09,4.911389073214423e-10,1.0313917186977051e-07
1909,7.151278680339601e-09,5.500983557560346e-10,8.141455509758089e-08
1910,1.1222716089775986e-08,5.344150677544235e-10,1.5818686449620145e-07
1911,9.576673676292558e-09,0.0,9.523469379768557e-08
1912,4.167536982180309e-09,2.0837684910901544e-09,1.1148161210838836e-07
1913,7.954484182448596e-09,0.0,8.219634395345565e-08
