year,son_DET aide_NOUN,son_DET raid_NOUN
1897,2.493833378025556e-06,1.3984112534615178e-08
1898,2.3906549557750623e-06,1.13167097914868e-09
1899,2.3879137707183418e-06,9.39688327150634e-09
1900,2.3837315765717904e-06,2.4397950326715545e-08
1901,2.3288275592392438e-06,1.7883964587017687e-08
1902,2.037276717103964e-06,1.9641135828862843e-08
1903,2.1930294948901974e-06,1.1880485040194344e-08
1904,2.2148830325363633e-06,2.6873125058557434e-08
1905,2.3527899699615773e-06,2.9932401446330914e-08
1906,2.2341193108843527e-06,2.05767382577271e-08
1907,2.095194467699457e-06,1.9542804707839423e-08
1908,2.1978466389072082e-06,4.125566954726878e-08
1909,2.1596860371175808e-06,4.565816469348505e-08
1910,2.2669887798087984e-06,5.3975923286486704e-08
1911,2.436199348920809e-06,4.2562992463857086e-08
1912,2.2827684809101356e-06,2.7609932118366487e-08
1913,2.435663109423558e-06,4.613601195524453e-08
1914,2.3652899088233426e-06,7.098548293615892e-08
1915,2.4315491486959218e-06,4.123266661437697e-08
1916,2.3721930659803547e-06,6.262853258220957e-08
1917,2.517891051212473e-06,6.360526327853222e-08
1918,2.4488955148171954e-06,4.020231703094623e-08
1919,2.3839119620561178e-06,3.314825391953491e-08
1920,2.0611614353072127e-06,6.815008468663564e-08
1921,2.1430874959094126e-06,3.256281250196835e-08
1922,2.182393361138679e-06,4.574320033867707e-08
1923,2.114696783905856e-06,2.5478275489376756e-08
1924,2.0330092134202005e-06,6.445812061883771e-08
1925,2.0753562122166613e-06,5.939016167744171e-08
1926,2.2504053340810515e-06,6.018914755490101e-08
1927,2.2276151376843245e-06,8.696395348284369e-08
1928,2.2075110912567197e-06,6.170062283317179e-08
1929,2.1968882109035803e-06,6.572839428287125e-08
1930,2.128030011760984e-06,3.781297164273667e-08
1931,2.3187089475129596e-06,4.219981875053236e-08
1932,2.1842355373280498e-06,3.835837791843488e-08
1933,2.406544947319844e-06,5.047091433674211e-08
1934,2.546085816845789e-06,4.912447870708547e-08
1935,2.27995806767467e-06,6.10382491217365e-08
1936,2.300058273618788e-06,6.304851440930292e-08
1937,2.4149763930836343e-06,6.043736533456467e-08
1938,2.184638709934461e-06,9.594258543188516e-08
1939,2.2910486734417645e-06,4.8940961505650193e-08
1940,2.0260906339331086e-06,3.296517903095264e-08
1941,2.3995716951219492e-06,1.7709016475464523e-08
1942,2.3060010416742216e-06,1.2136847082899749e-08
1943,2.6361375553562993e-06,2.0322646676618206e-08
1944,2.496645755911686e-06,3.534504600111177e-08
1945,2.9562300696284183e-06,7.624763886937558e-08
1946,2.501622461181796e-06,4.454753366189834e-08
1947,2.41159222369447e-06,3.933887304796713e-08
1948,2.3189736975126607e-06,4.457474145347362e-08
1949,2.6447020857744974e-06,3.632292910893398e-08
1950,2.1749313638963486e-06,2.5524867552917385e-08
1951,2.4873049895290933e-06,4.477788806411809e-08
1952,2.219681110915417e-06,3.479785126714319e-08
1953,2.4435039627235255e-06,4.632745742583211e-08
1954,2.30045504423515e-06,4.0067398288101685e-08
1955,2.426179520398364e-06,4.5050918995315214e-08
1956,2.4105234253113395e-06,5.5815306154727296e-08
1957,2.7503472139756013e-06,4.152467597551279e-08
1958,2.6694530035342723e-06,3.4743421917227124e-08
1959,2.701910744917768e-06,2.40273188012452e-08
1960,2.753799527965839e-06,2.422291700554524e-08
1961,2.8695898848241086e-06,3.752005850454765e-08
1962,3.0758488520632454e-06,3.424656469519505e-08
1963,2.909077426949125e-06,1.6165133231993423e-08
1964,2.965934470466891e-06,2.5552667537454e-08
1965,2.774325906784725e-06,3.0096237779719814e-08
1966,2.9800223160236783e-06,2.437192847537517e-08
1967,2.9828530507813866e-06,3.007504645324843e-08
1968,2.918971262033665e-06,2.200793802753509e-08
1969,2.7686556194339573e-06,2.2708788960379422e-08
1970,2.691633785190106e-06,1.8394900547225035e-08
1971,2.7464733634019467e-06,2.723350611688602e-08
1972,2.7112826117559052e-06,1.949455741279138e-08
1973,2.705880437048336e-06,1.7090930948260308e-08
1974,2.7987219759495474e-06,1.9689501584707614e-08
1975,2.741510549242321e-06,1.8847885030481848e-08
1976,2.690499758983833e-06,1.656922776760439e-08
1977,2.570504435084331e-06,2.1744092748576804e-08
1978,2.765939342452839e-06,1.9009892548993435e-08
1979,2.7668129831681654e-06,9.36315702748658e-09
1980,2.766394324282828e-06,1.5349906234973787e-08
1981,3.059035755370587e-06,2.4037088375283844e-08
1982,2.8126193889477236e-06,2.6071509395819703e-08
1983,2.9233597302891212e-06,2.5892796129411977e-08
1984,2.8966047196377076e-06,1.9136727757995686e-08
1985,2.7701645031186217e-06,2.346067662362117e-08
1986,2.890540791611329e-06,4.0163050885055895e-08
1987,2.7736997019189857e-06,4.033139050507728e-08
1988,2.8807444536482762e-06,3.897759981441595e-08
1989,2.877971166270754e-06,3.4026355844041234e-08
1990,2.816407707939561e-06,3.596109682257875e-08
1991,2.9266295200613968e-06,2.989347314130697e-08
1992,2.8855576879038836e-06,3.250866953408149e-08
1993,2.9989268170993455e-06,2.7142116110212555e-08
1994,2.9191444426146518e-06,2.9012095836833396e-08
1995,3.1325498497380977e-06,2.277429356212224e-08
1996,2.8580144473266955e-06,2.935950771387752e-08
1997,2.933995954634838e-06,2.3494983736327413e-08
1998,2.9910475447536555e-06,2.574789703668756e-08
1999,2.899792537647272e-06,2.696418732739403e-08
2000,3.1416622974234087e-06,2.25319604085783e-08
2001,3.0243505904081758e-06,2.3658544096027967e-08
2002,3.1833954494686623e-06,2.2344230243831475e-08
2003,3.1981134398506583e-06,1.6667691227212345e-08
2004,3.2066880351067084e-06,1.541676902805378e-08
2005,3.0161612087908907e-06,1.9366123926722878e-08
2006,3.172010700325245e-06,2.6354496140967854e-08
2007,3.449632380636558e-06,2.7162460725094206e-08
2008,3.6137147887416177e-06,2.2564430657290302e-08
2009,3.6948723050045373e-06,2.5748240428669078e-08
2010,4.118675043685016e-06,2.7870379337713302e-08
2011,4.094326769177314e-06,2.1414243489559226e-08
2012,4.581783535684281e-06,3.234040091282253e-08
2013,4.729519481827538e-06,2.6217775839221247e-08
2014,4.867271300668108e-06,3.4430577014465946e-08
2015,4.887991956081805e-06,2.216575456515102e-08
2016,4.938489027495052e-06,2.0506266129594053e-08
2017,4.652371799807042e-06,1.911864622172743e-08
2018,5.107173826957023e-06,2.220061284807784e-08
2019,4.870090599240484e-06,1.5816124743217586e-08
