year,en_ADP an_NOUN,en_ADP rangs_NOUN
1901,2.732893396584224e-07,3.889762263398211e-07
1902,2.7595794294121845e-07,2.9756320651941337e-07
1903,2.9323195738228947e-07,4.168970058060495e-07
1904,2.7410588554488413e-07,3.762237685833725e-07
1905,2.342984628533884e-07,3.426743915291297e-07
1906,2.453775985733486e-07,3.22025938803705e-07
1907,2.7617068942831224e-07,3.7954183174093714e-07
1908,2.1462770916080842e-07,3.708098752497335e-07
1909,2.381925914285432e-07,3.4216119093599673e-07
1910,1.9345826018923873e-07,4.061554532697187e-07
1911,2.745313101293334e-07,4.13925103970314e-07
1912,2.3181924374560126e-07,3.0370924797296084e-07
1913,2.2484676126532932e-07,3.6060330987908173e-07
1914,2.276892898667171e-07,4.4801214471590356e-07
1915,2.0969756231448144e-07,8.894475262977153e-07
1916,2.64797828997132e-07,8.218621339040055e-07
1917,2.0836206238161736e-07,6.634686968709502e-07
1918,2.2857889092620098e-07,6.294534493633819e-07
1919,2.1822600482224175e-07,5.184018887494091e-07
1920,2.4761197181533134e-07,3.8694105075620655e-07
1921,2.1203692424087706e-07,3.5440456791491215e-07
1922,2.0363102271048206e-07,3.6889677579310387e-07
1923,2.2081171513477216e-07,4.458698281695206e-07
1924,1.8950688063235077e-07,3.570980058320572e-07
1925,2.2106337516092367e-07,3.9703421528258787e-07
1926,2.5859040508890985e-07,3.856563894899523e-07
1927,1.4493992472885964e-07,3.467408826729468e-07
1928,2.1252436988028478e-07,3.6906114520007804e-07
1929,2.5511530887811773e-07,3.6206319542486654e-07
1930,2.951512604321138e-07,3.9598585566125166e-07
1931,1.8704785009759917e-07,3.1592839100369474e-07
1932,1.5233756045507363e-07,3.364577869646723e-07
1933,1.5944220788099983e-07,4.1638504733043646e-07
1934,2.0009239420915037e-07,4.3133688087948485e-07
1935,1.4242258306040867e-07,4.152994481643191e-07
1936,1.624711774006471e-07,4.013280463510682e-07
1937,2.5434058437134865e-07,3.9913845384376145e-07
1938,1.8540257140653438e-07,3.7599120528142294e-07
1939,1.8199920415185034e-07,3.7011602493919327e-07
1940,2.3329202702981888e-07,4.310830821196987e-07
1941,2.6858673107810205e-07,4.929009200793644e-07
1942,5.006449512734434e-07,5.734660302181283e-07
1943,3.251623377220625e-07,5.051629448082906e-07
1944,1.670856821789357e-07,5.237493354570688e-07
1945,1.7645882843808636e-07,6.295876762152375e-07
1946,1.767980171152317e-07,6.30626033171211e-07
1947,1.2874540833429649e-07,5.233262552195583e-07
1948,1.7829895648802108e-07,4.827118305072986e-07
1949,1.7277934827308883e-07,4.4372878349463463e-07
1950,2.0845308923433947e-07,4.764642067556224e-07
1951,1.7697927001680824e-07,3.9127344031442135e-07
1952,1.7609822067221614e-07,4.0808390400215444e-07
1953,1.8100030263479283e-07,4.1910189940708165e-07
1954,1.3192924086524727e-07,4.905813331124165e-07
1955,1.9052783706285936e-07,4.6646469620270636e-07
1956,1.7965551646348388e-07,4.3344072864215377e-07
1957,2.31477991108342e-07,5.17733214522309e-07
1958,2.556123281927114e-07,4.218844162906521e-07
1959,2.1082034362684965e-07,4.0923949029547657e-07
1960,1.986279155596904e-07,4.256312564621112e-07
1961,2.0913959231094736e-07,4.683059247057031e-07
1962,2.416285432849108e-07,4.807202866885518e-07
1963,2.133797532000159e-07,4.487440854461511e-07
1964,2.293656092833274e-07,4.1188464905417277e-07
1965,2.1450410364609596e-07,4.7114293089123294e-07
1966,2.0549968060556978e-07,4.746987123382951e-07
1967,1.9770645359740158e-07,4.432371634166543e-07
1968,1.8280062505371397e-07,4.823780646034947e-07
1969,1.630491064108508e-07,4.073956727523864e-07
1970,1.692330778291229e-07,4.354992704236338e-07
1971,1.6905328026339816e-07,4.3522225734449194e-07
1972,1.8468528922843674e-07,4.411926335379235e-07
1973,1.3783009528145485e-07,4.2120875853868256e-07
1974,2.3852424302361896e-07,4.6467222691859433e-07
1975,2.2560346923938823e-07,4.0837083936651197e-07
1976,1.5255116581069927e-07,4.085171809720123e-07
1977,1.4280580318271063e-07,5.054032268247965e-07
1978,1.188118274875194e-07,4.0396021638855473e-07
1979,1.281582141521298e-07,4.336312215968974e-07
1980,1.5804718556111652e-07,4.366195867078204e-07
1981,1.1449244580186146e-07,5.079416389719427e-07
1982,1.3904804907483026e-07,4.6183816859723947e-07
1983,1.3388469954911386e-07,5.020676070444097e-07
1984,1.786094572242547e-07,4.7493878252424793e-07
1985,1.0527226579348792e-07,4.589870847837574e-07
1986,1.0190625043815515e-07,4.6337371983895537e-07
1987,1.1305011188289527e-07,4.2897933205665595e-07
1988,2.4645836249614916e-07,4.5573808815646544e-07
1989,1.053719477228654e-07,5.482634257703012e-07
1990,1.0897301572221352e-07,5.094488582102485e-07
1991,1.1781545167233176e-07,5.90835677272139e-07
1992,1.4160556649489564e-07,5.735851829058447e-07
1993,1.0801454858322401e-07,4.857885027576003e-07
1994,9.283870938681105e-08,4.552261554380266e-07
1995,1.1441371272624679e-07,5.552589499302485e-07
1996,1.2117468917161034e-07,4.943073506069595e-07
1997,7.719779804293836e-08,4.862022970897328e-07
1998,8.201181977973704e-08,5.092362158620745e-07
1999,8.27206416420534e-08,4.574771468313088e-07
2000,8.350079627739149e-08,4.6477692450253016e-07
2001,1.0339659703428872e-07,4.85000150263204e-07
2002,1.0602556049787992e-07,5.025260847446589e-07
2003,8.500522735710447e-08,5.262823563612073e-07
2004,1.0263163519041996e-07,5.285749331562783e-07
2005,9.097574116267992e-08,4.706418277322655e-07
2006,7.782812000423078e-08,4.7355734089649104e-07
2007,7.869124660220272e-08,5.823951099159785e-07
2008,7.705965823778804e-08,5.091897641307241e-07
2009,6.53242375747709e-08,5.607394388817966e-07
2010,8.077686158847186e-08,6.901461535591125e-07
2011,3.7474924913238894e-08,6.699598760206982e-07
2012,3.6765930244708755e-08,8.074887496434258e-07
2013,2.8727987766430374e-08,7.608733127995038e-07
2014,3.3131311125145224e-08,7.977499958400358e-07
2015,2.1722439139115757e-08,7.130722856629745e-07
2016,2.7548822750800284e-08,6.843707254233777e-07
2017,2.440142932158551e-08,6.920446899982835e-07
2018,2.0135440093049795e-08,6.949308275494559e-07
2019,4.28565950505444e-08,5.892781782534939e-07
