year,un_DET athée_NOUN,un_DET raté_NOUN
1893,2.407940806747888e-07,6.774258354269591e-08
1894,1.7644310212894254e-07,6.427569987366155e-08
1895,1.9921613714224407e-07,9.208480467037816e-08
1896,1.828079016497064e-07,9.081424767742874e-08
1897,1.3168372736682699e-07,7.866063356232189e-08
1898,1.8276485769241901e-07,1.0185038656906897e-07
1899,1.3708394597244933e-07,6.964748777704699e-08
1900,1.6559459536935606e-07,8.357595204788737e-08
1901,1.9057600347816006e-07,6.65059938231849e-08
1902,1.53691877891049e-07,1.3847000923661312e-07
1903,1.3392546849289033e-07,8.154332498122585e-08
1904,2.3325874032309457e-07,6.180819056567088e-08
1905,1.7959442111248336e-07,8.360429415432691e-08
1906,2.2119994014246913e-07,9.002322742812652e-08
1907,2.6279929765671284e-07,8.331406031736321e-08
1908,2.24941612003704e-07,1.0068347933156474e-07
1909,2.0463658145786212e-07,1.0781927883840581e-07
1910,2.5651923230007867e-07,1.3681025734513241e-07
1911,2.4420518007772785e-07,7.342116337127891e-08
1912,2.453637426569344e-07,9.585335014605789e-08
1913,2.3227095069522363e-07,1.0499919433915039e-07
1914,2.0759905483558327e-07,1.2522910308732094e-07
1915,1.3076645133391906e-07,7.893110476331344e-08
1916,1.395407744908539e-07,5.93322946329522e-08
1917,1.6120643930861434e-07,6.579854794352968e-08
1918,1.2290422457539307e-07,1.470256094648903e-07
1919,1.4916715063151287e-07,1.3535536957931527e-07
1920,1.9536358086824634e-07,8.556622166366878e-08
1921,1.7568773769127688e-07,1.1964940949127367e-07
1922,1.9256412198132011e-07,2.338805487056561e-07
1923,2.3567404738855657e-07,1.3906892437631768e-07
1924,1.9337436829580668e-07,1.7016944564574032e-07
1925,2.4855882774232896e-07,1.583737656574158e-07
1926,2.050889487126284e-07,1.2149290729013273e-07
1927,1.6723837825693977e-07,1.3267577791964413e-07
1928,2.2280780864747385e-07,1.2225863832426853e-07
1929,1.8715882998954214e-07,1.2477255051379643e-07
1930,2.6469080904867326e-07,1.3759720651762564e-07
1931,1.7336141944213068e-07,1.3002107124293616e-07
1932,1.4466588560413385e-07,1.2165085561122169e-07
1933,2.1220724644166467e-07,1.3191261416523048e-07
1934,1.7732739188147661e-07,1.4737344145032694e-07
1935,2.321847150099643e-07,1.783274328204243e-07
1936,1.9763285274976283e-07,1.3822174160793566e-07
1937,1.5235252348588801e-07,1.309476260757947e-07
1938,1.426173517060647e-07,1.5558256905023882e-07
1939,2.401165906107394e-07,1.6517575129881834e-07
1940,1.5214697723919812e-07,1.1664601551331089e-07
1941,2.0070218376133653e-07,1.564296372436047e-07
1942,2.3666852189130339e-07,1.5777900830293845e-07
1943,3.658076392909493e-07,1.800005842156338e-07
1944,1.7993841971986058e-07,1.6065931163211644e-07
1945,2.2874293037489224e-07,1.851728423929444e-07
1946,2.645009766766293e-07,2.0881655693472112e-07
1947,2.8014046593582975e-07,1.9907855186573897e-07
1948,2.3265839366182206e-07,2.0982743009767546e-07
1949,2.621141135250582e-07,1.511819336386111e-07
1950,2.5737575093387477e-07,2.0845309123274092e-07
1951,2.1962487628535143e-07,1.8124383105444508e-07
1952,2.2460432536064445e-07,1.8558854186778717e-07
1953,2.6826829213622005e-07,1.885419789182663e-07
1954,3.899241991511815e-07,2.0326875294074398e-07
1955,2.74059749560962e-07,1.9897488545694841e-07
1956,2.6948326636855313e-07,4.116378953256117e-07
1957,1.802347733281806e-07,2.138079064906151e-07
1958,2.1590554677430873e-07,2.034971853248635e-07
1959,2.759266255480952e-07,2.022945224666728e-07
1960,2.519183461835439e-07,2.062408412939476e-07
1961,2.980760260840043e-07,2.0080180451742535e-07
1962,2.7904607424744654e-07,2.1435812413983513e-07
1963,3.4011438998504673e-07,2.0303406955690662e-07
1964,3.455694139731236e-07,1.7217630610133483e-07
1965,3.3762506745915744e-07,1.794830275514414e-07
1966,3.9327429579572026e-07,2.1768563929214224e-07
1967,3.470956215778642e-07,1.784781478164632e-07
1968,3.548218447946283e-07,2.052577023903268e-07
1969,2.538842593935442e-07,1.6441163008806825e-07
1970,3.094941911641058e-07,1.7107257344051163e-07
1971,3.2474673350435523e-07,1.8857918071546464e-07
1972,2.385518282910226e-07,1.5852153278927972e-07
1973,2.376190888497831e-07,1.68704035630185e-07
1974,2.042082507536236e-07,1.5695344490751495e-07
1975,2.2845920311098666e-07,1.993306639747061e-07
1976,2.313978342272094e-07,1.6854904227869838e-07
1977,1.8688166109059878e-07,1.492702610406127e-07
1978,2.0910881159963424e-07,1.3128707365694936e-07
1979,2.680203854410479e-07,1.6561084859034736e-07
1980,2.450299927403421e-07,1.9045254617822138e-07
1981,2.1823145690547108e-07,1.606689536970407e-07
1982,2.1912482672803435e-07,1.9429481667998516e-07
1983,2.1093155133655728e-07,1.8693335723796167e-07
1984,2.0760450070156367e-07,1.9020748176501456e-07
1985,2.1234920044577166e-07,1.822714077448495e-07
1986,2.074091991488558e-07,1.9182353305779998e-07
1987,1.9676830564918646e-07,1.7599152180025612e-07
1988,1.9728662303819533e-07,1.7330040602558938e-07
1989,2.1897607771492744e-07,1.942795213594195e-07
1990,2.1631144564437932e-07,1.7108763561424212e-07
1991,2.145296305045008e-07,1.9460064981657865e-07
1992,1.8513412447518363e-07,1.752162273049862e-07
1993,2.21568295710739e-07,1.9387226091183152e-07
1994,2.025571874675336e-07,1.5824780019713103e-07
1995,1.946659891061131e-07,1.7568741128570764e-07
1996,2.1565891916708324e-07,1.7242038197196052e-07
1997,2.0138557355053877e-07,1.7645211158878737e-07
1998,2.5747896770234036e-07,1.8214254282611364e-07
1999,2.5456021024439224e-07,1.7915188355033251e-07
2000,2.421081211068099e-07,2.120655189230547e-07
2001,2.5191968289206557e-07,1.7086725456749718e-07
2002,2.361478417256535e-07,1.6604829333743965e-07
2003,2.2209699501729574e-07,2.1501322677863755e-07
2004,2.7662087642710276e-07,2.1847764930527092e-07
2005,2.5671373604652103e-07,1.8285222846969873e-07
2006,2.676628438891271e-07,2.1454206233784134e-07
2007,3.083738162601435e-07,2.248891970424438e-07
2008,2.3373344326671486e-07,1.9967392717035182e-07
2009,2.8513792038609154e-07,2.1838321995204524e-07
2010,2.522505440083478e-07,2.7917617551054263e-07
2011,2.1031845862107268e-07,3.23890416709105e-07
2012,2.2876578587016638e-07,3.414465492568297e-07
2013,2.3540215332573666e-07,3.5366106310164014e-07
2014,3.116075681930397e-07,3.8090181320171723e-07
2015,2.7108715699997177e-07,3.7393626328707796e-07
2016,2.769381670653104e-07,3.4529239378855436e-07
2017,2.5080645527086887e-07,4.3696169171880683e-07
2018,2.2897610185701467e-07,4.236186885719917e-07
2019,2.8596573753425503e-07,3.9336231871800464e-07
